Gene = amd
index = 1608
Annotated 5SS: [2162]
Annotated 3SS: [2639]
SMsplice 5SS: [197 493]
SMsplice 3SS: [ 257 2639]
top_k =  1000
Partition function (log Z): 1.5358945602666976

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.9668083748954815
Position 197: 0.8612119558564075
Position 2162: 0.2543679092256692
Position 2253: 0.18131507725389592
Position 190: 0.12495208760306688
Position 1421: 0.10787967086950531
Position 1328: 0.10272719164126175
Position 3340: 0.04024744986340982
Position 1198: 0.02736150514777723
Position 2547: 0.02286237465939041
Position 1082: 0.017513041748515777
Position 1746: 0.016201853254338858
Position 2859: 0.016179570706362865
Position 449: 0.014485906913581858
Position 661: 0.013667328200065021
Position 2263: 0.007529334071407419
Position 2355: 0.005817323140742392
Position 199: 0.004938945490231266
Position 3568: 0.004060043903217367
Position 510: 0.003282119727001394
Position 1364: 0.0028385391528199674
Position 3549: 0.0023233058835973597
Position 1802: 0.002029967500583705
Position 2257: 0.0019032589471501139
Position 3652: 0.0014212534880468945
Position 1845: 0.0012692144399495573
Position 1047: 0.001158722457307185
Position 2137: 0.0010890908031844604
Position 2854: 0.000933923565807231
Position 36: 0.0009163711923628102
Position 2177: 0.0009098014981524968
Position 2531: 0.0008946664928214127
Position 3120: 0.0007200643274983505
Position 2403: 0.0006527135332279288
Position 2314: 0.0006352497116303669
Position 81: 0.0005980566897140382
Position 517: 0.0005968431334859407
Position 28: 0.0005284977401922565
Position 2511: 0.0004856894230736771
Position 488: 0.0004584240574991177
Position 2246: 0.00045175727213769194
Position 2166: 0.00044440929810650627
Position 2101: 0.00042745217471524497
Position 2114: 0.00040658113914956393
Position 1694: 0.00037658029350516055
Position 3672: 0.0003262029417836005
Position 1425: 0.000312526908784178
Position 2496: 0.00029914740489442695
Position 1548: 0.0002919352792227227
Position 1931: 0.000290938087048967
Position 2288: 0.0002866092628598196
Position 1571: 0.0002779282197651891
Position 1383: 0.00027612515547247176
Position 377: 0.00027434994216233346
Position 1024: 0.0002505583977393691
Position 1078: 0.00023897370117458553
Position 1428: 0.00023574889064347646
Position 3143: 0.00023325761867296413
Position 1067: 0.0002080744685628841
Position 2751: 0.00020122519625477724
Position 886: 0.00018531763268866196
Position 3896: 0.00018190634764581124
Position 3854: 0.0001738295833422824
Position 1686: 0.00016556370089667528
Position 3175: 0.00014496895142005235
Position 1033: 0.00012996086668126027
Position 3288: 0.0001125219046080561
Position 2170: 0.0001070353445316367
Position 571: 9.976221501877518e-05
Position 1809: 9.267548184752705e-05
Position 1438: 8.570381019320779e-05
Position 1468: 8.482755542228357e-05
Position 203: 8.468207137508617e-05
Position 2780: 7.455349636904202e-05
Position 343: 7.443394982003184e-05
Position 21: 7.359375956563822e-05
