Gene = Atox1
index = 38
Annotated 5SS: [201 368]
Annotated 3SS: [291 978]
SMsplice 5SS: [201 368]
SMsplice 3SS: [291 978]
top_k =  1000
Partition function (log Z): -2.0563709166506596

Sorted 5' Splice Sites (High to Low Probability):
Position 201: 0.9546085973162403
Position 368: 0.9032561690726801
Position 1161: 0.14266998076392992
Position 395: 0.026579611507624522
Position 1337: 0.023177178890638944
Position 666: 0.021718795355654925
Position 399: 0.020250343043494604
Position 438: 0.016754021150966865
Position 1139: 0.015131521896630888
Position 645: 0.012088725768314205
Position 205: 0.0066984560676308594
Position 649: 0.005868597777018732
Position 388: 0.004251264510907008
Position 636: 0.0041043510590202245
Position 889: 0.004103671339952927
Position 640: 0.0038554814098846865
Position 675: 0.003600301442583363
Position 1101: 0.003538065397671682
Position 1168: 0.0034027130429080546
Position 1365: 0.0021944289190830883
Position 442: 0.0021773450253299554
Position 414: 0.002153460092481767
Position 224: 0.0020444504685619
Position 522: 0.0017413108118241895
Position 1020: 0.0012181638575996863
Position 918: 0.0009882005513745494
Position 1229: 0.0009321652950243487
Position 518: 0.0009152731236126512
Position 876: 0.0008743457103998192
Position 432: 0.0008725006439340222
Position 1240: 0.0008647170969743633
Position 672: 0.0008624502365302695
Position 454: 0.0007294024217489181
Position 886: 0.0006034139557051649
Position 372: 0.0005289640453902444
Position 1130: 0.0004969430847191294
Position 655: 0.0004628475856263975
Position 756: 0.0004076968336313383
Position 219: 0.00026403530773050094
Position 1348: 0.00025854158067411013
Position 468: 0.00018640461376718883
Position 789: 0.00014890253471257087
Position 1341: 0.00014229454834796125
Position 634: 0.0001332369687659736
Position 1095: 8.106957656810494e-05
Position 1316: 6.34131922906183e-05
Position 1118: 6.202232699322373e-05
Position 1235: 6.176874616805503e-05
Position 405: 5.465841706873321e-05
Position 169: 4.014569432540849e-05
Position 794: 3.9880169387848316e-05
Position 749: 3.478419069623341e-05
Position 426: 3.336068905985615e-05
Position 1351: 2.6278744428541432e-05
Position 12: 2.485793514248372e-05
Position 381: 1.744554263285605e-05
Position 574: 1.581908266812592e-05
Position 1464: 1.158294095916789e-05
Position 1367: 1.107232657592256e-05
Position 456: 7.968147692338062e-06
Position 403: 6.236380842850809e-06
Position 552: 5.8552036171460464e-06
Position 141: 4.4180103900187e-06
Position 1052: 3.8124896789559567e-06
Position 101: 3.2896270917837854e-06
Position 1456: 3.119902447454409e-06
Position 1479: 1.963639053637414e-06
Position 72: 1.6616729515631299e-06
Position 802: 1.0046476475255115e-06
Position 458: 8.395561499033868e-07
Position 307: 7.433542286394424e-07
Position 80: 3.9799397486849104e-07
Position 880: 3.657304614430906e-07
Position 349: 2.2615668634561809e-07
Position 87: 1.658007262788377e-07
Position 733: 1.6205002095680311e-07
Position 340: 1.6171253804597796e-07
Position 292: 1.5208979313036353e-07
Position 125: 1.4777937305683942e-07
Position 536: 1.1994181508528126e-07
Position 696: 7.936683910050592e-08
Position 117: 3.8648682134149414e-08
Position 335: 1.7009730128506414e-08
Position 329: 1.3741079692810566e-08
Position 1201: 1.9533787266591983e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 291: 0.9607971292494832
Position 978: 0.9368908012601145
Position 1439: 0.11301629912173494
Position 552: 0.07250135224831701
Position 1396: 0.048378464026084936
Position 1316: 0.0213440847278507
Position 1291: 0.0156892318756488
Position 719: 0.004668588382754158
Position 1344: 0.004188845826007096
Position 1216: 0.0029831966361543384
Position 886: 0.0025118796623800703
Position 789: 0.0024305205895982615
Position 569: 0.002023818669541938
Position 809: 0.0019619359969997685
Position 816: 0.0016179564677214142
Position 983: 0.0013435571420082105
Position 1240: 0.00112707257477076
Position 526: 0.000871753571008605
Position 1476: 0.000741734560961185
Position 794: 0.0006081808360617693
Position 1501: 0.00042399156697504913
Position 634: 0.000364473342919727
Position 1456: 0.0003549487260700728
Position 1351: 0.00032204088041761425
Position 1402: 0.0002256122997208511
Position 921: 0.00021723923995115425
Position 1525: 0.00015214168268171515
Position 1463: 0.00014032797860644806
Position 306: 0.00013892134718304468
Position 853: 0.00013037684584834156
Position 918: 4.196752697169415e-05
Position 1166: 4.167495973294428e-05
Position 903: 4.0385250621344275e-05
Position 574: 3.725274887060506e-05
Position 666: 3.3983605124975196e-05
