Gene = ATPsynB
index = 4
Annotated 5SS: [ 97 642]
Annotated 3SS: [312 733]
SMsplice 5SS: [642]
SMsplice 3SS: [733]
top_k =  1000
Partition function (log Z): -4.662180571082862

Sorted 5' Splice Sites (High to Low Probability):
Position 642: 0.9635867532355211
Position 97: 0.293328517264636
Position 234: 0.16884128286630123
Position 414: 0.07091759737034438
Position 225: 0.0615180101078201
Position 228: 0.0495673742483907
Position 29: 0.011483984943899156
Position 163: 0.005821844671904657
Position 212: 0.0046839125956203145
Position 215: 0.004567010589314696
Position 155: 0.004434467374579369
Position 894: 0.0039285289986299154
Position 196: 0.003624241723263479
Position 495: 0.0035512164829487013
Position 620: 0.00244657117635432
Position 559: 0.0009802604357228074
Position 139: 0.0007633592605810753
Position 443: 0.0007611107151537816
Position 657: 0.0005452944377368731
Position 663: 0.0005344890437518421
Position 646: 0.0005161531326574214
Position 571: 0.00048615469072283666
Position 923: 0.00046259483244814284
Position 440: 0.0003939823653796655
Position 499: 0.0003149330852843378
Position 187: 0.0003060220040291713
Position 947: 0.0002160461763290738
Position 469: 0.00011515064514016233
Position 1135: 0.00010172395037459586
Position 38: 9.755695965692322e-05
Position 11: 8.476108507278631e-05
Position 150: 8.446367157464233e-05
Position 831: 6.893306648239962e-05
Position 71: 6.426349546750179e-05
Position 548: 4.6857503176613625e-05
Position 992: 4.0948900830984075e-05
Position 1124: 3.588952915741432e-05
Position 137: 3.2079595762708944e-05
Position 962: 2.924106438689548e-05
Position 449: 1.7758616276859553e-05
Position 913: 1.6011491283379314e-05
Position 1060: 1.3167231173411354e-05
Position 1099: 1.163082978569163e-05
Position 609: 1.1579069228645147e-05
Position 418: 1.0767267250988992e-05
Position 1118: 1.0220477442698136e-05
Position 969: 8.728694768298157e-06
Position 278: 7.870170100159651e-06
Position 889: 3.7087145073656387e-06
Position 296: 3.3161580053055397e-06
Position 534: 2.237296401597464e-06
Position 1127: 2.1425475789742605e-06
Position 1094: 2.0619601628188535e-06
Position 51: 1.7821831161451988e-06
Position 471: 1.0418080288918302e-06
Position 952: 8.047299841533543e-07
Position 283: 7.598367373545859e-07
Position 344: 6.363486444973712e-07
Position 911: 5.133923378516676e-07
Position 930: 2.2022410899101203e-07
Position 591: 5.516641575110004e-10
Position 563: 4.854495585485384e-10
Position 817: 2.5123617505800167e-10
Position 779: 7.798293665902926e-11
Position 330: 1.640953248271931e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 733: 0.9876837634618615
Position 312: 0.4644378067620559
Position 281: 0.12019202720837076
Position 524: 0.056515651947819115
Position 96: 0.006575280047044608
Position 946: 0.004249410527888616
Position 464: 0.004244454133604534
Position 527: 0.004066177355480735
Position 548: 0.003775010092234259
Position 163: 0.0018513210847671815
Position 705: 0.001415136183677484
Position 317: 0.0010395443781367952
Position 1039: 0.0006221121608478969
Position 121: 0.0004211180193984541
Position 754: 0.0003830642702115994
Position 351: 0.000353114746778522
Position 1183: 0.0003136241364951229
Position 1036: 0.00022947892841175646
Position 599: 0.0001927107885869349
Position 877: 0.00016957976492869878
Position 1023: 0.00015179817818540138
Position 978: 0.00014033937454112827
Position 556: 0.00010204332885154208
Position 1042: 6.567903579206203e-05
Position 596: 6.41353444821013e-05
Position 413: 4.5793003864588486e-05
Position 922: 4.21398048039809e-05
Position 212: 2.856616561483657e-05
Position 449: 2.4039265825615333e-05
Position 542: 1.86935197842434e-05
Position 1124: 1.4777784541732829e-05
Position 808: 1.0539724970712e-05
Position 1155: 8.309765573977994e-06
Position 928: 7.611006952467778e-06
Position 778: 6.5323240284239235e-06
Position 392: 6.525761226466564e-06
Position 982: 6.067417902209509e-06
Position 1045: 5.546957489301772e-06
Position 985: 3.997487407567301e-06
Position 129: 3.9795482560247074e-06
Position 772: 3.59947506162176e-06
Position 757: 3.39667875191363e-06
Position 620: 2.8598713207045896e-06
Position 883: 2.809780375325167e-06
Position 811: 2.7690260366227713e-06
Position 79: 2.259220641356525e-06
Position 814: 1.7214142091335103e-06
Position 799: 1.2384080491171366e-06
Position 805: 1.0664786969340822e-06
Position 952: 5.866048830926309e-07
Position 437: 5.312037788230116e-07
Position 440: 1.938684497041922e-07
Position 383: 1.0814749605214013e-08
Position 81: 6.752778628182045e-11
Position 375: 7.318715577948797e-14
Position 401: 6.781763330021592e-15
