Gene = endos
index = 1695
Annotated 5SS: [318 900]
Annotated 3SS: [ 703 1285]
SMsplice 5SS: [399 900]
SMsplice 3SS: [ 703 1285]
top_k =  1000
Partition function (log Z): -3.279534894957953

Sorted 5' Splice Sites (High to Low Probability):
Position 900: 0.9925725759452574
Position 399: 0.4561810936303019
Position 318: 0.23987762571284904
Position 1164: 0.17844883081740606
Position 260: 0.040790032545252826
Position 1434: 0.01048854093876441
Position 393: 0.010370511056327034
Position 53: 0.007799183383688767
Position 1214: 0.0076860308274200075
Position 48: 0.006807824852055409
Position 405: 0.0047327756150137516
Position 403: 0.004363915858343455
Position 1191: 0.0036054711082061414
Position 1364: 0.0032202001085072647
Position 1506: 0.002642246628774865
Position 171: 0.0021548893684239065
Position 543: 0.0021178624346704982
Position 1181: 0.0015511464669320468
Position 545: 0.001349631051291797
Position 1220: 0.0013479649404494333
Position 547: 0.0012689691696752138
Position 549: 0.0011990858203838792
Position 1490: 0.0011761110249140217
Position 539: 0.0011234944187052645
Position 1770: 0.0010152598670811809
Position 1828: 0.0010047446728412882
Position 290: 0.0009866203894867134
Position 553: 0.000986283795061246
Position 396: 0.0009162062945714518
Position 1349: 0.0005834589414590661
Position 533: 0.0005417942366255563
Position 514: 0.0005160677103192725
Position 44: 0.0004750384691155861
Position 977: 0.00037547092807750583
Position 904: 0.0003632431301859109
Position 199: 0.0003025711387621885
Position 1141: 0.0002844826902331244
Position 127: 0.00028121407450157516
Position 1441: 0.00026812907852489344
Position 481: 0.00021896722371056318
Position 37: 0.0002106975214147412
Position 518: 0.0001330233358209013
Position 1791: 0.00010177724390805059
Position 648: 8.16624390599749e-05
Position 297: 6.130523595997679e-05
Position 833: 5.956579580362195e-05
Position 1927: 4.173574092365354e-05
Position 1400: 2.8588974818991358e-05
Position 77: 2.3430285319957376e-05
Position 479: 1.6769493763600856e-05
Position 2026: 1.5774083320212687e-05
Position 700: 1.4174324055510856e-05
Position 1917: 1.1949329826210606e-05
Position 95: 8.637134433972977e-06
Position 1021: 7.586588578036334e-06
Position 1024: 7.499022287858169e-06
Position 485: 6.582403402521172e-06
Position 143: 6.5054213942283185e-06
Position 1522: 5.481630902872089e-06
Position 1950: 4.502973511348871e-06
Position 512: 4.270035817622452e-06
Position 537: 4.083375223794421e-06
Position 1031: 3.2677160604175566e-06
Position 4: 2.193228223776854e-06
Position 551: 2.0993027533608298e-06
Position 656: 1.860326369865133e-06
Position 954: 1.77982776567215e-06
Position 125: 1.5929365968910452e-06
Position 827: 1.4877143314861164e-06
Position 956: 1.3683718996618789e-06
Position 939: 1.347944680245466e-06
Position 852: 5.170359706260764e-07
Position 506: 5.009448646053401e-07
Position 688: 4.1674728620401924e-07
Position 461: 2.648138121719146e-07
Position 1037: 4.003642127126725e-08
Position 1261: 2.984221360279728e-08
Position 1642: 1.9138053549871723e-08
Position 1653: 9.46931435050466e-09
Position 1332: 3.0242632805411227e-09
Position 1593: 1.0823089542227988e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1285: 0.8779629721111624
Position 703: 0.5594027874991326
Position 1080: 0.18276839767154104
Position 648: 0.07255620011676675
Position 310: 0.047049911982174314
Position 475: 0.04158743691238621
Position 1024: 0.03327008611711671
Position 688: 0.030956289278880875
Position 1134: 0.028552575212368796
Position 1291: 0.01905217651770684
Position 1021: 0.01840190356851074
Position 707: 0.01683170381368998
Position 1630: 0.015343938651377339
Position 1315: 0.010821839630663672
Position 1047: 0.010154696233593193
Position 1612: 0.006371955031828038
Position 235: 0.004309874760926025
Position 121: 0.0019508427314416379
Position 761: 0.0015617825908512614
Position 1825: 0.001406861144474569
Position 2025: 0.0012813137691446905
Position 1575: 0.001108727657557654
Position 1220: 0.0010701000085788137
Position 729: 0.0010652060501286046
Position 782: 0.0007849531143041349
Position 1719: 0.0007494693035113694
Position 2041: 0.0007112031904029322
Position 1511: 0.000523674371022002
Position 736: 0.00039273173219872917
Position 1988: 0.0003812585454565891
Position 1506: 0.0003193009818911624
Position 512: 0.0003155006045243227
Position 1694: 0.0002695009292122999
Position 133: 0.0002658941294138047
Position 95: 0.0002584560362110781
Position 742: 0.00023007626831660427
Position 1031: 0.00022791360355613806
Position 806: 0.00020926993581497094
Position 175: 0.00020042413257436372
Position 2071: 0.00018548170571143976
Position 1865: 0.0001770351479367544
Position 2102: 0.0001763357141476986
Position 1441: 0.00017229886540498705
Position 396: 0.000161782743055677
Position 479: 0.00014920038747102062
Position 379: 0.00012646934722799013
Position 1856: 0.00012534382223972293
Position 1985: 0.00012253410504280975
Position 1247: 0.00011894860830980223
Position 1205: 8.043899311376517e-05
Position 803: 6.418003167359036e-05
Position 1707: 6.232685653502201e-05
Position 185: 4.9779396303702175e-05
Position 881: 4.755577789283415e-05
Position 1327: 4.505180489648886e-05
Position 143: 4.3455912298894764e-05
Position 1141: 4.114383822516336e-05
Position 1917: 3.417434206405975e-05
Position 182: 3.317197776716741e-05
Position 1230: 3.071254988019137e-05
Position 1177: 2.547136475185491e-05
Position 151: 2.4206811581976294e-05
Position 2099: 1.7581900940694125e-05
Position 770: 1.583732350280487e-05
Position 1927: 1.4218056763681919e-05
Position 529: 1.367866762645454e-05
Position 1348: 8.188171629574966e-06
Position 199: 6.6013193240977375e-06
Position 317: 6.3453521905165985e-06
Position 1191: 4.8154022745456375e-06
Position 841: 1.5889845253387861e-06
Position 779: 1.3778464091397779e-06
Position 240: 1.1848747793137744e-06
Position 886: 8.579626907345987e-07
Position 255: 6.41878377895825e-07
Position 243: 3.5242233443967206e-07
Position 290: 1.8502298437884737e-07
Position 265: 1.1738526753752027e-07
Position 279: 5.401089313359056e-08
Position 273: 1.9954790056472615e-08
Position 53: 1.2514865469738712e-08
Position 276: 3.160121831804502e-09
Position 77: 3.5594118917748535e-13
Position 322: 2.45889163201042e-13
Position 359: 7.117589545000907e-14
