Gene = dre4
index = 1676
Annotated 5SS: [ 203  661 1026 2272 3196 3513 3731 3959]
Annotated 3SS: [ 396  725 1093 2328 3249 3576 3841 4394]
SMsplice 5SS: [ 203  661 1026 2272 3196 3513 3731 3959]
SMsplice 3SS: [ 396  725 1093 2328 3249 3576 3841 4394]
top_k =  1000
Partition function (log Z): 20.451546410852156

Sorted 5' Splice Sites (High to Low Probability):
Position 3513: 0.9996156874088388
Position 3196: 0.9958196594965079
Position 1026: 0.990918079265166
Position 3731: 0.9824525522954936
Position 2272: 0.9606945135151462
Position 661: 0.9243044907053602
Position 203: 0.6208213586678056
Position 3959: 0.5102996086994861
Position 339: 0.363285250006032
Position 1379: 0.15515019450535125
Position 4337: 0.14892576627610776
Position 2080: 0.07552560701509235
Position 2940: 0.024899692338220883
Position 2508: 0.013164822698458688
Position 3058: 0.012828561567929457
Position 314: 0.010372600434426539
Position 2624: 0.010057129669127769
Position 1688: 0.007905833799878154
Position 1269: 0.0053829984710062825
Position 2915: 0.0053723980790416626
Position 3062: 0.00477638741793619
Position 2276: 0.004060582788026077
Position 2911: 0.0036682676448330075
Position 4013: 0.0035651140818400945
Position 311: 0.0028784106368302384
Position 1479: 0.0025089838844411364
Position 626: 0.002400681785323845
Position 2844: 0.0022794947633800965
Position 3880: 0.0019317962371854542
Position 2894: 0.0017040742484841487
Position 983: 0.0016447258587703507
Position 869: 0.001060165639894224
Position 285: 0.00100736798892399
Position 2635: 0.0009535943704694246
Position 3926: 0.0009170903658279803
Position 1337: 0.0008917111173248445
Position 1589: 0.000850642631439122
Position 2366: 0.0007507636896949674
Position 266: 0.0006253956883774311
Position 1277: 0.0005616148590243104
Position 2270: 0.0005142127190731425
Position 3772: 0.0004993383095364018
Position 2417: 0.00047899823792947106
Position 3053: 0.0004406906773388398
Position 3759: 0.0003865911635312223
Position 649: 0.0003815215254734214
Position 1484: 0.00037123157044659905
Position 2978: 0.000348221329237969
Position 543: 0.0003280832841885828
Position 1991: 0.0003271308108641155
Position 207: 0.00032285218153620007
Position 4066: 0.000319153444148749
Position 219: 0.0003167613576107074
Position 1682: 0.00031478052197236433
Position 3893: 0.000310754451995775
Position 1271: 0.00030008450031468193
Position 4347: 0.00029329476906417426
Position 2117: 0.00027975861656436593
Position 561: 0.0002506446834590972
Position 477: 0.0002377637899432544
Position 4530: 0.0002278137980868327
Position 2710: 0.00021450401187213586
Position 3179: 0.00020454249855456067
Position 541: 0.00020217603552030025
Position 4588: 0.000194504273847741
Position 830: 0.00019238822895996288
Position 2471: 0.00019171359953335331
Position 4128: 0.0001907613558520355
Position 1241: 0.0001856096281008495
Position 1710: 0.00018420482714000125
Position 1303: 0.0001681367230806878
Position 2069: 0.00016210132271307585
Position 4061: 0.0001515712774539133
Position 1712: 0.000149840462176678
Position 4539: 0.0001494386280647429
Position 3718: 0.00014541057919212677
Position 2609: 0.0001421545660034756
Position 163: 0.00013594098775278438
Position 4227: 0.00012850898856433846
Position 962: 0.00012756790176426697
Position 1604: 0.0001220875159011935
Position 4221: 0.00012149072741562188
Position 1231: 0.00011751035200225721
Position 1150: 0.00011541415639818548
Position 2281: 0.0001066664115624736
Position 863: 8.872204074031945e-05
Position 2104: 8.608454930968733e-05
Position 4173: 8.327345107187432e-05
Position 342: 8.188182483978362e-05
Position 665: 8.058496241423069e-05
Position 4091: 7.261865691716043e-05
Position 3008: 6.730794022872236e-05
Position 4680: 6.361297996660636e-05
Position 3475: 6.316940296432542e-05
Position 460: 5.684937820153358e-05
Position 4576: 5.540787869552519e-05
Position 1509: 4.593596576154023e-05
Position 3963: 4.410493000244799e-05
Position 2048: 3.799168296080659e-05
Position 2090: 3.6389259839293175e-05
Position 4251: 3.392858436721675e-05
Position 1429: 3.138006444319455e-05
Position 1528: 3.1366530008660635e-05
Position 3200: 3.061028653012879e-05
Position 1982: 2.9587931324876736e-05
Position 3146: 2.8618080191149944e-05
Position 926: 2.834199292559481e-05
Position 4118: 2.5750272637839587e-05
Position 1161: 2.4672526464557337e-05
Position 454: 2.345021617382866e-05
Position 211: 1.985362412455683e-05
Position 4592: 1.970421231351819e-05
Position 1306: 1.9354667663925616e-05
Position 4204: 1.909474307002897e-05
Position 4683: 1.8648260364711312e-05
