Gene = Gr22d
index = 1195
Annotated 5SS: [1010]
Annotated 3SS: [1067]
SMsplice 5SS: [1010]
SMsplice 3SS: [1067]
top_k =  1000
Partition function (log Z): -6.175084618302768

Sorted 5' Splice Sites (High to Low Probability):
Position 1010: 0.9947203485263107
Position 185: 0.08807404864202018
Position 98: 0.03452724228445163
Position 509: 0.029547798417246144
Position 290: 0.025094693972806614
Position 812: 0.017231888430453972
Position 32: 0.01632634060162254
Position 848: 0.013802833715693437
Position 541: 0.013669022770947857
Position 710: 0.012811194923534242
Position 635: 0.011562708683842102
Position 379: 0.007802091612142271
Position 584: 0.007039773518492524
Position 581: 0.004431378593640725
Position 536: 0.004207378227771529
Position 425: 0.003690238943945207
Position 476: 0.0015054037519900995
Position 420: 0.0014510664412117026
Position 300: 0.0014111097942509894
Position 794: 0.0010212616789138272
Position 755: 0.0007934507298249737
Position 42: 0.0006412765318625619
Position 914: 0.0006355453407329628
Position 53: 0.0005747790084387878
Position 305: 0.0004783625780376736
Position 195: 0.0004463745323668459
Position 443: 0.0003423454759006818
Position 452: 0.0003332831783105059
Position 278: 0.0002818726169111285
Position 1008: 0.00019984923059311783
Position 19: 0.00019251348532003877
Position 398: 0.00018541125960779708
Position 223: 0.00017287527190905385
Position 677: 0.00013034681494874915
Position 287: 0.0001047630217450536
Position 524: 8.777287642858452e-05
Position 16: 6.541869000016673e-05
Position 518: 6.476033505289793e-05
Position 264: 6.44883039653992e-05
Position 602: 5.715403246802924e-05
Position 403: 4.3474547873243474e-05
Position 1014: 4.26081824674482e-05
Position 838: 3.6113489792172245e-05
Position 162: 2.9158107565772784e-05
Position 127: 2.5760823364245267e-05
Position 124: 2.5437359855874785e-05
Position 862: 2.5395227852698518e-05
Position 230: 2.0968607651400514e-05
Position 36: 1.3126804941048787e-05
Position 281: 1.2272193341476664e-05
Position 134: 1.1790690698238591e-05
Position 639: 1.0448994459024801e-05
Position 527: 9.350043851841033e-06
Position 440: 8.729355324334782e-06
Position 1134: 6.45786908040624e-06
Position 152: 6.365597229774143e-06
Position 604: 5.2027497351943e-06
Position 155: 4.9475651858055005e-06
Position 449: 3.905475323020194e-06
Position 405: 3.778552129571182e-06
Position 1085: 1.7844468441816133e-06
Position 1099: 1.7722265312691572e-06
Position 1056: 1.4025201142346055e-06
Position 967: 5.366001218626391e-07
Position 1109: 7.178326381981688e-08
Position 168: 2.2982700370275915e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1067: 0.9258273000009644
Position 878: 0.15005556178644935
Position 931: 0.09529726681719876
Position 1093: 0.035630216315293485
Position 1055: 0.021579327657496566
Position 240: 0.015788552808671193
Position 1074: 0.011426888826029633
Position 618: 0.009844354329551297
Position 779: 0.008176154910222371
Position 264: 0.0044435655761196876
Position 819: 0.0033645475410972385
Position 98: 0.0032504008036075742
Position 433: 0.0015093794278709003
Position 1102: 0.001438375266154115
Position 398: 0.0012772617864993715
Position 751: 0.0012129634158951816
Position 193: 0.0009554934161513518
Position 706: 0.0008305222763375282
Position 723: 0.0007895237975106777
Position 675: 0.000696733055842785
Position 964: 0.0006929198969229225
Position 152: 0.000364632296160668
Position 464: 0.00028871390829134113
Position 162: 0.00021162558404088267
Position 494: 0.00020236355409048988
Position 113: 0.0001623767573574576
Position 437: 0.0001491091729708694
Position 1143: 9.72929727345996e-05
Position 913: 7.533957668844245e-05
Position 168: 6.755673533067329e-05
Position 661: 6.709159497554478e-05
Position 327: 6.358481728352901e-05
Position 630: 6.17176106889083e-05
Position 666: 3.9861097310206134e-05
Position 825: 3.275024869841707e-05
Position 1171: 2.4900173314164912e-05
Position 67: 2.437900767709041e-05
Position 440: 1.952585514926143e-05
Position 281: 1.904394454156976e-05
Position 648: 1.615414480169584e-05
Position 1199: 1.398755037842801e-05
Position 403: 1.092528772976004e-05
Position 1109: 1.0295738981134706e-05
Position 278: 8.607465554573642e-06
Position 202: 2.5073484441671963e-06
Position 379: 2.0696704556312237e-06
Position 942: 1.4060519177776903e-06
Position 118: 1.2838077537340218e-06
Position 541: 1.097749565355285e-06
Position 200: 1.0806451995888777e-06
Position 374: 1.0213831903532181e-06
Position 677: 7.956014664866491e-07
Position 115: 5.468090388366834e-07
Position 343: 3.8978578490781387e-07
Position 207: 5.84017903006403e-09
Position 195: 1.0668011368631314e-10
Position 287: 3.09252168098765e-11
Position 209: 5.3453208789991555e-12
Position 346: 4.2887404103953626e-13
Position 211: 6.117668083199203e-18
