Gene = Syx8
index = 1536
Annotated 5SS: [617]
Annotated 3SS: [669]
SMsplice 5SS: [617]
SMsplice 3SS: [669]
top_k =  1000
Partition function (log Z): -5.834892186191822

Sorted 5' Splice Sites (High to Low Probability):
Position 617: 0.9432670767812386
Position 601: 0.04552674993543744
Position 621: 0.009134224276650846
Position 151: 0.0029014878657851843
Position 375: 0.0011574900929052583
Position 544: 0.0011149607391789473
Position 195: 0.0008401765552483459
Position 265: 0.0005195990851569837
Position 797: 0.0003495923211176746
Position 449: 0.00011574649603307617
Position 747: 0.00011525272959873077
Position 14: 7.691918805053538e-05
Position 849: 7.128759764806505e-05
Position 386: 6.831079201983863e-05
Position 8: 4.6607828763302576e-05
Position 114: 3.337809892992431e-05
Position 852: 2.369989240187853e-05
Position 268: 1.796033919168924e-05
Position 819: 1.7320821364203275e-05
Position 763: 1.0758699290284525e-05
Position 484: 6.609187140419045e-06
Position 715: 5.551736311556437e-06
Position 35: 4.8904567355884375e-06
Position 825: 3.988519999673545e-06
Position 886: 3.035669830280557e-06
Position 666: 2.8428452742481974e-06
Position 416: 1.5341936892093981e-06
Position 783: 9.506309746624221e-07
Position 88: 9.361842786240682e-07
Position 816: 7.536425192021336e-07
Position 879: 6.980176465137506e-07
Position 199: 6.796676600696604e-07
Position 703: 2.513685665280528e-07
Position 801: 2.164567969045369e-07
Position 813: 1.689809154847045e-07
Position 894: 1.0028378482341419e-07
Position 561: 9.652073411478545e-08
Position 717: 7.16942342646351e-08
Position 38: 4.4594405363289283e-08
Position 400: 4.293281995631656e-08
Position 631: 1.302774263462188e-08
Position 705: 1.4676381423513853e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 669: 0.9985494934649429
Position 429: 0.0030558606596657826
Position 746: 0.0011899585932421393
Position 215: 0.001136948518318767
Position 849: 0.00033516932053496463
Position 435: 0.0002599252598663622
Position 905: 0.00021787553403181762
Position 65: 0.0001178404693120065
Position 566: 9.680734822192745e-05
Position 354: 8.98684763777182e-05
Position 830: 6.047559234701957e-05
Position 264: 5.890203650875755e-05
Position 722: 5.553128854340675e-05
Position 792: 2.810590948977837e-05
Position 501: 2.7948143947986764e-05
Position 935: 2.64321776393896e-05
Position 734: 1.8910529148663353e-05
Position 938: 1.3360442533554224e-05
Position 528: 1.0905004416244637e-05
Position 341: 9.727174503573153e-06
Position 588: 8.080528371806112e-06
Position 507: 7.2599214577826245e-06
Position 212: 6.22655378366245e-06
Position 763: 5.591847780029327e-06
Position 255: 5.464401627000496e-06
Position 455: 5.318468598316052e-06
Position 489: 4.927667126698397e-06
Position 222: 4.627842281976294e-06
Position 165: 4.132908605000349e-06
Position 232: 4.046591145373104e-06
Position 553: 3.958604423823049e-06
Position 237: 3.6493739777678194e-06
Position 71: 2.6873427773905526e-06
Position 448: 2.575068923114737e-06
Position 74: 2.4668453871425356e-06
Position 389: 2.094069109194756e-06
Position 570: 1.9113553624300476e-06
Position 525: 1.8279812467589073e-06
Position 386: 1.246491127769485e-06
Position 171: 1.0913185248205084e-06
Position 631: 8.466565244608708e-07
Position 375: 4.379801663006079e-07
Position 498: 3.6771910853830533e-07
Position 294: 3.4804270549845306e-07
Position 246: 2.526168546174795e-07
Position 174: 1.628231604337528e-07
Position 312: 1.1894543308092426e-07
Position 513: 9.41070737628721e-08
Position 612: 8.808295398054798e-08
Position 195: 2.6628987052015055e-08
Position 144: 2.208771453180341e-08
Position 114: 2.0403694313481498e-08
Position 321: 1.780390043571329e-08
Position 234: 1.7292520333871407e-08
Position 363: 7.541990080524968e-09
Position 543: 6.860265315496849e-09
Position 600: 4.17991468724504e-09
Position 306: 2.799314279415747e-09
Position 120: 1.6580423630869652e-09
Position 372: 1.1439103798448473e-09
Position 535: 7.451162748378813e-10
Position 309: 4.88243634155217e-10
Position 185: 1.7719089837309645e-10
Position 76: 1.6897351155341387e-10
Position 606: 8.441066729994612e-11
Position 299: 5.230473684395141e-11
Position 191: 2.5269495300485755e-15
Position 129: 1.910199102046e-15
