Gene = GC
index = 1175
Annotated 5SS: [ 303 4227 4632]
Annotated 3SS: [3622 4284 4703]
SMsplice 5SS: [ 303 4632]
SMsplice 3SS: [3622 4703]
top_k =  1000
Partition function (log Z): -3.883818617691973

Sorted 5' Splice Sites (High to Low Probability):
Position 4632: 0.9962951540216256
Position 303: 0.5548805679699315
Position 4186: 0.18707760745444355
Position 225: 0.17199978177616054
Position 702: 0.16624835765587406
Position 57: 0.117299673079275
Position 4227: 0.10970296677754433
Position 3742: 0.07946371034630334
Position 366: 0.02872243735105128
Position 3567: 0.026190551630840293
Position 1766: 0.022318971166253178
Position 4128: 0.01630394584534527
Position 3425: 0.015619800093264916
Position 4218: 0.013932809268638975
Position 1447: 0.012402533791642299
Position 930: 0.012284740638876772
Position 204: 0.011664972714006723
Position 1459: 0.010740268908034357
Position 253: 0.0102929346250305
Position 2042: 0.008303459063791688
Position 1598: 0.006251723680402737
Position 378: 0.006098736807785083
Position 337: 0.0058195612222412514
Position 3958: 0.004124724440482915
Position 5113: 0.004065578450746338
Position 127: 0.003892402922868846
Position 2402: 0.0037909755550790676
Position 170: 0.003412822338178107
Position 3717: 0.0033028968496869532
Position 2944: 0.0028919953354333517
Position 490: 0.0028242261094616164
Position 4323: 0.0026367474493425185
Position 1589: 0.0025158830728796966
Position 257: 0.002504106230688994
Position 4948: 0.0013470195645913635
Position 219: 0.0013225470494266157
Position 5083: 0.001289344154545838
Position 342: 0.0012581509403486934
Position 1209: 0.0012458137941285567
Position 566: 0.0010814629177753848
Position 614: 0.0010601852725951341
Position 3941: 0.001043692386906506
Position 5104: 0.0009794795231925673
Position 307: 0.0008753261173845992
Position 1829: 0.0007730352633379481
Position 4625: 0.000743285584817831
Position 1629: 0.0006907087881237157
Position 319: 0.000656887826597076
Position 575: 0.0005923596859407421
Position 3963: 0.0005860458479806745
Position 952: 0.0004889496231435067
Position 965: 0.0004363602764535476
Position 1697: 0.00042104583644585837
Position 1928: 0.00041433945581407746
Position 836: 0.0004008794246444235
Position 774: 0.00038037502545511714
Position 172: 0.0003739178338760928
Position 4621: 0.00036539296820938113
Position 3120: 0.00034793087643403584
Position 369: 0.0003243985348364793
Position 750: 0.0002726995103491153
Position 5009: 0.00025583011693635705
Position 5653: 0.00024088417318300447
Position 5771: 0.00023292526343699464
Position 2192: 0.00023232819336151716
Position 328: 0.00022042986077527223
Position 1078: 0.00020558903336256016
Position 957: 0.00019498299202743883
Position 1779: 0.0001883515872465059
Position 1181: 0.00018727022638388951
Position 3002: 0.00018247235743429398
Position 1213: 0.00017137201102952865
Position 3865: 0.00016903876352982163
Position 771: 0.00015919712736698534
Position 3720: 0.00015370664370940534
Position 2934: 0.00014930375306923172
Position 498: 0.00013679189366440765
Position 916: 0.00013072841440711625
Position 5065: 0.0001234328533319145
Position 1271: 0.00012150841911900014
Position 5828: 0.00011994087182571193
Position 4472: 0.00011581793017612717
Position 2656: 0.00010073103325236823
Position 262: 8.78154033605131e-05
Position 1481: 7.658785889203612e-05
Position 1176: 6.85781889429585e-05
Position 971: 6.309066065363876e-05
Position 551: 6.263087595578772e-05
Position 2593: 6.148127550033984e-05
Position 107: 6.138049460117328e-05
Position 2912: 6.134302628264193e-05
Position 817: 5.495507107481424e-05
Position 934: 5.4017665086852455e-05
Position 5819: 4.9647503515935415e-05
Position 5737: 4.645118252189991e-05
Position 5523: 4.572762971262247e-05
Position 608: 4.470837743135339e-05
Position 1231: 3.878760392356424e-05
Position 5921: 3.8734526114254524e-05
Position 5342: 3.264651856701269e-05
Position 4973: 3.128957408163407e-05
Position 5853: 2.71727928799346e-05
Position 606: 2.6981426326619953e-05
Position 5690: 1.5637510976989988e-05
Position 4386: 1.2904773633690217e-05
Position 5707: 1.020899831214102e-05
Position 4378: 9.155423400910586e-06
Position 5033: 8.175536905272343e-06
Position 5099: 6.467943397119302e-06
Position 4513: 4.117379874165592e-06
Position 1207: 3.8173480858465075e-06
Position 397: 3.2763823084290326e-06
Position 1194: 1.702727328445693e-06
Position 4451: 1.1799015562386008e-06
Position 63: 7.11771564092184e-07
Position 810: 3.577915369355971e-07
Position 49: 3.439393007400573e-07
Position 93: 2.946613442140409e-07
Position 616: 2.535985711790035e-07
Position 310: 2.513286799122088e-07
Position 847: 2.0129160975575126e-07
Position 739: 1.9374441865813613e-07
Position 533: 1.1105750680417162e-07
Position 4: 1.0419447511238417e-07
Position 15: 1.0095854306939908e-07
Position 86: 5.5395951692214015e-08
Position 734: 3.13848742586785e-08
Position 4878: 2.8026293474765997e-08
Position 820: 2.0686682938914886e-08
Position 4718: 2.067424809711115e-08
Position 17: 1.5549875613091785e-08
Position 822: 1.2942947980289583e-08
Position 792: 1.177658079650308e-08
Position 960: 6.492958436600583e-09
Position 5012: 2.7117645413720177e-09
Position 41: 1.2891974955342277e-09
Position 3806: 6.215598523470328e-10
Position 892: 3.790305328511572e-11
Position 845: 3.708464879113366e-11
Position 974: 9.885472977189801e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4703: 0.9959497751018019
Position 3622: 0.807858555809348
Position 4284: 0.28633593005716385
Position 4360: 0.23764849675859878
Position 4385: 0.07061142575605038
Position 442: 0.05542276626965899
Position 674: 0.029052340070506767
Position 397: 0.025668908105859336
Position 3009: 0.018548578992929676
Position 1346: 0.016728935807618084
Position 466: 0.01571766695677727
Position 3348: 0.014949460461522832
Position 1003: 0.012867907708714987
Position 361: 0.006064463985680193
Position 3931: 0.005563544646045284
Position 5209: 0.005166192603144105
Position 2812: 0.0043632228290974425
Position 1378: 0.0037451653273714892
Position 522: 0.0024670183882952207
Position 4749: 0.00233668012325792
Position 4296: 0.0023047635538190852
Position 2526: 0.0021634470746253
Position 1663: 0.0021071852143969764
Position 3046: 0.0019520579391373745
Position 410: 0.0019268586063457597
Position 551: 0.001888735963448662
Position 3796: 0.0012199129452152005
Position 3910: 0.001169093373397216
Position 3077: 0.0011488127321123234
Position 2803: 0.001040769207047431
Position 5008: 0.0008907154913484756
Position 5767: 0.0008504989201657959
Position 1207: 0.000821105885936708
Position 1402: 0.0008057948794692031
Position 3562: 0.000791529108139186
Position 1264: 0.0007845718798905732
Position 3860: 0.0006598632546532497
Position 1642: 0.000633679724318158
Position 3027: 0.0005951793924543153
Position 4315: 0.0005918416229568476
Position 4996: 0.0005799650374917271
Position 369: 0.0005367546745569363
Position 159: 0.0005167487735682032
Position 5825: 0.0005003662959910715
Position 378: 0.000482428798444689
Position 490: 0.00038930932243396566
Position 3848: 0.0003772263192751545
Position 3596: 0.0003740522874793809
Position 3830: 0.00034032247871592313
Position 1297: 0.00032700679345552813
Position 5455: 0.0003157385783200839
Position 1282: 0.00029811343785602696
Position 5890: 0.00029477341963018186
Position 1954: 0.0002857361168658992
Position 1672: 0.00028308361530412156
Position 4094: 0.0002670814481070187
Position 3015: 0.00024706024652559715
Position 1316: 0.00023734143834206045
Position 6062: 0.0001937473871472741
Position 262: 0.00018772934506050846
Position 5912: 0.0001571979791488198
Position 1405: 0.00015313624747200053
Position 5507: 0.00014899900795321854
Position 3868: 0.0001433052445914658
Position 1828: 0.00014027520751987458
Position 211: 0.00011710560332457735
Position 2068: 0.00010722783915392955
Position 1854: 0.00010343995001592806
Position 120: 9.97658459142119e-05
Position 1231: 9.797070046122238e-05
Position 1029: 9.199311275834572e-05
Position 1651: 8.510269453571378e-05
Position 198: 7.66154994163518e-05
Position 5617: 7.499318544916672e-05
Position 5674: 6.216001988694212e-05
Position 3739: 5.470792151498388e-05
Position 1320: 5.0063933860764995e-05
Position 5143: 4.356044674781773e-05
Position 337: 3.61710926839545e-05
Position 4733: 3.093204709936738e-05
Position 3638: 2.7090200178494745e-05
Position 5569: 2.530683862585854e-05
Position 342: 2.4675258999043786e-05
Position 5707: 1.8639399603790754e-05
Position 4848: 1.831705549863359e-05
Position 5704: 1.817333523511938e-05
Position 4921: 1.5820348654714408e-05
Position 5251: 1.2779892661518204e-05
Position 303: 1.252961883850155e-05
Position 676: 1.1231908138834685e-05
Position 4792: 9.775196423683068e-06
Position 213: 9.170410763718519e-06
Position 5858: 8.086531889202533e-06
Position 4808: 4.601455939001892e-06
Position 5233: 4.425339419847622e-06
Position 771: 3.2090137477523818e-06
Position 734: 2.640292690506172e-06
Position 798: 1.727471805842779e-06
Position 310: 1.4518622098543052e-06
Position 706: 1.3729620041321217e-06
Position 1063: 7.411373234367817e-07
Position 930: 5.222000420915987e-07
Position 474: 2.593907166958741e-07
Position 1588: 7.544766346565744e-08
Position 216: 6.536698894033408e-08
Position 56: 6.416764158403495e-08
Position 1069: 5.588879860104614e-08
Position 127: 3.927640965271104e-08
Position 307: 3.508356305179227e-08
Position 229: 3.471473793390737e-08
Position 219: 1.0558111886440751e-08
Position 93: 5.646328999260828e-09
Position 124: 5.859541759073197e-10
Position 208: 1.0243999947884135e-11
Position 61: 2.3485203960075437e-12
Position 679: 2.6346848599792616e-13
Position 63: 7.065682906019e-17
