Gene = Scox
index = 1476
Annotated 5SS: [504]
Annotated 3SS: [566]
SMsplice 5SS: [504]
SMsplice 3SS: [566]
top_k =  1000
Partition function (log Z): -1.7691453288692365

Sorted 5' Splice Sites (High to Low Probability):
Position 504: 0.9973375412791234
Position 105: 0.17181516303799269
Position 76: 0.016443446600537932
Position 134: 0.0032711084859659723
Position 653: 0.0021385148504028386
Position 500: 0.0012687683529598215
Position 508: 0.0011573743083458032
Position 638: 0.0005725418559325955
Position 280: 0.0004446349841707196
Position 321: 0.0002700271226263996
Position 973: 0.0001731760353441284
Position 820: 0.00010459637782593718
Position 10: 9.162334883509601e-05
Position 859: 6.087698444478988e-05
Position 624: 5.6350900759108755e-05
Position 949: 5.259318411871505e-05
Position 990: 4.149131973684777e-05
Position 957: 4.0811998755090634e-05
Position 695: 2.7022149665083674e-05
Position 641: 2.1294110591110776e-05
Position 1003: 2.098760571397634e-05
Position 661: 2.0921100041431172e-05
Position 144: 2.0412982936981714e-05
Position 284: 1.6117782232434136e-05
Position 147: 1.5009715276162052e-05
Position 960: 1.4804930536291712e-05
Position 213: 1.4749688055800473e-05
Position 878: 1.3406661439609332e-05
Position 796: 1.1903322738103752e-05
Position 713: 9.804906946076918e-06
Position 491: 8.37820533889701e-06
Position 174: 8.209509779134535e-06
Position 357: 8.019463596684052e-06
Position 919: 7.650269908009618e-06
Position 803: 6.416230277015954e-06
Position 731: 5.175514721861767e-06
Position 892: 4.804329539391349e-06
Position 266: 2.9552898598134397e-06
Position 861: 2.4271368632804107e-06
Position 231: 2.008505790151956e-06
Position 776: 1.6086019987379999e-06
Position 611: 1.4465558795569068e-06
Position 368: 1.4190751785803083e-06
Position 488: 1.0598557823073454e-06
Position 415: 1.0573700858126875e-06
Position 112: 9.466187952081899e-07
Position 590: 9.122553012876387e-07
Position 1012: 4.1526165080454506e-07
Position 571: 3.964419262384645e-07
Position 952: 2.5416314388048663e-07
Position 824: 1.7449011382456808e-07
Position 386: 1.2682252125296256e-07
Position 715: 9.427179389647618e-08
Position 239: 2.3231380209517603e-08
Position 548: 2.14681422092633e-12
Position 459: 6.106892182190937e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 566: 0.9986545279526762
Position 194: 0.18353669627857244
Position 134: 0.004418629614392172
Position 741: 0.002470978876615968
Position 206: 0.0015340921929902504
Position 379: 0.0008162725885245129
Position 231: 0.0007815168335723248
Position 713: 0.0005569246223050918
Position 228: 0.000479273904444522
Position 163: 0.00044177267220059564
Position 571: 0.00040832372973573754
Position 1053: 0.00019421887384987274
Position 590: 0.0001900496066458512
Position 729: 0.00017840760902568698
Position 1059: 0.0001584913212066109
Position 587: 0.0001513311617195901
Position 1012: 0.0001143916740042155
Position 887: 0.00010898601123892992
Position 141: 8.528007142061451e-05
Position 410: 5.786069111649938e-05
Position 620: 4.7460205632127885e-05
Position 289: 4.366648286054086e-05
Position 721: 2.778361396771826e-05
Position 69: 2.6800485204688084e-05
Position 211: 2.4467261586805414e-05
Position 66: 2.2928593395499473e-05
Position 820: 2.2045129193465686e-05
Position 344: 1.626025870552992e-05
Position 357: 9.621851254423875e-06
Position 913: 8.774429691832875e-06
Position 924: 3.794151874668058e-06
Position 473: 3.1717292869186858e-06
Position 341: 2.8423774484037683e-06
Position 853: 2.5209040564969193e-06
Position 400: 2.35943985497702e-06
Position 263: 2.3514301709304043e-06
Position 859: 1.5134203763918616e-06
Position 635: 1.115397763045933e-06
Position 368: 1.0648201675725288e-06
Position 257: 8.666527791263457e-07
Position 295: 7.456823656322781e-07
Position 595: 7.105362541565457e-07
Position 928: 5.532246848131675e-07
Position 659: 3.760448342511137e-07
Position 325: 2.8808792248177165e-07
Position 81: 2.550192202019648e-07
Position 248: 1.6641631522014985e-07
Position 304: 1.5705493815835094e-07
Position 383: 6.792659809647463e-08
Position 892: 5.785330788922384e-08
Position 298: 5.0307754222064104e-08
Position 475: 4.7913974329073167e-08
Position 109: 2.9528347984926185e-08
Position 266: 2.8170839202678867e-08
Position 637: 2.4562292028169552e-08
Position 942: 1.986941208483337e-08
Position 478: 1.689218089567571e-08
Position 500: 1.2924970850852679e-08
Position 415: 9.808662877033172e-09
Position 316: 1.7442609233850082e-09
Position 469: 5.738461676784204e-10
Position 319: 3.931576698472413e-10
Position 511: 3.6608012589927403e-13
Position 309: 4.4404336763176205e-17
Position 291: 5.30684272010007e-19
