Gene = Cen
index = 1066
Annotated 5SS: [228]
Annotated 3SS: [312]
SMsplice 5SS: [228]
SMsplice 3SS: [312]
top_k =  1000
Partition function (log Z): -12.5886324331394

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.3047593901367273
Position 1182: 0.2862545897069198
Position 774: 0.08688146434338517
Position 1591: 0.05950203180402193
Position 1926: 0.054732442666471405
Position 561: 0.054350355700266764
Position 113: 0.05157597140757341
Position 1711: 0.025508229551199024
Position 2024: 0.02480818417941815
Position 993: 0.02170199582457264
Position 373: 0.018103781786390907
Position 117: 0.018066260256266172
Position 175: 0.015842965527820753
Position 2723: 0.015329888892161102
Position 1726: 0.015123039292505459
Position 2520: 0.014580385425860173
Position 1339: 0.010706699839138911
Position 1449: 0.006523594323838927
Position 237: 0.006119242508121099
Position 973: 0.0057373173443133006
Position 55: 0.005192256297999707
Position 2742: 0.0047073881459475985
Position 183: 0.00411692406478734
Position 2229: 0.00366371594525066
Position 1917: 0.00353508046821573
Position 1690: 0.003431647269382878
Position 1017: 0.0034185919912739504
Position 1201: 0.0028253193018656976
Position 582: 0.0027989633505446764
Position 823: 0.0026565169594692083
Position 488: 0.002517703270892394
Position 870: 0.002506078718766055
Position 1336: 0.0021338831400900143
Position 2833: 0.0019714639770643866
Position 1102: 0.001606363107670753
Position 393: 0.0012782133903915562
Position 1199: 0.0010400985894356565
Position 341: 0.0009441264219565707
Position 1983: 0.0007653323891248507
Position 93: 0.000750745969349778
Position 243: 0.0007493123217513379
Position 64: 0.0007236845265956471
Position 600: 0.000691927060380143
Position 2073: 0.0005692110236021187
Position 950: 0.0005622883045975043
Position 1073: 0.0005508634751060535
Position 1548: 0.0005308005086384567
Position 937: 0.0005112384304091858
Position 1077: 0.00043986414016253033
Position 2559: 0.00040169349232908153
Position 1980: 0.00034217922619345374
Position 189: 0.000335507109911564
Position 40: 0.0002597331123948956
Position 868: 0.00023943750255421895
Position 2386: 0.00022569653038999915
Position 1163: 0.00022133366041031952
Position 30: 0.00021589846252712802
Position 1027: 0.00017773417342489058
Position 2419: 0.00012109804200707845
Position 2711: 0.00011852470162811965
Position 2472: 7.61123337545421e-05
Position 62: 5.869256134282516e-05
Position 2800: 4.609696264145578e-05
Position 102: 3.354063903611021e-05
Position 17: 3.269412849989025e-05
Position 385: 1.6166044436467266e-05
Position 1052: 1.270665499306424e-05
Position 875: 1.1211500898141693e-05
Position 782: 7.531325128811157e-06
Position 891: 4.349850484688414e-06
Position 157: 2.4971796166565778e-06
Position 47: 2.3676191016465743e-06
Position 347: 1.9721345143073664e-06
Position 192: 1.7862759470810202e-06
Position 828: 1.5511991055567311e-06
Position 854: 1.4595250551856998e-06
Position 401: 1.4161195930418482e-06
Position 835: 1.3805182815716366e-06
Position 198: 1.3041620432120793e-06
Position 830: 9.23393474164194e-07
Position 724: 4.5255766565701775e-07
Position 314: 1.8275149932146648e-07
Position 696: 4.2009388540073916e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2232: 0.3715905733564829
Position 312: 0.2781437600067358
Position 2125: 0.16467503501993902
Position 1393: 0.08119858456226745
Position 2893: 0.03768214845437633
Position 1976: 0.02223151064504337
Position 2588: 0.01753239842778505
Position 1422: 0.014886789713485898
Position 2610: 0.012809084459162755
Position 1275: 0.009940849911426769
Position 937: 0.009289036395402735
Position 1805: 0.009225269465777798
Position 1049: 0.009190210683781152
Position 632: 0.009178167426900452
Position 1336: 0.00887368546505342
Position 1992: 0.008580328964677532
Position 2173: 0.00761097100819226
Position 1046: 0.006738383786341218
Position 888: 0.00660452646633688
Position 1792: 0.005642665862657133
Position 2592: 0.004850262961798561
Position 2329: 0.004803522763295526
Position 581: 0.004316685753749213
Position 1555: 0.00405762037416742
Position 1787: 0.0038589015388759223
Position 432: 0.0038377830416966787
Position 2278: 0.0024543283396385937
Position 1623: 0.0023245906623748933
Position 401: 0.002250036872248732
Position 1300: 0.0021997422029250515
Position 835: 0.0021850768488708436
Position 2006: 0.0021347080844972156
Position 1735: 0.002130519536477537
Position 2204: 0.002058091176711342
Position 2771: 0.0020416448487562953
Position 429: 0.0019451926554187203
Position 175: 0.0018132737431141575
Position 2814: 0.0017705803886924137
