Gene = Arpc1
index = 25
Annotated 5SS: [ 32 396]
Annotated 3SS: [ 97 464]
SMsplice 5SS: [396]
SMsplice 3SS: [464]
top_k =  1000
Partition function (log Z): -5.1163913518433715

Sorted 5' Splice Sites (High to Low Probability):
Position 396: 0.9982459851574819
Position 796: 0.007700386152703913
Position 32: 0.004565235205515141
Position 740: 0.0035807771627896726
Position 602: 0.0032034983929745174
Position 152: 0.002170231835100147
Position 400: 0.0016084151282115876
Position 899: 0.0009650391303062627
Position 1056: 0.0007171098962082656
Position 621: 0.0006110660992510088
Position 733: 0.00022106295559421078
Position 1172: 0.00013819246315455822
Position 744: 0.00013669984389712476
Position 1073: 0.00012862673118757705
Position 1091: 0.0001030536155999464
Position 269: 9.115650667211906e-05
Position 1064: 7.878698335205686e-05
Position 712: 7.139857035466429e-05
Position 1597: 6.488657896254521e-05
Position 1037: 6.463812928580622e-05
Position 1572: 4.135607385210179e-05
Position 1250: 3.541999668227096e-05
Position 670: 3.452642380675203e-05
Position 430: 2.368613647995885e-05
Position 266: 1.868001926788358e-05
Position 1124: 1.597697365753759e-05
Position 428: 1.5642133365463703e-05
Position 1560: 1.4498214066612187e-05
Position 1405: 1.4335838353843084e-05
Position 1564: 1.4203390169579577e-05
Position 632: 1.4158621827419289e-05
Position 955: 1.3103027199209178e-05
Position 44: 1.0739273281163522e-05
Position 1273: 9.814796210210144e-06
Position 658: 9.544963341137012e-06
Position 264: 8.233752539892883e-06
Position 767: 7.257992769624182e-06
Position 1361: 6.779724948659805e-06
Position 1183: 6.691422197218249e-06
Position 13: 6.531281006752793e-06
Position 136: 5.527082003321193e-06
Position 1646: 5.182166310406328e-06
Position 1552: 4.422802084401615e-06
Position 1641: 2.4772907952723755e-06
Position 674: 2.399096450618172e-06
Position 707: 2.043789612678922e-06
Position 1525: 2.038904865223624e-06
Position 563: 1.7776027012158957e-06
Position 1554: 1.6259882188310253e-06
Position 836: 1.4816942951469796e-06
Position 1193: 1.3943586679352083e-06
Position 715: 1.3762746513578315e-06
Position 1684: 1.3492878889424894e-06
Position 539: 1.2351666172572384e-06
Position 1190: 1.116199063647141e-06
Position 1209: 9.91830190970582e-07
Position 1227: 9.393172431676795e-07
Position 1547: 9.359196276756712e-07
Position 800: 9.23223637899229e-07
Position 1466: 7.846149128638862e-07
Position 866: 4.7177595978233547e-07
Position 138: 4.263175950200926e-07
Position 64: 4.140998556001975e-07
Position 1364: 4.0995006589107094e-07
Position 1611: 3.979942120107658e-07
Position 1636: 3.974956575787864e-07
Position 1436: 3.7637952113910996e-07
Position 1397: 3.644925227029953e-07
Position 1574: 2.8241212476093673e-07
Position 994: 2.024086898031703e-07
Position 1017: 1.813597309478289e-07
Position 769: 1.725182719672787e-07
Position 802: 2.047705177510822e-09
Position 781: 1.9152181481936275e-09
Position 609: 1.4018998832800372e-09
Position 1321: 5.675544208609289e-10
Position 905: 4.951095820864523e-11
Position 1187: 3.976514388144439e-11
Position 634: 2.922809268891468e-11
Position 1159: 5.4931640216370006e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 464: 0.9815972996857861
Position 507: 0.014588918086135327
Position 1321: 0.005259522936443754
Position 97: 0.004301693669453232
Position 925: 0.004058344613737578
Position 1227: 0.0036075435874704954
Position 214: 0.0022207813128963744
