Gene = SelT
index = 1482
Annotated 5SS: [414]
Annotated 3SS: [489]
SMsplice 5SS: [414]
SMsplice 3SS: [489]
top_k =  1000
Partition function (log Z): -6.487650700301097

Sorted 5' Splice Sites (High to Low Probability):
Position 414: 0.9672093223014631
Position 563: 0.38824862101245416
Position 171: 0.029733299799905733
Position 208: 0.016742138422394616
Position 210: 0.015656254785180002
Position 662: 0.012046803003356086
Position 653: 0.010754354367374428
Position 866: 0.007538962823172233
Position 72: 0.007389922274890177
Position 418: 0.0038112402587772193
Position 591: 0.0029322043389360844
Position 547: 0.0021006004662570215
Position 911: 0.0014831575022246045
Position 153: 0.0012933071635086346
Position 163: 0.0006256172239284695
Position 699: 0.00038193241502037644
Position 646: 0.00021210651817733347
Position 666: 0.000160143571092123
Position 829: 9.716397372244613e-05
Position 91: 6.160864699134776e-05
Position 76: 4.738810837717693e-05
Position 96: 4.5678195844539654e-05
Position 703: 4.3444551568970754e-05
Position 824: 3.435336215088347e-05
Position 84: 3.3828694089048323e-05
Position 364: 3.187769048590976e-05
Position 986: 2.7159204866117247e-05
Position 826: 2.480197168743567e-05
Position 818: 2.36087532312326e-05
Position 181: 1.901098876181147e-05
Position 787: 1.8466754603379954e-05
Position 650: 1.5601299767643524e-05
Position 657: 1.1395968147795723e-05
Position 1078: 9.78194605240513e-06
Position 932: 7.999570858544284e-06
Position 527: 5.857490928852074e-06
Position 898: 3.3203975819625467e-06
Position 670: 2.289975607692266e-06
Position 334: 1.910146599118085e-06
Position 336: 1.4137193395297796e-06
Position 134: 1.280430711324994e-06
Position 315: 1.0749786679121699e-06
Position 304: 1.0158545644445756e-06
Position 1055: 4.207382995844771e-07
Position 461: 4.2244566816573344e-08
Position 309: 1.4379566060248608e-08
Position 292: 1.1994183836832338e-08
Position 644: 1.1799779640770099e-08
Position 463: 1.0687492416992829e-08
Position 514: 4.043404887733038e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 489: 0.9545860275721182
Position 631: 0.12482083648133716
Position 1104: 0.10956723795350858
Position 613: 0.09740061409522355
Position 253: 0.05345363394623836
Position 1075: 0.04837597404120784
Position 898: 0.02413074933223015
Position 657: 0.016416326579030062
Position 511: 0.006688968279537138
Position 275: 0.006514844543597538
Position 943: 0.005660936125842175
Position 699: 0.004832986622700593
Position 125: 0.0029919409182986296
Position 910: 0.0025774957726213423
Position 134: 0.002148706059928158
Position 261: 0.0019850749297322143
Position 287: 0.0019380311229414144
Position 1169: 0.0019148312491907662
Position 718: 0.0013948660019647175
Position 841: 0.0007030965788169669
Position 562: 0.00026794620419401876
Position 916: 9.367749020518988e-05
Position 727: 8.211902571018187e-05
Position 156: 8.109320362881874e-05
Position 1049: 6.780429157134829e-05
Position 666: 5.287890874514465e-05
Position 865: 3.154650653169063e-05
Position 1011: 2.751029430637879e-05
Position 1005: 2.3113754802252527e-05
Position 778: 1.63207448849429e-05
Position 1182: 1.2599782839278357e-05
Position 919: 8.87409466866919e-06
Position 547: 8.061234772701774e-06
Position 201: 6.397173193050919e-06
Position 381: 2.766870851175909e-06
Position 153: 2.5485309907672185e-06
Position 983: 1.3402757229001914e-06
Position 208: 8.861810542894448e-07
Position 181: 5.601991511315836e-07
Position 354: 2.7919386022962754e-07
Position 160: 7.77704659886088e-08
Position 163: 6.581206574688101e-08
Position 166: 6.310246351129474e-08
Position 214: 5.2712214441464676e-08
Position 388: 4.1087699295466755e-08
Position 351: 2.6201766981129036e-08
Position 345: 3.2457063991943654e-09
Position 357: 2.1768106101733606e-09
Position 520: 1.8603018107810616e-09
Position 772: 3.8784671281049366e-10
Position 544: 2.855217480006418e-10
