Gene = Sema5c
index = 1484
Annotated 5SS: [  484  1036  1890  9967 10244 10766 11032 11913 12932 13152 13421]
Annotated 3SS: [  871  1789  9758 10069 10633 10828 11105 12020 12995 13217 13476]
SMsplice 5SS: [  810  1036  1890  9967 10244 10766 11032 11913 12932 13152 13421]
SMsplice 3SS: [  871  1789  9758 10069 10633 10828 11105 12020 12995 13217 13476]
top_k =  1000
Partition function (log Z): 63.43234460073602

Sorted 5' Splice Sites (High to Low Probability):
Position 13421: 0.9999197127017271
Position 13152: 0.9998744112412953
Position 11032: 0.9994994783555322
Position 10766: 0.9994385062829659
Position 12932: 0.9986205342480878
Position 9967: 0.9941936323189627
Position 1036: 0.9918388265654906
Position 10244: 0.989575929277433
Position 11913: 0.9716938933676172
Position 1890: 0.9436720706973487
Position 810: 0.6188936777163198
Position 484: 0.3771726406358942
Position 13670: 0.09541580987644196
Position 11551: 0.04769543332229663
Position 12495: 0.044588621829349195
Position 270: 0.038746805333855106
Position 3073: 0.03538509129493032
Position 10559: 0.03471750006487782
Position 13923: 0.02584552150867619
Position 9675: 0.021534529384973324
Position 4163: 0.020466369554615844
Position 14025: 0.014915073226035533
Position 3945: 0.014688708621696786
Position 89: 0.014105770143961253
Position 2222: 0.012305404399523486
Position 13611: 0.01149826850849013
Position 11891: 0.011164730504120871
Position 108: 0.0110565193214389
Position 13879: 0.009540466996353282
Position 10466: 0.009230548488673527
Position 5652: 0.008279791596121008
Position 9048: 0.007457883919377561
Position 12314: 0.007430949339867958
Position 4219: 0.007153957747484262
Position 2235: 0.0068807137647884905
Position 1873: 0.006836258990361588
Position 11952: 0.006404255812251911
Position 13689: 0.0063675935579463805
Position 8338: 0.005866791821850053
Position 4167: 0.005134524179860377
Position 11926: 0.004720141578548628
Position 9905: 0.004625757706104061
Position 12269: 0.004595510338458805
Position 9585: 0.004432702045392914
Position 1049: 0.0043749099395775795
Position 9601: 0.004261425660295295
Position 13931: 0.004076106306138491
Position 801: 0.003974821381368808
Position 11516: 0.003940842792126285
Position 313: 0.0038257725851498633
Position 13866: 0.0033693624155260423
Position 10278: 0.0033179778116233195
Position 10248: 0.0032803191173134015
Position 6238: 0.0030897672371009224
Position 3540: 0.003053390967117156
Position 9599: 0.0030399446251682984
Position 540: 0.0029551089749200437
Position 13532: 0.0028089415052664638
Position 14086: 0.0027717330518569603
Position 9463: 0.0025097385288508148
Position 2065: 0.002330763847664079
Position 11234: 0.0022127694332385577
Position 7992: 0.002150003997681461
Position 14072: 0.002077460606049098
Position 11457: 0.002046281315649341
Position 4481: 0.0020389483905574567
Position 3870: 0.0019984308429073553
Position 4215: 0.001977980784034994
Position 1910: 0.0019393780498279177
Position 560: 0.0018908692730247464
Position 12409: 0.0017488463750274547
Position 12706: 0.0017331575731413028
Position 2424: 0.0017315708367798563
Position 13767: 0.0015950640463656878
Position 3864: 0.0015823442325025407
Position 9473: 0.0015205036727599665
Position 10287: 0.001461371737218164
Position 13724: 0.001365662361827028
Position 2617: 0.0013442106648963502
Position 2504: 0.001343306580522873
Position 11917: 0.0013372552667336077
Position 3122: 0.0013275575758825322
Position 611: 0.001127057537308576
Position 1260: 0.0011167942607308086
Position 13597: 0.0010964320218212966
Position 11255: 0.0010527983580176056
Position 779: 0.0010317679908430617
Position 4178: 0.0009970380027735206
Position 625: 0.0008646626379304004
Position 56: 0.0008483956628406847
Position 12445: 0.0007767974754739796
Position 10578: 0.0007734958899132071
Position 3097: 0.0007568111277027755
Position 5765: 0.0007521120568511902
Position 10581: 0.0006739903353617785
Position 13853: 0.0006381341258718079
Position 1347: 0.0006379363659255432
Position 6682: 0.0006212636908446072
Position 13804: 0.0005956681980579704
Position 43: 0.0005954441462601697
Position 2226: 0.0005406189165216256
Position 2543: 0.0005140393886197945
Position 11758: 0.0004996872481088514
Position 10485: 0.0004796945366022511
Position 773: 0.00047466787393805724
Position 1219: 0.00045014772464692485
Position 13748: 0.0004375355735414095
Position 5647: 0.00042971419837295986
Position 13869: 0.0004184987318747533
Position 5637: 0.0004134384651790004
Position 12467: 0.0004067426078182266
Position 60: 0.0004013476372185852
Position 790: 0.0003966284840319851
Position 11935: 0.00039147527957245293
Position 6407: 0.0003654980203647782
Position 11783: 0.00036206309625245293
Position 3431: 0.0003495646846603548
Position 7882: 0.0003372241136377032
Position 2448: 0.0003274084239485517
Position 8009: 0.0003012684768905138
Position 428: 0.00029353604974452366
Position 10413: 0.00028422123143770817
Position 304: 0.0002822140567229421
Position 1537: 0.0002710139670001127
Position 1917: 0.0002623783202109087
Position 298: 0.00025878296528640435
Position 144: 0.00023627362619258398
Position 250: 0.0002347809270477763
Position 1131: 0.00021794186478207335
Position 875: 0.0002109677740645036
Position 11555: 0.00020633871064068538
Position 4522: 0.00020198289950770318
Position 11452: 0.00020084287411308336
Position 6039: 0.00019975852512032745
Position 3440: 0.00018497910028092497
Position 11036: 0.0001830628906977105
Position 3077: 0.00017956332549885163
Position 3725: 0.0001651736209077601
Position 7460: 0.00015489490508908567
Position 12909: 0.0001526832528591231
Position 69: 0.00014960706984034142
Position 10984: 0.00014859051740062325
Position 1373: 0.00014828650266506837
Position 13963: 0.0001454991295912774
Position 1964: 0.00014537437240253883
Position 401: 0.00014287810713805498
Position 2631: 0.0001416192635851832
Position 2597: 0.00013975849811385114
Position 2661: 0.00013874892839193788
Position 2181: 0.00012982009764224103
Position 1264: 0.00012969714731373512
Position 4246: 0.00012587934529932016
Position 11258: 0.00012576556746447145
Position 469: 0.00012438944675625127
Position 506: 0.00012046153915834874
Position 3897: 0.00011680993618628972
Position 14062: 0.00011654971151601649
Position 307: 0.0001109261842643258
Position 14229: 0.00010876492012626165
Position 558: 0.00010707122289537833
Position 488: 0.00010616508487989758
Position 2330: 0.00010333879418879527
Position 12919: 0.00010197469979806276
Position 7885: 9.99888258932839e-05
Position 11426: 9.81105193910696e-05
Position 10497: 9.427798800878089e-05
Position 276: 9.422613525949984e-05
Position 10229: 9.265579803263653e-05
Position 5629: 9.153241683318692e-05
Position 11488: 8.981146320214375e-05
Position 13935: 8.92858441278094e-05
Position 5913: 8.77008593567548e-05
Position 173: 8.736530601779758e-05
Position 13827: 8.509356000058138e-05
Position 3903: 8.368565251456364e-05
Position 13886: 8.344370723725138e-05
Position 12936: 8.27151122008212e-05
Position 11215: 8.152190116576145e-05
Position 11401: 8.117967568108329e-05
Position 10428: 7.986604239970182e-05
Position 2407: 7.93387146379242e-05
Position 11244: 7.72667378333894e-05
Position 13989: 7.697560424705539e-05
Position 288: 7.541102207762044e-05
Position 1205: 7.485826120455283e-05
Position 3738: 7.383791139801866e-05
Position 10881: 7.359590942731143e-05
Position 565: 7.222767891917241e-05
Position 991: 7.211975308545616e-05
Position 10770: 7.163288588514624e-05
Position 150: 7.02529165341088e-05
Position 2022: 7.024931032281589e-05
Position 12598: 6.781725809043827e-05
Position 13144: 6.49294311148706e-05
Position 9918: 6.114806138308911e-05
Position 10755: 5.9133195580385544e-05
Position 617: 5.879433218369682e-05
Position 14011: 5.830752005570955e-05
Position 11370: 5.5352986656534856e-05
Position 11026: 5.479600943080277e-05
Position 11522: 5.4614299703486545e-05
Position 448: 5.4291011159929134e-05
Position 13830: 5.257349822765705e-05
Position 12189: 5.179101180631261e-05
Position 11448: 5.033682136511029e-05
Position 9953: 4.971007725262767e-05
Position 415: 4.968449290662311e-05
Position 11334: 4.91433580230042e-05
Position 148: 4.8967734083111525e-05
Position 1727: 4.788753170145601e-05
Position 14014: 4.7632563593655246e-05
Position 1437: 4.760622439935543e-05
Position 1632: 4.568148526875635e-05
Position 3321: 4.441523228319383e-05
Position 1427: 4.367850474619002e-05
Position 13156: 4.208106219357107e-05
Position 2815: 4.119837874617936e-05
Position 13952: 3.787089585702419e-05
Position 4526: 3.736441962769339e-05
Position 118: 3.580729925960221e-05
Position 11716: 3.46394416138886e-05
Position 11473: 3.442417616311907e-05
Position 13914: 3.385879036658098e-05
Position 2027: 3.347459258579757e-05
Position 11680: 3.338307539145359e-05
Position 1591: 3.331912852588362e-05
Position 2281: 3.083655086471549e-05
Position 160: 3.071644816212203e-05
Position 899: 3.0323019666180225e-05
Position 2540: 2.9179054050798494e-05
Position 13425: 2.885296586385688e-05
Position 1345: 2.857704280706074e-05
Position 12911: 2.6404876232468775e-05
Position 139: 2.557196121989551e-05
Position 2304: 2.4891663921794233e-05
Position 2270: 2.3365497547528508e-05
Position 1163: 2.335505319793531e-05
Position 10006: 2.210012053501553e-05
Position 3610: 2.1780489519995098e-05
Position 13984: 2.1606378473740384e-05
Position 1836: 2.1596348478259078e-05
Position 9883: 2.1583650621516e-05
Position 2625: 2.1355443607912443e-05
Position 1879: 2.1308163358824894e-05
Position 2069: 2.0840757529561188e-05
