Gene = PGRP-LA
index = 1354
Annotated 5SS: [ 104  596 2602 2890 3329]
Annotated 3SS: [ 277 2379 2653 3121 3393]
SMsplice 5SS: [ 104  596 2602 2890 3329]
SMsplice 3SS: [ 277 2379 2653 3121 3393]
top_k =  1000
Partition function (log Z): 4.711796797987972

Sorted 5' Splice Sites (High to Low Probability):
Position 3329: 0.9930636906575311
Position 596: 0.9757826025353905
Position 104: 0.9434804050997202
Position 2602: 0.8792051617074836
Position 2890: 0.8319216671941745
Position 1441: 0.07607813559726337
Position 2052: 0.04354015583229091
Position 1426: 0.04233075410934726
Position 381: 0.03382139412974464
Position 2557: 0.01756812239419842
Position 109: 0.010983978344271263
Position 1319: 0.010956092208064231
Position 2861: 0.0076437152873845265
Position 813: 0.00653256649780077
Position 3519: 0.004682211161898508
Position 2723: 0.0035150221871451458
Position 1621: 0.0035144731604006474
Position 2010: 0.00305957476720231
Position 1733: 0.001913795843822268
Position 3175: 0.001774459916873297
Position 1932: 0.0017628174535538922
Position 3563: 0.001716138359591335
Position 3649: 0.0015993621629591178
Position 1050: 0.001346146338649166
Position 1833: 0.0013183006332529224
Position 478: 0.0012986611270513937
Position 2025: 0.0012524517261983273
Position 208: 0.0011510445476958643
Position 826: 0.0010434307210394993
Position 3682: 0.0009075050204919797
Position 151: 0.0008660282823471219
Position 2183: 0.0007121765825412904
Position 3580: 0.0006626218820907546
Position 1744: 0.0006152409687402362
Position 1445: 0.0005777154768978025
Position 508: 0.0005151681265491868
Position 1387: 0.0004709895335818483
Position 630: 0.00046665111620580323
Position 1207: 0.00045478665659027195
Position 2404: 0.00042575943327632595
Position 2706: 0.00040094167976266107
Position 3002: 0.0003621038102100621
Position 3852: 0.0003498995540831546
Position 1787: 0.00033481097105785197
Position 3844: 0.00029840515175254956
Position 3657: 0.000268023677483638
Position 1763: 0.00026794641786225535
Position 1869: 0.00024783924629890935
Position 1775: 0.000243048062286725
Position 3561: 0.00021578109630933894
Position 505: 0.00021538539802685362
Position 627: 0.00021226660382435734
Position 3848: 0.00019950622215550667
Position 2276: 0.00019163748187157902
Position 3671: 0.00018545080916241994
Position 3854: 0.00018041638345162972
Position 3856: 0.0001453809803121766
Position 1449: 0.0001445279925145612
Position 2941: 0.00013790808197065423
Position 396: 0.00012900764580293483
Position 3862: 0.0001261008281347378
Position 2959: 0.00012561085992217338
Position 2779: 0.00011990335442423639
Position 3858: 0.00011768108325152475
Position 925: 0.0001112038189134528
Position 2811: 0.0001042027875903765
Position 2904: 0.00010073608936982882
Position 1390: 0.00010042891913194432
Position 1329: 9.947196294428155e-05
Position 3314: 9.86899262136727e-05
Position 3842: 9.816205946689111e-05
Position 2489: 9.706099815553439e-05
Position 1067: 7.28589723358882e-05
Position 3135: 6.241564833510264e-05
Position 3005: 4.932711336204963e-05
Position 1098: 3.561847226272303e-05
Position 3252: 3.45027522283186e-05
Position 67: 3.207127668381524e-05
Position 18: 3.026574213814309e-05
Position 1660: 2.9299066465212432e-05
Position 243: 2.5322614675090123e-05
Position 169: 1.6249974894373572e-05
Position 1458: 1.2494777467239675e-05
Position 368: 1.1971427223582633e-05
Position 3626: 1.0485026014362761e-05
Position 1313: 9.845536032885157e-06
Position 541: 8.532367715701171e-06
Position 3223: 7.627180143283169e-06
Position 977: 7.597810805460861e-06
Position 300: 6.6320202782571264e-06
Position 32: 6.092952633265509e-06
Position 3299: 3.212833443932623e-06
Position 1159: 3.2022631065207965e-06
Position 3122: 2.328851589135331e-06
Position 684: 1.951324393912241e-06
Position 432: 1.7847911224847034e-06
Position 356: 1.6152757891643606e-06
Position 471: 1.523138744564613e-06
Position 3798: 1.4426825694606425e-06
Position 3234: 1.2968019904579717e-06
Position 353: 1.1645082344373852e-06
Position 3254: 9.021210222657389e-07
Position 515: 8.785789850112612e-07
Position 3882: 7.191091087714133e-07
Position 600: 6.548816245063923e-07
Position 1194: 6.095891037965053e-07
Position 3772: 6.003543662799763e-07
Position 3846: 5.705143911718492e-07
Position 909: 4.5521398488697946e-07
Position 1041: 4.521496734687146e-07
Position 787: 1.1483244548217516e-07
Position 1027: 1.0761744661780567e-07
Position 1316: 9.720016138580643e-08
Position 937: 8.830097149440958e-08
Position 1121: 8.747291403799039e-08
Position 339: 5.576202370362745e-08
Position 1265: 2.7585200505832442e-08
Position 1252: 2.6734323294605616e-08
Position 2451: 2.3632216961786703e-08
Position 2758: 1.3581117992018555e-08
Position 3278: 6.767970692775479e-09
Position 270: 4.714189243670093e-09
Position 780: 4.183343398853584e-09
Position 3362: 1.5152774881144089e-09
Position 979: 1.1763271294828351e-09
Position 906: 7.442173026395173e-10
Position 757: 6.755314678818131e-10
Position 2697: 4.225187887002305e-10
Position 871: 2.9809452389854123e-10
Position 3726: 1.5013431577016728e-10
Position 3400: 4.5760448332795064e-11
Position 3731: 1.0042781630298231e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3393: 0.9966522579734599
Position 277: 0.9266933623651735
Position 3121: 0.7777573500618038
Position 2653: 0.7542754397400101
Position 2379: 0.31613717966591703
Position 2665: 0.1473781662076654
Position 1695: 0.14295789293963548
Position 2246: 0.10927273091100129
Position 2446: 0.10763217942602364
Position 2975: 0.08063350204283332
Position 2389: 0.06258715337323198
Position 2109: 0.05735634991165747
Position 1225: 0.0515324104665975
Position 895: 0.04812001592234152
Position 1172: 0.04157651791424766
Position 441: 0.03704687758159238
Position 2633: 0.026506177824318782
Position 2301: 0.019781314197508695
Position 1711: 0.017983908024170867
Position 2425: 0.016858579198011037
Position 3008: 0.014057914826504706
Position 1816: 0.013882957275790643
Position 1121: 0.012447209289244858
Position 1979: 0.011569721492307776
Position 1265: 0.010981079078650863
Position 1474: 0.007818938705418681
Position 2208: 0.007784983411620095
Position 3000: 0.007098881527532845
Position 460: 0.006788378415896737
Position 1886: 0.006447435614554011
Position 2088: 0.0048166412367779505
Position 2784: 0.004692743622032331
Position 2690: 0.004427969055523199
Position 351: 0.004043403696090218
Position 317: 0.0036099900525137763
Position 3005: 0.0033721773963126507
Position 2098: 0.0032427662938739692
Position 3244: 0.0030881113534861854
Position 3820: 0.0030337644778719855
Position 1894: 0.002995971632928056
Position 977: 0.0029788355095231164
Position 1929: 0.002943166308018319
Position 772: 0.0028500287806443765
Position 3399: 0.0026904664553500804
Position 3731: 0.002165427488807597
Position 3700: 0.0018355981955006995
Position 1035: 0.001814373106898933
Position 1348: 0.0018016527865338478
Position 534: 0.0017781879736947555
Position 380: 0.001766418400428224
Position 3910: 0.0016426001003495897
Position 948: 0.0011739782889968835
Position 2742: 0.00116262565442938
Position 812: 0.0010493823228669395
Position 3934: 0.0010134046894051422
Position 1732: 0.0009575056749414971
Position 3601: 0.0008352179526282211
Position 1184: 0.0008241506429748185
Position 200: 0.000823528348896704
Position 933: 0.0007789769504008043
Position 3751: 0.0007629419160854143
Position 2954: 0.0006881955006880971
Position 3229: 0.0006078546681368058
Position 902: 0.0005591029455854046
Position 3187: 0.0005580998787324548
Position 1054: 0.00047427069387902634
Position 2153: 0.0004677854749210797
Position 1303: 0.0003661189035737792
Position 2941: 0.0003612876507259596
Position 2435: 0.0003597211924453695
Position 1067: 0.0003404426253895855
Position 1594: 0.0002975778907785059
Position 3130: 0.0002734114901082718
Position 2222: 0.0002731884147945322
Position 2119: 0.0002474271291283641
Position 2030: 0.0002375126710023809
Position 3721: 0.00023419368603778525
Position 1866: 0.00019289273148766686
Position 2543: 0.00018502713719888874
Position 648: 0.00013604881718670185
Position 3682: 0.00012573856929903982
Position 1179: 0.00012537838530045746
Position 1619: 0.00011576647121750764
Position 1946: 9.440471399296379e-05
Position 780: 9.335921234421091e-05
Position 3433: 9.290145889722252e-05
Position 2004: 9.288605704564042e-05
Position 1941: 8.713906551786242e-05
Position 3278: 7.12632958538426e-05
Position 3649: 7.094985624198644e-05
Position 306: 5.884157818859274e-05
Position 1186: 5.5722996144507274e-05
Position 1390: 5.183224490273714e-05
Position 570: 5.066702595293646e-05
Position 2779: 4.3765801863010106e-05
Position 2838: 4.262676019598661e-05
Position 3772: 4.177721646518865e-05
Position 2025: 3.997561215262014e-05
Position 785: 3.823543448748128e-05
Position 468: 3.563436712562664e-05
Position 1071: 3.01502646880709e-05
Position 2823: 2.784056600279637e-05
Position 2811: 2.101953546353323e-05
Position 3890: 1.8849812563373624e-05
Position 937: 1.3035559345867107e-05
Position 1084: 1.0917304231629349e-05
Position 476: 1.076078861276208e-05
Position 3766: 9.025466058902551e-06
Position 3571: 8.500263963377603e-06
Position 1278: 8.260443148110413e-06
Position 362: 7.662138452766052e-06
Position 3561: 2.2430346063332125e-06
Position 3410: 1.671218956670913e-06
Position 3874: 1.449318401845795e-06
Position 1329: 1.2460557611743869e-06
Position 151: 1.1445683913770188e-06
Position 3407: 1.0048599905125261e-06
Position 3786: 9.456008249621275e-07
Position 3798: 7.665002844905265e-07
Position 711: 7.504344244610297e-07
Position 595: 3.6973504365717024e-07
Position 208: 8.576453862653486e-08
Position 627: 6.451094805954497e-08
Position 78: 4.427285725300377e-08
Position 138: 3.970778240619648e-08
Position 364: 5.4602958764936104e-09
Position 203: 1.8027014486854277e-09
Position 103: 8.912840443584733e-10
Position 141: 2.1096431476753589e-10
Position 108: 1.6839110060109573e-10
Position 368: 1.583174232095171e-10
Position 63: 8.040073586811929e-11
