Gene = dsf
index = 1678
Annotated 5SS: [  265  2216  2435 11540]
Annotated 3SS: [ 2131  2272 10202 11635]
SMsplice 5SS: [  265  2216  2435 11540]
SMsplice 3SS: [ 2131  2272 10202 11635]
top_k =  1000
Partition function (log Z): 1.444472114178693

Sorted 5' Splice Sites (High to Low Probability):
Position 2435: 0.9986030500171662
Position 2216: 0.9921061364028909
Position 11540: 0.9751695217191814
Position 265: 0.8847001506342513
Position 11822: 0.07371995114803095
Position 8842: 0.07175704591104433
Position 117: 0.04253683125621544
Position 6814: 0.038043836070413777
Position 6818: 0.03744420725668379
Position 7425: 0.035054828179936395
Position 1360: 0.02866625246287894
Position 910: 0.026744465282096754
Position 4461: 0.02657329378232283
Position 1808: 0.02351011606423834
Position 2057: 0.022037052770884476
Position 3777: 0.02194463454871924
Position 8408: 0.020558941717499012
Position 427: 0.0186700506564949
Position 12322: 0.014074992413333673
Position 12107: 0.0123057116785617
Position 7136: 0.007757182194659802
Position 784: 0.00725484737630307
Position 588: 0.007165224301318577
Position 12115: 0.006903575865831868
Position 12667: 0.006412349656171952
Position 11558: 0.005422959308053615
Position 9091: 0.0053491807113297315
Position 1886: 0.005165129602130804
Position 11276: 0.004728482218410134
Position 512: 0.004307196536276104
Position 7984: 0.004243515935684672
Position 133: 0.003983564289831313
Position 2249: 0.003864273232939024
Position 276: 0.0037080202005961484
Position 6810: 0.003603366709954561
Position 3365: 0.002907626893698386
Position 12311: 0.0027665136049282815
Position 12732: 0.0025262673831597674
Position 12085: 0.0022922488612374683
Position 597: 0.002214789915879045
Position 434: 0.002105067941108396
Position 3784: 0.0021022128344233425
Position 523: 0.002096605729183803
Position 12767: 0.0020523864682605504
Position 2760: 0.002047615605353881
Position 6961: 0.001999684027754639
Position 4887: 0.001812270771369912
Position 981: 0.0017266424315803928
Position 9119: 0.0016208505693484812
Position 10031: 0.0016132513833452661
Position 1839: 0.001509508318514575
Position 9994: 0.001492251156347151
Position 446: 0.0014424391295654651
Position 836: 0.0013907781995567165
Position 6383: 0.0013654015016874147
Position 12186: 0.001276327570444383
Position 637: 0.0012744658384582857
Position 1291: 0.0012463028813478963
Position 1458: 0.0012244705968594517
Position 536: 0.001087084718061638
Position 8846: 0.0010265084350311684
Position 36: 0.0010085475041615335
Position 1494: 0.0009205033533921137
Position 474: 0.0009171785918149889
Position 11584: 0.0008138182058870151
Position 7590: 0.0007492360662593324
Position 11471: 0.0007081177266377865
Position 9411: 0.0006803728914617508
Position 9465: 0.0006507000880372953
Position 12424: 0.0006251625682596389
Position 12664: 0.0006140315119571434
Position 3302: 0.0005533125899271551
Position 12791: 0.0005267751435820585
Position 12295: 0.0005262669234472072
Position 501: 0.000524234146264644
Position 1376: 0.0005080385404411488
Position 3349: 0.0004894353183083493
Position 3604: 0.0004889926023415299
Position 185: 0.0004880692414444955
Position 565: 0.0004867837191611967
Position 3766: 0.00048357073357688577
Position 1945: 0.0004532720585082389
Position 147: 0.0004491695966320478
Position 8988: 0.0004362589070243581
Position 6317: 0.00040695478582324107
Position 3871: 0.0003998846940266535
Position 5321: 0.0003422868578390442
Position 1971: 0.000338741246941873
Position 78: 0.0003349559520368816
Position 1309: 0.000316063715603293
Position 3371: 0.0003126217911185662
Position 13235: 0.00031221033304169236
Position 11112: 0.00030565861764282615
Position 4958: 0.0003014865995032274
Position 2980: 0.00029683674074421496
Position 3392: 0.0002902046101855272
Position 11369: 0.0002880322855714973
Position 311: 0.0002820747660168394
Position 1640: 0.00026100113651069453
Position 958: 0.0002556697288099876
Position 9391: 0.00024767367916222886
Position 125: 0.0002463498012817655
Position 11732: 0.00024566023499073475
Position 389: 0.0002422832593131469
Position 1828: 0.00023660092379305033
Position 442: 0.00020915683498541507
Position 8094: 0.0002076469137194429
Position 12136: 0.00020702825853074843
Position 6681: 0.00019765047927415122
Position 1037: 0.00019336292010061488
Position 11933: 0.00018140287648528054
Position 2476: 0.00017397144889298022
Position 6387: 0.00017094256864228475
Position 11872: 0.00015802184000492344
Position 12430: 0.00015038049417631183
Position 670: 0.00014853910769862343
Position 7572: 0.00014377739739857045
Position 3383: 0.0001419245533071063
Position 300: 0.00013668875903423593
Position 4320: 0.00011194097194450855
Position 1096: 0.0001117083650043257
Position 12874: 0.00010282236474787342
Position 1986: 0.00010096273457081326
Position 2439: 9.82166049745046e-05
Position 6367: 9.212491679318064e-05
Position 25: 9.096431774841234e-05
Position 8391: 9.017332065592749e-05
Position 4305: 8.701701333899065e-05
Position 1283: 8.672339821559069e-05
Position 1625: 8.4519291865785e-05
Position 12326: 8.270383796996344e-05
Position 3145: 8.062314417164006e-05
Position 230: 7.997991263146729e-05
Position 8430: 7.98408235118024e-05
Position 4375: 7.89456986226456e-05
Position 6831: 7.209511985662614e-05
Position 12392: 6.58521845291828e-05
Position 11879: 6.460313202068394e-05
Position 1131: 6.191434090200083e-05
Position 13248: 5.841264206087616e-05
Position 10430: 5.4872402913409545e-05
Position 796: 5.471334023686064e-05
Position 12838: 5.457130124481751e-05
Position 649: 5.307899468931619e-05
Position 11485: 5.246244445484018e-05
Position 488: 5.1299703554005376e-05
Position 2164: 5.0002341711288734e-05
Position 853: 4.8161924589925545e-05
Position 409: 4.451702190806196e-05
Position 485: 4.343888651397681e-05
Position 814: 4.334081672366483e-05
Position 592: 4.317642039697155e-05
Position 602: 3.771673754994334e-05
Position 13110: 3.3720188477389406e-05
Position 965: 3.200442199991331e-05
Position 11034: 3.183149438254036e-05
Position 894: 2.971241864829693e-05
Position 1374: 2.6379261095489805e-05
Position 224: 2.31062585649827e-05
Position 329: 2.1659233142233567e-05
Position 1171: 1.906137290279962e-05
Position 717: 1.7442728333382422e-05
Position 404: 1.6673403094988877e-05
Position 3069: 1.5550783520697662e-05
Position 691: 1.0299387702553209e-05
Position 934: 9.8024068429031e-06
Position 192: 9.68031067213472e-06
Position 4179: 7.954528904850786e-06
Position 1056: 7.84138925195824e-06
Position 660: 5.743972818236622e-06
Position 3369: 5.132607778131773e-06
Position 1649: 4.721538075937535e-06
Position 3443: 4.636513068340624e-06
Position 3356: 4.212211821546509e-06
Position 3203: 3.72941447169396e-06
Position 3411: 2.880782163361396e-06
Position 11914: 2.5085091965287668e-06
Position 3212: 2.4508434703582554e-06
Position 3582: 2.0015216365244806e-06
Position 2247: 1.964669886875194e-06
Position 1016: 1.9173715176923626e-06
Position 2282: 1.9056288484378274e-06
Position 12056: 1.760770501551153e-06
Position 11888: 1.5045598795398486e-06
Position 2581: 1.4369513134620087e-06
Position 1268: 1.398350324600997e-06
Position 2220: 1.2317557917278773e-06
Position 3217: 1.1894324916610753e-06
Position 3224: 8.780167250954564e-07
Position 3398: 7.368788090714742e-07
