Gene = Dhc62B
index = 1133
Annotated 5SS: [ 2177  2427  5158  5531  5833  6978 10818 11201]
Annotated 3SS: [ 2245  2487  5215  5589  5888  7039 10880 11269]
SMsplice 5SS: [ 2177  2427  5158  5531  5833  9480 10818 11201]
SMsplice 3SS: [ 2245  2487  5215  5589  9262  9601 10880 11269]
top_k =  1000
Partition function (log Z): 6.126271410696428

Sorted 5' Splice Sites (High to Low Probability):
Position 2427: 0.9992233159018051
Position 11201: 0.9978791659398016
Position 2177: 0.9890865949479911
Position 5158: 0.9567912002404136
Position 10818: 0.8972536261574031
Position 5531: 0.8456699506915685
Position 5833: 0.6930868694145237
Position 6978: 0.6722553491115049
Position 9480: 0.5448638426036488
Position 6157: 0.4477094728824964
Position 357: 0.2114129798008244
Position 2967: 0.1832825931186394
Position 161: 0.13663819190179266
Position 3238: 0.12064514568972518
Position 846: 0.07725693165141027
Position 1323: 0.075437146003564
Position 7157: 0.07298608198991653
Position 270: 0.0691068856813579
Position 891: 0.04951863311907075
Position 1194: 0.0471271567393763
Position 6055: 0.04246984975447059
Position 5154: 0.03261091218780034
Position 1220: 0.03161108628982943
Position 821: 0.03143794102313936
Position 5348: 0.02805368023643245
Position 3863: 0.02078453093347299
Position 6237: 0.018836614688977613
Position 604: 0.01810249478869591
Position 1230: 0.017568346777790664
Position 216: 0.015588280571969239
Position 1782: 0.014006536024616333
Position 7780: 0.013309696372414671
Position 1161: 0.013052235308795962
Position 787: 0.012150302666881007
Position 8496: 0.010747878006524325
Position 5776: 0.0103918441751661
Position 2956: 0.010048435845038986
Position 3574: 0.009734259556756247
Position 440: 0.009153806075258189
Position 11666: 0.009113255361576514
Position 1767: 0.00812938607497324
Position 1713: 0.008075174983967969
Position 1016: 0.005670231637077655
Position 504: 0.005531972396639245
Position 5839: 0.005362057392197536
Position 1290: 0.0052148098681284215
Position 3016: 0.0052101900391022275
Position 11891: 0.005106240469126619
Position 1926: 0.004497227658370618
Position 2147: 0.004423775343291584
Position 5811: 0.004393471000977778
Position 3925: 0.004150972666208518
Position 8213: 0.003867436161670969
Position 176: 0.0037957562780293707
Position 453: 0.003683786630079208
Position 1700: 0.003475273744547941
Position 1278: 0.0031347552230807907
Position 872: 0.0031152926898740875
Position 5498: 0.003061556868690872
Position 4328: 0.0028229757485513512
Position 6965: 0.0024674674814603517
Position 3588: 0.002430950154169106
Position 1073: 0.0019733613341716616
Position 809: 0.0017728859987658986
Position 1331: 0.0017668007670632157
Position 863: 0.0017114956910657835
Position 1451: 0.0016009086838456967
Position 773: 0.0013103269524947282
Position 6028: 0.0012084203649748812
Position 11434: 0.0011138069891242677
Position 2964: 0.0010404064507596319
Position 1646: 0.0010156725093312655
Position 5575: 0.0010112090774365382
Position 7595: 0.0009936186035400783
Position 10085: 0.0008464095376896789
Position 11651: 0.0008021480610651967
Position 6456: 0.000714518134271965
Position 2181: 0.0006939331275850251
Position 1496: 0.0006889559467487256
Position 5234: 0.0006553381498466376
Position 6005: 0.0006426522903203141
Position 918: 0.0006337136709830345
Position 1614: 0.0005640899609737164
Position 11740: 0.0005575299255878764
Position 7142: 0.0005303858650703773
Position 372: 0.0005180207752001631
Position 1025: 0.0005068914594765501
Position 200: 0.0005034187488237081
Position 1355: 0.00040069838775997995
Position 2986: 0.0003940798310436065
Position 563: 0.0003721536707802656
Position 11378: 0.0003547273715536338
Position 1898: 0.00034305420313648525
Position 1070: 0.00034041589217644904
Position 1904: 0.0003353580486487308
Position 110: 0.0003292959838001903
Position 3856: 0.00031576481615384227
Position 7736: 0.0003063173431308807
Position 2603: 0.00030425924061178476
Position 1430: 0.0002856402705932447
Position 1693: 0.0002264945862896173
Position 1503: 0.00022490666430997476
Position 7151: 0.0002120130088162489
Position 6580: 0.00021164916558158865
