Gene = Tudor-SN
index = 1577
Annotated 5SS: [ 263 2403 4070]
Annotated 3SS: [1561 2633 4466]
SMsplice 5SS: [ 263 2403 2786 4070]
SMsplice 3SS: [1017 2633 2835 4466]
top_k =  1000
Partition function (log Z): 0.43710159756367273

Sorted 5' Splice Sites (High to Low Probability):
Position 263: 0.9584241051957744
Position 4070: 0.9280978816530078
Position 2786: 0.8657870994651296
Position 2403: 0.8128476945316679
Position 2952: 0.44084259690808536
Position 4650: 0.28705460978234065
Position 4282: 0.2249903639962633
Position 3779: 0.06313659983337716
Position 1330: 0.03406869388241941
Position 1018: 0.03374670563113224
Position 1376: 0.030875541746256917
Position 2096: 0.023181880246949754
Position 1754: 0.021033014240886036
Position 4388: 0.01956280102551005
Position 1991: 0.01562399643378084
Position 2285: 0.015479283312804926
Position 3099: 0.015439735233998273
Position 3066: 0.013502060433107048
Position 2460: 0.012825798492062312
Position 1073: 0.011218478754635521
Position 3089: 0.008406651809000406
Position 1815: 0.007391886527120411
Position 4396: 0.007305874586278863
Position 4626: 0.0064457029993098295
Position 5095: 0.005567275734601715
Position 1187: 0.0052572207990859675
Position 3595: 0.00497873506432668
Position 553: 0.004935289735563731
Position 433: 0.004893430868861944
Position 3380: 0.004535665116720862
Position 1235: 0.004499593036668153
Position 1746: 0.004277013281925495
Position 2762: 0.003908816078800025
Position 3792: 0.003880413802024986
Position 453: 0.003756871001206412
Position 2753: 0.0036715435105308222
Position 507: 0.003531913027743942
Position 767: 0.0035317465592114624
Position 2756: 0.002956280936465404
Position 1402: 0.0027265967010181836
Position 1580: 0.002690967031354488
Position 1419: 0.002581916811880439
Position 771: 0.0025260617483041747
Position 2419: 0.0019913706765376815
Position 357: 0.0017005150074474364
Position 4325: 0.0016150572392580021
Position 254: 0.0015903031006705229
Position 4207: 0.0014556366213072396
Position 427: 0.0013937890439044557
Position 4898: 0.00134685092050005
Position 4274: 0.0011853929623436973
Position 2964: 0.001162038287879369
Position 4535: 0.0011517897077931887
Position 1452: 0.0011237680595791917
Position 1731: 0.0010979443653307717
Position 2368: 0.0010883394092851939
Position 4424: 0.0010680858582932428
Position 696: 0.0010679376077933173
Position 2207: 0.0010301734968078057
Position 4835: 0.001029246635590863
Position 339: 0.0009854136831590635
Position 2078: 0.0008326708971434072
Position 5253: 0.0007956898992829844
Position 4840: 0.0005432655136268661
Position 1334: 0.0004885057175642327
