Gene = Eig71Ee
index = 1149
Annotated 5SS: [52]
Annotated 3SS: [104]
SMsplice 5SS: [52]
SMsplice 3SS: [131]
top_k =  1000
Partition function (log Z): -7.05390721932089

Sorted 5' Splice Sites (High to Low Probability):
Position 52: 0.9780718353761884
Position 282: 0.18867703177429052
Position 1171: 0.03595916527327356
Position 1194: 0.030141581118380507
Position 1113: 0.014233513573122946
Position 242: 0.010433051758957852
Position 1128: 0.008229103530319144
Position 155: 0.0051852681227347736
Position 726: 0.003986980325718117
Position 48: 0.003780435443868372
Position 366: 0.0024078727610322968
Position 480: 0.002128508851195379
Position 846: 0.0018574702521320014
Position 642: 0.0014657977539512196
Position 395: 0.0012004774749675565
Position 1011: 0.0009534790895332197
Position 195: 0.0007781633808770101
Position 684: 0.000685634429404809
Position 438: 0.0005852532454842821
Position 522: 0.000535508703144995
Position 720: 0.000484334434402269
Position 803: 0.00036740451889115974
Position 516: 0.00035983389280831593
Position 1095: 0.0003290660662332297
Position 564: 0.0002145168757509577
Position 1047: 0.0002144958991274993
Position 1136: 0.0002030444095569059
Position 678: 0.00019480946079235322
Position 39: 0.00018385026619419987
Position 558: 0.00013838611553578209
Position 762: 0.00013039119763265077
Position 104: 0.00012164703306644804
Position 474: 6.737192864420831e-05
Position 882: 6.14080852676086e-05
Position 36: 4.7246267768342114e-05
Position 228: 3.6355960140059194e-05
Position 1175: 3.5570474149925153e-05
Position 16: 1.866194046698023e-05
Position 599: 1.744851743026864e-05
Position 1209: 1.1860571289496427e-05
Position 1476: 9.074402248671792e-06
Position 56: 6.420841279729748e-06
Position 1468: 3.6611782209593436e-06
Position 874: 2.1907151388670357e-06
Position 174: 1.6946295705412654e-06
Position 359: 1.6509024832272364e-06
Position 1014: 1.3079767316937774e-06
Position 138: 9.047568499805397e-08
Position 169: 4.6179531610214185e-09
Position 198: 9.806820773345736e-10
Position 184: 1.2964443847979458e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 131: 0.6937142598612092
Position 1242: 0.12021566558049494
Position 104: 0.10430219849361519
Position 1193: 0.08166473835302876
Position 773: 0.07655813186583746
Position 1112: 0.06213920604545727
Position 983: 0.03580937732170658
Position 569: 0.033044790377569855
Position 108: 0.022393714186353438
Position 969: 0.014511510716416756
Position 401: 0.008704487264349843
Position 1271: 0.006691486790662951
Position 138: 0.005635832518734849
Position 194: 0.005290471537619375
Position 1017: 0.002667912541112256
Position 693: 0.0021439449859231626
Position 447: 0.0015836539630788287
Position 213: 0.0013627352366110635
Position 1317: 0.0013437279203377076
Position 1380: 0.0012557123071465805
Position 706: 0.0011954612281251183
Position 599: 0.001077973164588623
Position 531: 0.0010212876197359605
Position 342: 0.0009686825152667994
Position 1301: 0.0008051729562826024
Position 809: 0.0007854081795674645
Position 651: 0.0007091701876064009
Position 1014: 0.0005141985910541392
Position 460: 0.0005045476452901308
Position 315: 0.0004986160888996703
Position 942: 0.000486344436237022
Position 376: 0.0004302129094019056
Position 855: 0.00033524190586694
Position 735: 0.00032925213105898635
Position 489: 0.00031567203629742754
Position 544: 0.00031052898294403765
Position 225: 0.0003082935869277617
Position 258: 0.0002742480290130789
Position 1062: 0.0002448573844798123
Position 868: 0.0002209279003638726
Position 351: 0.0002125229724059881
Position 154: 0.00020476948778543107
Position 1081: 0.00019049161796822516
Position 664: 0.00018865461790890868
Position 346: 0.0001873881205915352
Position 605: 0.00016567965903565855
Position 874: 0.00015607962055427812
Position 1446: 0.00015325305514305023
Position 255: 0.00014789443503879273
Position 893: 9.573234802278672e-05
Position 133: 7.091692330985576e-05
Position 317: 5.7245165471780726e-05
Position 94: 4.743903756184157e-05
Position 1535: 4.108189194647259e-05
Position 1456: 3.698705501353102e-05
Position 919: 3.6379731084998894e-05
Position 882: 3.3174225615910406e-05
Position 916: 2.5466783886287014e-05
Position 502: 2.2901122374106772e-05
Position 163: 2.282854506647204e-05
Position 748: 2.2758216874428628e-05
Position 949: 1.947961954962759e-05
Position 167: 1.7707269952158502e-05
Position 279: 8.8716170802081e-06
Position 1503: 8.115621687212677e-06
Position 745: 5.741155280710639e-06
Position 77: 5.728445894674008e-06
Position 236: 4.048684311074933e-06
Position 86: 9.036875146197416e-07
Position 276: 3.6774728367348e-08
Position 294: 1.1061979319412119e-10
Position 267: 3.212928044780956e-11
Position 324: 4.151423254956905e-12
Position 217: 7.394370056182636e-13
Position 246: 3.2602139611646625e-13
Position 286: 2.4149228551753784e-13
Position 378: 2.2643921125388186e-13
