Gene = Mfap1
index = 1278
Annotated 5SS: [ 187 1170]
Annotated 3SS: [ 247 1231]
SMsplice 5SS: [ 187 1170]
SMsplice 3SS: [ 247 1231]
top_k =  1000
Partition function (log Z): 1.7457743905195133

Sorted 5' Splice Sites (High to Low Probability):
Position 1170: 0.9865914190861895
Position 187: 0.9477509322597214
Position 1473: 0.013881902098701826
Position 1163: 0.010316737465689202
Position 1676: 0.009342245029159552
Position 1482: 0.0030374272428003355
Position 455: 0.001132773273471124
Position 545: 0.0010334427024574105
Position 1174: 0.0009187380895080357
Position 828: 0.0004255560079322933
Position 772: 0.00040038987240783165
Position 293: 0.0003819723696332919
Position 1317: 0.0003432160675084447
Position 1669: 0.000295087177238722
Position 1680: 0.0002850801880914793
Position 1364: 0.0002285329506991545
Position 1346: 0.0002190245625385637
Position 1718: 0.0001684232931979976
Position 1102: 0.00011673572936564728
Position 484: 9.589299189350235e-05
Position 268: 8.621032607892282e-05
Position 1664: 6.163086843729689e-05
Position 1514: 6.0770089996535075e-05
Position 274: 4.7209296936122014e-05
Position 1562: 4.474071032907449e-05
Position 1378: 4.216575671927677e-05
Position 248: 3.034914033267858e-05
Position 1375: 2.809809708448405e-05
Position 1352: 1.7677740456531302e-05
Position 1689: 1.3841124258246608e-05
Position 1625: 1.3311534370532563e-05
Position 1711: 1.08947244392894e-05
Position 1127: 9.535942689288104e-06
Position 1407: 8.445558812683253e-06
Position 523: 7.634818657192241e-06
Position 798: 7.211349437206442e-06
Position 220: 5.738945597763967e-06
Position 596: 3.7832171228050393e-06
Position 1738: 3.398467992130261e-06
Position 807: 2.8936686459850167e-06
Position 1547: 2.2833822119397957e-06
Position 1727: 2.1553831804789333e-06
Position 1075: 2.142507768665876e-06
Position 1667: 1.5343338230960023e-06
Position 1018: 1.2343715083006107e-06
Position 1006: 1.0070878264876654e-06
Position 10: 9.626553998126457e-07
Position 1589: 4.7516603013903843e-07
Position 326: 2.5208760724955187e-07
Position 1320: 2.0672242064014314e-07
Position 314: 1.1289026264903351e-07
Position 96: 2.529531559809167e-08
Position 1077: 2.0604808724213514e-08
Position 1527: 1.876954329388599e-08
Position 1571: 1.3631379179213485e-08
Position 85: 4.230094405902084e-09
Position 1233: 7.365184234201871e-10
Position 886: 2.2132023832667667e-10
Position 416: 1.0699659204848826e-10
Position 112: 4.857703792620683e-11
Position 255: 1.8193302387186036e-11
Position 902: 1.3246592315684438e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1231: 0.9998845959107778
Position 247: 0.7877544923110673
Position 267: 0.14542742271284506
Position 1527: 0.01548656625646016
Position 1738: 0.009636552373505565
Position 326: 0.005340378279115814
Position 876: 0.0031892977089037974
Position 915: 0.0019400059455048611
Position 365: 0.001217827531373896
Position 1535: 0.001205267060043846
Position 297: 0.0007388855870502005
Position 1796: 0.0006810493662562762
Position 894: 0.0005391317690522004
Position 506: 0.0005167310008002583
Position 279: 0.0005014159806244076
Position 273: 0.000451973790284113
Position 1699: 0.00039051663036694255
Position 753: 0.0003745086632471908
Position 526: 0.0003508786843410536
Position 1430: 0.00018143213214912273
Position 1579: 0.00016548000601825577
Position 1547: 0.00016356524116404586
Position 817: 0.0001437901027635149
Position 821: 0.00012339446179711355
Position 421: 0.00012319042523078032
Position 1472: 0.00010701036902011818
Position 602: 0.0001010414401949819
Position 759: 9.542916599837791e-05
Position 756: 9.323859093243377e-05
Position 594: 7.113057242285585e-05
Position 1038: 5.2873587001556195e-05
Position 1364: 5.107700564314981e-05
Position 696: 5.0716850806412634e-05
Position 921: 4.28444937574118e-05
Position 660: 2.673807990761742e-05
Position 1481: 2.5734825959602574e-05
Position 918: 2.4989021066813703e-05
Position 333: 1.891399748739349e-05
Position 828: 1.5444561872158565e-05
Position 924: 1.3102771337380179e-05
Position 516: 1.2705827037119666e-05
Position 709: 1.0439802314042527e-05
Position 387: 8.944872902520314e-06
Position 945: 8.394736142933264e-06
Position 369: 8.178924357925349e-06
Position 798: 8.178130228301925e-06
Position 732: 7.616780786516567e-06
Position 1415: 7.315240386327171e-06
Position 607: 7.2381294814580355e-06
Position 1400: 6.367517530947317e-06
Position 948: 5.712632650061455e-06
Position 1247: 5.6411409656814485e-06
Position 645: 5.566461300306701e-06
Position 942: 5.508331775659499e-06
Position 428: 4.774116581904452e-06
Position 1361: 4.387798934891013e-06
Position 737: 4.111038699986389e-06
Position 986: 4.052580517132321e-06
Position 936: 3.834770661951211e-06
Position 701: 3.7605736027834815e-06
Position 1044: 3.6028571753824003e-06
Position 633: 2.9344494849515362e-06
Position 780: 2.773335643076764e-06
Position 837: 2.4531553090759734e-06
Position 834: 2.0053908664670442e-06
Position 939: 1.4894768911560311e-06
Position 1397: 1.4749914547181753e-06
Position 711: 1.4465282031225453e-06
Position 402: 1.2870913616053544e-06
Position 1589: 1.1062613679138074e-06
Position 1514: 8.597593631701751e-07
Position 1244: 7.560224487241131e-07
Position 468: 7.24976751263185e-07
Position 1071: 6.777169115317312e-07
Position 534: 6.721912080488963e-07
Position 1457: 5.751634329517642e-07
Position 1059: 5.480814062243385e-07
Position 954: 4.817168719356947e-07
Position 96: 4.677256252367599e-07
Position 717: 4.5909779524029544e-07
Position 465: 4.199685877549134e-07
Position 978: 3.764585741198213e-07
Position 981: 3.692249006887231e-07
Position 973: 3.681725633519291e-07
Position 1706: 3.2735233599208536e-07
Position 1035: 2.927347427976558e-07
Position 966: 2.862836070116935e-07
Position 1281: 2.6151622376183767e-07
Position 786: 2.561290344135104e-07
Position 855: 2.393611502046426e-07
Position 69: 2.2983115820291964e-07
Position 117: 2.0085651924235033e-07
Position 1023: 1.8952671567945364e-07
Position 1122: 1.5785215702425327e-07
Position 898: 1.41938984710424e-07
Position 1442: 1.2596602046452112e-07
Position 840: 1.1892987779956122e-07
Position 896: 1.0461284897870111e-07
Position 442: 8.5142432366812e-08
Position 471: 8.441097531012928e-08
Position 1137: 7.540656563905067e-08
Position 483: 6.529086912309502e-08
Position 435: 6.461837788468234e-08
Position 1622: 6.229550912263618e-08
Position 852: 6.129441650856973e-08
Position 1195: 4.9838833208504965e-08
Position 1146: 4.661721266585111e-08
Position 612: 4.051245063152382e-08
Position 55: 4.013285656034232e-08
Position 771: 3.632388418247722e-08
Position 149: 2.97667439746615e-08
Position 1673: 2.7304706593439082e-08
Position 1618: 2.3161838850107472e-08
Position 1316: 2.3006692002605893e-08
Position 112: 2.2791813376003643e-08
Position 408: 1.9263264322236072e-08
Position 459: 1.7514888579979767e-08
Position 1658: 1.3476798973612456e-08
Position 1487: 2.071902221691553e-09
Position 151: 7.925832130731938e-10
Position 1571: 4.994404528564217e-10
Position 1331: 4.262503194989819e-10
Position 1298: 2.3798300436977956e-10
Position 156: 2.2875581063928113e-10
Position 1295: 1.9767244566898295e-10
Position 1283: 8.008026288537769e-11
Position 1352: 1.2156034161576806e-11
Position 378: 2.844117367063111e-12
Position 637: 1.7714842999473857e-12
Position 182: 5.597530946615761e-13
Position 619: 5.352092684078651e-13
Position 336: 1.7269716294919067e-13
Position 214: 1.439461493393343e-13
Position 186: 4.026286652693329e-14
Position 228: 1.880497713984079e-14
Position 194: 9.530224476170996e-15
Position 444: 4.063393403030489e-15
Position 199: 7.216481631568358e-17
Position 338: 2.030873317305511e-18
