Gene = snsl
index = 1884
Annotated 5SS: [  64 1010 1870]
Annotated 3SS: [ 898 1782 1928]
SMsplice 5SS: [1010 1870]
SMsplice 3SS: [1782 1928]
top_k =  1000
Partition function (log Z): -6.697911547137936

Sorted 5' Splice Sites (High to Low Probability):
Position 1870: 0.9784023945474699
Position 1010: 0.5676633020557235
Position 2069: 0.5383004726411683
Position 49: 0.12554561370976522
Position 99: 0.07250683695939188
Position 64: 0.06541723821313022
Position 1449: 0.03048489481766869
Position 496: 0.030410585206817876
Position 292: 0.025528602337285825
Position 1386: 0.021069807106803163
Position 435: 0.02049672952677643
Position 1724: 0.01960374521523147
Position 1617: 0.016926974028371004
Position 1440: 0.01686298264480281
Position 378: 0.013009199342123998
Position 127: 0.012017063634375534
Position 1594: 0.011728633508790727
Position 613: 0.010085616358983474
Position 2540: 0.008565066059820442
Position 123: 0.006772301832819295
Position 178: 0.0064114995185984534
Position 1014: 0.00599935755223605
Position 1257: 0.004729591113779891
Position 850: 0.003730792687189785
Position 2516: 0.0036907218993777868
Position 300: 0.002424230351511767
Position 1235: 0.0017150139803399854
Position 1658: 0.0015538192195547172
Position 2612: 0.0012445775644348391
Position 2761: 0.0010106434711872263
Position 548: 0.0010006547759908477
Position 766: 0.0008913175230874618
Position 2556: 0.0008217188276598351
Position 502: 0.0007775914206536339
Position 31: 0.0007670749094690864
Position 1243: 0.0006908874382773547
Position 875: 0.0005885063587817516
Position 337: 0.0005038364324831498
Position 1266: 0.0004901411946014561
Position 606: 0.0004792978261686469
Position 318: 0.00031754735952740866
Position 2543: 0.00030109924867027733
Position 2120: 0.0002577938591541531
Position 2753: 0.00020550441813700136
Position 2639: 0.00017875686805266354
Position 596: 0.00017231686021209087
Position 1381: 0.00014970564593344617
Position 2616: 0.00014814861975013328
Position 617: 0.00013569282068367426
Position 2597: 0.0001199631343532337
Position 1880: 9.539516805011669e-05
Position 601: 9.246743253952408e-05
Position 103: 7.802892673148175e-05
Position 889: 7.680608514104219e-05
Position 789: 7.604920592907691e-05
Position 518: 7.47580649523553e-05
Position 2734: 6.57131250048063e-05
Position 182: 6.349442885217044e-05
Position 733: 6.157996852787791e-05
Position 817: 5.865666278744123e-05
Position 259: 5.0636331665194353e-05
Position 885: 4.252193603049996e-05
Position 619: 4.188297446427874e-05
Position 474: 3.810855195486363e-05
Position 621: 3.74724141982138e-05
Position 663: 3.4200486009543257e-05
Position 623: 3.167724110359183e-05
Position 34: 3.1073021614704796e-05
Position 2589: 2.0762992486714814e-05
Position 538: 1.6493366882023225e-05
Position 778: 1.4886193005828074e-05
Position 526: 1.4201720690298634e-05
Position 2745: 1.2400884617619679e-05
Position 268: 1.0271432973996583e-05
Position 1059: 5.5506610344637564e-06
Position 627: 5.1289405642071244e-06
Position 524: 3.908333338902018e-06
Position 1492: 3.7094157718258475e-06
Position 1332: 3.5536266112230676e-06
Position 746: 3.34493207708191e-06
Position 988: 2.7630098898774493e-06
Position 535: 2.077180039015776e-06
Position 1032: 1.9915082844871586e-06
Position 1474: 1.9786070723629488e-06
Position 298: 1.7943527876563498e-06
Position 2253: 1.7442493377301844e-06
Position 1769: 1.1768517886944575e-06
Position 2340: 9.104063911040855e-07
Position 1264: 7.587520141132614e-07
Position 141: 7.260210875806548e-07
Position 2366: 4.700920495262048e-07
Position 2317: 4.081715182292121e-07
Position 1985: 3.027165169152149e-07
Position 131: 1.3643968928699285e-07
Position 2412: 1.0167456759281118e-07
Position 865: 7.274159544074825e-08
Position 136: 6.363319685405717e-08
Position 1066: 1.444374097689099e-08
Position 4: 5.9740198951067155e-09
Position 2053: 1.0710119307900973e-10
Position 898: 1.0358793069000101e-12
Position 625: 6.118601820504982e-13
Position 529: 1.238613733775057e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1928: 0.982754437617998
Position 1782: 0.48944221060653137
