Gene = Cka
index = 1077
Annotated 5SS: [ 119 1921 5578 5856]
Annotated 3SS: [1338 5099 5660 6368]
SMsplice 5SS: [1921 5578 5856]
SMsplice 3SS: [5099 5636 6368]
top_k =  1000
Partition function (log Z): -2.0460024360387417

Sorted 5' Splice Sites (High to Low Probability):
Position 5578: 0.9858630569640395
Position 1921: 0.9750055427312438
Position 5856: 0.9427189798215798
Position 855: 0.3151544080770317
Position 119: 0.2594056155654366
Position 588: 0.1616838683126375
Position 9219: 0.15905567819714447
Position 6756: 0.07713383447315927
Position 6173: 0.0641480122627313
Position 315: 0.061899492245887665
Position 6511: 0.03891128021528194
Position 6539: 0.032469751304336235
Position 7088: 0.026775335903022817
Position 4602: 0.019778187314254052
Position 362: 0.01771652777651674
Position 195: 0.017694747876997475
Position 4119: 0.012738357397126615
Position 3195: 0.009809280137415182
Position 1783: 0.009780867613506333
Position 8516: 0.008209350030281884
Position 9515: 0.007798272204295922
Position 7607: 0.007215823735153959
Position 818: 0.006426209592889308
Position 8689: 0.005744246625463564
Position 1795: 0.005397289580643052
Position 7354: 0.005173305483161584
Position 5582: 0.004977108032829445
Position 861: 0.0043950934077234835
Position 572: 0.00394636279894417
Position 1020: 0.003936594508242911
Position 8646: 0.003893020104789669
Position 6393: 0.003665242778864983
Position 155: 0.0033140422285490197
Position 822: 0.003300713770022328
Position 442: 0.0028522116886564417
Position 2095: 0.002539623032289044
Position 4181: 0.002404940409236942
Position 7909: 0.002334496582959689
Position 668: 0.0021022308134476288
Position 617: 0.0020952861182785033
Position 8476: 0.0020933043240025356
Position 810: 0.001992108251561352
Position 2411: 0.001990251765890816
Position 5807: 0.0019272544102128851
Position 5183: 0.0017348229122683767
Position 9234: 0.0014529177913599168
Position 4139: 0.0013904217511976915
Position 674: 0.0012757221626300698
Position 1273: 0.0011616200263494534
Position 824: 0.0011485594816396335
Position 1097: 0.0011482183957856524
Position 146: 0.0010706305414349166
Position 4427: 0.0010672075010133139
Position 6294: 0.0010230667802385996
Position 1266: 0.0010131229266713265
Position 2099: 0.0009720448938092599
Position 2493: 0.0009664758417201194
Position 2158: 0.0009565252907375956
Position 2673: 0.0009061476984225187
Position 348: 0.0008967214314472347
Position 2120: 0.0008479100087068704
Position 6305: 0.0008465198997452924
Position 871: 0.0008430651899012303
Position 6914: 0.000841472204394684
Position 873: 0.0008370206837501385
Position 5412: 0.0008258402270573584
Position 869: 0.000822284195479102
Position 1137: 0.0008113627082544519
Position 919: 0.0007796499468758126
Position 399: 0.0007790628727511484
Position 53: 0.0007762590851455093
Position 2446: 0.0007589016194154534
Position 7145: 0.0007338712914388167
Position 4300: 0.0007181902893604905
Position 875: 0.000700677008046367
Position 4327: 0.0006822578145833055
Position 624: 0.0006584567873147667
Position 570: 0.0006216083778383753
Position 879: 0.000612825240134116
Position 865: 0.0005785382964753759
Position 2270: 0.0004981117467183719
Position 1105: 0.0004756885490859102
Position 343: 0.0004635591924458505
Position 474: 0.00045917756756937275
Position 3330: 0.0004333725149762551
Position 867: 0.00039314628649139916
Position 323: 0.0003872686304545446
Position 7872: 0.0003619314231459423
Position 3550: 0.00035992307504723877
Position 1149: 0.00035965830083202146
Position 309: 0.0003578618283982983
Position 814: 0.0003577333190212921
Position 2654: 0.00034256215604930166
Position 4478: 0.0003257059572820888
Position 6480: 0.00031475476636748004
Position 377: 0.00030008262999217607
Position 1154: 0.0002877911975641087
Position 460: 0.00028382380087053417
Position 6278: 0.0002791475452050912
Position 2170: 0.0002741004387013229
Position 102: 0.00024646876491940555
Position 5830: 0.00024355031403392694
Position 241: 0.00023986144304258158
Position 750: 0.00023340765131575676
Position 1068: 0.00017073744321655278
Position 3084: 0.00016811629995921873
Position 5427: 0.0001526105259425025
Position 8856: 0.00014524489878378247
Position 243: 0.0001430357139642662
Position 6130: 0.00012293286807667366
Position 239: 0.00012135524264043423
Position 7085: 0.00011694411075694455
Position 245: 0.00010935705951710228
Position 2199: 0.0001087677900235442
Position 6289: 0.00010810810050089788
Position 425: 9.989521292476538e-05
Position 6040: 9.47889010199787e-05
Position 6486: 9.288973246969015e-05
Position 4112: 8.493457221509086e-05
Position 3224: 8.030577446536537e-05
Position 1170: 6.581640186034735e-05
Position 6025: 5.670364674495203e-05
Position 8313: 5.664390723722647e-05
Position 3574: 4.750208353190399e-05
Position 1893: 4.714840741969547e-05
Position 3105: 4.481176790449968e-05
Position 859: 4.463149947802805e-05
Position 7387: 4.255258146792318e-05
Position 655: 4.235964427418195e-05
Position 956: 4.0327518562924875e-05
Position 970: 3.7095179978594504e-05
Position 6108: 3.510319058969895e-05
Position 546: 3.435056146812452e-05
Position 581: 3.334682030503065e-05
Position 6629: 3.3042376011278225e-05
Position 1122: 3.200408944968869e-05
Position 2152: 3.147013464922067e-05
Position 6981: 3.132886021462515e-05
Position 2985: 2.8748434413875288e-05
Position 6413: 2.2681633163395397e-05
Position 5984: 2.21826326737194e-05
Position 6261: 2.0580313702438327e-05
Position 1994: 2.0117385345234387e-05
Position 2134: 1.701781725101872e-05
Position 26: 1.1363508374544453e-05
Position 427: 1.029138143745201e-05
Position 5780: 7.601531772311468e-06
Position 14: 7.450479005124692e-06
Position 5860: 7.157168296398395e-06
Position 366: 6.406990149072537e-06
Position 6272: 6.165068556012414e-06
Position 5605: 5.777514084143787e-06
Position 5290: 5.204495904763353e-06
Position 446: 3.934831349866865e-06
Position 364: 3.4985852914384555e-06
Position 599: 2.2110031818191186e-06
Position 6017: 1.5780827550948158e-06
Position 2290: 1.4376591373780991e-06
Position 6471: 1.3141505573565957e-06
Position 5313: 1.0440374849192754e-06
Position 5865: 9.076147861329463e-07
Position 6347: 7.542434854345368e-07
Position 231: 6.160992975547474e-07
Position 2143: 5.665006731852981e-07
Position 6572: 5.389314956942611e-07
Position 5948: 5.08631966147866e-07
Position 826: 4.3332967517667907e-07
Position 6033: 4.2281107528062116e-07
Position 259: 3.899191903365497e-07
Position 1095: 3.872740984261833e-07
Position 1157: 3.519803253736546e-07
Position 6112: 3.4340863706452587e-07
Position 2163: 2.9657890226973146e-07
Position 549: 1.919796120623608e-07
Position 5743: 1.3602039561050424e-07
Position 641: 1.186458618830632e-07
Position 1925: 9.60110080540659e-08
Position 5356: 9.183077950363008e-08
Position 5870: 7.325821591605444e-08
Position 721: 4.089000266080384e-08
Position 233: 3.039256601639301e-08
Position 247: 3.018274933905654e-08
Position 249: 5.7076796818719375e-09
Position 2041: 1.283129366564227e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5099: 0.9898215476907659
Position 5636: 0.7857220320416162
Position 6368: 0.535319712254963
Position 1338: 0.4635709919558507
Position 9136: 0.36212430887799374
Position 266: 0.1835477498662062
Position 9442: 0.16030203366806922
Position 5660: 0.14526865486863688
Position 9590: 0.08559029034302136
Position 979: 0.08343556423162035
Position 9378: 0.0706879571245255
Position 6115: 0.0625381026864442
Position 375: 0.05221039154154845
Position 9612: 0.03565671388160205
Position 6563: 0.02519481726677998
Position 8424: 0.02479913335437203
Position 1857: 0.022371302847705304
Position 3868: 0.02022647832064379
Position 916: 0.019829683052775847
Position 9393: 0.014749368694770148
Position 4259: 0.013574937584907487
Position 546: 0.012804861145196566
Position 8047: 0.010644976545034207
Position 6231: 0.010113549873709866
Position 8575: 0.008664655488413792
Position 1993: 0.008627645601173855
Position 641: 0.007715137531724299
Position 6020: 0.007001141220584959
Position 5698: 0.006758119949140771
Position 5041: 0.006715910839749839
Position 850: 0.006050141023522729
Position 5963: 0.005525521276774648
Position 2041: 0.004250601894040258
Position 5989: 0.004204353100491631
Position 1024: 0.0041887358951036065
Position 460: 0.00353048217216705
Position 5702: 0.003412540857233869
Position 8721: 0.002872982023156062
Position 1040: 0.0025605179823110975
Position 6247: 0.0023330787175998738
Position 4362: 0.0021150844487740914
Position 2209: 0.002041943107716939
Position 5246: 0.001950934835908715
Position 9390: 0.0017862001121231386
Position 667: 0.001695332038387843
Position 3504: 0.0016840007267121123
Position 1345: 0.0016561369449875597
Position 3874: 0.0016217144967436892
Position 2989: 0.001578247532086634
Position 1350: 0.0015554728814185545
Position 2058: 0.0015233209282293095
Position 10089: 0.0015067892409632929
Position 274: 0.0014774403389692574
Position 8463: 0.0014210986666904801
Position 8000: 0.0013757355308091084
Position 929: 0.0013310568916990939
