Gene = RFeSP
index = 1400
Annotated 5SS: [ 178 1117]
Annotated 3SS: [ 736 1171]
SMsplice 5SS: [ 178 1117]
SMsplice 3SS: [ 736 1171]
top_k =  1000
Partition function (log Z): -4.743704741394451

Sorted 5' Splice Sites (High to Low Probability):
Position 1117: 0.9030909542472915
Position 178: 0.8931918014418991
Position 1121: 0.06967334742468533
Position 1343: 0.014980672222594344
Position 1382: 0.010900291755894506
Position 520: 0.009246497890585017
Position 341: 0.004675648758113879
Position 1404: 0.004265553936573285
Position 297: 0.00338352913718766
Position 1371: 0.0032573652399968673
Position 1612: 0.0030923599862403583
Position 597: 0.002802387578017837
Position 530: 0.0023737397607208185
Position 1439: 0.002175401579247377
Position 446: 0.00146177560825392
Position 999: 0.0011866373752509576
Position 1379: 0.000968698679466385
Position 265: 0.000673371836885729
Position 415: 0.0006130978589681484
Position 489: 0.00047471637880295247
Position 1425: 0.0004274439922478757
Position 39: 0.0004220949702674351
Position 1554: 0.00027428512161873156
Position 1514: 0.0002341752551276565
Position 1398: 0.0002336883464252206
Position 550: 0.0002027010973635873
Position 1562: 0.00017981331192328564
Position 1131: 0.00015516036184202146
Position 1580: 0.00012506016973975307
Position 1003: 0.00010259158741237053
Position 884: 9.296466386709793e-05
Position 129: 8.510057393343739e-05
Position 907: 6.483412012151248e-05
Position 502: 5.805192405298151e-05
Position 51: 5.737377516681502e-05
Position 360: 5.150684844776816e-05
Position 862: 4.951706454548888e-05
Position 1618: 4.4025430506907805e-05
Position 548: 3.604911735930951e-05
Position 1629: 3.280322928530759e-05
Position 1260: 2.8564523614939798e-05
Position 111: 2.433882130129218e-05
Position 16: 2.2694213259904737e-05
Position 1357: 1.8526344110593473e-05
Position 326: 1.7075721272982047e-05
Position 600: 1.6116435824368862e-05
Position 978: 1.5791546316489346e-05
Position 1126: 1.2666685868188785e-05
Position 7: 1.2559110228703252e-05
Position 1014: 1.120712039978885e-05
Position 165: 9.988500859579487e-06
Position 877: 9.29882160116247e-06
Position 946: 8.102737936333746e-06
Position 1078: 5.163740035148144e-06
Position 159: 5.011839686007879e-06
Position 1211: 3.4799930504177525e-06
Position 766: 2.286873558960509e-06
Position 103: 1.7660400743911863e-06
Position 795: 1.6792272867529414e-06
Position 1648: 1.277243619393036e-06
Position 1230: 1.1466979235014729e-06
Position 1176: 8.892725958744029e-07
Position 1199: 7.587022836165071e-07
Position 1202: 3.1922898632943346e-07
Position 1032: 2.1473901411375462e-07
Position 799: 1.9141956651293016e-07
Position 809: 1.406784274921089e-07
Position 96: 1.084477642830548e-07
Position 1656: 6.697575875201876e-08
Position 1135: 6.520573477954321e-08
Position 1646: 4.60084021829557e-08
Position 98: 2.7328018841721155e-08
Position 815: 2.761970748576969e-09
Position 1213: 1.943045440800769e-09
Position 812: 1.622026056999819e-09
Position 1232: 1.3001837608701267e-09
Position 1192: 1.0333545126814023e-09
Position 1178: 9.5721954597027e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1171: 0.9738906009575198
Position 736: 0.890561215181561
Position 1464: 0.0337371541943415
Position 747: 0.017981518808600112
Position 1685: 0.009263165227194737
Position 765: 0.002503030319848269
Position 318: 0.001580210980374979
Position 648: 0.001169062222818813
Position 1609: 0.0010381192387767088
Position 471: 0.0007594964544504378
Position 1186: 0.0005926054539569168
Position 1565: 0.00035622171882711094
Position 669: 0.00031742709954835367
Position 684: 0.00024050256625340527
Position 389: 0.00023099368201927493
Position 255: 0.00019430990475102877
Position 293: 0.00016546392435209028
Position 1643: 0.00013554056819732442
Position 489: 0.00013535476663352732
Position 510: 0.00012909321171227495
Position 1577: 0.00012605712008273532
Position 575: 0.00010396686063977875
Position 1535: 6.151801361093554e-05
Position 1014: 5.593003405201513e-05
Position 1580: 3.748686968426286e-05
Position 1425: 3.2674317387566125e-05
Position 1071: 2.964510467695786e-05
Position 804: 2.7566891244324333e-05
Position 1588: 2.40382550656575e-05
Position 1410: 2.3769390799522546e-05
Position 115: 2.1656226267387467e-05
Position 1723: 1.6166744487280415e-05
Position 946: 1.5445879493288166e-05
Position 70: 1.278153617447439e-05
Position 1308: 1.145888571820626e-05
Position 1705: 9.693280309483463e-06
Position 561: 6.577103897037676e-06
Position 1693: 6.188461996273115e-06
Position 276: 5.240815115974419e-06
Position 675: 4.753025960776752e-06
Position 1026: 4.730708674472596e-06
Position 1646: 3.4619820388480688e-06
Position 1532: 2.9078608157488152e-06
Position 1728: 2.875757337133045e-06
Position 1192: 2.3561261574845872e-06
Position 999: 2.3305857808685097e-06
Position 225: 1.9985419531928665e-06
Position 540: 1.674037849178001e-06
Position 843: 1.332795641103537e-06
Position 117: 1.3304167901915588e-06
Position 993: 1.2605172459096916e-06
Position 1065: 1.227791934175441e-06
Position 809: 1.1410107038452029e-06
Position 520: 1.0458662232179441e-06
Position 1390: 8.358667775578854e-07
Position 772: 8.034709102798394e-07
Position 149: 7.260407483979066e-07
Position 963: 6.895495742767641e-07
Position 975: 5.504877783221444e-07
Position 265: 4.191082473812265e-07
Position 900: 3.686053417213124e-07
Position 1546: 3.545142067168474e-07
Position 834: 1.7547566818844904e-07
Position 1519: 1.438910351483643e-07
Position 874: 7.23828570753431e-08
Position 530: 4.46618132167588e-08
Position 795: 3.325283198787694e-08
Position 969: 2.986641388726057e-08
Position 182: 2.5801330078642658e-08
Position 128: 1.9826827912793138e-08
Position 123: 1.3611997914584525e-09
Position 213: 4.4838963919754136e-11
Position 154: 1.2845424072106708e-11
Position 192: 1.3114393131141547e-12
Position 206: 6.259578502217725e-15
