Gene = Ptip
index = 1392
Annotated 5SS: [ 352 3275 3863 5534 6942 7235]
Annotated 3SS: [ 730 3331 3936 5639 7002 7296]
SMsplice 5SS: [ 352 3275 3863 5534 6942 7235]
SMsplice 3SS: [ 730 3331 5001 5639 7002 7296]
top_k =  1000
Partition function (log Z): 10.276424032493994

Sorted 5' Splice Sites (High to Low Probability):
Position 6942: 0.9949279477680631
Position 7235: 0.9947989936777423
Position 3863: 0.9747832057530931
Position 5534: 0.9742696642574852
Position 352: 0.9373419320574501
Position 3275: 0.8667925989771217
Position 4858: 0.21627028560510694
Position 7446: 0.18282470150429164
Position 3008: 0.1357354999852825
Position 986: 0.09220049293043071
Position 6336: 0.07850358601519646
Position 2492: 0.06656201217494781
Position 3464: 0.06160423460131394
Position 952: 0.05835630752323765
Position 6329: 0.03819697201727639
Position 866: 0.035340557959758136
Position 1668: 0.029776665086699274
Position 4854: 0.02371825241815492
Position 1598: 0.02064939370505378
Position 1163: 0.020071042505894233
Position 3446: 0.017834011871191633
Position 2505: 0.016312697765232937
Position 5538: 0.0161294989666091
Position 406: 0.015627818983326967
Position 5813: 0.013950453993865278
Position 4841: 0.012268064245250815
Position 2147: 0.011932077924675558
Position 454: 0.009084450736832816
Position 1502: 0.00791010578290442
Position 7397: 0.006871121718675277
Position 1148: 0.006864825288547388
Position 402: 0.006136407390431266
Position 6417: 0.005348409807019786
Position 1079: 0.0052416027411004065
Position 538: 0.005196739024730866
Position 1180: 0.00509615310831027
Position 6203: 0.004948789913822456
Position 7414: 0.004896534772672969
Position 2474: 0.004882037760303662
Position 6615: 0.004316587075523493
Position 2126: 0.004022813336565736
Position 2930: 0.003859641164129408
Position 7998: 0.0037602091647536023
Position 1098: 0.0036883282662890375
Position 1601: 0.0035520556398290323
Position 7239: 0.0033576392537206065
Position 4888: 0.0033004937023382174
Position 7406: 0.0032266429964159424
Position 3728: 0.0028485570845590124
Position 316: 0.0028277335657927215
Position 1035: 0.0028264291378920217
Position 410: 0.0027316088457012113
Position 6946: 0.0025521902598164164
