Gene = SMSr
index = 1463
Annotated 5SS: [ 854 6070 6295]
Annotated 3SS: [5565 6127 6358]
SMsplice 5SS: [ 854 6070 6295]
SMsplice 3SS: [5087 6127 6358]
top_k =  1000
Partition function (log Z): -3.0131689846063123

Sorted 5' Splice Sites (High to Low Probability):
Position 6295: 0.9874936866107284
Position 6070: 0.8860899485351644
Position 854: 0.7953595877976658
Position 538: 0.12617298477363487
Position 5705: 0.1143920134145748
Position 1011: 0.09159265559140163
Position 5175: 0.021024050150713482
Position 6910: 0.020173189607510418
Position 1559: 0.013221628163143026
Position 5922: 0.012651886321981772
Position 1030: 0.012620284482422476
Position 4826: 0.008736809801806201
Position 5178: 0.006250735854999121
Position 2178: 0.005717175932024446
Position 5272: 0.0049082816063042885
Position 652: 0.004665690431720209
Position 5212: 0.004278174245348116
Position 5690: 0.0039868283307706335
Position 5327: 0.003887557139654652
Position 542: 0.003845644320245833
Position 2806: 0.0032862702209028516
Position 892: 0.0032411226209397796
Position 6231: 0.003050090189252501
Position 691: 0.0027661616647843322
Position 6580: 0.0025091288456235285
Position 2186: 0.002256646682315102
Position 6842: 0.0021081775801020776
Position 6267: 0.0019200828480800056
Position 5358: 0.0018514010997419735
Position 6440: 0.001758236975481152
Position 2142: 0.0016844846864312699
Position 6033: 0.0016710516044231433
Position 18: 0.0014454788625798928
Position 5536: 0.0013654636411205268
Position 6672: 0.0013366990740110566
Position 3265: 0.0012490669575104458
Position 1682: 0.001229911761921912
Position 5372: 0.0012175683272547936
Position 3050: 0.0011816184816884592
Position 511: 0.0010519903066120596
Position 4670: 0.0010170671480358498
Position 7260: 0.000997822357086072
Position 6603: 0.0009976031734683973
Position 3308: 0.0009304864220425778
Position 7302: 0.0008361092550347903
Position 628: 0.0007152082419022312
Position 4539: 0.0006551066570762668
Position 1283: 0.0005204886065732417
Position 5765: 0.0003748313458658641
Position 254: 0.00034003860104001775
Position 4359: 0.000337355098563668
Position 6257: 0.0003191577909764593
Position 76: 0.0002893327751905018
Position 6814: 0.00027203637976877054
Position 6229: 0.0002653570019543085
Position 271: 0.0002633018077150983
Position 6753: 0.00022611105570067742
Position 1549: 0.00019163841803537072
Position 296: 0.000171579547292396
Position 1766: 0.00016072126071609618
Position 6669: 0.00015423801912102574
Position 3291: 0.0001538194077583005
Position 246: 0.00014859499715625434
Position 1018: 0.00014845040712312577
Position 7025: 0.00014216956263574703
Position 3160: 0.0001400098676063828
Position 6527: 0.00013270875745847752
Position 1522: 0.0001324619200334749
Position 2681: 0.00011968919156215864
Position 7065: 0.00011444991296606569
Position 4704: 0.00011432319505303981
Position 6789: 0.00011356615406163952
Position 2557: 0.00011290451364663703
Position 2766: 0.00011257442300973053
Position 6261: 0.00011130348427985698
Position 6712: 9.557784806853332e-05
Position 4751: 8.943453516099855e-05
Position 2997: 8.891707574388267e-05
Position 7103: 5.297499052859588e-05
Position 6556: 4.835721510722992e-05
Position 81: 4.249135737546835e-05
Position 1057: 3.607836274109793e-05
Position 6926: 3.6045373368115374e-05
Position 6180: 3.306709911607512e-05
Position 6791: 2.968197524985333e-05
Position 1046: 2.8652342834120853e-05
Position 1043: 2.8499322925452095e-05
Position 7051: 2.7401114296414734e-05
Position 6428: 2.7037887575576857e-05
Position 5607: 2.6430235106422387e-05
Position 7296: 2.4755416734838528e-05
Position 2899: 2.432162607766799e-05
Position 6406: 2.3976213543512157e-05
Position 777: 2.1277583615822993e-05
Position 2888: 2.0668584327398282e-05
Position 145: 2.02902679130344e-05
Position 2674: 1.8976431280354534e-05
Position 7310: 1.7407031192636437e-05
Position 119: 1.7341458431791415e-05
Position 5264: 1.5668426958099043e-05
Position 3197: 1.4760649677762064e-05
Position 437: 1.1162214568063962e-05
Position 1317: 1.0593393984827964e-05
Position 161: 8.304528872885516e-06
Position 1686: 7.256460354911502e-06
Position 2968: 7.173961644394396e-06
Position 3089: 6.782304726434761e-06
Position 40: 6.614082855211268e-06
Position 7340: 5.379502146140468e-06
Position 6824: 4.6789811211138845e-06
Position 2065: 3.799930446235192e-06
Position 6392: 3.4914749081435784e-06
Position 7345: 3.221193619722272e-06
Position 6639: 3.194060563987763e-06
Position 7246: 2.821205074345719e-06
Position 2475: 2.812262945216684e-06
Position 6314: 2.7364806171180182e-06
Position 6397: 2.5199245496763336e-06
Position 6235: 2.239183098339604e-06
Position 1407: 2.172226897304193e-06
Position 129: 2.0164574043246836e-06
Position 7354: 1.8198794571118148e-06
Position 430: 1.6294496998212675e-06
Position 7321: 1.3916760918446125e-06
Position 2881: 1.3712780680323278e-06
Position 7330: 1.359167437651083e-06
Position 3: 1.117318773465896e-06
Position 1226: 1.1081558057064872e-06
Position 391: 1.018379537902039e-06
Position 7190: 1.0050358328857867e-06
Position 6426: 9.863507770347657e-07
Position 417: 8.11180114872224e-07
Position 7133: 5.650964035987452e-07
Position 1534: 4.520148009912824e-07
Position 1553: 4.468049207697233e-07
Position 607: 4.408412253237218e-07
Position 1520: 4.148345867038325e-07
Position 858: 4.1441597117586667e-07
Position 414: 4.098377526505683e-07
Position 7163: 3.844095742668781e-07
Position 861: 3.650160192731387e-07
Position 749: 2.5696537417686107e-07
Position 2647: 2.4500502985488014e-07
Position 722: 2.011388719796168e-07
Position 669: 1.8591020507678547e-07
Position 83: 1.780803476517359e-07
Position 304: 1.7803768326035967e-07
Position 899: 1.6294059533445397e-07
Position 406: 1.4433673250380594e-07
Position 741: 1.357610375791555e-07
Position 976: 1.1811396531925336e-07
Position 928: 8.61183512652764e-08
Position 1693: 8.159080513254173e-08
Position 817: 6.81410076487849e-08
Position 729: 5.398038459534799e-08
Position 2401: 5.01767999676097e-08
Position 775: 3.98956731206912e-08
Position 284: 2.744659808229656e-08
Position 931: 1.7464969987213275e-08
