Gene = Chro
index = 1070
Annotated 5SS: [ 351 1048 1535 2528 3861]
Annotated 3SS: [ 965 1108 1595 2593 4284]
SMsplice 5SS: [1048 1535 2528 3861]
SMsplice 3SS: [1108 1595 2593 4284]
top_k =  1000
Partition function (log Z): 4.185271010752898

Sorted 5' Splice Sites (High to Low Probability):
Position 1048: 0.99954437510343
Position 3861: 0.9893113595296609
Position 1535: 0.9544978698340041
Position 2528: 0.7947455660729813
Position 351: 0.326697349036872
Position 1840: 0.25568572801950323
Position 1815: 0.2521054328580328
Position 4098: 0.14357218296424548
Position 243: 0.13307580311890238
Position 3479: 0.12231283722201583
Position 4851: 0.12034305325193441
Position 282: 0.11483430308026019
Position 834: 0.11480193349584446
Position 498: 0.09739780227655967
Position 3449: 0.07139332701443105
Position 2054: 0.05290779624686192
Position 4118: 0.04990828586068347
Position 75: 0.0496417752545924
Position 704: 0.04902554457964954
Position 4184: 0.03752493721787374
Position 859: 0.03637416270959399
Position 4458: 0.028960183040223138
Position 3550: 0.02717403947109789
Position 4742: 0.025713802298362797
Position 448: 0.024825161571194878
Position 4379: 0.02075954611681846
Position 3722: 0.020739686693735587
Position 2116: 0.018027056642223444
Position 470: 0.016200373760383083
Position 1608: 0.01596661450580319
Position 2266: 0.009706258556287558
Position 1348: 0.008335186036729357
Position 2250: 0.00733522768797938
Position 634: 0.006315233325698323
Position 3002: 0.0060297687723600375
Position 5017: 0.005931802380054199
Position 2888: 0.005364034040416669
Position 2858: 0.005342328237232121
Position 111: 0.0052940013433113225
Position 2906: 0.0051599823539944
Position 156: 0.004271544981753523
Position 4102: 0.004075983442030556
Position 4389: 0.003926434336196139
Position 828: 0.0038533976852099102
Position 1844: 0.002850712465746185
Position 3957: 0.002668460776836237
Position 303: 0.0025743668503504413
Position 1877: 0.0023717398789221003
Position 1835: 0.0023029076973394382
Position 1519: 0.0019523264379520083
Position 2420: 0.0018323185017076196
Position 4396: 0.001700918857785317
Position 2451: 0.0016283515228920535
Position 607: 0.0012910332696850352
Position 2642: 0.0012668244148125467
Position 1828: 0.0011746277286893776
Position 286: 0.0011736055477750346
Position 3635: 0.0011403590329290435
Position 4993: 0.0010408305966659146
Position 875: 0.000981601296824393
Position 3833: 0.0009765995281785815
Position 253: 0.0008762886696553135
Position 5152: 0.0008600352411191135
Position 590: 0.0007747936399483745
Position 3018: 0.0006185862087953361
Position 227: 0.0005945614642566379
Position 811: 0.0005821019830034197
Position 2008: 0.0005509624525322284
Position 1447: 0.0005148343350921932
Position 4795: 0.000497663421265925
Position 3934: 0.00048073763485918645
Position 235: 0.0004114229128228689
Position 320: 0.00040715901346455617
Position 1468: 0.0004005816713871599
Position 1621: 0.00038388474205151434
Position 3836: 0.000378331592243295
Position 4045: 0.00037292327923828565
Position 3029: 0.00036631318407197327
Position 3064: 0.00036152622714339
Position 761: 0.00035988226095842285
Position 2423: 0.0003253195386643278
Position 677: 0.0003064320185274286
Position 543: 0.0003030357472686092
Position 267: 0.0003000761956369972
Position 2328: 0.0002823451225353536
Position 4898: 0.0002717535887781723
Position 265: 0.0002545641242734139
Position 4138: 0.00022476820046847488
Position 355: 0.0002106620824515755
Position 2120: 0.00019138693055111448
Position 79: 0.00019077294310434074
Position 4402: 0.00016217962225726073
Position 1465: 0.0001493657039098157
Position 648: 0.00013850677330668593
Position 2895: 0.00013216389700406017
Position 1674: 0.00011212538868364134
Position 1326: 0.00011196980116999241
Position 1896: 0.0001088017856246578
Position 4053: 0.00010723626804780265
Position 2491: 0.00010468534322244839
Position 690: 8.484414634965698e-05
Position 1918: 7.78956653840042e-05
Position 4454: 7.370000562252033e-05
Position 1712: 7.269244413565263e-05
Position 1144: 7.208738439905338e-05
Position 341: 6.313506077637425e-05
Position 1569: 6.228801133279466e-05
Position 2813: 5.803046722815448e-05
Position 1052: 5.653216201050253e-05
Position 14: 5.0914616748991356e-05
Position 1335: 4.839924316352599e-05
Position 1962: 4.5612806264659064e-05
Position 2321: 4.4754094458129644e-05
Position 365: 4.236814027209588e-05
Position 817: 4.1889083813656216e-05
Position 576: 4.164689469989858e-05
Position 601: 3.842321272491119e-05
Position 711: 3.774016626771487e-05
Position 363: 3.381536420611607e-05
Position 1404: 3.2957735071864525e-05
Position 1366: 3.255519253435163e-05
Position 437: 2.9531855870016547e-05
Position 1778: 2.8035277437994584e-05
Position 4518: 2.356409951476782e-05
Position 638: 2.340136394616018e-05
Position 1384: 2.2955674717011076e-05
Position 713: 1.6595676579319015e-05
Position 3985: 1.6374462800437973e-05
Position 2726: 1.183431654510283e-05
Position 650: 1.0342673002529633e-05
Position 619: 8.104581203285014e-06
Position 3672: 7.146317194875378e-06
Position 1377: 6.584894312867392e-06
Position 1560: 6.556575348483163e-06
Position 1663: 5.493416455251658e-06
Position 1185: 5.362006046755677e-06
Position 196: 5.311686545031687e-06
Position 2044: 4.314734040245326e-06
Position 2356: 4.221857999844406e-06
Position 1314: 3.0305295803618188e-06
Position 2062: 2.9970569203280627e-06
Position 4041: 1.664984859104033e-06
Position 2763: 1.1643273092511576e-06
Position 1068: 1.0412584844213928e-06
Position 1177: 7.157201334968531e-07
Position 353: 6.681922923967367e-07
Position 3865: 5.731024281673392e-07
Position 1694: 5.482292016666712e-07
Position 396: 4.028789896699287e-07
Position 992: 3.344954106490354e-07
Position 3793: 2.6295875276158606e-07
Position 2132: 1.830583583583574e-07
Position 568: 1.0970401080416437e-07
Position 983: 7.723077102897935e-08
Position 2047: 6.700478275838474e-08
Position 1138: 1.3308867884709062e-10
Position 570: 1.1918506046377357e-10
Position 939: 4.4467781185459503e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1108: 0.9986606038595028
Position 2593: 0.9374823799136547
Position 1595: 0.9216927240996029
Position 4284: 0.7969199945711399
Position 1915: 0.42347487712488996
Position 758: 0.4000629777308401
Position 965: 0.22063769974185823
Position 565: 0.20651067950910623
Position 3523: 0.1887938607271702
Position 4170: 0.14141764694728368
Position 4009: 0.1315651648828655
Position 4914: 0.10710999252511119
Position 3932: 0.09408515327327752
Position 404: 0.05399047838519231
Position 3605: 0.04520443796841279
Position 3956: 0.039376488296433594
Position 5079: 0.03003037785624508
Position 4518: 0.029721223976024117
Position 3773: 0.02597447774499162
Position 131: 0.025708152709389233
Position 1694: 0.02185093159217815
Position 926: 0.01873664140796005
Position 4316: 0.015039913501554406
Position 2326: 0.014699172438476137
Position 711: 0.012929652323057629
Position 898: 0.012752398559215053
Position 1639: 0.012679233628881731
Position 4736: 0.011754169591190942
Position 2194: 0.011621229931024187
Position 4795: 0.010454179206442489
Position 3560: 0.009502568327794053
Position 677: 0.0094710723996814
Position 2116: 0.008250826318218732
Position 596: 0.008155333144849727
Position 4445: 0.00768113785809565
Position 4494: 0.006713117151821586
Position 5030: 0.006529670628651715
Position 3698: 0.005758710547232164
Position 2923: 0.0056961450844803425
Position 939: 0.004687906128183154
Position 5083: 0.004391448362609691
Position 201: 0.004270055927509645
Position 2599: 0.0039538529693989724
Position 1953: 0.0035366049261657366
Position 4808: 0.0032571388453685587
Position 2053: 0.003124850839068215
Position 350: 0.002995585081219426
Position 136: 0.00212479570445405
Position 225: 0.0021195864521374903
Position 141: 0.0017815205091942018
Position 801: 0.001766290119048098
Position 5055: 0.0015635407311237958
Position 2174: 0.0014245644536910087
Position 2031: 0.0012466123831659723
Position 437: 0.0011721951398921057
Position 4918: 0.001103352906946205
Position 3566: 0.0010943570785663334
Position 1987: 0.0010622441626716378
Position 5214: 0.0010311268693804449
Position 733: 0.0008106444431114573
Position 2113: 0.0007830107460324414
Position 1437: 0.0007464850145490493
Position 2356: 0.0007407216149891102
Position 915: 0.0007175964149997664
Position 5155: 0.0007092403092769322
Position 371: 0.0006519008190509656
Position 634: 0.0006508044113045263
Position 3960: 0.0005382459839841618
Position 1612: 0.0005144096741831188
Position 165: 0.0005032288779869942
Position 1625: 0.0004307826493617075
Position 4429: 0.00034888795803906874
Position 528: 0.00031683477822539054
Position 4287: 0.0002734871292236962
Position 4056: 0.0002553493187987302
Position 1116: 0.0002511350437930687
Position 320: 0.0002444834990072599
Position 2557: 0.00022806586866004817
Position 3977: 0.00021203737523156307
Position 1499: 0.0001973636777704888
Position 541: 0.00018844976200112283
Position 1404: 0.00017884927921193793
