Gene = mwh
index = 1810
Annotated 5SS: [  530  5647  6000 29006 29250 29421 29663 30056]
Annotated 3SS: [ 5241  5741 28743 29073 29306 29473 29722 30115]
SMsplice 5SS: [  530  5647  6000 29006 29250 29421 29663 30056]
SMsplice 3SS: [ 5255  5741 28743 29073 29306 29473 29722 30115]
top_k =  1000
Partition function (log Z): 13.596550495043713

Sorted 5' Splice Sites (High to Low Probability):
Position 6000: 0.9999999999999932
Position 29006: 0.9996786332152566
Position 29421: 0.999404397866974
Position 5647: 0.9971474245353273
Position 29663: 0.9938025021345186
Position 30056: 0.9858780655272842
Position 29250: 0.9622114974658857
Position 530: 0.8802949907593346
Position 5343: 0.1294396135042007
Position 30735: 0.09836057888574459
Position 2337: 0.04697110504001966
Position 170: 0.04245514223143396
Position 122: 0.0344908757760233
Position 29264: 0.03301440944245303
Position 251: 0.02813238564921779
Position 522: 0.023683112862468735
Position 30445: 0.017762509244358182
Position 2232: 0.016070064983446004
Position 132: 0.015699539074239207
Position 2266: 0.007863301612226281
Position 2166: 0.006832143323354676
Position 30264: 0.005822295215704101
Position 3512: 0.005278975259197505
Position 30051: 0.004538509840321232
Position 31847: 0.004227299341595316
Position 526: 0.0032573757342591364
Position 1693: 0.00313154508937335
Position 29905: 0.002546475406992049
Position 30242: 0.002449310653828412
Position 2202: 0.0022969318714051953
Position 29244: 0.001763809663561034
Position 30739: 0.0016934275106111625
Position 30348: 0.0016881614902441336
Position 30333: 0.0015885372690661644
Position 30041: 0.0015609626965576195
Position 30049: 0.0012778883633167684
Position 534: 0.001196796538051134
Position 31233: 0.0009868114035521498
Position 363: 0.0009578203512225961
Position 30534: 0.000810226371489369
Position 324: 0.00077019830189489
Position 416: 0.0007501266629037738
Position 29787: 0.0006229189873613064
Position 1045: 0.0006004188688632925
Position 112: 0.0005842766200012503
Position 2023: 0.0005749510311075792
Position 30669: 0.00041219446106765894
Position 4293: 0.00036880141861377313
Position 358: 0.00032660389266273005
Position 30022: 0.0003071469119656526
Position 31809: 0.0002960691063338416
Position 31836: 0.00028659374251422846
Position 2006: 0.0002784980466642924
Position 538: 0.0002685724500953843
Position 30777: 0.0002650951007520108
Position 196: 0.0002629937632666513
Position 365: 0.00023463497020516705
Position 29974: 0.00023213954521106056
Position 30144: 0.000215395648059523
Position 127: 0.00019649927169583425
Position 161: 0.000181282246661553
Position 369: 0.00017989358150778662
Position 31287: 0.00017149798755196227
Position 30831: 0.00016545566104261074
Position 31128: 0.00015562416263020427
Position 2042: 0.0001515050234631554
Position 30607: 0.0001319418684326404
Position 565: 0.00013027089200603375
Position 29791: 9.544475642002635e-05
Position 1978: 9.069012380348928e-05
Position 4082: 9.000085065225703e-05
Position 29902: 8.333805857250752e-05
Position 29388: 8.054038933406748e-05
Position 30025: 7.483498815578944e-05
Position 31483: 6.479512363187139e-05
Position 218: 5.7783813637723973e-05
Position 883: 5.532223575978738e-05
Position 31596: 5.2133436321250916e-05
Position 31744: 5.060163808077908e-05
Position 31534: 4.830487459065703e-05
Position 31227: 4.551935669003736e-05
Position 31118: 4.4983629756097394e-05
Position 282: 3.9928151633833326e-05
Position 394: 3.9129549743155225e-05
Position 1321: 3.6649233149188453e-05
Position 30479: 3.550474100726465e-05
Position 29654: 3.518834734984389e-05
Position 2686: 3.0435938335553266e-05
Position 29899: 2.8978137991750563e-05
Position 29821: 2.760148255993414e-05
Position 3503: 2.713759768503948e-05
Position 30000: 2.3624631201255806e-05
Position 598: 2.25668489888867e-05
Position 31277: 2.167030466286117e-05
Position 542: 2.1131171800809996e-05
Position 29407: 2.0424784066004674e-05
Position 29186: 1.9622346947035022e-05
Position 30930: 1.9536604386855535e-05
Position 1160: 1.7260156910450488e-05
Position 550: 1.7197851814678524e-05
Position 30366: 1.6726114698312827e-05
Position 546: 1.5974925293756647e-05
Position 30882: 1.539223522767911e-05
Position 1485: 1.2148761398962804e-05
Position 724: 1.2004260540507167e-05
Position 29635: 1.085446591169733e-05
Position 29409: 1.071007276387263e-05
Position 31094: 9.804578986597427e-06
Position 373: 9.575738049114636e-06
Position 95: 9.472703916861227e-06
Position 2635: 9.4676849963297e-06
Position 29937: 9.060698855532532e-06
Position 29667: 8.983697409566766e-06
Position 30595: 8.213464757673694e-06
Position 29855: 7.969318785982764e-06
Position 30485: 7.028076035193012e-06
Position 396: 6.08299459060175e-06
Position 41: 5.359411573497087e-06
Position 29992: 4.770248815983235e-06
Position 29697: 4.6955365908759635e-06
Position 29354: 4.393017472517322e-06
Position 29593: 3.0147866263867878e-06
Position 29268: 2.4317360185660636e-06
Position 319: 1.926006614409724e-06
Position 9: 1.3899809174427053e-06
Position 174: 1.3535982904341863e-06
Position 381: 1.2017698737338018e-06
Position 375: 1.0837722921331523e-06
Position 435: 9.99552252863229e-07
Position 172: 9.807974415443224e-07
Position 618: 8.70025855421349e-07
Position 30565: 8.256992829986292e-07
Position 2352: 7.982487485631665e-07
Position 29130: 7.412263882888947e-07
Position 29144: 7.2085196149107e-07
Position 30217: 5.933395454349453e-07
Position 29486: 3.954929475249661e-07
Position 30430: 3.497567740503544e-07
Position 4691: 3.453170480629732e-07
Position 1385: 2.357131604060216e-07
Position 29358: 2.1971463245218406e-07
Position 1807: 2.1826962144820887e-07
Position 29490: 1.905745260771638e-07
Position 29728: 1.7342414273961288e-07
Position 1624: 1.4968616942324075e-07
Position 30294: 1.4087245770253776e-07
Position 30079: 1.3643749388298964e-07
Position 29683: 1.3546013515998267e-07
Position 814: 1.2311182717522706e-07
Position 951: 1.2299793747187214e-07
Position 29379: 1.072147418958876e-07
Position 29982: 9.301948502197044e-08
Position 30500: 9.175733717067793e-08
Position 1833: 8.138083634939793e-08
Position 1986: 7.024067546048433e-08
Position 29951: 5.4405687468174824e-08
Position 30401: 5.3297979920813986e-08
Position 29743: 4.860382085992866e-08
Position 29770: 4.755283196311939e-08
Position 29740: 4.3669698965499885e-08
Position 749: 4.3085313479278964e-08
Position 30529: 3.866721952160122e-08
Position 29529: 3.368696607123586e-08
Position 560: 3.2541447961964367e-08
Position 30393: 2.617256337677753e-08
Position 649: 2.588623536195422e-08
Position 30840: 2.4784518833969104e-08
Position 30128: 2.449365068598112e-08
Position 30164: 2.2661322474136893e-08
Position 779: 1.6428719514693076e-08
Position 30160: 1.6367279823191488e-08
Position 818: 1.3672722821675966e-08
Position 30866: 1.1526999622828947e-08
Position 30825: 7.904453873081084e-09
Position 31451: 5.728468749845623e-09
Position 30775: 4.452734448733365e-09
Position 31206: 1.7912776830233963e-09
Position 627: 1.8700110132212645e-10
Position 703: 1.483179314359263e-10
Position 670: 1.2100812703088454e-11
Position 705: 1.138003605283441e-12
Position 29478: 9.049027979116834e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 28743: 0.9997314089160116
Position 29073: 0.9994671632319999
Position 29722: 0.9922548809257549
Position 30115: 0.9922028163112481
Position 29473: 0.9887910135174144
Position 29306: 0.9567636472567145
Position 5741: 0.6179596734379216
Position 5744: 0.33015781436955344
Position 5255: 0.27040167465924786
Position 5304: 0.17559602029636387
Position 5241: 0.16324175891689185
Position 5464: 0.14846343814388943
Position 5451: 0.10961447175855311
Position 31355: 0.06849697001120585
Position 4739: 0.06809964911668494
Position 5199: 0.06709516592492874
Position 2105: 0.06531807369838519
Position 5404: 0.04263854101885624
Position 29329: 0.03985096248440742
Position 5871: 0.01977603936564988
Position 415: 0.018903239493036336
Position 4555: 0.017383689978953565
Position 5776: 0.016388725981381254
Position 4363: 0.0153080014720024
Position 5802: 0.013963469592660777
Position 327: 0.013197849830586611
Position 5410: 0.012124196573389947
Position 30512: 0.011386181381492921
Position 5278: 0.011016359255908402
Position 31172: 0.010738222670135347
Position 29483: 0.010425163298793555
Position 30848: 0.0065842728427234825
Position 31531: 0.005212494923022787
Position 31905: 0.00492550405814942
Position 4930: 0.004230820592541084
Position 30945: 0.0041312410478833205
Position 2072: 0.004041370815353529
Position 30908: 0.004007514817035918
Position 2052: 0.003966042561621578
Position 31232: 0.003931185403421786
Position 1537: 0.0038734083342787016
Position 30948: 0.0032448612754771284
Position 30791: 0.002570695055543635
Position 3938: 0.002481720912761564
Position 1106: 0.0024795143441108565
Position 29968: 0.0024732909590739144
Position 5135: 0.0022632486869265584
Position 461: 0.002235985019530996
Position 30533: 0.002043267682948693
Position 31269: 0.0017548792051576836
Position 4141: 0.0017339959538144943
Position 3161: 0.0015366965087822602
Position 4892: 0.0015106831161168627
Position 30302: 0.0014969197594612341
Position 31698: 0.001460646008841984
Position 4549: 0.0014307940706029827
Position 1715: 0.001292245286526674
Position 3918: 0.0012501706717752631
Position 4743: 0.001185538866070798
Position 29855: 0.0011822450843927221
Position 4877: 0.001070836192006045
Position 4445: 0.0010197227538378186
Position 4872: 0.0009890336268102476
Position 31580: 0.000965554589432654
Position 1672: 0.0009376230271291764
Position 31322: 0.0009289432586534449
Position 4573: 0.0006811498754277007
Position 3414: 0.0006788446037362915
Position 4372: 0.000648860623487168
Position 292: 0.0006267941970330209
Position 29766: 0.0006264624726164247
Position 1196: 0.0006063807020303726
Position 1829: 0.0005962127894557557
Position 882: 0.0005852189724288489
Position 4832: 0.0005845722118508447
Position 30650: 0.0005692468962305292
Position 30188: 0.000564383500868903
Position 3616: 0.0005609007311362792
Position 474: 0.0005415325634624446
Position 30364: 0.0004966679375925361
Position 2685: 0.00048500757867810335
Position 31732: 0.00047429880981550367
Position 5756: 0.00044281599327711783
Position 471: 0.00042958526486737956
Position 3551: 0.00042767203220805543
Position 29082: 0.00041201388081616266
Position 30818: 0.0004032569497508173
Position 5936: 0.00037481404312435625
Position 4038: 0.0003725244157124121
Position 1499: 0.00035325615865959326
Position 4674: 0.00035277663492029024
Position 4777: 0.0003521396269303134
Position 31650: 0.00033300399333223505
Position 4635: 0.0003239457821761133
Position 5885: 0.0003173667094033683
Position 5891: 0.0003159056877876069
Position 3651: 0.0003110731028551939
Position 31876: 0.0003082602648059337
Position 29486: 0.00030503355260539804
Position 29331: 0.00027781541358450133
Position 826: 0.0002714787916756497
Position 3229: 0.0002714474553573847
Position 807: 0.00025681479802964016
Position 31319: 0.0002471635377515534
Position 31541: 0.000235566801941971
Position 3062: 0.0002160979751258137
Position 3635: 0.00021409615206773245
Position 30464: 0.00021205405114836808
Position 29974: 0.00020550184502275177
Position 30856: 0.00020298250356131368
Position 31640: 0.0001942974895883903
Position 30158: 0.00019365979838221822
Position 4069: 0.00018141816068457958
Position 31023: 0.00017937848927389947
Position 435: 0.00017565010418125188
Position 29825: 0.00017343991451816655
Position 4227: 0.00017250647722370172
Position 3132: 0.00017162252568962407
Position 4262: 0.00017019039893466058
Position 632: 0.00016941630683403377
Position 1089: 0.00016525941466899636
Position 2977: 0.00016389605277677532
Position 2213: 0.00015047802040835828
Position 31798: 0.00014338505958778989
Position 31017: 0.00014196503261407214
Position 30985: 0.00013843682896301607
Position 30173: 0.00013762918720284996
Position 5922: 0.00013761995300948194
Position 836: 0.00013378182303538962
Position 30516: 0.00013110984218229452
Position 30560: 0.00011699325255942414
Position 31335: 0.0001138998452148423
Position 267: 0.00010625152261944159
Position 3947: 9.093594876665413e-05
Position 5705: 9.088836414660279e-05
Position 423: 8.942344550791127e-05
Position 29882: 8.415910476638569e-05
Position 3984: 8.124588847212024e-05
Position 1869: 7.509035635231785e-05
Position 394: 7.460676893785208e-05
Position 1889: 7.357396381004078e-05
Position 746: 6.958467016309295e-05
Position 269: 6.845523159303564e-05
Position 3327: 6.834800325174271e-05
Position 3211: 6.618914819983448e-05
Position 30999: 6.553884159904219e-05
Position 2165: 5.8562727163655264e-05
Position 30319: 5.417369680944374e-05
Position 1524: 5.375126223863079e-05
Position 665: 4.936997934520613e-05
Position 3381: 4.756371710956146e-05
Position 3706: 4.745951008024116e-05
Position 31547: 4.5747104673876244e-05
Position 3435: 4.533280043206559e-05
Position 31788: 4.3317815908890925e-05
Position 1488: 4.214514955859092e-05
Position 31331: 4.2063948769401714e-05
Position 31360: 4.192615439864495e-05
Position 1997: 3.829850014824348e-05
Position 3955: 3.8245794404990924e-05
Position 1836: 3.699712916118632e-05
Position 2407: 3.4201470432697985e-05
Position 29555: 3.292235747335902e-05
Position 2088: 3.289010997746502e-05
Position 30016: 2.4269295200264696e-05
Position 30371: 2.2452806517051902e-05
Position 29444: 2.0925609546438836e-05
Position 30340: 1.934268821529606e-05
Position 31277: 1.804129338125546e-05
Position 31684: 1.669014231903479e-05
Position 31071: 1.6216897211922543e-05
Position 31659: 1.6150864531007238e-05
Position 497: 1.5801728105285604e-05
Position 29358: 1.5667428356939757e-05
Position 29388: 1.552572740602438e-05
Position 31708: 1.5110157676101497e-05
Position 30557: 1.445609855654347e-05
Position 358: 1.4360476910984472e-05
Position 31193: 1.335187956322413e-05
Position 30578: 1.3164784643311438e-05
Position 31186: 1.2733107669603295e-05
Position 30755: 1.217495858946589e-05
Position 31595: 1.1693785250194919e-05
Position 31274: 1.1563748389102528e-05
Position 30500: 9.922499494793333e-06
Position 30257: 8.147562698709e-06
Position 30972: 6.750669081689184e-06
Position 29339: 5.569879200774942e-06
Position 1236: 5.317535304979804e-06
Position 30359: 5.079683042026339e-06
Position 1467: 4.941172522706934e-06
Position 30041: 4.4213670324851555e-06
Position 30137: 3.8188731101950675e-06
Position 29583: 3.6841362523716656e-06
Position 29529: 3.1285352250555734e-06
Position 2609: 2.4483134121775117e-06
Position 30624: 2.3395180059183906e-06
Position 30565: 2.292299641737117e-06
Position 30548: 1.975030089858694e-06
Position 29515: 1.6318021259837322e-06
Position 29925: 1.5871249726155968e-06
Position 30668: 1.393862642702497e-06
Position 2988: 1.1371754638909814e-06
Position 2743: 1.1180285686069465e-06
Position 30656: 9.839387629400495e-07
Position 30386: 9.816107392838364e-07
Position 30383: 9.405490578356106e-07
Position 2318: 9.208861273044087e-07
Position 29611: 8.999595696769241e-07
Position 29623: 8.022841429083829e-07
Position 29934: 7.17292088753952e-07
Position 29560: 5.890236338055975e-07
Position 29899: 5.461665349942815e-07
Position 30198: 4.5178404637919516e-07
Position 30389: 3.4833737890803173e-07
Position 29982: 3.320294066318846e-07
Position 29683: 3.308666215988899e-07
Position 30084: 3.1559832416398696e-07
Position 768: 3.1471657122454796e-07
Position 2455: 3.015782923839859e-07
Position 30329: 2.3776837450022994e-07
Position 30410: 2.2503484696804566e-07
Position 2487: 2.211329838776411e-07
Position 1857: 2.041332630909428e-07
Position 29893: 1.967988955735709e-07
Position 1910: 1.660333365849195e-07
Position 30473: 1.497636300036842e-07
Position 939: 1.4930067196146256e-07
Position 869: 1.4474986289336202e-07
Position 29420: 1.4132962419496014e-07
Position 811: 1.0667880953783783e-07
Position 30148: 8.43943528813171e-08
Position 30155: 8.236342587763261e-08
Position 1254: 7.930709267530663e-08
Position 649: 7.311238652543903e-08
Position 1120: 6.859905431240178e-08
Position 1595: 6.025332983582775e-08
Position 1356: 5.106404822374158e-08
Position 1368: 4.52857086036837e-08
Position 1200: 4.4671396887847075e-08
Position 1562: 4.3862626512086256e-08
Position 2600: 2.8353208386429542e-08
Position 30592: 2.3678418428889127e-08
Position 29697: 2.2374598297310627e-08
Position 29630: 1.9699720471982042e-08
Position 842: 1.5844204517184558e-08
Position 30686: 1.561694778856243e-08
Position 1126: 1.5154751213929803e-08
Position 29593: 1.431285906591176e-08
Position 1062: 1.3455574749071835e-08
Position 1263: 1.2672224456147097e-08
Position 30595: 1.2111168229628732e-08
Position 506: 5.959098678631893e-09
Position 29916: 5.2396687573268e-09
Position 29909: 4.790143234352959e-09
Position 70: 4.409346202640306e-09
Position 918: 4.4004537640603255e-09
Position 29912: 3.9372173227325045e-09
Position 943: 3.6195434057786833e-09
Position 724: 3.0475991379964623e-09
Position 855: 1.9847022504887867e-09
Position 849: 1.554911563437031e-09
Position 30491: 9.44060806500703e-10
Position 30476: 9.359984018827543e-10
Position 30079: 8.554480954069938e-10
Position 29425: 7.664560502892912e-10
Position 1957: 6.336606722425166e-10
Position 1925: 5.964378481081546e-10
Position 994: 5.833131814028229e-10
Position 897: 5.521877314314261e-10
Position 909: 4.2357840029493694e-10
Position 1337: 1.150185580637223e-10
Position 1320: 9.331148738171279e-11
Position 30179: 5.901808153332381e-11
Position 161: 7.896866450614788e-12
Position 196: 6.174291915090783e-12
Position 150: 3.4611389155954004e-12
Position 206: 2.646816639296744e-12
Position 485: 2.611387633430621e-12
Position 510: 1.930215377251087e-12
Position 476: 1.879341383052218e-12
