Gene = drpr
index = 1677
Annotated 5SS: [  583  7116  7338  7528 11185 12402 13161 13729 14105 14311 14433]
Annotated 3SS: [ 6881  7173  7401 10937 11361 12953 13227 13798 14163 14399 14550]
SMsplice 5SS: [  583  7116  7338  7528 13161 13729 14105 14311]
SMsplice 3SS: [ 6881  7173  7401 12789 13227 13798 14163 14550]
top_k =  1000
Partition function (log Z): 15.995803975422985

Sorted 5' Splice Sites (High to Low Probability):
Position 7116: 0.9988194005356117
Position 14105: 0.9963192523540547
Position 7338: 0.9960072751184352
Position 13161: 0.9837992173082473
Position 13729: 0.9563170411317478
Position 14311: 0.9328761292559868
Position 583: 0.8602905017842802
Position 7528: 0.33381174098901917
Position 7462: 0.25509203085750676
Position 11185: 0.2546590071290827
Position 12402: 0.23851310957659308
Position 8395: 0.2293869075495677
Position 14881: 0.18726948542859542
Position 14903: 0.16034520695476517
Position 7490: 0.1311910981365405
Position 31: 0.11724885722622057
Position 14804: 0.08575354992860951
Position 7552: 0.07037452483056054
Position 14836: 0.0521870356357331
Position 6818: 0.05144267904470205
Position 14433: 0.046700985111869875
Position 15094: 0.04606436472510419
Position 14899: 0.04399827054623183
Position 13513: 0.04167009749045637
Position 7761: 0.029755662772272522
Position 1835: 0.028924521830469837
Position 372: 0.02558038454262519
Position 7501: 0.02548019427760154
Position 15309: 0.024873579734398053
Position 13886: 0.019322883318202966
Position 13560: 0.018986955617056364
Position 8165: 0.010460384008433403
Position 6772: 0.010131477968249581
Position 14872: 0.009802873103333802
Position 243: 0.00827680486842821
Position 263: 0.007561248686628319
Position 3283: 0.006439068394874446
Position 1808: 0.006394994330747577
Position 2345: 0.00635106268847886
Position 11000: 0.0061311998101099136
Position 425: 0.005838337058867929
Position 7679: 0.004784979141682765
Position 14833: 0.004511687029449173
Position 13705: 0.004413663971670634
Position 10954: 0.004274807864337421
Position 15302: 0.00424134610829055
Position 13494: 0.004195669758103993
Position 7484: 0.004171349343412216
Position 4787: 0.004044109972406126
Position 211: 0.003573420096202609
Position 7693: 0.00340155912264629
Position 380: 0.0031000294359011535
Position 7492: 0.002971702731270057
Position 8331: 0.0026766877936715452
Position 4167: 0.0026617029287265047
Position 7723: 0.0023519806246630427
Position 7322: 0.002339707266065155
Position 1612: 0.0021309201671651174
Position 1264: 0.00205216291621192
Position 14664: 0.002023459945617328
Position 13550: 0.0014400896786804808
Position 14788: 0.0012951896839586109
Position 35: 0.0012665027871979271
Position 7591: 0.0012518589975737903
Position 13377: 0.00124884106615288
Position 15082: 0.001198976570321443
Position 2612: 0.001174001750475774
Position 14344: 0.0011721358081019134
Position 123: 0.0011381382949108316
Position 14986: 0.001133598185894898
Position 7332: 0.0011204467844820607
Position 224: 0.0010936550574243706
Position 7972: 0.001085054049379067
Position 14992: 0.0010343476867117397
Position 8987: 0.000965717642039724
Position 14876: 0.0009594465415378463
Position 7532: 0.0008129250236853026
Position 15043: 0.0007904515743517696
Position 6734: 0.0007868021158264232
Position 7054: 0.0007542022650073365
Position 3439: 0.0006865417836519267
Position 13918: 0.0006536131813568619
Position 15246: 0.0006499176109237608
Position 14946: 0.0006101330970525337
Position 8671: 0.0006042164805974555
Position 7789: 0.0005871766967022834
Position 765: 0.000585827749176691
Position 435: 0.0005731914001271774
Position 10221: 0.000553258689999502
Position 13983: 0.0005372736592688997
Position 10035: 0.0005301737014996338
Position 14461: 0.0005097894401006085
Position 14471: 0.0004969894999605249
Position 15205: 0.0004837270617632537
Position 15224: 0.0004634847274435151
Position 13255: 0.00045275446094244647
Position 11004: 0.0003949676261989063
Position 531: 0.00038782386946782963
Position 1632: 0.0003839066703882971
Position 7904: 0.0003735814452991827
Position 13645: 0.00037266841038964945
