Gene = Pif1
index = 1381
Annotated 5SS: [1055]
Annotated 3SS: [1106]
SMsplice 5SS: [1055]
SMsplice 3SS: [1106]
top_k =  1000
Partition function (log Z): -10.008428735148303

Sorted 5' Splice Sites (High to Low Probability):
Position 1055: 0.9139070348411987
Position 1710: 0.12837355567685058
Position 2162: 0.0670522902273879
Position 1341: 0.05626198404908728
Position 218: 0.04106382322775125
Position 2177: 0.02088388090562386
Position 2370: 0.01832287477139096
Position 251: 0.016247771172511645
Position 1009: 0.016029907235755803
Position 1337: 0.013886340603580216
Position 167: 0.01295670434632053
Position 1034: 0.010775818919662875
Position 576: 0.010201353915567661
Position 1180: 0.004978677974258526
Position 241: 0.00470920978104458
Position 894: 0.004661277801412834
Position 726: 0.00450178236786109
Position 59: 0.003816450434835583
Position 1292: 0.0037626766209955128
Position 1754: 0.0035823492451235346
Position 234: 0.0035589605346705465
Position 1683: 0.003100547354565495
Position 1620: 0.0030942059766530844
Position 592: 0.0027208499941408313
Position 1314: 0.0019137862966776096
Position 1715: 0.0015592057047238898
Position 1045: 0.0015108840789895698
Position 773: 0.0012143511187367735
Position 1811: 0.0011025957885508009
Position 1000: 0.0010216028442532493
Position 1884: 0.0009039827807160369
Position 1971: 0.0006408861581302944
Position 2353: 0.0005137667519373066
Position 302: 0.000512052778723177
Position 358: 0.0004893172113527062
Position 1203: 0.00035151220833401015
Position 2241: 0.0003353081757540826
Position 2223: 0.0003053204123601582
Position 1608: 0.00029867258944581165
Position 991: 0.00025895331718032066
Position 1973: 0.000249503581280858
Position 754: 0.00020097485545319608
Position 1222: 0.0001728413711197711
Position 93: 0.00014505059491399315
Position 1374: 0.00012427054137593307
Position 1085: 0.00011896503622463646
Position 499: 0.00011438390319587987
Position 143: 0.00011072543407051543
Position 245: 0.00010511370880953396
Position 280: 9.536703733251812e-05
Position 313: 7.416175119058171e-05
Position 2139: 7.281808106557757e-05
Position 527: 7.226548472250355e-05
Position 952: 6.368194935083249e-05
Position 180: 4.775187207961549e-05
Position 319: 4.518989948748988e-05
Position 743: 4.445335353977303e-05
Position 98: 3.4908884566198025e-05
Position 1737: 3.423108865920677e-05
Position 1707: 3.3511971449644026e-05
Position 2368: 2.8062769440609063e-05
Position 422: 2.786989278660977e-05
Position 1177: 2.007101985498043e-05
Position 400: 1.6407177667977028e-05
Position 2599: 1.5800431640121433e-05
Position 786: 1.576700829062494e-05
Position 2602: 1.2939872423950794e-05
Position 712: 1.2383566672231097e-05
Position 697: 9.444904216642231e-06
Position 630: 6.7833774597403184e-06
Position 596: 5.388839888320225e-06
Position 1598: 4.493448594112047e-06
Position 138: 4.023748366784506e-06
Position 1294: 3.846826541631178e-06
Position 1840: 3.3651216315909253e-06
Position 154: 3.15713069778754e-06
Position 1296: 3.128935805185695e-06
Position 854: 3.0132300174131434e-06
Position 1800: 2.2092517921273224e-06
Position 954: 1.8457321972522172e-06
Position 1175: 1.6694692107569213e-06
Position 1265: 1.1998072161167777e-06
Position 607: 9.432931944345754e-07
Position 536: 8.952476324640924e-07
Position 580: 7.938662944879429e-07
Position 807: 7.097554433909708e-07
Position 583: 3.6137598702780833e-07
Position 128: 1.6901511080077516e-07
Position 875: 2.070299155869049e-08
Position 1659: 4.368278491107804e-09
Position 1087: 3.721906928443044e-11
Position 1119: 1.7235533191572597e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1106: 0.9272297118555017
Position 2413: 0.12650536983017044
Position 2261: 0.0778234411854119
Position 822: 0.0711779804672066
Position 1404: 0.07096975970635777
Position 1937: 0.04313359416286359
Position 1393: 0.009759858628113035
Position 1265: 0.009371656181248173
Position 2622: 0.008893646652180592
Position 1080: 0.004417736691454658
Position 1997: 0.004007568652884686
Position 1776: 0.0031778725989305375
Position 128: 0.002942174650622344
Position 2545: 0.002784554104960707
Position 2239: 0.002744698091893325
Position 286: 0.0014097705838070648
Position 2353: 0.0014047494815223147
Position 1166: 0.001224943555709112
Position 1116: 0.0011122541498844406
Position 2619: 0.0010748746876915827
Position 1884: 0.0010398677513184457
Position 1901: 0.0010232292189498644
Position 280: 0.0008662940202401619
Position 2063: 0.0008459398560941678
Position 1247: 0.000657365288929412
Position 313: 0.000641435631391062
Position 536: 0.0006014589964476646
Position 616: 0.0005581136059582342
Position 791: 0.00048609075265483164
Position 1967: 0.0004739105274681215
Position 794: 0.00046368921678271936
Position 2420: 0.0004188323674524554
Position 2014: 0.0003869863522764508
Position 2602: 0.0003424082669648912
Position 2266: 0.0003043023161455853
Position 475: 0.0003016520755590432
Position 2658: 0.00027152220053797344
Position 2368: 0.0002132206694934455
Position 926: 0.00019647342958275195
Position 1532: 0.00018477768300750216
Position 1800: 0.00017196182994929892
Position 1084: 0.00014919924446304234
Position 2578: 0.00011142180261902295
Position 478: 0.00010604071251664671
Position 1766: 0.00010460155494300093
Position 1838: 9.69942530274411e-05
Position 2484: 9.361398753964027e-05
Position 589: 9.337598187175477e-05
Position 1211: 9.098733258608124e-05
Position 1730: 8.381194897517878e-05
Position 1227: 8.10870614432091e-05
Position 1815: 7.726167804717727e-05
Position 571: 7.508780957639797e-05
Position 1608: 5.277975487758211e-05
Position 1552: 5.037720335725813e-05
Position 1520: 4.75010732664994e-05
Position 1418: 4.7413713063521784e-05
Position 1292: 4.450014237052724e-05
Position 1753: 4.170641366498911e-05
Position 271: 4.0463892718946e-05
Position 310: 3.617886791255952e-05
Position 2460: 3.556220917020599e-05
Position 1745: 3.298266593352575e-05
Position 1674: 3.289933323042469e-05
Position 988: 3.109675992366643e-05
Position 2186: 3.095028491947899e-05
Position 1840: 2.9527820122807397e-05
Position 325: 2.4592956581369804e-05
Position 1310: 2.3716417369891873e-05
Position 2495: 2.0970487110116817e-05
Position 349: 1.8184525347632124e-05
Position 949: 1.3350691771802702e-05
Position 1496: 1.303604850245459e-05
Position 881: 1.2568834200768422e-05
Position 628: 9.872006262674227e-06
Position 331: 7.82396268238188e-06
Position 2006: 6.561439377525375e-06
Position 596: 6.465140331204464e-06
Position 649: 6.393238927403815e-06
Position 1620: 6.206524619253504e-06
Position 1595: 5.377761854102743e-06
Position 446: 4.8976104050760854e-06
Position 250: 4.432904125483086e-06
Position 875: 4.027632663490278e-06
Position 292: 2.905834092460978e-06
Position 1634: 2.6862263405605296e-06
Position 2072: 2.6222381969897213e-06
Position 685: 2.240543584137895e-06
Position 640: 2.2326859860565733e-06
Position 503: 2.1820548746029276e-06
Position 454: 2.0005128820761056e-06
Position 833: 1.3811485612465644e-06
Position 1346: 1.095471099811557e-06
Position 358: 9.563124929526728e-07
Position 1415: 8.991227048768659e-07
Position 516: 7.265523713597116e-07
Position 807: 7.20291546589215e-07
Position 712: 6.824580277910426e-07
Position 1045: 6.304912186827887e-07
Position 726: 5.031385323289428e-07
Position 199: 4.81023060013047e-07
Position 1577: 4.3186069597359606e-07
Position 442: 3.6227707878047307e-07
Position 929: 3.620022397770618e-07
Position 1490: 3.561916284443229e-07
Position 961: 3.4806592549512406e-07
Position 935: 3.375230167876352e-07
Position 652: 3.370146336352768e-07
Position 1561: 2.574337137040681e-07
Position 2069: 7.672540936693586e-08
Position 262: 9.528038218352252e-10
Position 154: 1.7409884322307225e-11
Position 355: 5.78419690090875e-12
