Gene = Deaf1
index = 1130
Annotated 5SS: [  493  1837 10772]
Annotated 3SS: [ 1037 10142 10845]
SMsplice 5SS: [  235   493 10772]
SMsplice 3SS: [  369 10062 10845]
top_k =  1000
Partition function (log Z): -3.379532896737981

Sorted 5' Splice Sites (High to Low Probability):
Position 10772: 0.9983073860259575
Position 493: 0.8767493021780388
Position 235: 0.5158737131624376
Position 1828: 0.37375550442351446
Position 11022: 0.29261883210118106
Position 11213: 0.25815241347313084
Position 3431: 0.25473398062259883
Position 3193: 0.11378578044409483
Position 9222: 0.11177300456923077
Position 153: 0.09630744640884153
Position 11032: 0.08041084161796504
Position 9469: 0.07065737628215399
Position 1837: 0.06692358806431052
Position 2904: 0.06633414779558114
Position 9465: 0.06484552443484347
Position 11230: 0.059334646008733075
Position 2444: 0.048161412326212974
Position 11431: 0.04614098492069125
Position 283: 0.045005926957387136
Position 10987: 0.03936818516446393
Position 11424: 0.034099156483632896
Position 2440: 0.025655447541548575
Position 280: 0.020993142400167607
Position 11679: 0.020415650266687332
Position 241: 0.019201848445641205
Position 304: 0.0184611655809644
Position 52: 0.013885015422739105
Position 1672: 0.012337756841886463
Position 8808: 0.01201927927688522
Position 2448: 0.01182658210156266
Position 8856: 0.011030660854117661
Position 11457: 0.010786585850431983
Position 9193: 0.010399043531791555
Position 163: 0.008967493608723396
Position 10948: 0.008793100511995576
Position 222: 0.008398398730859848
Position 1029: 0.005601844216068932
Position 8830: 0.00549833943709258
Position 2370: 0.005243776642237415
Position 2266: 0.00457138756270433
Position 11010: 0.0039724933821627395
Position 3172: 0.0038370981630314388
Position 521: 0.0037856119505933453
Position 2121: 0.0031012148379156446
Position 11797: 0.0030498098820899047
Position 11122: 0.0024193977142790697
Position 2197: 0.002362170676316369
Position 11790: 0.002225480905142439
Position 445: 0.0021635312824739876
Position 82: 0.002052846249183838
Position 10995: 0.0015994964085631086
Position 2117: 0.0015950239401875273
Position 3137: 0.0014333715969597888
Position 60: 0.0011146680570335368
Position 317: 0.0010253315407295108
Position 226: 0.0009202812059392204
Position 2512: 0.0008448465365428918
Position 3160: 0.0006970145664389828
Position 1924: 0.0005387531540030418
Position 11242: 0.000527997332239361
Position 606: 0.0005222256951893145
Position 685: 0.00044990173245721196
Position 2594: 0.0004008746595591677
Position 3175: 0.0003649493643064706
Position 2399: 0.00032575568485740766
Position 591: 0.00032365680912288584
Position 1177: 0.00031515364245381956
Position 106: 0.0002911636623433318
Position 678: 0.00023013459693642274
Position 1161: 0.0002246041031590086
Position 2671: 0.00022407322395889327
Position 1686: 0.0002173821993487713
Position 2452: 0.0002119661467258483
Position 65: 0.00017775346083777116
Position 2168: 0.00016125775616952597
Position 2133: 0.00014189457571120835
Position 1019: 0.00013035944111013898
Position 2582: 0.00012813791014637164
Position 860: 0.0001247099015909185
Position 229: 0.00010522866478430989
Position 2037: 0.00010434990219412143
Position 1009: 0.00010281579567260431
Position 340: 7.91699441578003e-05
Position 1108: 5.6467073176841e-05
Position 537: 5.6326196634662494e-05
Position 2796: 5.505652962427217e-05
Position 1050: 5.044873344040912e-05
Position 2998: 5.0248544285381655e-05
Position 2549: 4.370048180548591e-05
Position 1768: 4.180340303146726e-05
Position 1250: 3.7162793135874625e-05
Position 1206: 3.0196806466073267e-05
Position 1155: 2.98153557792356e-05
Position 572: 2.7410962302717156e-05
Position 157: 2.66516513570193e-05
Position 1905: 2.6274072563377036e-05
Position 11116: 2.520474822081027e-05
Position 2684: 2.453003313807685e-05
Position 334: 1.9520833879314343e-05
Position 1144: 1.5311537536274e-05
Position 430: 1.4604339324904718e-05
Position 600: 1.3803064425775683e-05
Position 13: 1.0716490067746106e-05
Position 370: 9.937885785033865e-06
Position 595: 9.89580192612171e-06
Position 865: 8.660596796825171e-06
Position 160: 8.588407026403941e-06
Position 433: 5.929388962363165e-06
Position 11133: 5.0654359777200765e-06
Position 3269: 2.019545718038212e-06
Position 1287: 2.29082867191596e-07
Position 1532: 2.0332151634054834e-07
Position 1646: 1.2070073684749195e-07
Position 1730: 1.1433976632081554e-07
Position 1000: 8.38605925627122e-08
Position 2354: 7.932400252138971e-08
Position 581: 2.8591513225552813e-08
Position 575: 2.3657611924076454e-08
Position 593: 1.2982596306384577e-08
Position 702: 4.397447811348967e-09
Position 689: 5.7149169990566435e-11
Position 692: 3.8657635947586286e-11
Position 1146: 2.538839274728356e-11
Position 744: 8.932906539759124e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10845: 0.9981909058931668
Position 369: 0.6062818815937183
Position 10062: 0.5637196519007133
Position 2951: 0.23309497227680526
Position 10024: 0.2253246273537383
Position 9289: 0.21881088839367105
Position 11069: 0.19263717826510818
Position 9084: 0.18865606799503618
Position 11288: 0.18498741648191763
Position 11093: 0.1412727175965024
Position 3249: 0.13147872527389548
Position 11495: 0.11991692038277685
Position 328: 0.10667306022570507
Position 668: 0.09846678361724212
Position 2264: 0.0901727283540731
Position 1084: 0.0844901916504002
Position 12083: 0.05844108881155388
Position 1282: 0.05769053195298793
Position 11509: 0.04358908035954358
Position 8557: 0.03481479524605438
Position 2144: 0.02797624555485013
Position 1037: 0.027199573965858127
Position 11181: 0.026907944363898487
Position 2321: 0.026108642315166845
Position 10142: 0.022070468147714704
Position 2019: 0.0218023604288745
Position 11675: 0.02078320913168272
Position 304: 0.020268575142178547
Position 9346: 0.01687502079383796
Position 1223: 0.016745919283426294
Position 11790: 0.015430091475840511
Position 1751: 0.014156870794640931
Position 605: 0.01401266015103364
Position 12318: 0.013520013689894642
Position 9147: 0.01295696441149428
Position 11874: 0.011711950574765977
Position 1730: 0.010788917962096758
Position 1049: 0.008721950838673526
Position 218: 0.006840432931445092
Position 2343: 0.0067301635932667464
Position 1325: 0.006594028372342762
Position 11746: 0.006040745189860413
Position 11975: 0.005840209549798992
Position 11111: 0.004971222090135206
Position 1241: 0.004963454048438044
Position 11905: 0.003676598441800815
Position 103: 0.003470416592668732
Position 11758: 0.0024534102717250895
Position 3082: 0.0023776361175257736
Position 12103: 0.0022548992204682945
Position 11102: 0.0021528278727215144
Position 12045: 0.00202967694971367
Position 12294: 0.0020113594224351666
Position 2759: 0.0020037610450048503
Position 701: 0.0017197044987951407
Position 1609: 0.0016834275430153943
Position 9368: 0.0013872311896116962
Position 401: 0.0013480674484710046
Position 1571: 0.001076373647677365
Position 12186: 0.0010077439389498308
Position 11136: 0.0009095239210620285
Position 113: 0.0008309666228507432
Position 3044: 0.0008195610773433485
Position 2635: 0.0007917320387204084
Position 492: 0.0007670348760388913
Position 12324: 0.0007557763962552252
Position 10867: 0.0007374051452888604
Position 11952: 0.000675214444207175
Position 2057: 0.0006648733363658701
Position 2117: 0.0006611442738316055
Position 11532: 0.0006016021267024772
Position 2417: 0.0005424564497732475
Position 2357: 0.000510511986580858
Position 1447: 0.0005053124790129404
Position 764: 0.00043279932751180195
Position 1798: 0.0004315099302611631
Position 1090: 0.00041115165323742065
Position 1334: 0.00031784270894586234
Position 334: 0.0003110627326290548
Position 1331: 0.0002826766637452414
Position 11073: 0.00024967803382678505
Position 2189: 0.00018848630236990515
Position 3323: 0.00016969145568678418
Position 2158: 0.00016283090492384962
Position 1310: 9.834172855842499e-05
Position 11121: 9.107161716598995e-05
Position 238: 7.207358505547997e-05
Position 1672: 7.100882120303596e-05
Position 1652: 5.126500896461085e-05
Position 1344: 4.916334691286511e-05
Position 2269: 3.365945581796309e-05
Position 1613: 3.319314683853927e-05
Position 280: 3.2322586003182326e-05
Position 1438: 3.0742763320620265e-05
Position 1553: 1.5485948342018136e-05
Position 387: 1.1566270785955923e-05
Position 157: 9.808013699736229e-06
Position 10896: 9.407174439449405e-06
Position 2037: 7.567248715746751e-06
Position 340: 7.267246689159934e-06
Position 406: 4.94966033555604e-06
Position 1963: 4.424757299628768e-06
Position 1291: 3.614227752883263e-06
Position 442: 2.145229661434028e-06
Position 454: 1.428050918556473e-06
Position 197: 9.665216106396293e-07
Position 7730: 8.94731924357279e-07
Position 2302: 4.2463236729785455e-07
Position 678: 2.158083448847976e-07
Position 3502: 2.1214427369094805e-07
Position 2208: 1.7455662420849147e-07
Position 464: 1.4793699310691894e-07
Position 3788: 1.1044097892610696e-07
Position 503: 7.0133276179313e-08
Position 4329: 6.023887842290201e-08
Position 4308: 5.6853110289804165e-08
Position 4342: 5.236965266990746e-08
Position 4399: 5.014622212692228e-08
Position 439: 3.414821337894031e-08
Position 458: 3.328963116800157e-08
Position 71: 1.7493593979021373e-08
Position 525: 6.857695716334159e-09
Position 444: 5.9949728889806156e-09
Position 3430: 5.329790398064285e-09
Position 497: 4.4057989407697135e-09
Position 65: 2.6375648556854514e-09
Position 3269: 4.236561892773751e-10
Position 2998: 3.1065567198421313e-10
Position 60: 3.0648564085602653e-10
Position 3135: 3.0194392437653997e-10
Position 426: 1.9215820178464295e-10
Position 3345: 3.626369410852576e-11
Position 167: 1.5093206089245076e-13
