Gene = Ccn
index = 1059
Annotated 5SS: [  461 21129 26048 26171 31874 33271 39859 40327 48912]
Annotated 3SS: [21042 25951 26148 31793 33125 39568 40173 48623 57667]
SMsplice 5SS: [  461 21129 26171 33271 39859 40327]
SMsplice 3SS: [21042 25951 33125 39568 40173 57667]
top_k =  1000
Partition function (log Z): -7.621421388655426

Sorted 5' Splice Sites (High to Low Probability):
Position 40327: 0.9910114688272241
Position 21129: 0.9771989492274176
Position 39859: 0.9697768416887577
Position 461: 0.9438963510767916
Position 33271: 0.9382678347771064
Position 26171: 0.49467699994609493
Position 26048: 0.3876374314234038
Position 48912: 0.24409188551372327
Position 33985: 0.16452226400955783
Position 14429: 0.14923313930861834
Position 2340: 0.14187515833601957
Position 1914: 0.07695264158678686
Position 730: 0.0656550393046939
Position 58209: 0.03474294974015346
Position 39336: 0.0323415793230513
Position 3247: 0.02700907061053617
Position 55550: 0.02432858581759296
Position 104: 0.02289218384160014
Position 35880: 0.019252099616386992
Position 284: 0.017438707398609202
Position 7241: 0.016312831064305276
Position 5195: 0.015518668412103054
Position 5504: 0.01513546579202064
Position 40100: 0.013038562735808163
Position 42159: 0.012982463360089283
Position 45201: 0.011218021263029815
Position 41090: 0.010715390642782806
Position 4132: 0.010111345271101484
Position 4237: 0.007887462232172422
Position 98: 0.007508647380344066
Position 11733: 0.006764436596866893
Position 6984: 0.006039166772191249
Position 14851: 0.004226336593921291
Position 39714: 0.004078549270033393
Position 40030: 0.0038397989275039727
Position 473: 0.002595575453457464
Position 4480: 0.001937230085106919
Position 94: 0.001412169965076931
Position 47340: 0.001160871728217253
Position 47920: 0.0010382915524056542
Position 971: 0.0008207603183377483
Position 1260: 0.0007849893686532487
Position 108: 0.0005667716857496915
Position 33332: 0.0004872069055073047
Position 6940: 0.00041021485309579973
Position 1340: 0.00037721906847956515
Position 1243: 0.0003534691651632482
Position 1507: 0.0003247036958673393
Position 45488: 0.0003102978229394063
Position 1271: 0.00030956234824863147
Position 4735: 0.00028117187088897566
Position 445: 0.00028053828610509235
Position 1687: 0.0002604953931673056
Position 772: 0.00022906442896454313
Position 613: 0.0002159918197301776
Position 182: 0.00019160976201566595
Position 1484: 0.00017445579830606352
Position 1997: 0.00015910683299796559
Position 2918: 0.00015818957804239318
Position 923: 0.0001425387022078843
Position 43249: 8.636633940935112e-05
Position 44849: 8.138320422222818e-05
Position 884: 5.611349334263533e-05
Position 288: 5.4031657312283804e-05
Position 934: 5.159162677412004e-05
Position 40643: 4.5890627532822665e-05
Position 298: 4.1902274597014445e-05
Position 2424: 3.9891745769667105e-05
Position 432: 3.942608379536126e-05
Position 4136: 3.775063533729685e-05
Position 45531: 3.562452297755097e-05
Position 100: 3.556823073279547e-05
Position 209: 2.783149701689062e-05
Position 40714: 2.4643676828949e-05
Position 42657: 2.432624119303631e-05
Position 45276: 2.263615869887164e-05
Position 1850: 1.9425601024687807e-05
Position 2861: 1.934409519827525e-05
Position 5665: 1.8813613464380183e-05
Position 846: 1.8431333676633026e-05
Position 40628: 1.8285892740904095e-05
Position 40833: 1.665977444604759e-05
Position 3451: 1.5317537037283526e-05
Position 434: 1.1779140645256003e-05
Position 40614: 1.1456548536586728e-05
Position 484: 1.1348425509623993e-05
Position 212: 1.094298201881755e-05
Position 1992: 9.550779389197913e-06
Position 1118: 8.5181814156961e-06
Position 980: 7.699685644527238e-06
Position 2679: 6.535360282782042e-06
Position 40892: 6.450812657605144e-06
Position 9: 5.996285738006236e-06
Position 1612: 5.382274718113627e-06
Position 311: 5.208605402917935e-06
Position 2516: 5.1519064996596054e-06
Position 5561: 4.549639341462858e-06
Position 221: 4.1625454085142675e-06
Position 2479: 4.157363452764866e-06
Position 1275: 2.7712531950655415e-06
Position 913: 2.337767135786055e-06
Position 1367: 2.304472197947787e-06
Position 40233: 2.235127998270079e-06
Position 699: 2.125055102471171e-06
Position 563: 1.888197683606646e-06
Position 42423: 1.5510298694108869e-06
Position 339: 1.447257002264391e-06
Position 1352: 1.4248202711680414e-06
Position 85: 1.368852934978786e-06
Position 858: 1.289537922709286e-06
Position 764: 1.2272160983451835e-06
Position 1350: 1.1123879733992e-06
Position 465: 9.282231528023735e-07
Position 2344: 6.615483319932368e-07
Position 404: 6.101062077105026e-07
Position 349: 5.876477219418408e-07
Position 235: 5.784804990122562e-07
Position 1354: 5.033871412455688e-07
Position 929: 4.68451065066739e-07
Position 252: 4.3348415637315605e-07
Position 226: 3.7286400352143585e-07
Position 1286: 3.70421615432664e-07
Position 384: 3.3468163468920077e-07
Position 232: 3.02291093454419e-07
Position 110: 2.684941510851271e-07
Position 245: 2.480340898017391e-07
Position 41: 2.3031497444308592e-07
Position 28: 2.2349774208429066e-07
Position 6: 1.5496127235419957e-07
Position 598: 1.407861640977446e-07
Position 302: 1.1297826436492764e-07
Position 102: 1.0505818553268372e-07
Position 543: 9.123859696656464e-08
Position 87: 7.007076736641878e-08
Position 520: 6.845910980217009e-08
Position 300: 5.7211539613324406e-08
Position 381: 4.970171050560655e-08
Position 376: 3.8525745739645275e-08
Position 1009: 2.809602293215216e-08
Position 45590: 1.9887229405962402e-08
Position 551: 9.564349920397512e-09
Position 541: 9.478757469610751e-09
Position 567: 6.9344045678285655e-09
Position 112: 4.435168961506979e-09
Position 920: 4.317677693586099e-09
Position 46235: 2.924906504571864e-09
Position 639: 1.3842968881757785e-09
Position 43545: 6.472649136786892e-10
Position 788: 6.112836660148196e-10
Position 865: 5.331086191400656e-10
Position 863: 4.1679786679559223e-10
Position 794: 3.72978902909022e-10
Position 856: 3.543103197649996e-10
Position 646: 2.9370924166473644e-10
Position 43093: 2.942129925726345e-11
Position 802: 1.6384233814520403e-11
Position 43210: 4.934700787403086e-12
Position 681: 5.482566496539127e-13
Position 673: 2.6959519559466167e-13
Position 703: 6.080713713567318e-14
Position 2884: 4.458406777507355e-34
Position 3468: 4.151820401800965e-34
Position 2922: 2.6421617319978447e-34
Position 2645: 2.389291427461256e-34
Position 3520: 1.675414134278702e-34
Position 2659: 9.270668604357404e-35
Position 2855: 6.071041948864716e-35
Position 2771: 5.800429400252605e-35
Position 2684: 1.0976149247788603e-35
Position 948: 4.3099220951516563e-38
Position 1356: 3.4089311642990813e-38
Position 1264: 2.0795473439493956e-38
Position 1358: 5.3000307050775955e-39
Position 957: 4.3084437900153077e-39
Position 766: 1.0172545225304453e-39
Position 660: 3.537021009747231e-42

Sorted 3' Splice Sites (High to Low Probability):
Position 57667: 0.9950768656919806
Position 39568: 0.9815241655150312
Position 21042: 0.9771989492274173
Position 33125: 0.9381908250576211
Position 25951: 0.8417655752347223
Position 40173: 0.7819091394982448
Position 40176: 0.19013924907417298
Position 48400: 0.08572921826822748
Position 14221: 0.07712255793680373
Position 48674: 0.0751409074358622
Position 33834: 0.07325926039039991
Position 14322: 0.06935067562062251
Position 48623: 0.06875478098984457
Position 2194: 0.05833366049080891
Position 541: 0.05477695251933887
Position 2233: 0.05259360009863358
Position 26148: 0.04054885613477623
Position 39261: 0.03454053582444997
Position 33409: 0.030357799350176726
Position 3087: 0.02641899369985537
Position 58434: 0.026226218647175004
Position 55361: 0.02269976407562111
Position 5041: 0.021568516608973777
Position 1758: 0.019140344174862
Position 520: 0.015883521222262758
Position 33425: 0.014602912828339447
Position 1809: 0.014429234393577442
Position 3794: 0.013679860365328067
Position 7093: 0.013190173402847179
Position 646: 0.01253310974658267
Position 33766: 0.012491074434641081
Position 40998: 0.011547038148843624
Position 35656: 0.011187178686227118
Position 33503: 0.011045934399473056
Position 45101: 0.010965215160527233
Position 40119: 0.010089927881943472
Position 39398: 0.009514830511018502
Position 1639: 0.009367799400197191
Position 58269: 0.008516731092978473
Position 1572: 0.008140544359861173
Position 2072: 0.0072307301095591685
Position 33383: 0.007144813301833139
Position 33831: 0.007093641386697019
Position 48371: 0.006874187398557423
