Gene = mfr
index = 1789
Annotated 5SS: [ 794 1225 1407 1650 2148 3459 3684 4950 5148 5607 5853 6254 6413]
Annotated 3SS: [ 865 1282 1471 1698 2199 3511 3736 5010 5424 5731 5962 6311 6476]
SMsplice 5SS: [ 348  794 1225 1650 2148 3459 3684 4950 5148 5607 5883 6254 6413]
SMsplice 3SS: [ 460  865 1282 1698 2199 3511 3736 5010 5424 5731 5962 6311 6528]
top_k =  1000
Partition function (log Z): 15.940610612189726

Sorted 5' Splice Sites (High to Low Probability):
Position 6254: 0.9811763071221697
Position 1225: 0.9419769932762989
Position 794: 0.9252279376595944
Position 3684: 0.9203271384346097
Position 5148: 0.9085360858555437
Position 4950: 0.878632004846569
Position 3459: 0.8500530269151397
Position 5607: 0.8279266903291562
Position 1650: 0.7539149105261174
Position 6413: 0.7140859448005302
Position 5883: 0.6111547411415678
Position 2148: 0.5805253672612436
Position 348: 0.5604827095850314
Position 5853: 0.3659771837464156
Position 1407: 0.27727568347149134
Position 4772: 0.15715540103733683
Position 4461: 0.15454537510329433
Position 5518: 0.1130910472793061
Position 291: 0.09174541743873044
Position 282: 0.08337806637800164
Position 4481: 0.07987962042882507
Position 3923: 0.04260874400485836
Position 5167: 0.04256605610633959
Position 1196: 0.039438687510890566
Position 1386: 0.03847624791417748
Position 359: 0.03639900520420256
Position 715: 0.029996291222685083
Position 248: 0.028803383806890893
Position 199: 0.025969241127257
Position 3468: 0.024265837784999827
Position 3194: 0.023967910335606947
Position 362: 0.020284475383307313
Position 295: 0.01913440357845015
Position 2105: 0.018905035029917756
Position 2594: 0.01831905705221423
Position 3705: 0.0167844064169945
Position 4270: 0.016519114376622446
Position 6132: 0.01605573963390872
Position 4533: 0.014321112443068404
Position 1318: 0.013760963683015097
Position 6103: 0.013588084250983498
Position 1846: 0.013262918155880316
Position 4274: 0.01243822393131176
Position 2602: 0.008385311089660645
Position 93: 0.007163203528888658
Position 796: 0.006857213995746475
Position 2113: 0.006789864769478824
Position 2914: 0.00566209520774583
Position 1930: 0.005628955832939205
Position 5362: 0.005563505114972759
Position 4893: 0.00501212105263932
Position 2278: 0.004423693308371478
Position 5877: 0.004413545100560369
Position 6112: 0.004292577868129779
Position 415: 0.00420061114682444
Position 5301: 0.004100716150159979
Position 1351: 0.0031341602623968386
Position 3571: 0.002978987234722633
Position 1391: 0.002778587351684465
Position 5735: 0.0026778955351561932
Position 5171: 0.00216732320531757
Position 692: 0.0017948149122383459
Position 6210: 0.0017798215412843954
Position 5688: 0.0016312638945998248
Position 5619: 0.0015993361321403811
Position 965: 0.0013096210960588913
Position 2136: 0.0012627214222477407
Position 184: 0.0011520013558413067
Position 3877: 0.0011465616112294897
Position 6035: 0.0011145643568773137
Position 6260: 0.0011134535577788922
Position 3681: 0.0008874923535103545
