Gene = spir
index = 1888
Annotated 5SS: [ 1196 10862 22980 23512 25186 25331 28157 28475 28894 32454 32729 34041
 34452 35026 35293 35673]
Annotated 3SS: [10790 22861 23401 25067 25244 28025 28362 28760 32379 32523 33953 34305
 34686 35088 35358 35730]
SMsplice 5SS: [ 1196 10862 22980 23512 25186 25331 28157 28475 28894 32454 32729 34452
 35026 35293 35673]
SMsplice 3SS: [10790 22861 23401 25067 25247 28025 28362 28760 32379 32523 34305 34686
 35088 35358 35730]
top_k =  1000
Partition function (log Z): 67.39508634410953

Sorted 5' Splice Sites (High to Low Probability):
Position 32454: 0.9993934192284563
Position 35673: 0.9992679229631323
Position 35293: 0.9986274587916661
Position 32729: 0.9977323201471623
Position 25331: 0.9975867217668725
Position 25186: 0.9974494267538955
Position 10862: 0.9971046321702338
Position 22980: 0.9965983810188358
Position 28157: 0.9960133497411952
Position 35026: 0.9918181342598198
Position 34452: 0.9852273134108258
Position 28894: 0.9838634502852343
Position 1196: 0.9739480682835423
Position 28475: 0.9175029332885045
Position 23512: 0.8957385339369144
Position 19020: 0.6502247314523152
Position 23632: 0.2915974548290129
Position 9670: 0.28736610558721626
Position 24558: 0.2511156785086825
Position 3962: 0.21044662862672736
Position 24990: 0.20574991802475762
Position 34041: 0.1911005335193371
Position 23941: 0.1586586586484484
Position 27870: 0.154081047801127
Position 3166: 0.13685628684816967
Position 27381: 0.08908317192419428
Position 10411: 0.0694590416464132
Position 50: 0.06884941937506231
Position 2543: 0.06734328295949038
Position 24851: 0.058458249242996134
Position 23315: 0.05309995722543463
Position 30432: 0.05307052030283793
Position 36000: 0.053000147161157446
Position 24679: 0.048659535175709874
Position 24973: 0.04797960345559186
Position 25700: 0.04579021592190026
Position 36481: 0.04474704308707045
Position 29602: 0.04448599447033296
Position 26203: 0.04396166322088403
Position 24847: 0.04076976591994402
Position 31946: 0.03688586150061519
Position 10639: 0.036576471731596595
Position 30041: 0.0355241500113015
Position 30277: 0.034422408617164404
Position 32068: 0.03187147257449375
Position 35985: 0.031603274229265246
Position 2908: 0.03040797396961359
Position 23286: 0.029692293582536684
Position 19302: 0.029419904527082257
Position 36138: 0.02895375938632076
Position 34240: 0.027584218374534366
Position 147: 0.026829135350805926
Position 19083: 0.025470207850187377
Position 19895: 0.02510735241927541
Position 11930: 0.024844775186566224
Position 345: 0.024836091597764617
Position 23324: 0.0247832467104086
Position 27208: 0.02470638674359185
Position 34066: 0.02418468223130852
Position 492: 0.024117695057777645
Position 24776: 0.02144335321608131
Position 18673: 0.021254944955498945
Position 35947: 0.021218074215221743
Position 26727: 0.020174561789977317
Position 31263: 0.01883731377093712
Position 2547: 0.017522198516941406
Position 34074: 0.01711099563344597
Position 31490: 0.016685725862058364
Position 27431: 0.016500572230780077
Position 24790: 0.013729498392573007
Position 20399: 0.01311539670904658
Position 34472: 0.012960752963902778
Position 3916: 0.011843925540396504
Position 27421: 0.011576283861950648
Position 2209: 0.011491735812392009
Position 10471: 0.011054211732410456
