Gene = PIG-U
index = 1358
Annotated 5SS: [ 187  872 1206]
Annotated 3SS: [ 246  933 1265]
SMsplice 5SS: [ 187  872 1206]
SMsplice 3SS: [ 246  933 1265]
top_k =  1000
Partition function (log Z): 4.337491660645215

Sorted 5' Splice Sites (High to Low Probability):
Position 1206: 0.9967022866429509
Position 872: 0.9906637168109582
Position 187: 0.9858631814488905
Position 476: 0.04997279072924536
Position 303: 0.03885779150471617
Position 603: 0.020264738843614242
Position 1516: 0.008778731460789186
Position 191: 0.004485863483055563
Position 645: 0.00347226967693542
Position 1449: 0.0020672502531264127
Position 540: 0.001601387845388116
Position 573: 0.001537839154698962
Position 865: 0.001080965880531092
Position 503: 0.0006987734488241555
Position 1068: 0.0004334491077453158
Position 546: 0.00039112717553812387
Position 344: 0.00028721076834735436
Position 200: 0.00027476738004077845
Position 792: 0.0002436625779360448
Position 362: 0.00018394944794614143
Position 756: 0.00017021044209377813
Position 860: 0.00016963803537252834
Position 424: 0.00016643838875149555
Position 1106: 0.00015638603694507575
Position 976: 9.574893802154961e-05
Position 714: 9.060343754079727e-05
Position 901: 8.98804712069655e-05
Position 1046: 7.699010145895095e-05
Position 617: 6.964540442880283e-05
Position 1210: 6.914473341217965e-05
Position 562: 6.28151442150562e-05
Position 1197: 5.887675821416485e-05
Position 766: 4.6259165391269946e-05
Position 675: 4.448665814469784e-05
Position 1535: 4.2393886007791405e-05
Position 693: 4.227390142073451e-05
Position 1470: 3.679662546535813e-05
Position 1562: 2.8989460175747293e-05
Position 994: 2.4337657739695646e-05
Position 1508: 2.0006878300254264e-05
Position 223: 1.9172386167936138e-05
Position 435: 1.912700779023716e-05
Position 738: 1.8929586262132988e-05
Position 1339: 1.791504107374088e-05
Position 905: 1.773771609137823e-05
Position 150: 1.670472028004823e-05
Position 1138: 1.4776399160692632e-05
Position 155: 1.1901635324541645e-05
Position 1058: 8.131933206376463e-06
Position 683: 7.898674523678252e-06
Position 1286: 6.763030970662842e-06
Position 813: 6.296028819825571e-06
Position 894: 6.068058673610602e-06
Position 99: 5.689158158265679e-06
Position 1380: 4.4875494573879995e-06
Position 1252: 3.154427662835435e-06
Position 799: 2.877117983317015e-06
Position 25: 2.5398457376513984e-06
Position 1186: 2.454391488406441e-06
Position 274: 2.023610554772442e-06
Position 1015: 1.8943802950081919e-06
Position 807: 1.6126629390369128e-06
Position 828: 1.4077524011836369e-06
Position 1294: 1.2989956305862196e-06
Position 1157: 1.255272549712602e-06
Position 1529: 1.2427006040977313e-06
Position 234: 8.699847472949012e-07
Position 796: 8.219669352900841e-07
Position 1224: 6.567570872621782e-07
Position 1112: 5.611403604577121e-07
Position 1393: 5.370847702323971e-07
Position 1442: 5.367532061793113e-07
Position 68: 3.4164916574984664e-07
Position 966: 3.214533869143664e-07
Position 1462: 2.678065706603696e-07
Position 1304: 1.9327362429723665e-07
Position 915: 8.749776863246036e-08
Position 29: 7.094814214824644e-08
Position 246: 6.954466860135881e-08
Position 1283: 6.622536888387451e-08
Position 1432: 6.318590065275637e-08
Position 115: 6.159035736193511e-08
Position 1127: 5.780304451783506e-08
Position 1453: 4.8560548592852146e-08
Position 768: 2.979841570660803e-08
Position 1227: 2.697882904463856e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1265: 0.996624074256076
Position 933: 0.9801811074431909
Position 246: 0.8565939326393125
Position 723: 0.13806929650948607
Position 362: 0.039247451297534014
Position 272: 0.03359300857234781
Position 675: 0.025002434227674442
Position 955: 0.013887328653220673
Position 700: 0.006972685946992426
Position 1567: 0.006843528918124638
Position 562: 0.004702792509297432
Position 1635: 0.0018928448599171987
Position 760: 0.0010403448114281169
Position 1134: 0.000772033866994767
Position 1593: 0.0007717583759952691
Position 650: 0.0006859535138694395
Position 1529: 0.0006633849777425584
Position 1573: 0.0006614686055838343
Position 1408: 0.00034872555906926726
Position 328: 0.00020799149229954914
Position 440: 0.0001478304339105123
Position 252: 9.30513580541259e-05
Position 1352: 9.265023053350827e-05
Position 838: 8.478286026409316e-05
Position 796: 6.0468860895809086e-05
Position 1535: 5.9104785724202825e-05
Position 1516: 5.050936427909474e-05
Position 813: 4.4186063316319486e-05
Position 1100: 2.926107770524545e-05
Position 1520: 2.881147222450213e-05
Position 610: 2.760089975953193e-05
Position 1068: 2.7163076334752437e-05
Position 449: 2.2150845908338757e-05
Position 424: 2.0240913171655178e-05
Position 446: 1.5284975942431658e-05
Position 1474: 1.1530350887242859e-05
Position 1477: 7.490887639618045e-06
Position 1547: 7.165053738892623e-06
Position 1610: 6.969660725727578e-06
Position 1146: 6.1091093237818645e-06
Position 430: 3.918548027217652e-06
Position 1075: 3.630978501272281e-06
Position 1554: 3.438234550129854e-06
Position 455: 3.12467859269228e-06
Position 1499: 2.9048282419368066e-06
Position 1508: 2.1217062685914634e-06
Position 1084: 2.048923998155589e-06
Position 1194: 1.8952777488278407e-06
Position 1615: 9.910973606524158e-07
Position 234: 9.209971376279923e-07
Position 777: 8.56045624180072e-07
Position 458: 4.931464450548743e-07
Position 254: 4.0293694733364254e-07
Position 521: 2.979810470477307e-07
Position 763: 2.469826462575934e-07
Position 1227: 2.2187161295384358e-07
Position 1495: 1.4457881656753233e-07
Position 580: 1.1652732970521075e-07
Position 1000: 1.0014834111025172e-07
Position 68: 9.449756974106689e-08
Position 214: 6.666461253933631e-08
Position 894: 6.621889143982466e-08
Position 1087: 5.229087418662285e-08
Position 1453: 2.9027185196123413e-08
Position 1503: 1.9771720278966397e-08
Position 223: 2.8038983535939477e-09
Position 464: 2.5336137690601482e-09
Position 182: 2.1166686820512923e-09
Position 503: 1.6056364366887399e-09
Position 485: 1.4028685246492246e-09
Position 274: 5.74386950012779e-10
Position 473: 5.233617814859307e-10
Position 155: 5.147906838695334e-10
Position 187: 2.5270908994578475e-10
Position 495: 1.369149815374976e-10
Position 203: 9.154126897697781e-11
Position 467: 1.4656849234441766e-11
Position 200: 4.098533004238961e-12
Position 1244: 2.3111770814055907e-13
Position 191: 1.37442212933198e-13
Position 150: 1.208389168492013e-13
Position 476: 3.859902993462182e-14
Position 497: 3.375614121673686e-14
