Gene = pns
index = 1840
Annotated 5SS: [ 106  853 1018 1996 2349 3492 3821 4697 5099 5292 5600 5822 6007 6456]
Annotated 3SS: [ 386  907 1582 2058 2410 3613 4518 4758 5161 5348 5675 5887 6072 6516]
SMsplice 5SS: [ 853 1996 2349 3492 3821 4697 5099 5292 5600 5822 6007 6456]
SMsplice 3SS: [ 907 2058 2410 3613 4518 4758 5161 5348 5675 5887 6072 6516]
top_k =  1000
Partition function (log Z): 46.639512462154414

Sorted 5' Splice Sites (High to Low Probability):
Position 5822: 0.9998659168084634
Position 5099: 0.9994129156177188
Position 3492: 0.9973026788168639
Position 5292: 0.996823749802046
Position 6456: 0.9951158539468672
Position 6007: 0.9931138335855786
Position 4697: 0.988845640264051
Position 2349: 0.9831754804172722
Position 853: 0.9789120304179845
Position 5600: 0.9479050685588286
Position 1996: 0.9327783302923643
Position 3821: 0.6319697668845865
Position 1018: 0.30513463627942283
Position 4016: 0.2914383441430475
Position 315: 0.08676168339545566
Position 1267: 0.08319702534721507
Position 3871: 0.08191193446314961
Position 4134: 0.06780503078827109
Position 7564: 0.05551609320446845
Position 1090: 0.047072147644692204
Position 5604: 0.038132228907402234
Position 1220: 0.029647953789149143
Position 334: 0.029389540364220246
Position 4130: 0.025329853775245274
Position 3202: 0.023627002220367153
Position 1915: 0.022347772435078104
Position 3723: 0.019839405042942716
Position 6659: 0.018423084038007593
Position 1070: 0.017785054087907093
Position 2435: 0.015810303572874475
Position 106: 0.0137080583351655
Position 1166: 0.011564411180271553
Position 6789: 0.011287818492960865
Position 3020: 0.009378150872134915
Position 675: 0.009361559642619654
Position 1062: 0.009323667032321566
Position 2308: 0.00787631483832495
Position 3989: 0.007622976133383329
Position 4393: 0.007478286020119451
Position 4869: 0.007477393911651773
Position 3302: 0.006683117143635397
Position 4640: 0.005071968117045367
Position 1033: 0.005061932865949706
Position 2126: 0.004754622278924016
Position 2665: 0.004587245235763443
Position 1990: 0.004431546875457244
Position 6803: 0.004079227777929677
Position 1954: 0.0040159869582319955
Position 3998: 0.003671284871668131
Position 3043: 0.0034173465013169475
Position 7223: 0.002744256083559439
Position 4699: 0.0025198277306767262
Position 202: 0.0023490960116539145
Position 3969: 0.00213242082304669
Position 6436: 0.00198725344315547
Position 3008: 0.0019106290042041176
Position 3809: 0.001910046591149803
Position 6172: 0.001833775224741313
Position 1509: 0.0018225586150320688
Position 5560: 0.0017694351752526186
Position 2159: 0.0016769561671254847
Position 1098: 0.0016416939063955169
Position 6663: 0.0015439379244878925
Position 4361: 0.001404299912843
Position 6829: 0.001301528146999763
Position 27: 0.0012906057135831544
Position 3866: 0.0012559913423765643
Position 1040: 0.0011920414555371863
Position 4718: 0.0011878987141377593
Position 4099: 0.0011234948291649668
Position 5287: 0.0010764077303371067
Position 4476: 0.0010697939209197726
Position 4245: 0.001012345871956963
Position 444: 0.0009080105181604081
Position 7590: 0.0008664344622454251
Position 3252: 0.0008443742692967277
Position 3339: 0.0008259663451250648
Position 7070: 0.000756206423709381
Position 2481: 0.0007271824107520186
Position 1174: 0.0006995583754990364
Position 57: 0.0006941003157834631
Position 1423: 0.0006474045811279067
Position 6022: 0.0005846167846431833
Position 1678: 0.0005789499390848757
Position 7378: 0.0005769742253480788
Position 2807: 0.000572570829374037
Position 7073: 0.0005621347812192724
Position 3841: 0.0005245258508757406
Position 187: 0.0005175262523129641
Position 5529: 0.00047025043433932814
Position 5969: 0.00045456959393249383
Position 372: 0.0004358961775266163
Position 4169: 0.00040145949960226446
Position 3584: 0.000398978778555804
Position 5296: 0.0003665447749450021
Position 1204: 0.00036446493659678336
Position 2105: 0.00036416709988092963
Position 6926: 0.0003290349905588992
Position 2802: 0.0003135051169363854
Position 7556: 0.00030297659733616214
Position 4163: 0.0002980027240957155
Position 6655: 0.0002790901616826944
Position 6409: 0.00026715859215618686
Position 2287: 0.00024779818974788914
Position 2330: 0.00024518586855529223
Position 5987: 0.00024280295045558072
Position 5108: 0.0002381517126804173
Position 5103: 0.00022381360746142115
Position 30: 0.00022333117979670547
Position 6713: 0.000222008842323727
Position 6631: 0.00021897363871613382
Position 306: 0.00021776335080812685
Position 4675: 0.00021523251564173487
Position 1687: 0.00021237025701744322
Position 1912: 0.0002071596272652955
Position 4802: 0.000204307174293601
Position 1076: 0.00020129798234932547
Position 1887: 0.00019286135102625492
Position 4174: 0.0001826806209124332
Position 2149: 0.0001767440956241743
Position 3079: 0.00017601806280735725
Position 4052: 0.00017335388765936868
Position 2850: 0.00017010842557475768
Position 5404: 0.0001652575966322364
Position 3366: 0.00015845810765605472
Position 223: 0.00015648832733188063
Position 3967: 0.00015446247230650227
Position 3534: 0.00014859067414702546
Position 5280: 0.00013578731871135208
Position 7127: 0.00013172779630769564
Position 3333: 0.00013105848231643454
Position 5616: 0.00012679380916906874
Position 5484: 0.00012282567976681997
Position 244: 0.00011824274581756844
Position 3878: 0.00011665385118372234
Position 6389: 0.00011165826914644772
Position 4893: 0.00011122823483167307
Position 2559: 0.00010429866840304471
Position 1856: 0.00010368447538188782
Position 208: 9.543205857024278e-05
Position 2795: 9.413763785928932e-05
Position 1369: 9.193850638395678e-05
Position 4020: 9.166232398092296e-05
Position 2927: 9.042496265045748e-05
Position 1826: 8.998713127599167e-05
Position 7011: 8.895267993939218e-05
Position 3259: 8.778986044897628e-05
Position 235: 8.636371737224364e-05
Position 2214: 8.481859425369835e-05
Position 591: 8.217847214380781e-05
Position 231: 8.126321270573029e-05
Position 3852: 7.714316298527002e-05
Position 1975: 7.33547332104248e-05
Position 979: 7.172787778559516e-05
Position 3124: 7.012715022881527e-05
Position 5972: 6.814037128092337e-05
Position 3505: 6.775103380560545e-05
Position 2085: 6.628786706662185e-05
Position 6134: 6.584164664706846e-05
Position 2280: 6.514245540957479e-05
Position 3171: 5.8668799343892524e-05
Position 5809: 5.836012051603838e-05
Position 4184: 5.784475081048407e-05
Position 7259: 5.729472955969541e-05
Position 1944: 5.7176076779302543e-05
Position 3229: 5.4629892823160606e-05
Position 1507: 5.4570681738754825e-05
Position 3659: 5.4553402226050336e-05
Position 829: 5.259657913714964e-05
Position 696: 5.155673441871101e-05
Position 2272: 5.151342035689969e-05
Position 2341: 4.898696477508354e-05
Position 2703: 4.4417162040721964e-05
Position 1808: 4.3973549823309854e-05
Position 1273: 4.305393259820132e-05
Position 3563: 4.2579742277268175e-05
Position 406: 4.1753252790845045e-05
Position 7525: 4.107875335752879e-05
Position 238: 3.826959015076614e-05
Position 4046: 3.817070800648547e-05
Position 1271: 3.659269365338486e-05
Position 3824: 3.588573538513299e-05
Position 93: 3.586198454952889e-05
Position 857: 3.519132998983398e-05
Position 2539: 3.3570952248451944e-05
Position 1394: 3.321954780524533e-05
Position 6329: 3.132405678466101e-05
Position 7324: 3.098566645316749e-05
Position 4223: 2.9364399339883283e-05
Position 5960: 2.6846992642482633e-05
Position 4703: 2.6199083203324382e-05
Position 7348: 2.5979900889569575e-05
Position 6366: 2.5969372280386492e-05
Position 3531: 2.5435186727054313e-05
Position 5447: 2.5231591197801264e-05
Position 3496: 2.457056801499872e-05
Position 154: 2.232633468614582e-05
Position 2098: 2.217283898941676e-05
Position 5783: 2.0810222504346937e-05
Position 7384: 2.031932393987615e-05
Position 5837: 1.964715843887206e-05
Position 5131: 1.947604890428941e-05
Position 7471: 1.915925180496283e-05
Position 200: 1.7468334068146335e-05
Position 4701: 1.5587963941950632e-05
Position 3432: 1.5209346325694271e-05
Position 2028: 1.4660452022802247e-05
Position 594: 1.4326895251615036e-05
Position 102: 1.4276638275573239e-05
Position 658: 1.3405811906092382e-05
Position 3478: 1.2227508984646368e-05
Position 110: 1.0468626578411697e-05
Position 7538: 9.973811923687152e-06
Position 1417: 9.90202131221985e-06
Position 7461: 9.475522493688415e-06
Position 133: 9.398973677956779e-06
Position 6293: 9.319067961784843e-06
Position 4932: 9.261982724024047e-06
Position 6287: 9.156666422122635e-06
Position 3795: 7.578896422771276e-06
Position 1821: 7.461613001868511e-06
Position 7386: 7.381611292542858e-06
Position 1876: 6.697009683857317e-06
Position 450: 6.672191927992064e-06
Position 221: 6.429745653647284e-06
Position 5713: 5.78822866533323e-06
Position 6025: 5.760656057478858e-06
Position 5953: 5.60707161823721e-06
Position 369: 5.296273264493761e-06
Position 228: 4.830764993624058e-06
Position 2467: 4.557311432451087e-06
Position 80: 4.473816313579057e-06
Position 2463: 4.412797991298107e-06
Position 4976: 4.239003719877822e-06
Position 634: 4.086986472688583e-06
Position 9: 4.008931526321524e-06
Position 34: 3.536721545544159e-06
Position 2312: 3.1463388239496973e-06
Position 376: 3.0141435255447433e-06
Position 2375: 2.9949195686854624e-06
Position 5632: 2.8901691152007364e-06
Position 1692: 2.794852457690195e-06
Position 5112: 2.75414242869485e-06
Position 401: 2.656611485802676e-06
Position 6888: 2.5953512612466804e-06
Position 131: 2.4591431589917565e-06
Position 4538: 2.162188505500883e-06
Position 2687: 2.099669572559017e-06
