Gene = Pop2
index = 1387
Annotated 5SS: [ 330 1189 2166 2643]
Annotated 3SS: [1049 1824 2224 3918]
SMsplice 5SS: [1189 2166 2643]
SMsplice 3SS: [1824 2224 3918]
top_k =  1000
Partition function (log Z): -1.9042370979983005

Sorted 5' Splice Sites (High to Low Probability):
Position 2166: 0.9903731844738957
Position 1189: 0.9491451850987322
Position 2643: 0.6560318796691779
Position 3672: 0.2870545163074917
Position 330: 0.20557020237145276
Position 678: 0.1566345096177705
Position 956: 0.09142799392272737
Position 439: 0.06324130258204834
Position 4022: 0.060945173078332776
Position 3053: 0.05953019497437311
Position 4410: 0.02687656354981133
Position 993: 0.02572022092399794
Position 3696: 0.025380359527142786
Position 469: 0.023788246150536208
Position 353: 0.023016365257743376
Position 2638: 0.0214806675483767
Position 754: 0.020435757887660246
Position 3008: 0.011806763623337829
Position 2369: 0.011766755044616661
Position 441: 0.011357943253258253
Position 2355: 0.01134849179825867
Position 445: 0.01076589370009367
Position 447: 0.01064295512636233
Position 1505: 0.010242280617945734
Position 443: 0.00954197862628258
Position 3046: 0.008895147198806418
Position 705: 0.008250446495326212
Position 449: 0.007937456729684511
Position 343: 0.00778522415096501
Position 794: 0.00720727264969427
Position 485: 0.006739747638450769
Position 451: 0.006167446525797195
Position 475: 0.005436757019674056
Position 453: 0.004950383565204618
Position 1205: 0.00485197306934978
Position 4433: 0.0040481102881693085
Position 3187: 0.0039610160712191134
Position 4106: 0.003739065550301375
Position 158: 0.003732856001486126
Position 984: 0.0035367226777296788
Position 2871: 0.0030563973127983894
Position 3398: 0.0027274176294600568
Position 195: 0.002650632847748463
Position 2154: 0.0026140429958857623
Position 850: 0.0025153040403520176
Position 866: 0.0023793318196377077
Position 4156: 0.002190279491609947
Position 1563: 0.001966939804131997
Position 160: 0.0018067277319081144
Position 1586: 0.0017086469697571139
Position 1596: 0.0016773392537252536
Position 462: 0.0016200462499304288
Position 878: 0.0013903939150019585
Position 1223: 0.0013159787403938116
Position 4173: 0.0010570574818476162
Position 1003: 0.0010480048164562617
Position 2375: 0.0010144119508549664
Position 2501: 0.0009306773838211798
Position 4317: 0.0009019316247195089
Position 2172: 0.0008968508368150425
Position 1124: 0.0008852185755897111
Position 2980: 0.0008757412888689589
Position 3788: 0.0008488871148003168
Position 304: 0.000822452844466627
Position 1193: 0.0007825456080639164
Position 3676: 0.0007636950672136006
Position 2349: 0.0007231643498165166
Position 3515: 0.000662409465070271
Position 479: 0.0006171419550776584
Position 3063: 0.00047247676126059985
Position 1600: 0.00047176550787515856
Position 4266: 0.00045777183359514576
Position 3233: 0.00040793194078885973
Position 487: 0.00040105503475223303
Position 3564: 0.0003895639501698102
Position 1160: 0.0003835290659476084
Position 881: 0.00038026617010731396
Position 2574: 0.0003362349768829538
Position 3754: 0.0003315298207062678
Position 3744: 0.0003295426844101039
Position 1378: 0.0003165374982194733
Position 2688: 0.00031404428344041413
Position 1993: 0.0003017662554875427
Position 530: 0.00028908759215516387
Position 3422: 0.00028644835695710387
Position 377: 0.00026862226336681375
Position 728: 0.0002577763178692147
Position 1615: 0.0002441989875396573
Position 457: 0.00023832668577720455
Position 3336: 0.0001887027001944718
Position 1120: 0.00017849826694088573
Position 1990: 0.00017536935121057932
Position 1619: 0.00017030840510278534
Position 3977: 0.00016318179968270946
Position 2054: 0.0001566814442923689
Position 455: 0.00014829188381695356
Position 2547: 0.00014619092630905144
Position 3013: 0.0001136380881173814
Position 3099: 0.00011220068225145787
Position 3966: 0.00010687559223084565
Position 3772: 8.408223205780712e-05
Position 477: 8.18153860792427e-05
Position 464: 8.042752365896677e-05
Position 1093: 7.889074051108881e-05
Position 32: 7.721025575265227e-05
