Gene = l(2)k14505
index = 1751
Annotated 5SS: [167 552 790]
Annotated 3SS: [243 608 844]
SMsplice 5SS: [167 552 790]
SMsplice 3SS: [243 608 844]
top_k =  1000
Partition function (log Z): -0.10143637341196143

Sorted 5' Splice Sites (High to Low Probability):
Position 552: 0.9832180171789513
Position 790: 0.8759296909200809
Position 167: 0.6488448411272136
Position 723: 0.06814544544526463
Position 1154: 0.013427786827269252
Position 1158: 0.012202203783279738
Position 545: 0.011505931761431947
Position 194: 0.010113361417388323
Position 78: 0.0040764684630523775
Position 772: 0.0029568619557459055
Position 636: 0.0013902665255082405
Position 1072: 0.001202861213169493
Position 1147: 0.0011934062117095836
Position 306: 0.0010333585350402825
Position 534: 0.0009102992353133473
Position 1058: 0.0007654333578552139
Position 556: 0.0006162306545123505
Position 1162: 0.0002927491357596685
Position 309: 0.00022404014020140482
Position 1045: 0.0001912214778074821
Position 154: 0.00017898171729506044
Position 764: 8.371939146938709e-05
Position 42: 8.370891184698981e-05
Position 424: 5.5473245609839374e-05
Position 311: 5.283809959577936e-05
Position 498: 5.2012872677365385e-05
Position 806: 3.6650153597897e-05
Position 488: 3.166946133523888e-05
Position 1141: 2.8971697298675223e-05
Position 82: 2.450992992093876e-05
Position 941: 2.2452463188861538e-05
Position 395: 1.6735817022666815e-05
Position 665: 1.5216976537854933e-05
Position 984: 1.4964895881385886e-05
Position 85: 1.2054694094386786e-05
Position 279: 9.475236066213133e-06
Position 108: 8.500386066563282e-06
Position 357: 7.813655216562655e-06
Position 229: 6.66584660370173e-06
Position 654: 5.969749883946477e-06
Position 146: 5.899666178908681e-06
Position 747: 5.154343924974701e-06
Position 1036: 4.773839759741999e-06
Position 196: 4.6730932884427945e-06
Position 813: 4.159546953387331e-06
Position 820: 1.8675366103284287e-06
Position 979: 1.767739561804114e-06
Position 23: 1.1783990219562197e-06
Position 966: 1.14827046652347e-06
Position 1011: 9.301748281648788e-07
Position 126: 3.243026078475361e-07
Position 384: 3.1313457942965655e-07
Position 974: 2.715648972120297e-07
Position 916: 2.702510992878084e-07
Position 873: 2.4403143440138034e-07
Position 1109: 8.075613277847863e-08
Position 198: 4.28681842890218e-08
Position 577: 3.569599335628931e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 608: 0.9944472454298525
Position 844: 0.9452998209462558
Position 243: 0.5574451741844206
Position 364: 0.0760910465376348
Position 1227: 0.0192528701534341
Position 1211: 0.008273320903620667
Position 272: 0.005839791237792608
Position 387: 0.005514572877437323
Position 528: 0.004964665880146039
Position 488: 0.0038670678984869264
Position 257: 0.0034561948297043123
Position 873: 0.001976735263260723
Position 1139: 0.001676702536903506
Position 407: 0.0011811659752488377
Position 269: 0.001070060343127579
Position 798: 0.0009736516671846601
Position 122: 0.0009160225587708402
Position 674: 0.0008566265801518502
Position 617: 0.0007218374670898826
Position 591: 0.0007166551861034629
Position 410: 0.0006379710127391246
Position 295: 0.0005679272102661605
Position 1232: 0.0005498153820093487
Position 772: 0.00045790521035617073
Position 341: 0.00038518161570310266
Position 906: 0.0003623567464123173
Position 695: 0.00033709951129855275
Position 626: 0.0003084309914903366
Position 545: 0.00024191741037301277
Position 698: 0.00021677422465100066
Position 635: 6.958063788522558e-05
Position 1008: 5.677455354160933e-05
Position 924: 5.670314790001189e-05
Position 1161: 3.8113476730278835e-05
Position 722: 3.6034431083829373e-05
Position 146: 2.769579781399884e-05
Position 126: 2.6036756903893094e-05
Position 1001: 2.4079522923509505e-05
Position 1190: 1.775373573113755e-05
Position 1170: 1.4348839368734307e-05
Position 764: 1.232347345252227e-05
Position 133: 8.489532533932387e-06
Position 755: 4.1365090134399215e-06
Position 1083: 3.460791843090954e-06
Position 946: 3.162283180973507e-06
Position 966: 3.096108951417998e-06
Position 806: 3.0224406471408813e-06
Position 180: 1.9804007923206643e-06
Position 1077: 1.4759376999387302e-06
Position 171: 1.4080870507595833e-06
Position 422: 1.282626164975483e-06
Position 903: 1.1050965246340807e-06
Position 575: 6.299202032661072e-07
Position 306: 5.896898977994096e-07
Position 921: 4.738188237628808e-07
Position 89: 4.478811327048457e-07
Position 184: 2.382825505175468e-07
Position 136: 2.0101591750489127e-07
Position 727: 1.7157528765453426e-07
Position 85: 1.7038930884584288e-07
Position 1150: 1.2359474805673752e-07
Position 734: 1.1013527235971233e-07
Position 78: 7.938323848821848e-08
Position 143: 7.303815142510342e-08
Position 395: 1.3345182869876962e-08
Position 286: 9.662881139184417e-10
Position 100: 7.876190341095745e-10
