Gene = Tg
index = 1557
Annotated 5SS: [  479 15079]
Annotated 3SS: [13111 15142]
SMsplice 5SS: [  479 15079]
SMsplice 3SS: [13111 15142]
top_k =  1000
Partition function (log Z): -3.8504061327474637

Sorted 5' Splice Sites (High to Low Probability):
Position 15079: 0.9983093685488194
Position 479: 0.9597553177304119
Position 1699: 0.29900907428454676
Position 7932: 0.12988069572165598
Position 15356: 0.08085838357358734
Position 9815: 0.06561311507417178
Position 8184: 0.06407628648719442
Position 239: 0.05424096571356578
Position 3870: 0.04089512286866878
Position 9875: 0.030187570105275056
Position 8300: 0.016796560958844815
Position 3024: 0.014792077672317307
Position 4493: 0.014743037829420706
Position 12372: 0.00794359785928862
Position 2825: 0.006910722967140636
Position 8864: 0.006038485597771063
Position 5871: 0.005924084336316715
Position 319: 0.005857754292365378
Position 1456: 0.00548324419082241
Position 7553: 0.005190292455959404
Position 1047: 0.004511430045603564
Position 7285: 0.004458294585226322
Position 268: 0.003697775929785254
Position 7231: 0.0030888323786422236
Position 3338: 0.0025971693204274045
Position 1023: 0.0024502377642698085
Position 15380: 0.0023314694648625457
Position 15408: 0.001892302015540455
Position 2415: 0.0018732109217417185
Position 2361: 0.0018482204694891238
Position 7767: 0.0018210254667393572
Position 3559: 0.0014695196524353836
Position 286: 0.0014550448389965792
Position 3762: 0.0013636661057828843
Position 8030: 0.0012558388746225456
Position 775: 0.0011913485522609443
Position 15387: 0.0011563085751871735
Position 7528: 0.0010612002450482104
Position 9539: 0.0010116943903357262
Position 10095: 0.0009702368865706522
Position 6891: 0.0007340253776907876
Position 7289: 0.0006618365385664329
Position 1415: 0.0005107028235636569
Position 15390: 0.0004586091953410612
Position 15398: 0.0004517933156072762
Position 6608: 0.0002273421011730397
Position 2419: 0.00019709395970881079
Position 143: 0.0001864995762249572
Position 1510: 0.0001569142951636943
Position 750: 0.0001324639678239155
Position 1747: 0.00012299681365455982
Position 483: 0.0001199583851104671
Position 119: 0.00011952043027259221
Position 165: 0.00011842751734612472
Position 540: 0.00011580288830714467
Position 170: 0.00010916113137763216
Position 849: 0.00010505475785546446
Position 2401: 9.397781046730142e-05
Position 1656: 9.009000446101706e-05
Position 3000: 8.227316898906194e-05
Position 548: 7.782919069226562e-05
Position 4077: 7.409750296385587e-05
Position 15029: 7.211297688471487e-05
Position 197: 6.2711766267975e-05
Position 884: 6.240325808573619e-05
Position 65: 5.4545047667691877e-05
Position 886: 5.423288250591371e-05
Position 1548: 5.408810947482169e-05
Position 323: 5.102899119338968e-05
Position 1384: 5.0248597159790506e-05
Position 1370: 4.798431164999951e-05
Position 13738: 4.668045315952777e-05
Position 15405: 3.612887073506265e-05
Position 14183: 3.411398826403202e-05
Position 1172: 3.409147944774648e-05
Position 422: 3.379018806245341e-05
Position 619: 2.8937653119848424e-05
Position 773: 2.795123600064389e-05
Position 2579: 2.788455239561137e-05
Position 2075: 2.4858909825757836e-05
Position 1727: 2.3950012623811585e-05
Position 13626: 2.372087766087375e-05
Position 178: 2.3273212250177448e-05
Position 656: 2.2279043585813172e-05
Position 1489: 2.0429945932605188e-05
Position 3518: 1.9563559548912242e-05
Position 2606: 1.948118496638238e-05
Position 1004: 1.664436458550931e-05
Position 8366: 1.5865510240186048e-05
Position 1009: 1.4783453258092465e-05
Position 15220: 1.4208907806018893e-05
Position 609: 1.173910805250623e-05
Position 2798: 1.1535034840244238e-05
Position 2298: 8.639956423237437e-06
Position 1460: 7.7746942978374e-06
Position 650: 7.009177894876813e-06
Position 1821: 6.9321934717741915e-06
Position 6138: 6.376956143492818e-06
Position 3747: 5.9718826028834254e-06
Position 2865: 4.982859871120901e-06
Position 16: 4.559828469250699e-06
Position 321: 4.498766460000468e-06
Position 712: 4.486831080562499e-06
Position 369: 3.948451317287683e-06
Position 2593: 3.8465271980273745e-06
Position 1375: 3.5954023899253284e-06
Position 326: 3.404255958155908e-06
Position 679: 3.271601874350948e-06
Position 77: 2.6560594757336965e-06
Position 2086: 2.408608387650751e-06
Position 5922: 2.1670235799374023e-06
Position 6013: 2.11397032153907e-06
Position 689: 2.040418338767809e-06
Position 2541: 1.6236666341610609e-06
Position 1908: 1.5618994189097661e-06
