Gene = trbl
index = 1918
Annotated 5SS: [1184]
Annotated 3SS: [4133]
SMsplice 5SS: [1184]
SMsplice 3SS: [4133]
top_k =  1000
Partition function (log Z): -6.243355546375146

Sorted 5' Splice Sites (High to Low Probability):
Position 1184: 0.9826537430738279
Position 2025: 0.48031592205023016
Position 4031: 0.22634330473232353
Position 4045: 0.1485923788588688
Position 4315: 0.05431781246587202
Position 2893: 0.017607154093995603
Position 260: 0.01743153474488919
Position 4941: 0.01355350141823935
Position 4319: 0.00947982383919568
Position 133: 0.00915726529118061
Position 58: 0.008365574307351006
Position 3933: 0.008346434335897117
Position 2990: 0.008115361370845061
Position 3213: 0.007685778549553781
Position 2021: 0.007399040338141071
Position 2074: 0.006701444651347798
Position 1544: 0.006562291907260837
Position 1548: 0.006421188838387102
Position 2903: 0.0059283066144339425
Position 1201: 0.005632086699075303
Position 1564: 0.004898361595756907
Position 2559: 0.004420882056643394
Position 1572: 0.004070960031617144
Position 2701: 0.0038462731587963718
Position 338: 0.003439100521187548
Position 3406: 0.003127866087159062
Position 2656: 0.0028814882043363254
Position 4944: 0.0025700574344068657
Position 3410: 0.002480280637181412
Position 4411: 0.0022082993145786456
Position 2964: 0.0021916668578219806
Position 97: 0.001822851949650046
Position 3104: 0.0015474884592326528
Position 2603: 0.0014547730780360099
Position 3454: 0.0013455242105315133
Position 3361: 0.0013198676774480624
Position 4407: 0.001268125988853994
Position 227: 0.0012624213443233581
Position 2192: 0.0012306559244576927
Position 3054: 0.001198205532533654
Position 2642: 0.0011671438748875297
Position 325: 0.001127805061344341
Position 136: 0.0009793787330269286
Position 513: 0.0008379775633276988
Position 3938: 0.0008033265884050756
Position 2720: 0.000715259765613419
Position 2705: 0.0006640532217433167
Position 1874: 0.0006614445116579204
Position 2548: 0.0005579877816389635
Position 3300: 0.0005574747807035837
Position 840: 0.0005279203624105613
Position 161: 0.0004950686491695184
Position 1969: 0.0004668728252514226
Position 2585: 0.000459962756351939
Position 35: 0.0004515330951317046
Position 819: 0.00044974993470099173
Position 299: 0.0004419971090006166
Position 4311: 0.0003961219933532869
Position 1988: 0.00038244877835093863
Position 803: 0.00032889422768398276
Position 4641: 0.00032433052777172124
Position 2036: 0.0003166697155645322
Position 317: 0.00024160815434007407
Position 1113: 0.00024057779917402173
Position 2148: 0.00023336452845502294
Position 1552: 0.0002272263263865611
Position 139: 0.00021885793282522715
Position 330: 0.00021617514537106952
Position 67: 0.00021598076476521673
Position 3920: 0.0002146712585227344
Position 1979: 0.000192970479468374
Position 248: 0.00017669003121050767
Position 2554: 0.00017291644285718065
Position 2023: 0.0001710962848141587
Position 3365: 0.00016595688316328416
Position 335: 0.00014420406951865441
Position 101: 0.00013497363326104217
Position 493: 0.00013313821987076717
Position 364: 0.00012727195743276884
Position 1595: 0.00012660676070069897
Position 2104: 0.00012381963938594518
Position 2255: 0.00012350566041515742
Position 2795: 0.00011903377774666709
Position 1997: 0.00011006680672139201
Position 1455: 0.00010697656099159964
Position 1754: 0.00010656601621401157
Position 3971: 0.00010545349131529493
Position 737: 0.00010399121465708124
Position 814: 9.665069542123114e-05
Position 673: 9.266416086386327e-05
Position 1718: 9.160178019167904e-05
Position 3289: 8.908578808733514e-05
Position 1019: 8.55238063455244e-05
Position 5087: 7.525235250146286e-05
Position 53: 7.459519583299888e-05
Position 1188: 7.430970635614847e-05
Position 3369: 7.382296874699016e-05
Position 2441: 7.077627546080339e-05
Position 3829: 6.745771853307561e-05
Position 2029: 6.422003572037237e-05
Position 750: 6.284328006054864e-05
Position 1937: 6.036516423665557e-05
Position 3711: 5.7983565209495916e-05
Position 414: 5.765128302550968e-05
