Gene = nbs
index = 1814
Annotated 5SS: [  90  977 2569]
Annotated 3SS: [ 154 1033 2628]
SMsplice 5SS: [ 977 1583 2321 2569]
SMsplice 3SS: [1033 2110 2368 2628]
top_k =  1000
Partition function (log Z): -5.310487301895846

Sorted 5' Splice Sites (High to Low Probability):
Position 2569: 0.9908359776827013
Position 2321: 0.5695333277367788
Position 1583: 0.37969793352647724
Position 977: 0.35866044422695736
Position 94: 0.2261416985991941
Position 918: 0.14379886818407317
Position 975: 0.11677954770683052
Position 962: 0.11074646084544652
Position 373: 0.08038909095280172
Position 1337: 0.04856968771101122
Position 1612: 0.03209956020558269
Position 448: 0.02558683532416344
Position 103: 0.02011294657917012
Position 2271: 0.019615575460363906
Position 819: 0.014248737227615068
Position 1283: 0.008733839771536921
Position 2045: 0.008568381483872518
Position 73: 0.008077061091576507
Position 2288: 0.007853470675473907
Position 872: 0.007205097616301207
Position 1264: 0.005945297528197799
Position 1168: 0.004988546479662616
Position 1874: 0.004725152690429096
Position 2318: 0.004450089073206577
Position 1261: 0.004065648718556864
Position 904: 0.003413494401882238
Position 462: 0.002933040220140909
Position 1954: 0.0029070508217187885
Position 26: 0.002875172794458524
Position 2308: 0.0027992437778756947
Position 761: 0.0021305846365823134
Position 1134: 0.0020169733235110114
Position 1558: 0.0018964982641018818
Position 1071: 0.0018222453957725867
Position 1164: 0.0017246240688112305
Position 899: 0.0015394229640988471
Position 165: 0.0015275382877379098
Position 54: 0.0013842189668944573
Position 595: 0.0013415233582205488
Position 1903: 0.0013150669816066897
Position 1519: 0.0011755994036467923
Position 1008: 0.0011659842886804115
Position 1058: 0.0009205851267948526
Position 1395: 0.0009123759045169791
Position 2223: 0.0007393113991302187
Position 60: 0.0007288581451576402
Position 2559: 0.0006134028332753188
Position 589: 0.0006130421663649175
Position 466: 0.0006112545375301404
Position 541: 0.0005862614831017582
Position 2690: 0.0005379384960104366
Position 2325: 0.0004747503505227168
Position 403: 0.0004155155207135927
Position 190: 0.00040002024571236106
Position 2563: 0.000380663125187074
Position 1272: 0.00032277158028078226
Position 2695: 0.00030524580364182246
Position 874: 0.00027100694243616796
Position 829: 0.00021437070938027972
Position 564: 0.00021170922933244312
Position 1838: 0.00019130670916517483
Position 242: 0.00016483533622274605
Position 1052: 0.00012681803489695848
Position 910: 0.00010932998543789197
Position 601: 0.00010657689401392595
