Gene = mbf1
index = 1785
Annotated 5SS: [317 541 912]
Annotated 3SS: [ 416  750 1280]
SMsplice 5SS: [541 912]
SMsplice 3SS: [ 750 1280]
top_k =  1000
Partition function (log Z): -1.693025809965658

Sorted 5' Splice Sites (High to Low Probability):
Position 912: 0.9814370848148832
Position 541: 0.9175906179590035
Position 20: 0.4551461428379753
Position 352: 0.247650141000472
Position 1542: 0.149928844259861
Position 1919: 0.12219539348175681
Position 234: 0.11193242402004126
Position 1212: 0.04887713217174327
Position 317: 0.023302807121152083
Position 2144: 0.010803050540005812
Position 2160: 0.010607029000139273
Position 916: 0.009883280612345018
Position 1423: 0.009341295586750146
Position 539: 0.00610186924342709
Position 1889: 0.004421716601682256
Position 1354: 0.0033472600831727295
Position 1975: 0.001935886167931913
Position 57: 0.0018228597397652157
Position 2132: 0.001016175082240304
Position 1135: 0.0009957541751683232
Position 1223: 0.000804331673843524
Position 702: 0.0007083263754264235
Position 1155: 0.0006621522458442455
Position 1209: 0.0005004174797571162
Position 719: 0.0004131959273133508
Position 1216: 0.00036582726821807936
Position 1894: 0.00030836933749725417
Position 1330: 0.0003025361459929119
Position 1430: 0.00022982588390658447
Position 704: 0.00022809680675753017
Position 1701: 0.00021859099505520802
Position 1088: 0.0002097455986550787
Position 194: 0.00020259046878832264
Position 1097: 0.0001579977646812887
Position 267: 0.0001569115351760835
Position 581: 0.00011976944385215341
Position 1005: 0.00010835201720186731
Position 1774: 9.851962279427208e-05
Position 2209: 9.522246886868227e-05
Position 356: 8.136309855891788e-05
Position 254: 7.343573782130296e-05
Position 1714: 6.654775504271738e-05
Position 545: 6.463730398603645e-05
Position 221: 5.650077663941602e-05
Position 1942: 5.4474235232785386e-05
Position 1901: 5.366342311708015e-05
Position 1130: 4.2349668950376006e-05
Position 849: 3.895012401578868e-05
Position 364: 3.752349135849789e-05
Position 1842: 3.458706537892119e-05
Position 745: 3.0447250961120024e-05
Position 611: 1.9666502327108086e-05
Position 522: 1.8805437668366217e-05
Position 1600: 1.707387655623867e-05
Position 177: 1.5824654451915847e-05
Position 1305: 1.2787169295220986e-05
Position 492: 6.535640279716768e-06
Position 563: 4.65667406162168e-06
Position 391: 4.50312256664101e-06
Position 1462: 3.525702991241399e-06
Position 146: 3.326585261799668e-06
Position 754: 3.217749283815784e-06
Position 1690: 3.032551809990191e-06
Position 467: 1.8464904049198673e-06
Position 1008: 1.7425709809924376e-06
Position 270: 1.6353705989738593e-06
Position 643: 1.4950106881304612e-06
Position 516: 1.3968944503429877e-06
Position 321: 1.1656063382734259e-06
Position 1448: 1.0797228192333378e-06
Position 419: 1.0284117923138447e-06
Position 608: 1.0196506923233241e-06
Position 340: 9.744363452307665e-07
Position 1030: 9.5742238047657e-07
Position 435: 9.110439939661497e-07
Position 508: 6.947329772310786e-07
Position 1324: 5.847348526558337e-07
Position 1079: 3.7402805184118566e-07
Position 626: 3.1010988774078926e-07
Position 1302: 3.0155330215519434e-07
Position 1036: 9.82101332249341e-08
Position 1041: 9.496390815510358e-08
Position 441: 1.4537904563153335e-09
Position 1241: 6.57020333778289e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 750: 0.9482374853772982
Position 1280: 0.9122247728681694
Position 88: 0.3868435269267486
Position 416: 0.20419192767594713
Position 2309: 0.1209962545674249
Position 1008: 0.10292468888964985
Position 1731: 0.0457433217658338
Position 292: 0.0420405199460021
Position 2015: 0.04152109639638288
Position 129: 0.03978779757451023
Position 298: 0.03946780026998431
Position 1796: 0.03659579085767769
Position 452: 0.03404595294313895
