Gene = Coq3
index = 1085
Annotated 5SS: [ 77 308 901]
Annotated 3SS: [130 367 963]
SMsplice 5SS: [ 77 308 901]
SMsplice 3SS: [130 367 963]
top_k =  1000
Partition function (log Z): 9.17250045954287

Sorted 5' Splice Sites (High to Low Probability):
Position 308: 0.9995695415757694
Position 901: 0.9987363911731896
Position 77: 0.9716913122187336
Position 726: 0.048502861879699606
Position 69: 0.014618418039375157
Position 65: 0.004891750455984532
Position 519: 0.0014526823787213393
Position 1065: 0.0009304925468607082
Position 666: 0.00027195666711535754
Position 423: 0.00024189625957810523
Position 815: 0.000208720654490701
Position 465: 0.0001626638394676259
Position 787: 0.0001599554937285174
Position 545: 0.00012629447950047412
Position 418: 9.227680233312718e-05
Position 1085: 8.698402941154734e-05
Position 603: 5.76987948859108e-05
Position 905: 5.734845902598934e-05
Position 29: 4.7100677525579246e-05
Position 624: 4.573929296250812e-05
Position 705: 4.3172046352658385e-05
Position 674: 3.727197326375386e-05
Position 693: 3.495073296607344e-05
Position 511: 3.2821447564550935e-05
Position 6: 3.1108062690445616e-05
Position 280: 2.956999027085937e-05
Position 1046: 2.8223952592911626e-05
Position 606: 2.526705159703358e-05
Position 608: 2.3084391794972538e-05
Position 791: 2.122581569818664e-05
Position 1099: 2.034127091442934e-05
Position 724: 1.2980820984835801e-05
Position 984: 8.773348150807756e-06
Position 681: 8.518175945963095e-06
Position 81: 8.031880394953925e-06
Position 257: 7.245088445221817e-06
Position 583: 6.603124739928305e-06
Position 254: 5.679680824132283e-06
Position 448: 4.438836592799409e-06
Position 408: 2.5847027785390235e-06
Position 707: 2.540746654527512e-06
Position 438: 2.487611024868114e-06
Position 102: 2.478628463209688e-06
Position 440: 2.376479136174052e-06
Position 337: 2.335118043932856e-06
Position 796: 1.4446039658670517e-06
Position 672: 1.2024808726238135e-06
Position 590: 1.1827764261157978e-06
Position 225: 9.00260080764945e-07
Position 369: 8.994285490817777e-07
Position 831: 7.296416885202058e-07
Position 803: 4.363137436419392e-07
Position 443: 3.1423753558167324e-07
Position 879: 1.7626861920182232e-07
Position 19: 1.5987002838332713e-07
Position 33: 1.5350153558409044e-07
Position 117: 7.603134985852103e-08
Position 819: 5.39600301867255e-08
Position 13: 4.8814194499291616e-08
Position 801: 4.687139214975001e-08
Position 400: 4.5410122915292666e-08
Position 978: 4.361170317728307e-08
Position 472: 2.889937391813506e-08
Position 980: 2.039975507525596e-08
Position 970: 1.5463830570833182e-08
Position 393: 1.1454040304447668e-08
Position 328: 1.1105957349839311e-08
Position 197: 1.0342871005007646e-08
Position 349: 4.946217038354345e-09
Position 200: 4.920088718528177e-09
Position 1124: 6.979160890867215e-10
Position 154: 5.247754047494228e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 963: 0.9988619483028217
Position 367: 0.9949882155209222
Position 130: 0.9892134241756303
Position 787: 0.050856366829401124
Position 382: 0.0030041886843037062
Position 1119: 0.0008749463528731762
Position 438: 0.0007068420258097427
Position 178: 0.0005921634822624488
Position 838: 0.0005410075684848717
Position 117: 0.0005318901704102464
Position 184: 0.0004693631051188327
Position 181: 0.00035415339444002953
Position 583: 0.0002584000215457596
Position 811: 0.0002005691930670392
Position 884: 0.00015036119033469598
Position 672: 0.00013680216743284073
Position 974: 0.00012967959441556321
Position 1147: 9.999773033473958e-05
Position 1124: 6.36874167450095e-05
Position 518: 6.110270626962004e-05
Position 187: 5.90640368824652e-05
Position 221: 2.8497127288514945e-05
Position 1144: 2.7817334773786554e-05
Position 384: 2.4923860983823697e-05
Position 719: 2.0802379470921657e-05
Position 413: 2.0407547551468345e-05
Position 417: 1.1306022009006058e-05
Position 733: 1.018928899640525e-05
Position 1061: 9.235789652571593e-06
Position 531: 8.443664202376663e-06
Position 994: 6.199747611446653e-06
Position 552: 5.282520575281585e-06
Position 464: 4.417254415363312e-06
Position 740: 3.5899812180033002e-06
Position 632: 3.5772468772839648e-06
Position 724: 3.27546610024437e-06
Position 1043: 2.8317929792267903e-06
Position 336: 2.6703254257749245e-06
Position 1131: 2.2309133346041437e-06
Position 545: 2.039713656067107e-06
Position 69: 1.993725157478487e-06
Position 681: 1.7249576845784598e-06
Position 699: 1.6991484031891728e-06
Position 1167: 1.2173523891778119e-06
Position 598: 1.2033942479479541e-06
Position 815: 1.1025039485517672e-06
Position 928: 5.893995960614272e-07
Position 344: 5.7534008223233e-07
Position 139: 3.887367501890882e-07
Position 1012: 3.654809844442118e-07
Position 225: 2.4627386624584463e-07
Position 641: 2.3156416182659843e-07
Position 689: 1.7287952152740438e-07
Position 105: 1.6043621912313609e-07
Position 705: 1.5246629064887237e-07
Position 192: 9.400533653859667e-08
Position 92: 9.025477840345587e-08
Position 590: 7.584049405500134e-08
Position 555: 6.984781893708881e-08
Position 73: 6.112606086468303e-08
Position 915: 3.119899369088694e-08
Position 933: 1.9774839240461247e-08
Position 307: 9.940414053330782e-09
Position 197: 7.502813308540244e-09
Position 349: 7.029463809777355e-09
Position 320: 5.975948281215776e-09
Position 102: 5.760564376894491e-09
Position 254: 1.8136654035566063e-09
Position 1085: 1.751437587588108e-09
Position 81: 9.743031154260546e-10
Position 1079: 7.765868691589642e-10
Position 302: 4.308998601127949e-10
Position 239: 2.2249555453460922e-10
Position 312: 5.902471827193879e-14
