Gene = dpr19
index = 1674
Annotated 5SS: [ 386 1221 1775 2054 2232 2697]
Annotated 3SS: [1079 1628 1842 2119 2322 2754]
SMsplice 5SS: [ 717 1775 2054 2232 2697]
SMsplice 3SS: [1628 1842 2119 2322 2754]
top_k =  1000
Partition function (log Z): 5.334625120401425

Sorted 5' Splice Sites (High to Low Probability):
Position 1775: 0.996572699153963
Position 2697: 0.9781071117146014
Position 2054: 0.9061625526208695
Position 2232: 0.8702361427384193
Position 717: 0.7374786788058489
Position 1349: 0.15212403709906844
Position 1221: 0.12339774926491186
Position 386: 0.09160729019874185
Position 273: 0.06647922515167214
Position 2259: 0.06493615030529597
Position 2964: 0.033473192698720955
Position 2250: 0.019511475325276792
Position 153: 0.019034678362588278
Position 3018: 0.018372842866708327
Position 3138: 0.01513545119473306
Position 2591: 0.01410933482550272
Position 52: 0.007968257394850575
Position 3317: 0.006233721197523747
Position 789: 0.003382184724333548
Position 1416: 0.0031109820584045355
Position 743: 0.0029589153019087423
Position 1567: 0.002483618956942384
Position 3321: 0.0024328405612265955
Position 509: 0.0020717933217138476
Position 2928: 0.0019833849984266473
Position 3525: 0.0018061803940730857
Position 2925: 0.0015010485107740028
Position 1099: 0.001436864064766389
Position 532: 0.0013175363070287807
Position 3541: 0.0012878078536570643
Position 3369: 0.0009266226315150477
Position 3333: 0.0008717650945336908
Position 1988: 0.000814917804969048
Position 2000: 0.0006207016670066971
Position 355: 0.0005343230995243141
Position 1757: 0.0004973587572031264
Position 655: 0.0004894921669475273
Position 1283: 0.0004793527227476708
Position 3363: 0.0004617836262165287
Position 107: 0.0004467921283289038
Position 683: 0.0003908982554213437
Position 2681: 0.00036851529816681224
Position 665: 0.0003678495853057126
Position 1120: 0.00034798682507118894
Position 984: 0.00034201637118049736
Position 3091: 0.0003280061287266092
Position 3152: 0.00031119377680826157
Position 2868: 0.00030195692432724846
Position 572: 0.0002918627499859187
Position 2096: 0.0002706199555593229
Position 777: 0.0002633514437052624
