Gene = wac
index = 1934
Annotated 5SS: [220 588]
Annotated 3SS: [274 646]
SMsplice 5SS: [220 588]
SMsplice 3SS: [274 646]
top_k =  1000
Partition function (log Z): -3.4939757650049765

Sorted 5' Splice Sites (High to Low Probability):
Position 588: 0.9064807013027097
Position 220: 0.9009013602785789
Position 798: 0.10340340518595237
Position 571: 0.033640885173979
Position 210: 0.0197672982361915
Position 594: 0.01597702646976924
Position 169: 0.007256938725521494
Position 574: 0.0022243153184330192
Position 826: 0.002006459430742342
Position 579: 0.001322546482866479
Position 861: 0.0005701043096272225
Position 523: 0.00019978957030446633
Position 360: 0.00016288167185942622
Position 355: 0.000114806759864798
Position 116: 7.677016780855138e-05
Position 102: 6.66609641474988e-05
Position 172: 4.626319836163285e-05
Position 224: 4.102979812656593e-05
Position 839: 3.948726188657816e-05
Position 872: 3.713244535460894e-05
Position 511: 1.5565320860469522e-05
Position 339: 1.0554819584509552e-05
Position 125: 9.721981834473155e-06
Position 784: 7.049098898065715e-06
Position 84: 7.025057611765827e-06
Position 690: 4.9392198588624954e-06
Position 470: 1.8116549782114642e-06
Position 546: 1.7489091792615475e-06
Position 786: 1.5748940711484569e-06
Position 200: 1.1927496973931292e-06
Position 614: 6.42596011811268e-07
Position 298: 4.462482299722189e-07
Position 154: 4.3396332518082734e-07
Position 687: 3.674082867622875e-07
Position 314: 2.628272184100368e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 646: 0.9629831258273724
Position 274: 0.8649883317342663
Position 872: 0.06329924528762113
Position 918: 0.04284894406365985
Position 319: 0.02771519456756282
Position 276: 0.024905855207076714
Position 504: 0.003988148593846658
Position 245: 0.0012144806960996469
Position 480: 0.0009402725116263192
Position 477: 0.0002993477759987855
Position 614: 0.00027596293729628
Position 285: 0.00020755326116374332
Position 345: 0.00015869726810187215
Position 339: 0.00012908461027073858
Position 698: 0.00012385649936133732
Position 292: 6.291495690331288e-05
Position 666: 6.0289050989768795e-05
Position 728: 4.679683945435513e-05
Position 511: 3.774869506881595e-05
Position 324: 2.956305622541305e-05
Position 713: 2.172992856288372e-05
Position 493: 1.624477474016827e-05
Position 516: 1.1029050290574948e-05
Position 360: 9.726658569006439e-06
Position 758: 9.685421614877122e-06
Position 196: 4.2643342108586316e-06
Position 298: 3.9111600522921445e-06
Position 526: 2.0127268277491695e-06
Position 767: 1.147429378093324e-06
Position 353: 9.816674938539005e-07
Position 133: 8.151382456755231e-07
Position 294: 6.126668974641873e-07
Position 775: 4.691216133796747e-07
Position 210: 3.6430512894903437e-07
Position 166: 2.8508312607178426e-07
Position 172: 1.447073087633494e-07
Position 797: 1.208891257921128e-07
Position 558: 1.19445744816274e-07
Position 224: 5.230257279761881e-08
Position 534: 2.4757062707641276e-08
Position 815: 1.6752777971436798e-08
Position 555: 1.54880936547902e-08
Position 784: 6.6794068719969316e-09
Position 566: 2.918920323317427e-09
Position 574: 1.5749343752271967e-09
Position 801: 6.601171332861344e-10
Position 161: 2.411173665022729e-10
Position 528: 1.1813173542796705e-10
Position 585: 5.969737017978241e-11
Position 482: 5.346817649015386e-22
