Gene = Ufd1-like
index = 1582
Annotated 5SS: [295]
Annotated 3SS: [351]
SMsplice 5SS: [295]
SMsplice 3SS: [351]
top_k =  1000
Partition function (log Z): -5.853492402434657

Sorted 5' Splice Sites (High to Low Probability):
Position 295: 0.995200187808475
Position 949: 0.13139043738251902
Position 529: 0.0835989188476407
Position 936: 0.004139534664791608
Position 1180: 0.0012900724084992845
Position 996: 0.0012320713570476238
Position 467: 0.0006303434747570919
Position 1147: 0.0006247504942636533
Position 34: 0.0005477374742507155
Position 308: 0.000533602045678926
Position 299: 0.00018891058606002422
Position 698: 0.00011460348209870445
Position 524: 0.00010319191847589344
Position 722: 9.827320811576751e-05
Position 711: 7.577950069556402e-05
Position 106: 7.22559362697324e-05
Position 9: 5.928496898190632e-05
Position 459: 5.884180884204733e-05
Position 1189: 5.32967246765369e-05
Position 276: 4.198835205252923e-05
Position 429: 3.1717712698733134e-05
Position 767: 2.9891128366432405e-05
Position 971: 2.9890635710442044e-05
Position 11: 2.6176289421378846e-05
Position 1195: 2.4233897488162445e-05
Position 753: 2.329310780666263e-05
Position 1011: 1.6632847956154277e-05
Position 306: 1.4668927519925086e-05
Position 587: 1.2199996299554909e-05
Position 233: 1.1142601912216983e-05
Position 243: 1.0529381155257745e-05
Position 556: 7.089500262500948e-06
Position 17: 7.002689534376864e-06
Position 401: 6.807606610805613e-06
Position 850: 6.4202655730243375e-06
Position 119: 6.315892910568923e-06
Position 636: 5.680706790974084e-06
Position 928: 2.7230519707356437e-06
Position 984: 2.7148023048724466e-06
Position 940: 2.1628467314044147e-06
Position 558: 1.8993168343771891e-06
Position 780: 1.704694693045203e-06
Position 328: 1.687604826602638e-06
Position 864: 1.5274449231138757e-06
Position 170: 1.5161596124293195e-06
Position 909: 1.0852402637478207e-06
Position 351: 1.022777946782155e-06
Position 1072: 1.0059824670637663e-06
Position 570: 8.770570383627149e-07
Position 1098: 8.738919304957915e-07
Position 396: 5.190731283028711e-07
Position 1031: 4.606567565538985e-07
Position 912: 4.3916060222921186e-07
Position 471: 3.843752283787684e-07
Position 684: 3.320716600436839e-07
Position 197: 2.4643723082174783e-07
Position 413: 5.618479866889763e-08
Position 798: 1.6965679789151693e-08
Position 724: 2.4781840459652246e-09
Position 251: 1.8179251510895365e-09
Position 987: 2.0964578834439165e-13
Position 726: 2.2582511887350664e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 351: 0.9916302578247957
Position 601: 0.08279479129315297
Position 1017: 0.05783638871349673
Position 1031: 0.05205443295857324
Position 1240: 0.015376592142082738
Position 1217: 0.006010116870563814
Position 1072: 0.00400180357505463
Position 1078: 0.0020341745852582105
Position 676: 0.0016779639501755851
Position 587: 0.0012307030009435904
Position 401: 0.0010807361922895026
Position 995: 0.0009979361372228792
Position 1189: 0.0007616365634727536
Position 827: 0.0005656140803357229
Position 142: 0.0003012879533189805
Position 1101: 0.00027114812976537214
Position 419: 0.00022287685057549814
Position 992: 0.00017741668720050013
Position 181: 0.00016323326694852154
Position 632: 0.00014583140405404147
Position 753: 0.00013663800810413636
Position 81: 0.0001254005468019017
Position 1226: 0.00012390053020165445
Position 1195: 0.00011266760604957748
Position 1081: 9.89437046722561e-05
Position 104: 6.406011922454643e-05
Position 757: 4.830248415944964e-05
Position 848: 4.0433773121885356e-05
Position 1246: 3.7706035000032225e-05
Position 119: 3.0659999203467084e-05
Position 791: 2.73714266631939e-05
Position 740: 2.66482777494482e-05
Position 734: 2.4554447274270636e-05
Position 845: 2.327098549620085e-05
Position 1160: 1.341613207283123e-05
Position 710: 1.3057397882485503e-05
Position 434: 1.1274554749089695e-05
Position 906: 8.534495518582004e-06
Position 1175: 5.7774631968748335e-06
Position 258: 5.527781740050014e-06
Position 166: 4.11519078513026e-06
Position 1086: 3.91868984794755e-06
Position 96: 3.864334405061869e-06
Position 1089: 3.7333501363137597e-06
Position 133: 2.7695615776034495e-06
Position 1002: 2.41874905691736e-06
Position 554: 2.3839432906791085e-06
Position 956: 1.394987839986264e-06
Position 69: 1.337765184074386e-06
Position 707: 1.150774353266676e-06
Position 467: 1.0851791100098087e-06
Position 953: 1.0299531356903956e-06
Position 959: 9.63529296481032e-07
Position 690: 8.436728012533905e-07
Position 809: 7.296012640003145e-07
Position 233: 6.123862033066287e-07
Position 698: 5.395218541415679e-07
Position 150: 4.836554854430587e-07
Position 157: 1.7179174618818702e-07
Position 1130: 1.683268742504682e-07
Position 644: 4.5823659485441525e-08
Position 284: 4.184366285287013e-08
Position 798: 3.936339299646755e-08
Position 115: 3.3208188183179665e-08
Position 926: 2.8906324733033772e-08
Position 311: 2.5311334799966908e-08
Position 206: 9.151344171847913e-09
Position 293: 3.828769421452378e-09
Position 767: 2.390839020172953e-09
Position 320: 8.703293521116356e-10
Position 306: 7.882568525051304e-10
Position 556: 6.960060908744746e-10
Position 533: 6.170877980590942e-10
Position 266: 8.328316973616675e-12
Position 299: 3.077188429844488e-12
Position 482: 2.1460886332803685e-12
Position 295: 1.341683069453079e-16
Position 152: 4.04893626897652e-19
