Gene = Slob
index = 1505
Annotated 5SS: [  640 12290 13381 19079 19534 23543 23841 24108 25775 26121 26332 30155]
Annotated 3SS: [12203 13303 18614 19413 23334 23603 23925 25563 25994 26188 29067 30291]
SMsplice 5SS: [  640  5646  5843 12290 13381 19079 19534 19935 23543 23841 24108 25775
 26121 26332 30155]
SMsplice 3SS: [ 4822  5713 12203 13303 18614 19413 19856 23334 23603 23925 25563 25877
 26188 29944 30303]
top_k =  1000
Partition function (log Z): 39.154631869172334

Sorted 5' Splice Sites (High to Low Probability):
Position 24108: 0.9996643690741601
Position 23841: 0.9991162556723825
Position 23543: 0.9985069688837218
Position 26332: 0.9983134908584933
Position 26121: 0.9980314428271946
Position 25775: 0.9856877036513545
Position 30155: 0.9681294520355833
Position 12290: 0.9338217347895043
Position 5646: 0.932298910968258
Position 19079: 0.907956093397731
Position 13381: 0.8584526919719486
Position 19534: 0.8501432777844724
Position 640: 0.8117942212563398
Position 19935: 0.588321021471312
Position 5843: 0.5484706605770038
Position 4196: 0.42482127034871764
Position 20669: 0.3972595707489277
Position 5789: 0.3421460011655764
Position 31739: 0.3145140035029735
Position 67: 0.3079931091389035
Position 20025: 0.2977786909934124
Position 32059: 0.28605503414046707
Position 24389: 0.26495352256757987
Position 1142: 0.2101746949435255
Position 5406: 0.20254588344373384
Position 457: 0.18486805436027384
Position 20925: 0.18032712389297026
Position 1675: 0.15861603320236034
Position 4272: 0.1136486819031465
Position 3584: 0.08764750990298212
Position 5293: 0.07216057266799064
Position 6395: 0.06328391692023295
Position 5275: 0.05543076493652
Position 27146: 0.05296814586428298
Position 22360: 0.04821601664361083
Position 5492: 0.045756790815107036
Position 17894: 0.0429663361492794
Position 19530: 0.041868452943907127
Position 5375: 0.04058356706838776
Position 20397: 0.039893474935157706
Position 31688: 0.03812534672413309
Position 19991: 0.0355233821471937
Position 2860: 0.03442946038270293
Position 20942: 0.03385427661611356
Position 5395: 0.032135024732448246
Position 1418: 0.028092632954449304
Position 3995: 0.027938491006362046
Position 26824: 0.026548810252750705
Position 17716: 0.025026436289523005
Position 22248: 0.024181193622467564
Position 24561: 0.023664202007995287
Position 4186: 0.022420622023245823
Position 27841: 0.022351293223499876
Position 24752: 0.020696362828766395
Position 401: 0.02003405184942847
Position 14596: 0.01988376908860111
Position 28356: 0.0181862835359815
Position 24767: 0.016663125035613985
Position 12672: 0.015910163846783856
Position 30304: 0.01575907722008555
Position 20952: 0.015347393472480023
Position 1387: 0.014954986508464675
Position 12568: 0.013806188942169699
Position 4401: 0.013620949640360654
Position 20804: 0.013416923261388792
Position 28136: 0.01314908457832783
Position 11534: 0.012841663632258069
Position 20351: 0.012171663890155128
Position 25779: 0.011356063190862145
Position 32508: 0.011272862760672664
Position 7145: 0.011093411199106335
Position 20689: 0.010999253835027966
Position 26: 0.01044999917068734
Position 3655: 0.010015970298815945
Position 6323: 0.00923702545554104
Position 3286: 0.008989368137940807
Position 21193: 0.008958187073759354
Position 30937: 0.008724531365498146
Position 9909: 0.008532673497441277
Position 12566: 0.008407963371805563
Position 4855: 0.00823831670212762
Position 31698: 0.008189569524167122
Position 17898: 0.007510161502814565
Position 2213: 0.007389617628542815
Position 24532: 0.006860361640741472
Position 17790: 0.006505987898100869
Position 4521: 0.006231564813008694
Position 2245: 0.0061448673557225756
Position 19301: 0.006095260995794373
Position 4203: 0.005935414809187682
Position 3770: 0.00548899755504393
Position 30569: 0.005111114471002129
Position 52: 0.004977157898231995
Position 20673: 0.0046393942606699394
Position 24644: 0.004578820238052892
Position 19658: 0.004384424598369556
Position 19924: 0.004222902115244072
Position 25448: 0.004117273110868261
Position 3199: 0.004112621257224736
Position 5846: 0.0038695717470782843
Position 758: 0.003776188544881746
Position 30477: 0.0036337155243867762
Position 5808: 0.0033491049244178802
Position 30518: 0.003201391624512492
Position 5062: 0.0031931036118954133
Position 31101: 0.0031524475200765444
Position 5327: 0.0030699915196577628
Position 30457: 0.0028519837794498968
Position 20324: 0.0028328582925313942
Position 20441: 0.002781513894959313
Position 32648: 0.0026912712834296
Position 1390: 0.0025329490655457637
Position 31941: 0.0023931543601851935
Position 2606: 0.0022008312135194533
Position 30364: 0.0021900347647852226
Position 25890: 0.002103622350510633
Position 30159: 0.0019519745578161873
Position 7329: 0.0019171485423799361
Position 24935: 0.0018262423641126366
Position 15039: 0.0016857618671355084
Position 20608: 0.0016203961466630921
Position 5465: 0.0015810183067342237
Position 912: 0.0015496462593592069
Position 2149: 0.00152201446100543
Position 24816: 0.0014201751863416464
Position 25794: 0.0014189303801322465
Position 20261: 0.0013971051903963682
Position 31015: 0.0013173640884401355
Position 4657: 0.0012790912576790664
Position 3607: 0.0012670694064661988
Position 1198: 0.0012651185887160574
Position 12294: 0.0012524908073752086
Position 20052: 0.001230502160039587
Position 493: 0.0012197542094463346
Position 20011: 0.0011890009237152126
Position 12633: 0.0011808738059853586
Position 1553: 0.0011259037886231504
Position 25895: 0.0011228485087443184
Position 21106: 0.0010902459030073808
Position 3971: 0.0010895949975458078
Position 2297: 0.0010316591241012391
Position 2219: 0.0009507398294378355
Position 2155: 0.0008974411734860515
Position 298: 0.0008714639047542781
Position 708: 0.0008681972018959181
Position 24337: 0.0008539934940434664
Position 20477: 0.0008251411505809878
Position 5535: 0.000820838549942705
Position 25784: 0.0007700324535953383
Position 20250: 0.0007658021370321464
Position 5367: 0.0007295198042703607
Position 16591: 0.0007249477432211011
Position 23860: 0.0006755124949672041
Position 30729: 0.0006557836342240993
Position 769: 0.000655658756984265
Position 24792: 0.0006278718531961769
Position 31573: 0.0006103966208504048
