Gene = TBCD
index = 1537
Annotated 5SS: [1072 2263 2744 3278]
Annotated 3SS: [1128 2323 2810 3329]
SMsplice 5SS: [1072 2263 2744 3278]
SMsplice 3SS: [1128 2323 2810 3329]
top_k =  1000
Partition function (log Z): 3.2644426214039273

Sorted 5' Splice Sites (High to Low Probability):
Position 2744: 0.9980121800180369
Position 3278: 0.9869087009181715
Position 1072: 0.960994894475909
Position 2263: 0.9400062988161243
Position 1881: 0.4215861648004304
Position 2402: 0.07578963843892368
Position 1370: 0.057544511172605
Position 2094: 0.04731222369700308
Position 1362: 0.035486458474335555
Position 2411: 0.03233123358890684
Position 450: 0.029858326510085072
Position 2912: 0.017707921332421897
Position 207: 0.017433636155378334
Position 1248: 0.017122077439529235
Position 3882: 0.013018188367648228
Position 1061: 0.009828535355866364
Position 2480: 0.009566789134818959
Position 2908: 0.009476997478559896
Position 272: 0.00914590697069658
Position 2384: 0.007910590005423592
Position 1542: 0.0070865101565795825
Position 533: 0.007058590950080481
Position 429: 0.006361628095399705
Position 958: 0.005853024837483587
Position 2097: 0.005710947276363172
Position 282: 0.00517965294655513
Position 1816: 0.0044090366247102565
Position 1839: 0.004169934430653651
Position 3405: 0.003849053620943926
Position 2083: 0.0038468177279301994
Position 1420: 0.0037618907986260164
Position 3630: 0.0032041481832354615
Position 407: 0.0031786222530432243
Position 505: 0.002846114523837275
Position 1677: 0.0028051398836655118
Position 2283: 0.0027021197762946716
Position 1083: 0.002676870232564636
Position 51: 0.0024648066717048696
Position 2534: 0.0021632434010721855
Position 2026: 0.0018824558073367384
Position 1614: 0.00144244204916411
Position 576: 0.0014404310107047238
Position 444: 0.0011678392153199415
Position 3564: 0.0010552406557771433
Position 2389: 0.0010528742777044962
Position 3463: 0.0010319160705907736
Position 94: 0.0009784178311112543
Position 1841: 0.0009223145743419719
Position 1782: 0.0008887528369443086
Position 2958: 0.0008193599978190512
Position 1538: 0.0007773617391936157
Position 989: 0.0007632543443463655
Position 1374: 0.0007073539305809958
Position 1719: 0.0006894032977630088
Position 3831: 0.0006701526677191428
Position 3240: 0.0006484045622802113
Position 767: 0.0005172934846497164
Position 3495: 0.0005144363079797398
Position 3054: 0.0005026038146373525
Position 2987: 0.000491845935759662
Position 860: 0.0004197137059677725
Position 3258: 0.0004148162985801582
Position 524: 0.0004078485496135179
Position 1717: 0.00040707911144817737
Position 3444: 0.00038198216586736683
Position 485: 0.00034575998277449455
Position 263: 0.0003336978717629335
Position 1002: 0.0003044796647245028
Position 3163: 0.00030136715291740533
Position 566: 0.00029792701773030585
Position 2626: 0.0002695376884802813
Position 1177: 0.0002649768908859501
Position 596: 0.0002595350993142945
Position 2709: 0.00025546254874801364
Position 455: 0.00024836745093483243
Position 2397: 0.00023173774727089505
Position 1577: 0.0002098915668877193
Position 2118: 0.00019697764766726992
Position 3335: 0.00018710761541074805
Position 962: 0.00016862626274278516
Position 335: 0.00014047881333632828
Position 719: 0.00013489676012839644
Position 1832: 0.00013265570989588098
Position 2895: 0.00012727884273884644
Position 560: 0.00011482078357527413
Position 2722: 9.304461999780226e-05
Position 36: 7.83052308992489e-05
Position 3948: 7.674630947927337e-05
Position 3023: 7.588767533342976e-05
Position 2590: 6.205765561595182e-05
Position 2255: 5.87546549012824e-05
Position 1488: 5.785445579419231e-05
Position 2748: 5.607012970453037e-05
Position 2713: 5.558684934246616e-05
Position 855: 4.9858453270245735e-05
Position 2956: 4.5174492916675993e-05
Position 663: 4.3691759550002266e-05
Position 2761: 4.1591694418183494e-05
Position 3282: 3.929373899309312e-05
Position 6: 3.905108210850719e-05
Position 1029: 3.641688603803367e-05
Position 3391: 3.376055331851303e-05
Position 2892: 3.149723267870414e-05
Position 3002: 3.1202280062145143e-05
Position 944: 3.0857245619271917e-05
Position 3285: 2.7559849600213297e-05
Position 879: 2.752690870600146e-05
Position 1869: 2.6580490584343344e-05
Position 3620: 2.6399173817727212e-05
Position 3584: 2.3816358870569245e-05
