Gene = Nf-YA
index = 1316
Annotated 5SS: [144]
Annotated 3SS: [300]
SMsplice 5SS: [144]
SMsplice 3SS: [1977]
top_k =  1000
Partition function (log Z): -8.37737531695064

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.5555740114222537
Position 220: 0.27087098118252373
Position 300: 0.0719841918628797
Position 38: 0.052066800016185924
Position 186: 0.040508201877807924
Position 215: 0.03571993143231261
Position 181: 0.010421239567470991
Position 759: 0.010097002660301047
Position 1588: 0.008501379044563126
Position 1900: 0.0022001577941797757
Position 17: 0.0018069959196212089
Position 543: 0.0016789348849343812
Position 600: 0.0015564806088191993
Position 304: 0.0014342007828369585
Position 990: 0.0013809199584357012
Position 1251: 0.0011874678333162446
Position 1017: 0.0010100872237679217
Position 326: 0.000864965322854263
Position 306: 0.0006503200721451425
Position 1896: 0.00048556654249258156
Position 308: 0.0004506649947701923
Position 1792: 0.00032605483956926474
Position 2069: 0.00030566128464201687
Position 900: 0.00030363908167264133
Position 664: 0.0002651616892205803
Position 682: 0.00026418342341167045
Position 1074: 0.00026307011861379507
Position 212: 0.00024155150146546963
Position 1273: 0.0002148053290947408
Position 1612: 0.00017752431770616642
Position 141: 0.00016690756626555812
Position 541: 0.00015816194419800473
Position 1122: 0.00013854764930593846
Position 1265: 0.00013537574772145295
Position 4: 0.00011056105152316119
Position 1131: 0.0001078080992838684
Position 1337: 9.426910133409806e-05
Position 1180: 8.062986182747645e-05
Position 1875: 7.603807621779665e-05
Position 1038: 5.805081997076642e-05
Position 190: 5.015971973325316e-05
Position 966: 4.00386431025365e-05
Position 1504: 3.775524953671557e-05
Position 1029: 3.314943744174638e-05
Position 444: 3.1368072233639265e-05
Position 90: 3.039276259151578e-05
Position 1331: 2.779784112237656e-05
Position 6: 2.2516639770492056e-05
Position 237: 1.9551758865159645e-05
Position 2108: 1.6040236957984967e-05
Position 312: 7.744427029543185e-06
Position 75: 2.9045366311146043e-06
Position 148: 3.2440246474314617e-07
Position 229: 1.7303668734078136e-07
Position 310: 1.3356121953481836e-07
Position 260: 1.0423035781130736e-07
Position 448: 9.798071769758099e-09
Position 362: 3.6506539838513726e-10
Position 107: 3.2320101466506677e-11
Position 124: 3.018196141387452e-11
Position 425: 2.5280016002212736e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1977: 0.5827416636927062
Position 300: 0.14210834121484836
Position 391: 0.13836998743589546
Position 97: 0.05323032129460017
Position 1986: 0.045459590117954606
Position 1782: 0.03900397298345739
Position 1879: 0.012470910504116861
Position 1935: 0.00722299661999041
Position 400: 0.005525011651432142
Position 1412: 0.0046378786859287355
Position 1743: 0.0039671081685177835
Position 656: 0.003371831919153582
Position 831: 0.003049537075911689
Position 710: 0.002863644673438514
Position 1914: 0.0027083176085592594
Position 974: 0.0026106047897737077
Position 325: 0.002125530470303009
Position 797: 0.0020483571551628797
Position 206: 0.0016821178760200027
Position 371: 0.001665857642777414
Position 2041: 0.0016383194616935873
Position 1292: 0.0015950239602278776
Position 304: 0.0014456427864529167
Position 349: 0.0013288615174539109
Position 731: 0.0011409401581280473
Position 411: 0.0011110453225182044
Position 1061: 0.001035809936755242
Position 1058: 0.0007548515509977189
Position 345: 0.0007306837550499287
Position 2101: 0.0007290083193153649
Position 421: 0.0007127099128402081
Position 2186: 0.0005202575922768044
Position 662: 0.00035778462850699996
Position 1721: 0.00034437765564619325
Position 896: 0.0003022813824240516
Position 945: 0.0002658444749118141
Position 237: 0.00025704278907345623
Position 190: 0.00021219629799320338
Position 212: 0.00020138736198419
Position 978: 0.00017748148769633642
Position 1204: 0.00017571906098268552
Position 1957: 0.0001618414324280869
Position 600: 0.00015356414037015676
Position 1265: 0.00014431378951515152
Position 2148: 0.00013246680456929967
Position 2024: 0.00012955558458638226
Position 1883: 0.00011683822948756992
Position 541: 0.00011294582362057964
Position 956: 0.00011277270498866232
Position 2189: 0.00010120582639269148
Position 1085: 0.00010118747059735997
Position 2057: 8.34961238823574e-05
Position 1174: 7.65924319953303e-05
Position 1097: 6.48274745888636e-05
Position 653: 6.463067580283522e-05
Position 224: 6.378205436858813e-05
Position 496: 5.901640319169318e-05
Position 2116: 5.472512079236329e-05
Position 555: 4.991200932109371e-05
Position 2067: 4.8036865083420967e-05
Position 858: 4.647431255063709e-05
Position 219: 4.5230589523211964e-05
Position 245: 4.2231862904434636e-05
Position 1100: 4.031589041869067e-05
Position 200: 3.404576199150227e-05
Position 782: 3.390470358199951e-05
Position 1678: 2.954246519281016e-05
Position 117: 2.599533729635919e-05
Position 1064: 2.1836477812567475e-05
Position 502: 2.1031704252239457e-05
Position 2012: 2.012076582346318e-05
Position 547: 1.885164398274967e-05
Position 1418: 1.565993769455832e-05
Position 579: 1.4127254577685256e-05
Position 1446: 1.4118823362390733e-05
Position 2081: 1.3592849943045103e-05
Position 719: 1.3272138254819693e-05
Position 1325: 1.0363728859173945e-05
Position 137: 9.391862687118705e-06
Position 740: 8.999336399203137e-06
Position 1103: 7.856903599429639e-06
Position 846: 7.750454581761999e-06
Position 689: 7.409011982813505e-06
Position 999: 5.762942718431381e-06
Position 932: 5.444959840005154e-06
Position 56: 5.115281687640598e-06
Position 505: 3.655002441691518e-06
Position 460: 3.594838591733541e-06
Position 47: 3.533550765572215e-07
Position 561: 3.7309749224524384e-08
Position 141: 6.01675528587435e-09
Position 161: 5.7968006797003185e-09
Position 158: 4.775229652622625e-09
