Gene = ldbr
index = 1757
Annotated 5SS: [289]
Annotated 3SS: [343]
SMsplice 5SS: [289]
SMsplice 3SS: [343]
top_k =  1000
Partition function (log Z): -4.624082219530857

Sorted 5' Splice Sites (High to Low Probability):
Position 289: 0.9964825295493186
Position 939: 0.1993659349966871
Position 1047: 0.04278521365681845
Position 167: 0.02842674426501395
Position 489: 0.01889504273758327
Position 34: 0.009876362679274477
Position 439: 0.005721560646564004
Position 444: 0.0030077093841174847
Position 1041: 0.002737248929424861
Position 1344: 0.0019526020207434138
Position 14: 0.0018452215851751086
Position 763: 0.0017390642414425882
Position 55: 0.0017086308462069921
Position 836: 0.0016730671281338704
Position 603: 0.0012622179150916372
Position 1497: 0.0012269665643139143
Position 812: 0.0012234505534602766
Position 21: 0.0012044599090723254
Position 1038: 0.000970745287677044
Position 496: 0.0008532472946198179
Position 1325: 0.0008037993231793306
Position 569: 0.0007425493888628952
Position 43: 0.0006862919743011596
Position 618: 0.0005962640523998275
Position 69: 0.0005949984247927912
Position 1443: 0.0005633347158296801
Position 1387: 0.0005500761300006569
Position 323: 0.00031217294932180757
Position 293: 0.00030883335527021223
Position 849: 0.0002980400201484
Position 262: 0.0002587395393142464
Position 992: 0.0002164094596431053
Position 469: 0.00020462830369133317
Position 532: 0.00018362451959410167
Position 957: 0.00017735942434607928
Position 72: 0.00017259608015729854
Position 782: 0.00016848502674425922
Position 1117: 0.0001609131987978673
Position 498: 0.00012502390102589892
Position 594: 0.00012228574672612147
Position 363: 9.60852043028258e-05
Position 1307: 8.8762618358547e-05
Position 1480: 8.374224131659729e-05
Position 1509: 7.027105753980665e-05
Position 648: 5.7044824622548087e-05
Position 483: 4.6358971804761357e-05
Position 1054: 4.440919215372075e-05
Position 910: 3.9004423737868e-05
Position 274: 3.558796183442313e-05
Position 480: 2.2859585126253777e-05
Position 1241: 2.1548786741477295e-05
Position 592: 1.831412157763876e-05
Position 1137: 1.5943376764779538e-05
Position 1097: 1.2758865276933868e-05
Position 1230: 1.1143880037569974e-05
Position 1602: 1.1038075305936148e-05
Position 1281: 1.0858020595371305e-05
Position 190: 9.844264387984519e-06
Position 1257: 9.49195029781931e-06
Position 584: 7.571680650886161e-06
Position 251: 6.468704894326868e-06
Position 298: 5.374895105485177e-06
Position 1021: 4.898614976569771e-06
Position 984: 4.587914567945949e-06
Position 1524: 3.5085223652361063e-06
Position 795: 3.0686229610738294e-06
Position 1662: 2.159133469618191e-06
Position 196: 1.0690314626396999e-06
Position 662: 7.310703230077603e-07
Position 586: 6.029631734603597e-07
Position 114: 1.3067490589690407e-07
Position 104: 9.57679067361049e-08
Position 352: 5.455359751995483e-08
Position 1024: 4.7230113597036897e-08
Position 214: 2.8126729455297008e-08
Position 201: 8.749907273211498e-10
Position 372: 7.306757882275879e-10
Position 311: 4.606143248177419e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 343: 0.9745298337238396
Position 1137: 0.1556576112446116
Position 1563: 0.061873534501119806
Position 992: 0.03173864373228685
Position 214: 0.025893033240807096
Position 741: 0.02366725273084183
Position 101: 0.014729792369970993
Position 352: 0.00716467973934095
Position 901: 0.006241127296024244
Position 904: 0.006232159751494829
Position 1117: 0.0031257386925736008
Position 1608: 0.002589898028303022
Position 507: 0.0017188626694185087
Position 1215: 0.0015079943589133733
Position 1361: 0.0014609894739690211
Position 241: 0.0013485097989013406
Position 1218: 0.0012551145321539588
Position 1410: 0.0008711030484111988
Position 1247: 0.0007306761184924968
Position 1392: 0.0007211702863051656
Position 152: 0.0006496323597955535
Position 1172: 0.0006356856476377403
Position 1431: 0.0006345268582256543
Position 422: 0.0005943760546450501
Position 865: 0.00048535428674879156
Position 592: 0.0004109066989352956
Position 1307: 0.00038556211380104866
Position 1068: 0.00035106885978184967
Position 1540: 0.00034276080530118983
Position 1095: 0.0003136629560039211
Position 1142: 0.0003100221654624253
Position 907: 0.00029275133824741326
Position 1038: 0.0002466307769521116
Position 110: 0.00024138351187892918
Position 1343: 0.00023311187513185426
Position 1044: 0.0002240546673862724
Position 1581: 0.0001945189565693186
Position 72: 0.00014413106115942798
Position 704: 0.00013748174078411223
Position 530: 0.00013614530802855113
Position 1578: 0.00013341321234152363
Position 1665: 0.00011448408943923252
Position 611: 0.00011096334039427124
Position 1281: 0.0001084528684865937
Position 69: 6.287258490695393e-05
Position 836: 4.8336669334211794e-05
Position 1304: 4.760669582785184e-05
Position 166: 3.786575172865312e-05
Position 1493: 2.3111754664130313e-05
Position 1241: 2.2110529990121597e-05
Position 1224: 1.9653697251848147e-05
Position 648: 1.820027808011778e-05
Position 1480: 1.646903830751864e-05
Position 1287: 1.5843469567643802e-05
Position 1054: 1.347258451617362e-05
Position 1257: 1.2308085168427373e-05
Position 1712: 1.1293966694998154e-05
Position 1188: 1.082688703981012e-05
Position 1724: 1.058732473755425e-05
Position 1463: 9.7295078476885e-06
Position 1773: 9.15973825138315e-06
Position 1319: 8.444428985238641e-06
Position 425: 8.377279307372054e-06
Position 1363: 7.637288900365038e-06
Position 615: 7.168291230533015e-06
Position 1104: 5.289770839524171e-06
Position 1145: 4.73053333851146e-06
Position 1690: 4.302543055230578e-06
Position 232: 3.6456387625699516e-06
Position 289: 3.5090845423810315e-06
Position 722: 3.31424296770747e-06
Position 869: 3.161568033476229e-06
Position 366: 1.8901604047438475e-06
Position 910: 1.8636548751951057e-06
Position 372: 1.7154747278221978e-06
Position 1737: 1.2944178849403204e-06
Position 1746: 1.2513459281806755e-06
Position 262: 1.2499852417853114e-06
Position 127: 1.0851596284909495e-06
Position 181: 7.060992197679292e-07
Position 259: 5.375549857192353e-07
Position 404: 2.2144202456964373e-07
Position 359: 8.379477083436533e-08
Position 872: 7.395203234632045e-08
Position 296: 2.8069888421375204e-08
Position 766: 2.606635854833534e-08
Position 618: 1.708922589719657e-08
Position 517: 1.3784917113920105e-08
Position 154: 1.1507678170808859e-08
Position 298: 3.368661591599942e-09
Position 319: 1.9882579594247777e-09
Position 307: 1.6743293608655572e-09
Position 322: 4.302999073729776e-12
Position 293: 1.2157842987042069e-14
