Gene = CkIIalpha
index = 1074
Annotated 5SS: [ 403  686 3286]
Annotated 3SS: [ 487 3172 5049]
SMsplice 5SS: [686]
SMsplice 3SS: [5049]
top_k =  1000
Partition function (log Z): -8.214213554427355

Sorted 5' Splice Sites (High to Low Probability):
Position 686: 0.899647113290441
Position 1158: 0.7478145998801157
Position 3286: 0.5619801225422633
Position 4024: 0.2437912278130693
Position 2652: 0.12503833032023715
Position 3696: 0.09395671402047304
Position 403: 0.09367905414529451
Position 5365: 0.08903784341995363
Position 4859: 0.064582480382266
Position 2134: 0.06324824143353594
Position 1905: 0.06041074199653151
Position 4115: 0.041132138691520256
Position 5642: 0.0359184926579895
Position 2090: 0.01811463469179326
Position 2934: 0.016849668086550154
Position 3500: 0.015586846163040968
Position 3658: 0.012060231213906286
Position 270: 0.01076642217778614
Position 598: 0.009100619495194666
Position 4322: 0.008166982720136228
Position 2378: 0.008144487594483331
Position 3430: 0.007911500610907339
Position 294: 0.007819720273824106
Position 3067: 0.005936748006009238
Position 1073: 0.005013560688424644
Position 683: 0.004359505696257784
Position 2913: 0.004297257720886099
Position 5301: 0.0035434307021928986
Position 4382: 0.0033872360142445444
Position 712: 0.002919056544639372
Position 4824: 0.0028818026199169356
Position 1652: 0.0028518246076068756
Position 3369: 0.0028161170977978735
Position 1612: 0.0027794765421422416
Position 612: 0.0025909704580562125
Position 3475: 0.002545575810140192
Position 4833: 0.0022542893238189643
Position 408: 0.0018640649838297997
Position 3847: 0.0018413936595326618
Position 1395: 0.0017959752942513865
Position 3504: 0.001643426828621175
Position 1883: 0.0015835709478225918
Position 978: 0.0015245917806508667
Position 2107: 0.001504171472434771
Position 4584: 0.001327801645708173
Position 2404: 0.0013016768208420565
Position 4213: 0.0012505765058994807
Position 2138: 0.00118661250325264
Position 463: 0.001047323091794334
Position 1647: 0.0008923247745964577
Position 4014: 0.0008059675870370527
Position 4052: 0.0007951137736440242
Position 79: 0.0007272569049469142
Position 59: 0.0005179370272782855
Position 1341: 0.0005097852392329789
Position 2817: 0.0004994521868593412
Position 503: 0.00047279479535154446
Position 4549: 0.00046203397057176796
Position 274: 0.0004314609859149454
Position 405: 0.0004156237365393727
Position 3622: 0.0003814069770700581
Position 2313: 0.0003581238814070085
Position 421: 0.00034900339901158123
Position 3588: 0.00034436647198073914
Position 3898: 0.0003295502567062072
Position 104: 0.0003221828983196522
Position 1703: 0.00028417227424816873
Position 315: 0.0002608005495044405
Position 1886: 0.00025298397758434087
Position 665: 0.00025072500052718386
Position 1577: 0.00016623399632528926
Position 111: 0.00015617855303246524
Position 903: 0.0001542700329423187
Position 1162: 0.00014667289117992137
Position 432: 0.00013246151705929317
Position 97: 0.00012342591373790595
Position 1046: 0.00010288829776479696
Position 85: 9.915405336510108e-05
Position 221: 6.99177518010752e-05
Position 454: 6.191176041786001e-05
Position 1917: 5.974655971633731e-05
Position 854: 5.9481971325585104e-05
Position 116: 5.728274926379882e-05
Position 835: 5.551968218494107e-05
Position 780: 5.231905288745064e-05
Position 2061: 5.0137004983288336e-05
Position 968: 4.9958899501004184e-05
Position 5297: 4.867651608196212e-05
Position 1892: 4.565688908483314e-05
Position 4039: 2.8946786937727e-05
Position 4396: 2.7620696799253124e-05
Position 840: 2.537814372423118e-05
Position 561: 2.5024974198316628e-05
Position 1034: 2.4184996831544105e-05
Position 1423: 2.1782934788122867e-05
Position 910: 1.9273367803683262e-05
Position 1219: 1.763703211248027e-05
Position 1021: 1.7209521293676768e-05
Position 88: 1.362192640745178e-05
Position 57: 1.22247127081236e-05
Position 246: 1.1556693643443186e-05
Position 833: 1.151752550637444e-05
Position 1780: 1.1512509948826861e-05
Position 1363: 1.0931488491078023e-05
Position 346: 8.874672696079528e-06
Position 1037: 6.75716340167829e-06
Position 1827: 5.817345649716428e-06
Position 473: 5.244382005089966e-06
Position 160: 5.153776654273539e-06
Position 1077: 5.13120045124836e-06
Position 1031: 4.962376926515021e-06
Position 638: 3.81681431952628e-06
Position 427: 3.591589730467597e-06
Position 806: 3.2879842248951013e-06
Position 476: 2.469334869450214e-06
Position 1039: 2.388296363662592e-06
Position 1142: 1.7664590876687269e-06
Position 1386: 1.4950184185358584e-06
Position 1601: 1.4270761477782442e-06
Position 2206: 1.3947329126071898e-06
Position 479: 1.3450095966692686e-06
Position 1473: 7.454222808804611e-07
Position 1097: 2.953118375911449e-07
Position 531: 2.682610985580797e-07
Position 1122: 1.050296286191134e-07
Position 1180: 9.880512878679031e-08
Position 659: 6.145717191060672e-09
Position 795: 2.3443102744253775e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5049: 0.7171772812191197
