Gene = Ostgamma
index = 1350
Annotated 5SS: [ 210 1046 1287]
Annotated 3SS: [ 318 1123 1351]
SMsplice 5SS: [ 210 1046 1287]
SMsplice 3SS: [ 318 1123 1351]
top_k =  1000
Partition function (log Z): 1.1668948634043814

Sorted 5' Splice Sites (High to Low Probability):
Position 1046: 0.9964489550063262
Position 1287: 0.9458722421325335
Position 210: 0.7528445657755914
Position 817: 0.09180204984433282
Position 411: 0.013999008846860948
Position 162: 0.006351308981949355
Position 214: 0.0014590806998988387
Position 66: 0.0011714737630017106
Position 491: 0.0008183626270516685
Position 1274: 0.0007014927358212232
Position 824: 0.0005823123670212011
Position 237: 0.00039712334991823424
Position 577: 0.0003263517312459246
Position 1057: 0.00031534024156404915
Position 601: 0.00030269586705388807
Position 1248: 0.00028339170915838915
Position 154: 0.0002687154294651177
Position 75: 0.0002624922282664975
Position 402: 0.0002623268688004133
Position 1064: 0.00025405231954469095
Position 1291: 0.0002366655357936335
Position 91: 0.0002053480206501495
Position 448: 0.00018267585926508173
Position 1211: 0.00017863468888355076
Position 415: 0.00017726732314146803
Position 808: 0.00013579713385449075
Position 1259: 9.155164720244037e-05
Position 1015: 8.69909619737165e-05
Position 343: 7.335778989080697e-05
Position 94: 6.63958408359302e-05
Position 1018: 6.290373877937703e-05
Position 170: 6.036461919623268e-05
Position 301: 5.299318467334446e-05
Position 226: 4.2413169600517375e-05
Position 1050: 4.2293950845025156e-05
Position 1038: 3.085536023126622e-05
Position 1216: 2.8600737222691786e-05
Position 102: 2.569325091635399e-05
Position 1252: 2.418862360808051e-05
Position 1033: 2.315506178520802e-05
Position 510: 1.9026862746692918e-05
Position 1228: 1.6899938368196174e-05
Position 422: 1.3905591864619655e-05
Position 7: 1.2970441818161373e-05
Position 1076: 1.0698836881887088e-05
Position 520: 8.252349328149744e-06
Position 697: 7.4644226023325795e-06
Position 290: 4.983623402564195e-06
Position 165: 4.377578597054866e-06
Position 730: 4.26443193003157e-06
Position 974: 4.264046510948287e-06
Position 1230: 3.893403088838705e-06
Position 861: 3.3362020565241073e-06
Position 920: 3.149106873374271e-06
Position 85: 2.2275772387656986e-06
Position 1245: 2.210690909828089e-06
Position 790: 2.130844624242337e-06
Position 218: 2.101129867040711e-06
Position 355: 2.0624514545559984e-06
Position 892: 1.7224557430246214e-06
Position 634: 1.5081201297059146e-06
Position 927: 1.449234029298754e-06
Position 876: 1.3262908800838013e-06
Position 881: 1.2666959903662968e-06
Position 963: 9.659673667061372e-07
Position 767: 8.847364209254161e-07
Position 1358: 7.42694299267038e-07
Position 333: 6.101332824759841e-07
Position 955: 5.214113496624268e-07
Position 1351: 4.7094015276745693e-07
Position 1329: 3.685589924153651e-07
Position 636: 2.9713779429858093e-07
Position 1081: 1.3054298729044946e-07
Position 855: 5.521526081625145e-08
Position 1135: 3.106190802542392e-08
Position 979: 2.7890952402307112e-08
Position 941: 1.5721451975433422e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1123: 0.9996056766221681
Position 1351: 0.9386217927263529
Position 318: 0.7159985489699312
Position 892: 0.12161007866512152
Position 262: 0.01576632335652287
Position 1367: 0.007133948933427822
Position 870: 0.0030149948410099084
Position 1005: 0.0021097712934312236
Position 657: 0.0019056019692420849
Position 266: 0.0015803732733160028
Position 121: 0.0014081793174610152
Position 343: 0.0013507860818932672
Position 486: 0.001320019418757155
Position 476: 0.0010232351835129654
Position 494: 0.0009741003583805803
Position 1419: 0.0009566151797695481
Position 402: 0.0006337498996082113
Position 1329: 0.00041673085760176616
Position 1379: 0.00028788668625406134
Position 963: 0.00028589259575310613
Position 286: 0.00014952957608105279
Position 375: 9.3971541305346e-05
Position 1176: 7.657561439946723e-05
Position 1390: 6.535526011078362e-05
Position 249: 5.287636648210776e-05
Position 274: 4.5288375252419e-05
Position 663: 3.909949759269362e-05
Position 1266: 3.793164320548868e-05
Position 1272: 3.4511374616909334e-05
Position 824: 1.303242507514014e-05
Position 209: 1.140117926383411e-05
Position 1193: 1.0429553750588086e-05
Position 600: 8.335080318316609e-06
Position 1432: 7.96207431987386e-06
Position 669: 6.55846015706829e-06
Position 189: 6.3830275013940095e-06
Position 420: 5.188751342287285e-06
Position 1011: 4.109902924799933e-06
Position 1188: 3.726098821095464e-06
Position 1286: 2.842255616718141e-06
Position 1309: 2.798223909638973e-06
Position 140: 2.263915418892012e-06
Position 151: 2.1465448133634965e-06
Position 276: 1.519551141066446e-06
Position 855: 1.3536782255121256e-06
Position 1396: 9.421502453783086e-07
Position 411: 6.382804394628193e-07
Position 510: 2.463524155897656e-07
Position 165: 2.110210837232016e-07
Position 1076: 1.7448488366968687e-07
Position 94: 1.3389451764618989e-07
Position 91: 1.1553861300943918e-07
Position 1291: 9.766267645719115e-08
Position 127: 2.6488899358881895e-08
Position 1064: 3.23298874354577e-09
Position 1436: 2.2041549662129216e-09
Position 673: 1.3021872429137944e-10
Position 98: 7.321299185533242e-13
Position 422: 3.232713533273278e-16
