Gene = Ca-beta
index = 1051
Annotated 5SS: [36855 37518 37800 37981 40092 40323 40561 41283 43665]
Annotated 3SS: [37400 37577 37865 39594 40154 40445 41018 43207 43814]
SMsplice 5SS: [  236 26219 26389 26579 28384 37518 37800 37981 38825 40092 40323 41283]
SMsplice 3SS: [26093 26278 26449 28252 37400 37577 37865 38127 39594 40154 40445 46175]
top_k =  1000
Partition function (log Z): 15.969810052632168

Sorted 5' Splice Sites (High to Low Probability):
Position 28384: 1.00000000000001
Position 37518: 0.9980962929014794
Position 37800: 0.9920793975397584
Position 236: 0.9742735657437439
Position 40092: 0.9563382205757262
Position 40323: 0.9416697960674552
Position 37981: 0.7416882696890511
Position 38825: 0.7101689207813363
Position 41283: 0.6537462072150458
Position 40561: 0.40439631102898704
Position 3951: 0.3287765829957789
Position 26579: 0.22902215027247658
Position 26571: 0.15611999627314374
Position 38221: 0.1306335341941711
Position 33177: 0.11187949169934638
Position 13841: 0.1107772188161902
Position 37960: 0.11001877380502273
Position 45326: 0.07231509645404291
Position 39077: 0.07116747539661805
Position 41990: 0.06180939111858046
Position 40343: 0.05643559376586304
Position 38577: 0.05562070351724278
Position 42477: 0.054002111096772006
Position 21477: 0.04971899340314743
Position 38331: 0.042741580547794984
Position 37942: 0.03648053126334908
Position 38022: 0.028912469664072356
Position 43341: 0.027562658979177732
Position 46402: 0.02491331859430692
Position 224: 0.02330847240551142
Position 46267: 0.019964308697868645
Position 39741: 0.011228532205969007
Position 39281: 0.010186721708483573
Position 40087: 0.009860159695433954
Position 45771: 0.009051634435107021
Position 42812: 0.007787170043841882
Position 41555: 0.005343610249160464
Position 39436: 0.005253680399008649
Position 41649: 0.005088858087090759
Position 38311: 0.004047332861867269
Position 37703: 0.0036128446335073126
Position 42683: 0.0029658961961148067
Position 12675: 0.002953854264710073
Position 38591: 0.00294372132095067
Position 38397: 0.0028249067283371795
Position 42040: 0.0027609370990885887
Position 8757: 0.0024003135471580644
Position 38955: 0.002180182297736286
Position 37522: 0.0018317219496021306
Position 38339: 0.0016505294611071856
Position 37752: 0.0016271024790792887
Position 38048: 0.0015764893395248366
Position 40327: 0.0013258539926313557
Position 240: 0.0013070992095238925
Position 6539: 0.0012835207473539968
Position 38637: 0.0012203477708468465
Position 42888: 0.0010880408013316434
Position 42169: 0.0010799412431173228
Position 11870: 0.0010713197343368698
Position 41816: 0.0009119900274148193
Position 2197: 0.0009056024592974486
Position 39144: 0.0007053696011560981
Position 41441: 0.0006848952033060061
Position 42390: 0.0006170229394808562
Position 294: 0.0005768501660063883
Position 39945: 0.0005576450847435572
Position 43054: 0.0004532891951432744
Position 41508: 0.00042203290676155725
Position 40380: 0.0004082317999752284
Position 38173: 0.000393738512973203
Position 40067: 0.00034646158664151255
Position 40637: 0.00027385031135386507
Position 41982: 0.00025103730193491356
Position 38214: 0.00022150996827924663
Position 40009: 0.00020831463887990723
Position 37924: 0.0001994992678197873
Position 37747: 0.00017657673153494754
Position 38675: 0.00017455315565949062
Position 39768: 0.00016254606888988166
Position 38032: 0.00015839970707516986
Position 40837: 0.0001571762574973981
Position 40817: 0.00014754000801286597
Position 40313: 0.00012158304720607483
Position 41959: 0.00011702740938994335
Position 40790: 0.00010911190727708852
Position 39140: 0.0001073114453050287
Position 37734: 9.523447566541683e-05
Position 1429: 9.234917779370336e-05
Position 38532: 9.215810876134731e-05
Position 37718: 9.065952711801451e-05
Position 38096: 7.785285724761953e-05
Position 41617: 6.970446250243795e-05
Position 735: 6.932446841423295e-05
Position 42116: 6.40839166543836e-05
Position 152: 6.395990236964666e-05
Position 250: 6.317155756951372e-05
Position 38113: 5.1378011928080636e-05
Position 38554: 4.911766770721427e-05
Position 38349: 4.678986713002811e-05
Position 38667: 4.480339097398704e-05
Position 41992: 4.439965021800174e-05
Position 2412: 3.9167825859123106e-05
Position 40600: 3.840797536151728e-05
Position 40263: 3.065914374220198e-05
Position 2442: 2.9805120013775058e-05
Position 1370: 2.527320543202857e-05
Position 38970: 2.119555881080245e-05
Position 38455: 2.1125793663171792e-05
Position 40218: 1.899388204168979e-05
Position 39081: 1.6804497167408988e-05
Position 38641: 1.6612949112001566e-05
Position 41415: 1.5346718346094605e-05
Position 38233: 1.4506748402533154e-05
Position 1643: 1.4327264690527087e-05
Position 38371: 1.339644731963468e-05
Position 1040: 1.0343772047126324e-05
Position 39170: 1.008388591887244e-05
Position 284: 9.859440619226699e-06
Position 39714: 7.774643686077957e-06
Position 37836: 7.152524632513549e-06
Position 38038: 6.96540836990514e-06
Position 38697: 6.311048902353479e-06
Position 38347: 5.873938705930213e-06
Position 37889: 4.435897195730736e-06
Position 37667: 3.270756109641547e-06
Position 41230: 3.217261928880432e-06
Position 242: 3.1653445405430474e-06
Position 455: 3.012538467997837e-06
Position 38130: 2.3034690836923497e-06
Position 40256: 2.167235491843851e-06
Position 37647: 1.594629818581364e-06
Position 41266: 1.1752188803129732e-06
Position 41301: 1.1691778561055603e-06
Position 42217: 9.791163860918809e-07
Position 38101: 9.620731547881596e-07
Position 38235: 9.315215241269048e-07
Position 38391: 9.165892706657629e-07
Position 1842: 8.175303326424874e-07
Position 37662: 8.135869393390978e-07
Position 37907: 6.694853792433947e-07
Position 37838: 2.975923012320107e-07
Position 41326: 2.574675225703653e-07
Position 41292: 2.3735758004688604e-07
Position 37611: 2.3178432442142366e-07
Position 41316: 2.25280235974697e-07
Position 40187: 2.090939567924772e-07
Position 40412: 1.7746330845235073e-07
Position 41559: 1.1241392067362396e-07
Position 1164: 9.391883814340371e-08
Position 1627: 9.131755860789124e-08
Position 1747: 7.56486000643869e-08
Position 539: 7.413944513127908e-08
Position 41345: 7.162784673804251e-08
Position 40794: 6.742470562728991e-08
Position 537: 6.445373231429344e-08
Position 38798: 5.21266503489888e-08
Position 1894: 4.632262518541684e-08
Position 1832: 4.015089182268346e-08
Position 541: 3.346179355339012e-08
Position 41206: 3.2032387491043574e-08
Position 41515: 2.0011865000535537e-08
Position 801: 1.8227803368458114e-08
Position 244: 1.4777784502456876e-08
Position 837: 1.4452796835858832e-08
Position 1036: 1.2680272527538776e-08
Position 58: 1.1346880476847046e-08
Position 40243: 9.658862844375771e-09
Position 37862: 8.127597833263162e-09
Position 845: 7.70833952078315e-09
Position 504: 7.449506701769931e-09
Position 1442: 5.868201337049009e-09
Position 40448: 5.564061197111243e-09
Position 543: 3.401950551738578e-09
Position 417: 3.036995256465824e-09
Position 545: 2.495932802330364e-09
Position 38087: 2.2770993658631757e-09
Position 547: 1.7504476351037289e-09
Position 858: 9.354486715054184e-10
Position 834: 6.313833371781078e-10
Position 40416: 4.741011246487417e-10
Position 60: 4.5895616797386765e-10
Position 54: 4.531159052070927e-10
Position 25: 3.6954729231705894e-10
Position 291: 3.6910865162989634e-10
Position 380: 3.432677524596557e-10
Position 40583: 3.2567849097514766e-10
Position 40540: 2.776810150185306e-10
Position 40713: 5.774507974647598e-11
Position 40482: 3.134690771777589e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 40445: 0.9991424679540957
Position 28252: 0.9987805954288085
Position 37577: 0.9983336949559929
Position 37865: 0.9959894361900673
Position 40154: 0.9952563315348396
Position 37400: 0.9443412838525107
Position 38127: 0.4848196473718855
Position 46175: 0.302170776751277
Position 39594: 0.29333090797388234
Position 26449: 0.24027584972188404
Position 38637: 0.17418813720777587
Position 38894: 0.17287232635058927
Position 45174: 0.16155439041493524
Position 38560: 0.14506119238366627
Position 3749: 0.14255457885157047
Position 38455: 0.12713604434971001
Position 26414: 0.12071767334550818
Position 43207: 0.11754073230151259
Position 39201: 0.11136926768223683
Position 46943: 0.11100365362019243
Position 32560: 0.10235936899734152
Position 3833: 0.09813438795158413
Position 13756: 0.09679511992715772
Position 45109: 0.0769926060899648
Position 38885: 0.07457226687995042
Position 39809: 0.07290205194820921
Position 42253: 0.06479065122155209
Position 43008: 0.06384742543706645
Position 41709: 0.04930836847185115
Position 46464: 0.047669623940590586
Position 21377: 0.04708049882380602
Position 45846: 0.04383707333248724
Position 37311: 0.0392388461898148
Position 38172: 0.037448448173696414
Position 39497: 0.03664947353413251
Position 39365: 0.03587078060534395
Position 39110: 0.035577410178969975
Position 45424: 0.03473016954766811
Position 39540: 0.033487084994283885
Position 3385: 0.03291112203564329
Position 40711: 0.032156877741104345
Position 38691: 0.02687715470739494
Position 41756: 0.024926419878160522
Position 26093: 0.024148623478228284
Position 45589: 0.02266467123536297
Position 46319: 0.019964308697868634
Position 2528: 0.01766064760084523
Position 42548: 0.016298751076665244
Position 41490: 0.015902770880436123
Position 39207: 0.015862413159391606
Position 41374: 0.015064164435959863
Position 13073: 0.013982098889032506
Position 2665: 0.01338219823213869
Position 44944: 0.012175543505107736
Position 47033: 0.009668757423933073
Position 37146: 0.009342446785956433
Position 40829: 0.009335383454647921
Position 39606: 0.009101791511559354
Position 40637: 0.008855940049506041
Position 43929: 0.00847219220645285
Position 42466: 0.008369399091005222
Position 39020: 0.00784066795902172
Position 31915: 0.007458050912304456
Position 45191: 0.0072546188877868605
Position 41718: 0.0071988037301315404
Position 39621: 0.006728099387946355
Position 39271: 0.006593149004673594
Position 3414: 0.005658422030892064
Position 41358: 0.005101907508320706
Position 45383: 0.004836452972159987
Position 46474: 0.004736546620478194
Position 40163: 0.00464446528289934
Position 36522: 0.004642358282274876
Position 40658: 0.004417639021597796
Position 39081: 0.004082329101465815
Position 39896: 0.003971325692974948
Position 42653: 0.003963983996003068
Position 38798: 0.0037369012998849033
Position 41607: 0.0037258342800874987
Position 42747: 0.003277784696700734
Position 45396: 0.003086298198026049
Position 43229: 0.0030027435226933283
Position 39458: 0.0028747307002452097
Position 38653: 0.002758852942107337
Position 40774: 0.0026584785204616635
Position 21418: 0.002638494579341353
Position 42967: 0.0026370210459302546
Position 38129: 0.002549725121905283
Position 36673: 0.0023822654250158716
Position 41169: 0.0023508430237593617
Position 44923: 0.0023493151315365753
Position 41872: 0.002283078576825652
Position 8444: 0.002082082906643886
Position 31309: 0.0020620717897004014
Position 39025: 0.002032167509950387
Position 3680: 0.001995202895872489
Position 1968: 0.001949980794887222
Position 41501: 0.0018722123834796624
Position 1893: 0.0016085959050579374
Position 2862: 0.0015486082331795674
Position 42094: 0.0015230947217641849
Position 38257: 0.0014367345380567893
Position 41018: 0.0013811220719394813
Position 41626: 0.0013679462545153325
Position 3869: 0.001264008208260946
Position 42437: 0.0012570127557842087
Position 40786: 0.0012371203116475964
Position 38606: 0.0012337927950123264
Position 26912: 0.0012194045712029364
Position 3239: 0.001211878419300051
Position 38297: 0.0011493274442047254
Position 44121: 0.00112351439624838
Position 6302: 0.0010470403588172658
Position 3206: 0.0010394192178279876
Position 38527: 0.0010091501777962318
Position 40801: 0.0010065452320066014
Position 37579: 0.000973016969929138
Position 43260: 0.0009610103500616829
Position 11557: 0.0009562020858220146
Position 12091: 0.000909509097372163
Position 38270: 0.0008702519078756852
Position 42119: 0.0008303029464854975
