Gene = Patsas
index = 1360
Annotated 5SS: [1791]
Annotated 3SS: [1845]
SMsplice 5SS: [1791]
SMsplice 3SS: [1845]
top_k =  1000
Partition function (log Z): -7.827184779124268

Sorted 5' Splice Sites (High to Low Probability):
Position 1791: 0.9945007024425241
Position 2127: 0.3162094653389209
Position 477: 0.11441545143419513
Position 237: 0.01773597645310195
Position 682: 0.012741455712233642
Position 1406: 0.011324255870883773
Position 1158: 0.009331276123163352
Position 818: 0.005174231394799728
Position 1562: 0.0028291959783344573
Position 1021: 0.002526187231231359
Position 1198: 0.002478214036752149
Position 562: 0.0024171406629111937
Position 1031: 0.0023613725870376794
Position 265: 0.0022615810085846733
Position 1137: 0.002201548778292045
Position 2205: 0.0020038480645986592
Position 519: 0.0019578131311453716
Position 1148: 0.001341144672018453
Position 2083: 0.0012163143516711634
Position 441: 0.0009398334198934601
Position 115: 0.0009241049686867833
Position 1768: 0.0008186579439182965
Position 1286: 0.0006457008984379638
Position 548: 0.0006068337448113676
Position 403: 0.000581872885165653
Position 528: 0.0005533384517350605
Position 123: 0.00048806937071793513
Position 423: 0.00031297706482281534
Position 466: 0.00029813005752506356
Position 247: 0.00026356927610648323
Position 103: 0.00021625625008665623
Position 1457: 0.00020805287902430874
Position 744: 0.00019820470507210305
Position 1134: 0.0001447248648692035
Position 1362: 0.000141947906528486
Position 2138: 0.00013655088913475965
Position 2143: 0.00013597782956658848
Position 184: 0.00012747535399795212
Position 2356: 0.0001270288661944167
Position 1188: 0.00012142512452912576
Position 269: 0.00010208828344861952
Position 731: 9.188372217142481e-05
Position 738: 8.277652824414483e-05
Position 950: 8.125092935046018e-05
Position 267: 7.081056229745916e-05
Position 1517: 6.218312379118532e-05
Position 914: 5.304546861051474e-05
Position 2184: 4.9296544275335884e-05
Position 676: 4.856153960629201e-05
Position 2323: 4.821674120207298e-05
Position 2276: 4.3855372610066316e-05
Position 1297: 4.184446826300209e-05
Position 1420: 3.991956990263085e-05
Position 388: 3.9717624019442475e-05
Position 415: 3.698147272196609e-05
Position 2096: 3.671833592503021e-05
Position 1169: 3.5811988878209786e-05
Position 566: 3.2088221349043656e-05
Position 1174: 3.1542499851436925e-05
Position 481: 3.1527844064849974e-05
Position 826: 3.106754672242464e-05
Position 735: 3.0884173231227605e-05
Position 218: 3.066109406327334e-05
Position 1367: 2.2232379001193344e-05
Position 691: 2.164010038721771e-05
Position 1035: 2.113627701982258e-05
Position 1046: 2.014211091491712e-05
Position 1749: 1.6528422106825443e-05
Position 2358: 1.5713526691885066e-05
Position 54: 1.4165547700002722e-05
Position 580: 1.3766016549651838e-05
Position 2197: 1.3576173701742055e-05
Position 1055: 1.300624859773287e-05
Position 1795: 1.1376610049038448e-05
Position 724: 9.693990798285674e-06
Position 713: 9.651946392619164e-06
Position 1263: 8.365034127901043e-06
Position 1106: 8.17858793741428e-06
Position 1244: 7.694110243372743e-06
Position 624: 7.466899667087339e-06
Position 27: 7.282313935009187e-06
Position 309: 6.468206964771e-06
Position 199: 6.420804653283425e-06
Position 2087: 6.169702645461869e-06
Position 960: 5.980312722866802e-06
Position 1754: 3.7749739629884854e-06
Position 1628: 2.79428387273657e-06
Position 560: 1.2220525186223607e-06
Position 1640: 1.2182103366418295e-06
Position 1949: 1.059088032695655e-06
Position 1898: 1.040655752344549e-06
Position 1485: 8.959363848078361e-07
Position 1631: 6.589806371174605e-07
Position 2378: 3.631427012543852e-07
Position 275: 1.9921040211033012e-07
Position 1981: 1.6230029182396418e-07
Position 1698: 1.498162938935899e-07
Position 1728: 1.4172920659952454e-07
Position 1551: 1.3066163575338401e-07
Position 1884: 7.853067296014299e-08
Position 1571: 6.526575824128267e-08
Position 1752: 5.1709668615604095e-08
Position 1566: 5.03590833758953e-08
Position 1608: 3.760973610592987e-08
Position 1653: 3.2815505818057795e-08
Position 207: 3.039944479157802e-08
Position 62: 2.208427792964704e-08
Position 312: 1.6802476842041776e-08
Position 540: 1.586081220897346e-08
Position 59: 4.78774588463131e-09
Position 1016: 3.6175649227540504e-09
Position 64: 3.323585708055943e-09
Position 1313: 1.8024000731426963e-09
Position 768: 3.059899378037796e-10
Position 762: 1.201102591777001e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1845: 0.9923083598152951
Position 2184: 0.20349391982975953
Position 1510: 0.1496342304173189
Position 2196: 0.09387652101095414
Position 2416: 0.021282102101512927
Position 689: 0.014486113811824542
Position 743: 0.00588727795109268
Position 1420: 0.0052779558648010805
Position 1624: 0.004508096155154637
Position 718: 0.0039355764948848775
Position 509: 0.002504289601526642
Position 1115: 0.0017245523204357787
Position 2286: 0.0014476357895679688
Position 2311: 0.001409747199067826
Position 1188: 0.0013352448470613258
Position 912: 0.0012956680306955932
Position 629: 0.001243608292672316
Position 2156: 0.0010502341080480696
Position 1451: 0.000969130737983726
Position 755: 0.0007786447018805452
Position 1375: 0.0006999133448325429
Position 1896: 0.0006959323860109078
Position 2252: 0.0006477436963310029
Position 548: 0.000519639579748091
Position 1516: 0.0004885947776774008
Position 1935: 0.0003680524156076241
Position 1055: 0.0003649917265388986
Position 177: 0.00026451761130855117
Position 2276: 0.0002640931625427851
Position 1475: 0.00023584565145626422
Position 1478: 0.0002226898151355959
Position 2042: 0.00020281083540898571
Position 2446: 0.00013477042757736285
Position 597: 0.00011031447279845245
Position 1881: 9.7273578419889e-05
Position 574: 9.098602828236175e-05
Position 974: 7.386622040028248e-05
Position 1618: 6.346610527708912e-05
Position 1085: 4.307416983784973e-05
Position 2365: 4.236965305967146e-05
