Gene = mbm
index = 1786
Annotated 5SS: [1161]
Annotated 3SS: [1208]
SMsplice 5SS: [1161]
SMsplice 3SS: [1208]
top_k =  1000
Partition function (log Z): -8.608510291420435

Sorted 5' Splice Sites (High to Low Probability):
Position 1161: 0.7075119158012914
Position 1123: 0.1809649894509103
Position 253: 0.163912239642088
Position 1137: 0.04866211042427933
Position 456: 0.04153397742625302
Position 1255: 0.016473084428532028
Position 704: 0.00442285628588186
Position 37: 0.003714530911077336
Position 472: 0.0034154029221976434
Position 759: 0.003316156855363534
Position 424: 0.003266531921739642
Position 495: 0.0030391772210799236
Position 822: 0.0025189634900622594
Position 846: 0.0011741717804237902
Position 281: 0.0010117822691621248
Position 1139: 0.0007404775498628562
Position 988: 0.0005503997637588126
Position 843: 0.0005406435834628881
Position 364: 0.0004946255606550553
Position 55: 0.00045714041624479116
Position 612: 0.00042219309512866044
Position 415: 0.00035759380040654363
Position 1659: 0.00034362904650059176
Position 1243: 0.0002527169551704735
Position 851: 0.00024139503259396877
Position 367: 0.0002242449030215024
Position 482: 0.00021863051276432494
Position 370: 0.00016846195449658037
Position 1131: 0.00015116940625794996
Position 1401: 0.0001394896218762177
Position 909: 9.12537524888922e-05
Position 840: 8.72637484840194e-05
Position 576: 6.295241718837364e-05
Position 418: 5.987356663601417e-05
Position 1228: 5.458957859551771e-05
Position 660: 4.7248774619363755e-05
Position 1629: 4.371724277960443e-05
Position 272: 4.2272853647219235e-05
Position 639: 2.7219381040667584e-05
Position 773: 2.116778759959829e-05
Position 797: 1.5381452785761688e-05
Position 376: 1.52843902066315e-05
Position 723: 1.3986624403872417e-05
Position 882: 9.468913169901556e-06
Position 825: 8.461358123254266e-06
Position 1141: 7.849169754521375e-06
Position 1258: 6.700339445298877e-06
Position 1279: 6.1209964600539024e-06
Position 178: 5.8822704070254875e-06
Position 1316: 4.764564904834031e-06
Position 91: 4.301230964887557e-06
Position 1476: 3.2431164044024594e-06
Position 1661: 3.0993024973612432e-06
Position 633: 2.9202410841657707e-06
Position 434: 2.680936053157632e-06
Position 1712: 1.6456081465225586e-06
Position 970: 1.557842542316145e-06
Position 352: 1.1979461428269353e-06
Position 618: 5.020011906329153e-07
Position 460: 3.2531218711049856e-07
Position 137: 2.983128737004027e-07
Position 1020: 8.250264314444328e-09
Position 1023: 8.155541070259508e-09
Position 918: 7.77245305186798e-09
Position 1049: 4.7119373283050445e-09
Position 1389: 2.3251547604947343e-09
Position 1325: 1.6957426085767725e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1208: 0.8763299484526297
Position 772: 0.060933088773437824
Position 556: 0.05101743627110034
Position 1313: 0.04140856105736137
Position 905: 0.03782281188263367
Position 1258: 0.021392828404442607
Position 560: 0.01816988215199171
Position 1337: 0.014928926369892797
Position 1226: 0.014813208817929533
Position 1463: 0.010872429570855144
Position 1232: 0.01059816460982532
Position 949: 0.003481449508809351
Position 91: 0.003321690160141174
Position 513: 0.0026638886092204567
Position 755: 0.0022809996786646637
Position 299: 0.002203628025135445
Position 885: 0.0021886326381877082
Position 1421: 0.0014302302754485737
Position 758: 0.001331899517727311
Position 813: 0.0012147342156919058
Position 918: 0.0010759217003182685
Position 1040: 0.0010537589958750345
Position 340: 0.0010314056164040214
Position 968: 0.0009036358165515733
Position 1723: 0.000830285224005292
Position 1680: 0.0007794724002698996
Position 752: 0.0006379167984088204
Position 729: 0.0006356367600752287
Position 1468: 0.000512759204749794
Position 1389: 0.00040365762608919137
Position 120: 0.00039422385658297726
Position 317: 0.0003571032620395309
Position 1454: 0.000315230129279841
Position 1754: 0.0003062746949666071
Position 1430: 0.00029818884340401575
Position 1748: 0.00022744824666368182
Position 648: 0.00020782445571011432
Position 651: 0.00019420919621875631
Position 1067: 0.00019305934367686698
Position 302: 0.00018884120057538042
Position 1503: 0.0001601714023418861
Position 986: 0.0001496853810199979
Position 861: 0.00012649394357655495
Position 836: 0.00012115735983923148
Position 1176: 0.00011896055702738637
Position 1451: 0.00010775747460443966
Position 680: 0.00010293578325407263
Position 683: 9.273517598350592e-05
Position 1601: 8.784707090872201e-05
Position 326: 8.783936833708784e-05
Position 866: 8.322225645202193e-05
Position 797: 7.362670117534609e-05
Position 563: 5.344206803107397e-05
Position 1445: 5.258126402001678e-05
Position 1395: 5.156395765625063e-05
Position 1365: 4.934299200600214e-05
Position 825: 4.230871444436454e-05
Position 1325: 4.036272462743003e-05
Position 1407: 3.8627274335982216e-05
Position 412: 3.6369311626144706e-05
Position 1043: 3.44450122404359e-05
Position 716: 3.07682154744144e-05
Position 382: 2.8348171165092608e-05
Position 988: 1.9730728496569258e-05
Position 446: 1.6460896274971814e-05
Position 472: 1.5082491435155628e-05
Position 1604: 1.4961574513997337e-05
Position 704: 1.0966392027190414e-05
Position 1584: 1.0716555583910255e-05
Position 167: 1.0153274096441203e-05
Position 1049: 1.0010094296808755e-05
Position 1004: 7.962216009935961e-06
Position 452: 7.308946095517213e-06
Position 164: 7.231271349706411e-06
Position 1500: 6.724843861641233e-06
Position 1641: 5.777469075563643e-06
Position 792: 4.758309845390259e-06
Position 346: 4.26472750189715e-06
Position 686: 4.1654431488016584e-06
Position 1089: 3.9420110274834136e-06
Position 96: 2.536658886946166e-06
Position 1016: 2.303054568789341e-06
