Gene = verm
index = 1925
Annotated 5SS: [  96  288 2278 2996 3452]
Annotated 3SS: [ 217 2165 2882 3301 3603]
SMsplice 5SS: [ 288 2278 2540 2996 3452]
SMsplice 3SS: [2165 2408 2882 3301 3603]
top_k =  1000
Partition function (log Z): 7.219055458433507

Sorted 5' Splice Sites (High to Low Probability):
Position 3452: 0.9949110462755661
Position 2996: 0.9824501616685546
Position 2278: 0.9780012887396329
Position 2540: 0.6351535127589373
Position 288: 0.5858295979266488
Position 96: 0.47705198862385845
Position 1178: 0.1742701690294828
Position 570: 0.12054954454340269
Position 941: 0.1069239279019922
Position 2100: 0.10151247498406962
Position 2056: 0.09142632883628188
Position 1761: 0.05111127385363891
Position 1559: 0.03906382577103769
Position 9: 0.03713179515615998
Position 318: 0.031055302462458658
Position 314: 0.019924698771272866
Position 2092: 0.016174778476177584
Position 3779: 0.015302456237172088
Position 165: 0.01368697073020201
Position 1340: 0.011976662133324864
Position 3194: 0.011674703584823781
Position 34: 0.01086860611469496
Position 100: 0.008764632232393788
Position 322: 0.006198662012993516
Position 156: 0.005551321631496488
Position 885: 0.005393289761888232
Position 4809: 0.00523382294694708
Position 1983: 0.004131354328958627
Position 2829: 0.003972828677903669
Position 3857: 0.003821841438528867
Position 4527: 0.0029571263348266807
Position 467: 0.002928082805906922
Position 4115: 0.0028788069299044744
Position 1696: 0.002398467929657213
Position 2052: 0.002397446251287774
Position 3720: 0.0019366680271042467
Position 2821: 0.0019108044837987527
Position 1202: 0.0018975140389898848
Position 115: 0.0018925136820380421
Position 3115: 0.001839637078856693
Position 2670: 0.0015363198778517253
Position 758: 0.0014552923957452907
Position 3356: 0.0013636300557145218
Position 2971: 0.0012971230012357635
Position 3095: 0.0012399000454236364
Position 140: 0.0010033009345815258
Position 1881: 0.0009294292511769635
Position 768: 0.0008467059374430223
Position 2698: 0.0007137686476106777
Position 2270: 0.0006561003463200482
Position 2700: 0.0006182497204759141
Position 175: 0.0005571238252792344
Position 3000: 0.0005552393113588811
Position 2702: 0.0005160238466509709
Position 741: 0.000462387429832788
Position 2704: 0.00045703808738883613
Position 3876: 0.0004496181393978039
Position 565: 0.0004093860213141637
Position 2706: 0.0003993049065234025
Position 3502: 0.0003834471950294113
Position 4812: 0.00037940768669437417
Position 2696: 0.0003793446234277639
Position 243: 0.0003485718623727483
Position 344: 0.0003255016718199807
Position 4824: 0.00032409074295409616
Position 477: 0.00031222357904662676
Position 2515: 0.0003091088964469962
Position 576: 0.0002888877062448769
Position 147: 0.0002650883794846144
Position 1075: 0.00025414564649710927
Position 4595: 0.00024469821860148555
Position 1251: 0.0002328255119928716
Position 1117: 0.000228634873084768
Position 2409: 0.00022647167417270866
Position 84: 0.00021432055111961486
Position 284: 0.0002065919036049648
Position 1830: 0.00018663974387281122
Position 23: 0.00018438018841683017
Position 1114: 0.000176774669736791
Position 2544: 0.00017423707048706128
Position 3414: 0.0001634630607196017
Position 776: 0.00016207069596315294
Position 392: 0.00015491370172502
Position 2272: 0.00014941236935390407
Position 3083: 0.00014406690208090475
Position 349: 0.0001408874377105393
Position 745: 0.0001369171731080539
Position 182: 0.00012670198975877795
Position 2710: 0.00011849766560898573
Position 2597: 0.00010530956777723418
Position 2736: 0.00010526295521479833
Position 3002: 0.00010323090459117955
Position 2508: 0.0001001131642089096
Position 508: 9.497807765989151e-05
Position 750: 9.377133759214279e-05
Position 4845: 8.846276027225521e-05
Position 4906: 8.707967806551053e-05
Position 796: 7.535225718189584e-05
Position 2310: 6.902330608310784e-05
Position 2207: 5.834830763065551e-05
Position 4332: 5.5756010846680514e-05
Position 1064: 5.570422165128425e-05
Position 3521: 5.524006069474944e-05
Position 2738: 5.071149082767589e-05
Position 3456: 4.892706997163687e-05
Position 3554: 4.738392302062877e-05
Position 292: 4.660796385406059e-05
Position 2321: 4.5837270663316665e-05
Position 1103: 4.37215290520053e-05
Position 3086: 4.068012920423637e-05
Position 105: 3.8098517314840684e-05
Position 353: 3.534438050954172e-05
Position 4889: 2.693717803087875e-05
Position 247: 2.6654806639905827e-05
Position 4908: 2.4152812887507864e-05
Position 4085: 2.2937215817974603e-05
Position 2530: 2.1008314194260747e-05
Position 3029: 2.0918732356613604e-05
Position 3074: 2.073512012217861e-05
Position 1032: 1.9131370518047413e-05
Position 514: 1.9050442043617716e-05
Position 4314: 1.843116005018941e-05
Position 4068: 1.630021608420268e-05
Position 996: 1.587454867538192e-05
Position 678: 1.4945276600958241e-05
Position 2714: 1.4068212517242458e-05
Position 3650: 1.3460187832739834e-05
Position 332: 1.1686457509280941e-05
Position 2282: 1.0676985960281698e-05
Position 15: 1.0676312496964114e-05
Position 2482: 8.680625465565672e-06
Position 7: 7.876857059796804e-06
Position 43: 6.35575691887091e-06
Position 734: 2.878861521205762e-06
Position 2520: 2.5486496332417686e-06
Position 263: 1.8222189305498516e-06
Position 366: 1.690126495581584e-06
Position 21: 1.597567020065662e-06
Position 2897: 1.2673447174025963e-06
Position 299: 1.2350550983596974e-06
Position 821: 1.0992954818911865e-06
Position 266: 8.508845674711274e-07
Position 335: 7.104390141158892e-07
Position 268: 4.3444986528283734e-07
Position 3848: 4.0191071388904456e-08
Position 3892: 1.8606972916545246e-08
Position 184: 1.4644433130876413e-08
Position 3381: 9.084763476518752e-09
Position 581: 3.775325508554958e-10
Position 3762: 3.062100397673483e-11
Position 186: 2.196827510635131e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3301: 0.9750953727706139
Position 2882: 0.9723409941286693
Position 2165: 0.9704854211022891
Position 3603: 0.9059429219861878
Position 2408: 0.5814861508955983
Position 217: 0.44529484888194065
Position 1921: 0.11137607198181516
Position 1051: 0.10892981817025717
Position 1688: 0.05929887799276167
Position 2326: 0.039711315661563634
Position 1884: 0.038942171274708795
Position 156: 0.034575152756917416
Position 5090: 0.03437732862216816
Position 3547: 0.030712740735908472
Position 1395: 0.024876029318740864
Position 391: 0.017572354220434912
Position 2134: 0.013132029162999296
Position 1621: 0.012699556641847303
Position 2363: 0.01128645520474745
Position 1727: 0.010196504389860838
Position 69: 0.009836168455019403
Position 4876: 0.009650617632886894
Position 991: 0.009621921386042735
Position 3258: 0.009418525937140303
Position 1830: 0.009238916749319204
Position 3574: 0.008631726964881035
Position 3220: 0.00790706464104097
Position 4794: 0.006480951909332582
Position 5068: 0.006288060116476676
Position 1559: 0.006252932897248163
Position 3650: 0.006129297974542041
Position 1447: 0.005900328831692343
Position 342: 0.005744081045531577
Position 971: 0.005109087571216738
Position 3060: 0.004440928570702742
Position 2417: 0.004361212338672763
Position 3255: 0.004324776656613911
Position 4526: 0.0038919235852883033
Position 3932: 0.0038558290367672497
Position 420: 0.0035365851069541717
Position 82: 0.0033937494492300283
Position 165: 0.0032677417311897006
Position 1530: 0.003260501625461452
Position 889: 0.0031920825865301675
Position 3535: 0.0031566468099919814
Position 4580: 0.002989371842145793
Position 945: 0.002842863546962176
Position 3118: 0.0024769254975652477
Position 2913: 0.0023378670595068534
Position 2604: 0.002324980712789083
Position 3857: 0.0023183779737549234
Position 761: 0.0021551599352006034
Position 2095: 0.001956236374799041
Position 1607: 0.0018879795861652562
Position 794: 0.0018311472452581198
Position 1618: 0.0017868884406641512
Position 1424: 0.0017138428347674127
Position 2360: 0.0015619184369944094
Position 3571: 0.0015611902439613633
Position 915: 0.0015174793969855592
Position 643: 0.0014964813213906958
Position 1243: 0.0014740328082452694
Position 3086: 0.0013636741383185177
Position 3083: 0.0013376446893993432
Position 981: 0.0011414759639486972
Position 349: 0.0009873512318926577
Position 4654: 0.0007936694455605482
Position 4193: 0.0006578454584645796
Position 3881: 0.0006529514234287684
Position 3719: 0.0005961648989875452
Position 650: 0.0005448325663129943
Position 3510: 0.0005081782850972354
Position 182: 0.0004912912586339642
Position 3961: 0.00045921856178036664
Position 3271: 0.00043780268971356745
Position 5106: 0.00042307407999852463
Position 4755: 0.0004154912936041225
Position 2892: 0.00039150618208649813
Position 3147: 0.0003875136225045564
Position 2829: 0.0003661671152796543
Position 2905: 0.0003476053713218526
Position 4393: 0.00032598473697857677
Position 723: 0.0003107576566058202
Position 2949: 0.00030428934802957604
Position 2837: 0.0003006328811395037
Position 1114: 0.00028616036696364544
Position 2861: 0.0002785456656590108
Position 4851: 0.00021985033638972448
Position 448: 0.00017294177843968865
Position 2841: 0.00016525306991822068
Position 700: 0.00015849331539707288
Position 2428: 0.00015587523994626423
Position 508: 0.00014773241385628843
Position 3833: 0.0001473576705502106
Position 2176: 0.00014638629513775376
Position 401: 0.00012441446176050304
Position 2331: 0.00011774667406632563
Position 467: 0.00011038771320424229
Position 2020: 0.00010477354962809778
Position 4335: 0.00010237390740784283
Position 2946: 8.47852782544397e-05
Position 3360: 7.82474812134421e-05
Position 1111: 7.376704353391875e-05
Position 1201: 6.842240385028053e-05
Position 3330: 6.788258357002652e-05
Position 3554: 6.647851701705556e-05
Position 1313: 6.299504495852992e-05
Position 2566: 5.184376476227769e-05
Position 3303: 5.125362720491936e-05
Position 3312: 4.214173216946285e-05
Position 2629: 3.5036537819977445e-05
Position 314: 3.4359243921834344e-05
Position 2575: 3.089442690549499e-05
Position 2065: 2.931139348789019e-05
Position 615: 2.780010872401749e-05
Position 1983: 2.2761678406552032e-05
Position 96: 2.1736206315917922e-05
Position 3614: 1.8479734258941043e-05
Position 3480: 1.8281745176590782e-05
Position 3728: 1.5880908467858863e-05
Position 3803: 1.443727822678674e-05
Position 2557: 1.3945180467888625e-05
Position 3785: 1.1634455632644757e-05
Position 3809: 1.1193647601610591e-05
Position 596: 1.0967908836491486e-05
Position 3414: 1.084863081168352e-05
Position 1397: 9.841879891934756e-06
Position 2610: 9.342282031799874e-06
Position 344: 8.828947496250102e-06
Position 2508: 8.206314261043402e-06
Position 663: 5.4610119891682445e-06
Position 321: 4.875684300726239e-06
Position 3354: 2.958847461370777e-06
Position 3426: 2.342752471419633e-06
