Gene = DNApol-epsilon58
index = 1127
Annotated 5SS: [762]
Annotated 3SS: [818]
SMsplice 5SS: [762]
SMsplice 3SS: [818]
top_k =  1000
Partition function (log Z): -5.416295873287693

Sorted 5' Splice Sites (High to Low Probability):
Position 762: 0.9990329745423687
Position 991: 0.009907605303282057
Position 290: 0.006659724405736424
Position 897: 0.0031535102305251523
Position 314: 0.0026829060620852173
Position 1340: 0.0014592348909972656
Position 200: 0.001098058906790246
Position 355: 0.001084258484928715
Position 750: 0.0006536359368834332
Position 1004: 0.000486761319893477
Position 341: 0.0003414699149048716
Position 1030: 0.0002445855985213856
Position 1137: 0.0002049253160659656
Position 1337: 0.00017332702022908151
Position 919: 0.00014627502549655313
Position 403: 9.991644441737994e-05
Position 1366: 8.807079922020892e-05
Position 457: 7.70937518587739e-05
Position 948: 7.183385785281332e-05
Position 766: 6.038229545046544e-05
Position 1436: 3.212579810690312e-05
Position 1198: 3.1465605543480326e-05
Position 1318: 2.133306766653609e-05
Position 245: 1.5077100876812749e-05
Position 776: 1.4509631203520347e-05
Position 1034: 1.3811452617941745e-05
Position 667: 1.233714709920308e-05
Position 986: 1.1783401034708548e-05
Position 1077: 1.0249135767708578e-05
Position 1402: 9.159219681551677e-06
Position 138: 8.51857724430908e-06
Position 1190: 7.614683309331296e-06
Position 1551: 5.453490416916215e-06
Position 62: 5.438884264198045e-06
Position 971: 4.922052169950806e-06
Position 1027: 4.382377157193923e-06
Position 752: 3.6481851791058463e-06
Position 1347: 3.3031736609298822e-06
Position 596: 2.358851981604499e-06
Position 553: 2.1968607741314645e-06
Position 1050: 2.193475431946701e-06
Position 657: 1.93104040588567e-06
Position 1510: 1.6944954636913523e-06
Position 1067: 1.4176463658704807e-06
Position 111: 1.3942873910862979e-06
Position 1007: 1.0387780654059658e-06
Position 348: 9.752694454010686e-07
Position 1507: 9.738037784236595e-07
Position 577: 6.863143793836979e-07
Position 722: 5.612938823052171e-07
Position 1291: 4.999546749459273e-07
Position 634: 4.7156822126304294e-07
Position 1446: 3.9999457958674984e-07
Position 599: 3.749695134624258e-07
Position 1233: 3.660548509920581e-07
Position 1438: 3.3680892609287614e-07
Position 1306: 2.9043670835844467e-07
Position 500: 1.6175891810550632e-07
Position 1454: 1.5783718050735762e-07
Position 861: 1.3784411402442233e-07
Position 687: 8.450324241251842e-08
Position 662: 2.6867609667816953e-08
Position 515: 1.9624541964526427e-08
Position 641: 1.3126310591290235e-09
Position 800: 5.438808152232376e-11
Position 818: 1.0482464197898049e-12
Position 809: 3.4570175587090554e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 818: 0.9908076280329039
Position 1060: 0.015920241419422308
Position 364: 0.006692530652871366
Position 1318: 0.0024838959968563933
Position 1397: 0.002246322360637456
Position 1259: 0.0019028304292008958
Position 497: 0.0014581239179557947
Position 1481: 0.0014482720854159616
Position 442: 0.0012116220679395356
Position 466: 0.0010899115413826133
Position 508: 0.0006474166705915358
Position 394: 0.0006215780303628107
Position 858: 0.0004876793147585807
Position 1205: 0.0002117873265253453
Position 619: 9.248696900989582e-05
Position 1148: 6.319159559413369e-05
Position 1444: 5.3414292530286745e-05
Position 1092: 4.9683341089643345e-05
Position 667: 4.73857211551794e-05
Position 1291: 4.3985168098792054e-05
Position 1417: 3.69927913962584e-05
Position 861: 3.363658069244732e-05
Position 1428: 3.3568897984166275e-05
Position 1333: 3.1649614042306674e-05
Position 373: 2.567728408279107e-05
Position 1408: 2.33700208241681e-05
Position 403: 2.30715848053374e-05
Position 1555: 2.1172067866301354e-05
Position 1018: 1.9568885959706917e-05
Position 1612: 1.7633154865531456e-05
Position 728: 1.5677208985703237e-05
Position 553: 1.145577900080838e-05
Position 1015: 1.0321277379483452e-05
Position 800: 8.555026770019964e-06
Position 547: 8.481952403833417e-06
Position 1098: 7.499599728118943e-06
Position 1643: 6.044166047137512e-06
Position 671: 5.33598921915428e-06
Position 626: 4.956672661353196e-06
Position 1273: 4.6828217356532e-06
Position 937: 4.492542559322576e-06
Position 1366: 3.1556673130617945e-06
Position 926: 2.919400839579909e-06
Position 268: 2.7497777324908785e-06
Position 1330: 2.1758960564766253e-06
Position 1631: 2.065110236812461e-06
Position 133: 2.0100438156317282e-06
Position 1618: 1.5823478556331992e-06
Position 919: 1.4580657562606925e-06
Position 798: 1.4497165386989328e-06
Position 106: 1.234997030818771e-06
Position 532: 1.1132663703959364e-06
Position 138: 1.0468789767990532e-06
Position 176: 9.629365435496962e-07
Position 1067: 8.780145286528342e-07
Position 1027: 8.661066071655253e-07
Position 910: 5.151624335113057e-07
Position 1566: 5.078039859689392e-07
Position 760: 5.028217152344077e-07
Position 634: 2.1569488743233312e-07
Position 1162: 2.06936717686348e-07
Position 1717: 1.97292297058799e-07
Position 589: 1.485487976450688e-07
Position 1563: 1.240487025743004e-07
Position 646: 9.376587089245387e-08
Position 712: 6.735852890834104e-08
Position 683: 6.700850604494649e-08
Position 538: 5.371430436439477e-08
Position 222: 5.369053620560367e-08
Position 305: 4.735085418338412e-08
Position 265: 3.405014814228196e-08
Position 157: 2.593805517440388e-08
Position 229: 2.4056708490761434e-08
Position 526: 1.9380880064166284e-08
Position 310: 1.2233525670336074e-08
Position 592: 9.15442603127635e-09
Position 562: 4.1405337746379426e-09
Position 628: 2.7934290742798512e-09
Position 250: 2.308415367134791e-09
Position 596: 2.1312024539619763e-10
Position 254: 1.470705592085166e-10
Position 733: 6.548827756544144e-11
Position 154: 2.7951699488182865e-11
Position 769: 1.1842431886672398e-11
Position 211: 1.2146744826511587e-13
