Gene = Trf
index = 1565
Annotated 5SS: [231]
Annotated 3SS: [301]
SMsplice 5SS: [231]
SMsplice 3SS: [301]
top_k =  1000
Partition function (log Z): -7.41057897914728

Sorted 5' Splice Sites (High to Low Probability):
Position 231: 0.6450139824458109
Position 235: 0.338424196119137
Position 193: 0.014788895955531694
Position 361: 0.0032439187798659814
Position 428: 0.0025073626604559694
Position 818: 0.0014320848595455328
Position 732: 0.0012899516186161517
Position 44: 0.0008159467452063591
Position 459: 0.0005126792714212387
Position 842: 0.0004586188096624813
Position 377: 0.00042816658130431773
Position 546: 0.0003522453024541921
Position 512: 0.00031894615703615976
Position 472: 0.00026059767182980587
Position 848: 0.00021208052477836642
Position 49: 0.00018005714777751517
Position 13: 0.00016401997144458098
Position 821: 0.0001390301014356397
Position 752: 0.00010218443683389159
Position 551: 9.960150140256928e-05
Position 858: 8.042723966969671e-05
Position 184: 6.616216486766328e-05
Position 641: 5.254476391635967e-05
Position 94: 4.626470047421163e-05
Position 630: 2.219286338947659e-05
Position 805: 1.8897463676631557e-05
Position 402: 1.865044845865302e-05
Position 588: 1.6065471170357094e-05
Position 735: 1.3800416001828524e-05
Position 824: 1.3698934376033917e-05
Position 690: 1.0263268581404516e-05
Position 324: 8.039852652527106e-06
Position 124: 6.050973013537535e-06
Position 646: 5.110643736134895e-06
Position 397: 4.02638344143768e-06
Position 59: 3.9007708317345755e-06
Position 81: 3.5702419503627017e-06
Position 953: 2.685457051555149e-06
Position 579: 1.8364119533852255e-06
Position 909: 1.443789649902813e-06
Position 331: 1.2429556498969172e-06
Position 720: 2.258121987006418e-07
Position 918: 9.835164170079766e-08
Position 665: 3.632126298185097e-10
Position 309: 9.817425164782197e-11
Position 705: 1.8420349038135033e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 301: 0.9976860138684145
Position 909: 0.004371854392493111
Position 427: 0.003932291815309054
Position 530: 0.0016990213474688007
Position 94: 0.0008212159396895522
Position 672: 0.0007015152534222189
Position 641: 0.0004581492100090434
Position 853: 0.0001928169149527721
Position 250: 0.0001576040917792155
Position 695: 0.00015448012725923855
Position 572: 0.0001519141914213948
Position 458: 0.00013089938074870987
Position 81: 9.299145725921166e-05
Position 731: 9.015520601961576e-05
Position 551: 8.958133657654799e-05
Position 617: 8.486747136510304e-05
Position 533: 7.168130147816561e-05
Position 964: 4.7919433685056264e-05
Position 347: 4.2629202262366775e-05
Position 566: 2.9163797891993224e-05
Position 858: 2.7402662194661585e-05
Position 805: 2.4419700108830773e-05
Position 163: 1.7757843059633168e-05
Position 996: 1.5896263599488362e-05
Position 272: 9.292967223321843e-06
Position 646: 8.552605125868986e-06
Position 752: 8.024267942785977e-06
Position 662: 4.4853178236651115e-06
Position 137: 4.307673094408401e-06
Position 110: 3.165611857003785e-06
Position 512: 2.2884647340218424e-06
Position 435: 1.965910038140819e-06
Position 389: 1.7702009866835208e-06
Position 782: 1.1951778806008928e-06
Position 116: 1.1822881399595096e-06
Position 821: 8.428396228752497e-07
Position 252: 7.335850952938166e-07
Position 815: 6.330638477168417e-07
Position 491: 5.165372792628097e-07
Position 974: 4.2324859573198705e-07
Position 485: 8.229351111137908e-08
Position 171: 4.245655593780894e-08
Position 231: 1.155727289117605e-08
Position 180: 7.606726907521967e-09
Position 204: 5.847953307611744e-10
Position 377: 3.041730981025601e-11
Position 367: 3.828282706159465e-12
Position 219: 6.06983334802411e-13
Position 198: 4.881150647855702e-15
