Gene = l(2)k09022
index = 1750
Annotated 5SS: [1273 1648 5419]
Annotated 3SS: [1384 1707 5482]
SMsplice 5SS: [1273 1648 2350 5419]
SMsplice 3SS: [1384 1707 5141 5482]
top_k =  1000
Partition function (log Z): 2.307660865528568

Sorted 5' Splice Sites (High to Low Probability):
Position 1648: 0.9979194060194982
Position 5419: 0.9864496053897106
Position 1273: 0.973350241747504
Position 2350: 0.7988530898995133
Position 3055: 0.3571743886616706
Position 984: 0.30937385869217576
Position 2067: 0.12694277964327128
Position 473: 0.10722215755074409
Position 586: 0.03238546750758742
Position 481: 0.025213100519910707
Position 4772: 0.022905296915328676
Position 489: 0.018839148488222688
Position 158: 0.01548382639583036
Position 2317: 0.015126548364735018
Position 3030: 0.0146133126430922
Position 454: 0.011351100768925149
Position 5857: 0.010055956606986645
Position 2540: 0.008050848611222447
Position 3377: 0.006321066349268988
Position 2503: 0.005762357572240444
Position 1951: 0.004147507914967884
Position 2043: 0.0034147929081677123
Position 5665: 0.0031925897831654427
Position 2220: 0.002416303254864382
Position 1235: 0.002095317854159061
Position 5611: 0.0016268593523683416
Position 3009: 0.0013603148948357594
Position 394: 0.0011732920368257586
Position 1652: 0.0011607693851953624
Position 929: 0.0011527799697870552
Position 1821: 0.0010691162078701752
Position 250: 0.0010004305774988097
Position 1070: 0.000995859623800173
Position 1470: 0.0007983867116602741
Position 497: 0.0007643434995118891
Position 6301: 0.0006645322665773296
Position 2251: 0.0006633585380558602
Position 704: 0.0006566509757372692
Position 6180: 0.0005699703353136931
Position 690: 0.0005689974915860789
Position 2191: 0.0005140368520514703
Position 6621: 0.0004838598930853068
Position 2843: 0.00041359008920787197
Position 2028: 0.000393579800459662
Position 2728: 0.00038804706442125596
Position 415: 0.00035895400225890886
Position 25: 0.00031836037417624767
Position 6069: 0.0003071043660004875
Position 2852: 0.0002944680725610009
Position 1286: 0.000279025957237292
Position 5724: 0.0002531400975427376
Position 1314: 0.00025039779834007994
Position 6151: 0.00024899743514302436
Position 18: 0.0002416586227455621
Position 154: 0.0002319525481246912
Position 2334: 0.0001945276386922919
Position 5977: 0.0001852142074075862
