Gene = RpS12
index = 1447
Annotated 5SS: [ 42 174 515]
Annotated 3SS: [ 130  379 1017]
SMsplice 5SS: [ 42 515]
SMsplice 3SS: [ 130 1017]
top_k =  1000
Partition function (log Z): -1.4744288080384007

Sorted 5' Splice Sites (High to Low Probability):
Position 515: 0.9252792936906896
Position 42: 0.7130539623919738
Position 174: 0.37310735793774635
Position 323: 0.07623230092969004
Position 585: 0.07076997365849719
Position 970: 0.020823874648059067
Position 80: 0.016135794051257688
Position 178: 0.009192817623891814
Position 250: 0.00865080572871328
Position 837: 0.007036270570185251
Position 311: 0.006680050991348684
Position 97: 0.005412637707574512
Position 709: 0.0040048997004041185
Position 955: 0.003741801819129493
Position 896: 0.0034102216637249636
Position 544: 0.0025539563088621273
Position 788: 0.002329103735618259
Position 597: 0.0019134186669398166
Position 547: 0.0013133283961200392
Position 316: 0.0008043786443790003
Position 233: 0.000659295546495402
Position 321: 0.0004860804805286139
Position 1193: 0.0003404630127241012
Position 359: 0.00032688781729885364
Position 519: 0.0002840380075978857
Position 254: 0.0002657593333917633
Position 1230: 0.0002440099501333092
Position 880: 0.00020709912304055363
Position 1320: 0.0002028499325217962
Position 31: 0.0001816703568351702
Position 1326: 0.0001449619377258862
Position 962: 0.00013091921184078277
Position 900: 0.00011332118899957654
Position 707: 0.0001058493140107109
Position 815: 7.487296268307198e-05
Position 379: 6.452361176655483e-05
Position 184: 5.758174481255069e-05
Position 538: 4.6087110217874494e-05
Position 713: 4.4551421126871874e-05
Position 172: 4.190072718616619e-05
Position 256: 3.671087375334149e-05
Position 777: 2.8585579819946076e-05
Position 1155: 2.1569209675082977e-05
Position 612: 1.9376250078806545e-05
Position 34: 1.8197362874748664e-05
Position 166: 1.7285452544991987e-05
Position 627: 1.6190200402780263e-05
Position 902: 1.2838789405148015e-05
Position 1253: 1.1320215128378009e-05
Position 1256: 6.915084592863867e-06
Position 839: 6.839828112902947e-06
Position 15: 6.403255302321551e-06
Position 697: 5.016732160747793e-06
Position 345: 4.678253485468195e-06
Position 444: 2.7833448394452537e-06
Position 365: 2.6560141434648883e-06
Position 135: 2.416763610303501e-06
Position 1150: 1.056767741050659e-06
Position 1195: 7.824283160133826e-07
Position 130: 6.91245039871309e-07
Position 1208: 5.394190196435178e-07
Position 340: 3.5517196090417706e-07
Position 384: 1.9995820139351916e-07
Position 668: 4.163279382051447e-08
Position 402: 5.073706502353358e-09
Position 522: 4.8071125091420315e-09
Position 455: 3.121697673407863e-09
Position 871: 3.9146485834301077e-10
Position 477: 1.85431878099176e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1017: 0.9543654648538642
Position 379: 0.5926485265753465
Position 130: 0.5467851129994454
Position 668: 0.03635867366047748
Position 135: 0.031711022613393446
Position 740: 0.028469412126562534
Position 152: 0.01781538527805511
Position 440: 0.01664322743789188
Position 567: 0.011074849726956265
Position 1043: 0.0071548714002365975
Position 691: 0.003465567039990821
Position 653: 0.002779971110782942
Position 815: 0.0014968548729594228
Position 443: 0.0009025177099702559
Position 825: 0.0008429003599752155
Position 359: 0.0008312919125648203
Position 1380: 0.000785347536707616
Position 301: 0.000765093527017598
Position 837: 0.00042367855209471075
Position 627: 0.0002848910828402319
Position 612: 0.00027517800475581033
Position 707: 0.00012039924350985472
Position 1075: 0.00011468977929504661
Position 953: 0.00011012725563147024
Position 1337: 8.800325620814653e-05
Position 1261: 8.228821024993746e-05
Position 455: 7.526027570488264e-05
Position 494: 6.920263047920692e-05
Position 1276: 2.6414680637853382e-05
Position 305: 2.1478858684583473e-05
Position 1105: 1.5627877441238995e-05
Position 583: 1.4612393560872783e-05
Position 1395: 1.2882841461299381e-05
Position 1399: 1.1782683491835381e-05
Position 1135: 1.1084702860259182e-05
Position 1222: 9.47710971038765e-06
Position 452: 4.664684259062443e-06
Position 1138: 4.225521609131392e-06
Position 1072: 4.042300416085154e-06
Position 1099: 3.891879139519714e-06
Position 1165: 3.371937748875983e-06
Position 1272: 1.6584123406818437e-06
Position 1177: 1.5756220051335452e-06
Position 316: 1.038849683618174e-06
Position 591: 9.840455293566385e-07
Position 1281: 9.355593778096381e-07
Position 311: 9.227122569463921e-07
Position 1024: 8.659781752297319e-07
Position 178: 4.258608154178071e-07
Position 634: 4.169399232390831e-07
Position 77: 1.930238761688537e-07
Position 79: 4.5383506410594866e-08
Position 503: 4.7311999861776535e-09
Position 597: 6.90899939531351e-10
Position 522: 6.528198192609836e-10
Position 515: 1.0175443781878335e-10
Position 519: 7.170227496878534e-15
