Gene = kek2
index = 1738
Annotated 5SS: [ 1166  8857 24608]
Annotated 3SS: [ 8810 24576 39250]
SMsplice 5SS: [1166]
SMsplice 3SS: [39250]
top_k =  1000
Partition function (log Z): -23.610357986607923

Sorted 5' Splice Sites (High to Low Probability):
Position 7137: 0.9999999999997381
Position 4997: 0.9028131061794121
Position 5747: 0.8566881942240453
Position 1166: 0.546628606619381
Position 197: 0.2723417864896194
Position 6000: 0.2532408363981261
Position 2671: 0.2373072557176184
Position 5966: 0.20779868885857106
Position 5983: 0.09904896695168862
Position 6066: 0.0615675877680968
Position 5378: 0.040067834555174646
Position 374: 0.039342525999126535
Position 6375: 0.03208733671669618
Position 820: 0.029778627208449805
Position 5718: 0.02831190753472817
Position 5974: 0.028279948820536603
Position 6245: 0.026978385675935877
Position 4743: 0.026798392770788534
Position 6072: 0.02515666633459883
Position 6688: 0.024470519699620007
Position 6352: 0.022689041176457647
Position 5877: 0.018251231019667538
Position 186: 0.015674880165247016
Position 653: 0.012740038157979465
Position 6620: 0.011360079925674747
Position 5287: 0.010861287090967337
Position 973: 0.009638681376660676
Position 55: 0.009582965415230826
Position 4423: 0.008281164901447154
Position 5260: 0.007881892720166634
Position 338: 0.00787914422986464
Position 5839: 0.006886693661197483
Position 4354: 0.006324536663206016
Position 452: 0.006182965946752382
Position 5943: 0.005831792223192157
Position 5426: 0.005420656223531702
Position 48: 0.005357103525693048
Position 2445: 0.005072806196048877
Position 5932: 0.004992980259492665
Position 212: 0.00476265164392542
Position 4487: 0.0041466528492149985
Position 270: 0.003714119926950675
Position 133: 0.0036774947686238377
Position 3950: 0.003484764576255643
Position 6013: 0.0034450444707904097
Position 5402: 0.0034372353703967704
Position 2215: 0.0034366926820637135
Position 2463: 0.0032859096835036504
Position 200: 0.0032133986147036392
Position 948: 0.002942448711180788
Position 917: 0.002854495692285906
Position 4343: 0.002592324439163225
Position 5521: 0.0024846520563978148
Position 6221: 0.002344257651552848
Position 2116: 0.0019074965928625141
Position 942: 0.001778046034801396
Position 90: 0.0017642740104190416
Position 5307: 0.001466229353912969
Position 2684: 0.0014408589151879163
Position 538: 0.001218607244778462
Position 5929: 0.0012065508383639135
Position 215: 0.001079052685506894
Position 2439: 0.001074981558471011
Position 798: 0.0010686017968264097
Position 5741: 0.001009708613276086
Position 1755: 0.0009979210643132586
Position 6201: 0.0009789055874493636
Position 4842: 0.000928449505968263
Position 6151: 0.0009072364427039735
Position 4143: 0.0008907100479783332
Position 236: 0.0008107550981811125
Position 1148: 0.0007777264637234755
Position 278: 0.0006573190356459076
Position 6137: 0.000651365542111935
Position 1571: 0.000604849321102875
Position 280: 0.0005916441045818753
Position 1674: 0.0005870639067529364
Position 282: 0.0005594120016199139
Position 4306: 0.0005406691512779432
Position 274: 0.0004582340352457507
Position 650: 0.00035223867114241654
Position 4639: 0.0003243160479384048
Position 667: 0.00032227063414202274
Position 276: 0.0002863997783976107
Position 248: 0.00025828471406132684
Position 954: 0.000250689923883315
Position 4882: 0.00020630211213153082
Position 2063: 0.00018931393823366817
Position 4167: 0.00017299574055065498
Position 2104: 0.00016932757343161327
Position 2083: 0.00014830519911553685
Position 984: 0.00013559106239610706
Position 1621: 0.00013311679805298106
Position 1777: 0.00012003592890273808
Position 956: 0.00010981024669636664
Position 2696: 0.00010843998079973626
Position 4545: 0.00010778149319473218
Position 3472: 0.00010691045726427194
Position 967: 9.82425286822433e-05
Position 1376: 8.945657141901765e-05
Position 1348: 8.162188284328385e-05
Position 84: 7.672090404657755e-05
Position 4522: 7.211514210818765e-05
Position 1355: 6.410451706737214e-05
Position 2482: 5.892986275863346e-05
Position 1539: 5.724384750565484e-05
Position 616: 5.453143732663715e-05
Position 1699: 5.149130102083958e-05
Position 104: 5.062435418043009e-05
Position 450: 4.803084690489541e-05
Position 365: 4.34464005888952e-05
Position 1737: 4.192670301337357e-05
Position 286: 3.865512777162259e-05
Position 1124: 3.486064590385986e-05
Position 1869: 2.9830999519649482e-05
Position 704: 2.4163851075097104e-05
Position 2131: 2.3148372754698774e-05
Position 951: 8.346714855968698e-06
Position 2133: 8.176050459487313e-06
Position 694: 7.927498059092054e-06
Position 946: 7.313554576585072e-06
Position 2120: 7.015991214679446e-06
Position 889: 3.7032736418066957e-06
Position 992: 2.6361811515444467e-06
Position 256: 2.3088692542008164e-06
Position 292: 2.047311577935853e-06
Position 900: 2.041296543863881e-06
Position 2708: 2.0023463931694387e-06
Position 145: 1.4584692110981613e-06
Position 320: 1.2949399447142075e-06
Position 304: 1.098312238504223e-06
Position 1311: 1.0942288226656734e-06
Position 38: 1.0027987371850103e-06
Position 76: 9.188765796986993e-07
Position 23: 6.580236006617372e-07
Position 977: 5.302949946364474e-07
Position 264: 4.601012228682936e-07
Position 1191: 1.9348488025576896e-07
Position 1336: 1.6734704166727748e-07
Position 940: 1.2531386860507603e-07
Position 1197: 1.0910578383039942e-07
Position 94: 7.708971644249991e-08
Position 1170: 4.268213620776232e-08
Position 1495: 3.111772913412203e-08
Position 23471: 1.4665294473260745e-08
Position 1212: 1.4252562288747342e-08
Position 1631: 3.3647108291148525e-09
Position 1173: 6.069709684928508e-10
Position 16: 5.252532224268924e-10
Position 6911: 3.0694169280124876e-10
Position 284: 1.3370702285193032e-10
Position 297: 1.2052839086746982e-10
Position 342: 6.499651163333496e-11
Position 1477: 3.748176475334772e-12
Position 9725: 1.158594508045985e-12
Position 8857: 3.3139678951789736e-13
Position 10280: 2.8325302994128553e-13
Position 8914: 1.4261841760114637e-13
Position 9060: 5.0829773185573e-14
Position 7021: 2.4677376072827816e-14
Position 290: 1.817345410252829e-14
Position 8415: 4.56410463410039e-15
Position 11164: 1.6593960278231774e-15
Position 7470: 1.5919100051651106e-15
Position 8064: 1.5169480485445464e-15
Position 9900: 9.570707065763388e-16
Position 7159: 1.8960251005090665e-16
Position 344: 1.3707722855937788e-16
Position 7094: 8.058156592549495e-17
Position 7144: 2.7033052780947185e-17
Position 7025: 1.363661112204524e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 39250: 0.9999999404962328
Position 5826: 0.8324816506927947
Position 5086: 0.8062443713361834
Position 6456: 0.5771938967758257
Position 4257: 0.4856690383779571
Position 4828: 0.25333167691777075
Position 2582: 0.1992116138917156
Position 6990: 0.1600395592141316
Position 6799: 0.11605013245288757
Position 4095: 0.09214108432181688
Position 5047: 0.059360325690060896
Position 6032: 0.055988801516883846
Position 4219: 0.05167110734900282
Position 5057: 0.05149965840047296
Position 6128: 0.04055723193859145
Position 5050: 0.029770665468403124
Position 4907: 0.021480125690770593
Position 5502: 0.02035041859281302
Position 5909: 0.02016700248104205
Position 4401: 0.01957123710653183
Position 1054: 0.01901898509332369
Position 5673: 0.014346568830290899
Position 4878: 0.010576774597428527
Position 4772: 0.006156216317898488
Position 3697: 0.0047973024940834025
Position 839: 0.0047119432488841925
Position 3667: 0.004291151017285056
Position 2263: 0.0036301866309550504
Position 1771: 0.0036261532227698776
Position 4806: 0.0024687187629438083
Position 2042: 0.0024680015464194913
Position 3987: 0.002427799782673553
Position 1243: 0.00232345454545632
Position 2295: 0.002303859568462675
Position 6308: 0.00218719240700926
Position 2193: 0.0019008908258165657
Position 297: 0.001662027515854776
Position 4780: 0.0016291398307724757
Position 2015: 0.001590000478150666
Position 3647: 0.0015049789543618698
Position 1405: 0.001358155199308033
Position 6312: 0.0012123620510199958
Position 1011: 0.0010124383109164066
Position 1390: 0.0009810137587003543
Position 236: 0.0008747204972615976
Position 3616: 0.0008075763246117361
Position 2087: 0.0008021222295827748
Position 3940: 0.0007264337740226245
Position 2833: 0.0006846922757957987
Position 1252: 0.0006399154739224134
Position 1365: 0.0005104667479566742
Position 946: 0.00040313187347516566
Position 1552: 0.0003350383696284479
Position 2764: 0.00033043645963621226
Position 2787: 0.00024940987746342014
Position 3236: 0.0002204694469773797
Position 2748: 0.00021317928106987937
Position 1699: 0.0002048860450484012
Position 1776: 0.00020316185204594773
Position 1197: 0.00015833993828679826
Position 767: 0.00015275069163203623
