Gene = Notum
index = 1327
Annotated 5SS: [ 440 6185 6764]
Annotated 3SS: [5790 6250 6827]
SMsplice 5SS: [ 440 6185 6764 6962]
SMsplice 3SS: [5790 6250 6827 8115]
top_k =  1000
Partition function (log Z): 6.309610891290926

Sorted 5' Splice Sites (High to Low Probability):
Position 6185: 0.9993417059881934
Position 6764: 0.9985210684587157
Position 440: 0.9882089040917613
Position 6962: 0.6971321613489678
Position 8018: 0.1034781519510068
Position 8008: 0.0433941655584387
Position 7917: 0.02962046620446245
Position 1657: 0.026915373531834458
Position 8226: 0.026755165902250903
Position 3742: 0.024159024946460387
Position 1255: 0.024081060475198746
Position 8230: 0.022477348396877095
Position 7976: 0.015605498317104385
Position 3068: 0.013102506003513639
Position 2239: 0.012656847808703204
Position 7828: 0.007383980782836493
Position 8196: 0.006548004059027126
Position 471: 0.005871673920941324
Position 4333: 0.0054623774836058195
Position 5677: 0.005356703670208661
Position 8355: 0.005079012788140763
Position 7934: 0.004635155785994935
Position 7089: 0.0040229093057021865
Position 4053: 0.00391147880864198
Position 7902: 0.003531505981154574
Position 3136: 0.0027974102522381208
Position 6993: 0.0018683695172984395
Position 8222: 0.0018366569043673146
Position 6973: 0.001621833121550345
Position 6508: 0.0014218373039433685
Position 3967: 0.0014139122891822095
Position 3132: 0.0013222686847156723
Position 8994: 0.0012692614799174632
Position 8928: 0.001257656103865636
Position 6768: 0.0010156800229392576
Position 3839: 0.0010073882162585474
Position 24: 0.0009665670584023347
Position 6421: 0.0009241682840756135
Position 4362: 0.0008488154471227117
Position 1129: 0.000775049730491506
Position 8211: 0.0007543607584906385
Position 1108: 0.0007156315952584449
Position 6971: 0.0006374040480427832
Position 4357: 0.0005518272877522908
Position 7001: 0.000519852275454965
Position 7832: 0.0004903174840127614
Position 3759: 0.0004394871014487418
Position 5251: 0.0004300499384702326
Position 8243: 0.0004164019775480489
Position 6580: 0.00034543852841853115
Position 8998: 0.00032606004076999185
Position 8736: 0.00031779129480280326
Position 77: 0.0003114839339566361
Position 8348: 0.0002918748642351304
Position 8625: 0.00019515435214552567
Position 7393: 0.00014580452649510842
Position 6191: 0.00013809580526586075
Position 8593: 0.00013167169243214705
Position 252: 0.0001273731229125361
Position 1366: 0.00011252185468190082
Position 7182: 0.00011021680914816628
Position 130: 0.0001071206783122663
Position 1425: 0.00010380947228885394
Position 2007: 9.679842462322579e-05
Position 7548: 9.56726013489901e-05
Position 7962: 8.980101081328042e-05
Position 1986: 8.837217402219115e-05
Position 264: 8.70455569821306e-05
Position 7878: 8.594983137185688e-05
Position 9139: 8.239463103266346e-05
Position 6189: 7.660775644020883e-05
Position 6593: 7.50110618809342e-05
Position 7022: 7.448959853749188e-05
Position 7597: 7.438490600280706e-05
Position 1206: 7.188133677614287e-05
Position 6544: 6.65770134233666e-05
Position 1222: 5.733246101615519e-05
Position 45: 5.4621618702539414e-05
Position 6506: 5.192990433784522e-05
Position 8544: 5.1814843454782115e-05
Position 1680: 5.118347254231834e-05
Position 8679: 4.865049213360026e-05
Position 8963: 4.784910551479798e-05
Position 3109: 4.6773673522404984e-05
Position 7113: 4.553329887897323e-05
Position 876: 3.900307152729558e-05
Position 7136: 3.829092639943609e-05
Position 7530: 3.749574585420635e-05
Position 7790: 3.605464070750922e-05
Position 652: 3.114455742800511e-05
Position 3484: 3.0433360498203654e-05
Position 193: 2.975666231234592e-05
Position 7772: 2.9285895832886386e-05
Position 3037: 2.902459008355785e-05
Position 2287: 2.8604780243089785e-05
Position 6393: 2.7886934348364436e-05
Position 8986: 2.714335662832136e-05
Position 6497: 2.6893563642162892e-05
Position 2028: 2.592955675705686e-05
Position 2136: 2.5345682163244063e-05
Position 1630: 2.4299449905795428e-05
Position 6649: 2.428527381404748e-05
Position 6442: 2.2696323864322212e-05
Position 6984: 2.1812781628510997e-05
Position 6704: 2.102539863213655e-05
Position 1591: 1.8841848286130695e-05
Position 2322: 1.805582415871277e-05
Position 8787: 1.746895821493437e-05
Position 6659: 1.7433561282735053e-05
Position 2457: 1.6532959439043777e-05
Position 1169: 1.592265696374304e-05
Position 3901: 1.5037368656550718e-05
Position 6089: 1.4062787165174431e-05
Position 6884: 1.4025066627612666e-05
Position 52: 1.3979567633647064e-05
Position 2253: 1.3960050251840909e-05
Position 7647: 1.3071259211376702e-05
Position 8552: 1.287511889754149e-05
Position 2336: 1.2677846394849374e-05
Position 8012: 1.240602660389038e-05
Position 6401: 1.2121364909049993e-05
Position 7068: 1.1917194496501898e-05
Position 6332: 1.121696461981948e-05
Position 1259: 1.1172181421923673e-05
Position 655: 1.0945721612716209e-05
Position 666: 1.0177656301016828e-05
Position 9056: 1.0080402426173973e-05
Position 1163: 8.433419197745967e-06
Position 1614: 8.160835954680234e-06
Position 7665: 8.034819731261318e-06
Position 1143: 7.609282163106167e-06
Position 2245: 6.356960479306237e-06
Position 350: 6.325603866043012e-06
Position 6342: 6.315190901119776e-06
Position 9169: 6.217546311080573e-06
Position 6464: 6.044251762892946e-06
Position 2295: 5.3886328158816525e-06
Position 47: 5.361326429234064e-06
Position 6386: 5.016780746239844e-06
Position 201: 3.7484883854399518e-06
Position 6571: 3.61800079762902e-06
Position 1183: 3.4045888304389493e-06
Position 6728: 3.1693799718973314e-06
Position 6666: 2.750294627586348e-06
Position 1429: 2.630400263930414e-06
Position 1111: 2.5380372564867248e-06
Position 1386: 2.50477637460411e-06
Position 6772: 2.4806549896322206e-06
Position 1310: 2.286388015550571e-06
Position 1352: 2.046810191392679e-06
Position 996: 1.949169561180088e-06
Position 5935: 1.9380645721016015e-06
Position 1804: 1.6860701655956663e-06
Position 6457: 1.650599059043409e-06
Position 6035: 1.5455340198639566e-06
Position 858: 1.4502940724165454e-06
Position 853: 8.927909114745e-07
Position 6481: 8.329054020850447e-07
Position 7320: 6.531379391653662e-07
Position 6321: 6.33339673374438e-07
Position 7625: 6.059658705931835e-07
Position 1350: 5.137432427372102e-07
Position 4293: 4.770314771062158e-07
Position 6339: 4.6415948316893233e-07
Position 6693: 4.469653675662534e-07
Position 724: 4.368323258353789e-07
Position 6584: 4.244976328863621e-07
Position 1011: 4.0880419839696055e-07
Position 953: 4.023532752464404e-07
Position 1371: 3.9103383392695766e-07
Position 8022: 3.411937948085694e-07
Position 6896: 3.2327545846579126e-07
Position 7616: 3.1648507588931273e-07
Position 8406: 3.0539736410955925e-07
Position 955: 2.879384953682113e-07
Position 348: 2.8530294175556506e-07
Position 5960: 2.837870595201681e-07
Position 4399: 2.692725992485925e-07
Position 1414: 2.3112346749455448e-07
Position 7095: 2.2823153274657502e-07
Position 789: 1.8202714002101393e-07
Position 1120: 1.7442266395650446e-07
Position 1289: 1.7402176639665525e-07
Position 8637: 1.705417680824004e-07
Position 570: 1.3869216773340033e-07
Position 3627: 1.1561171281358864e-07
Position 8088: 1.1339300536856608e-07
Position 3740: 1.122910365514102e-07
Position 34: 1.0942259063857795e-07
Position 2030: 1.0141558058811906e-07
Position 874: 9.568727748549565e-08
Position 610: 9.227263830276161e-08
Position 7689: 9.045603869449778e-08
Position 1751: 8.305689408370847e-08
Position 444: 6.897817942141158e-08
Position 6875: 6.266431999253194e-08
Position 6597: 5.82273838772906e-08
Position 4603: 4.9471143789807186e-08
Position 6653: 4.6619866980705116e-08
Position 603: 4.2447007312964825e-08
Position 8: 3.5009695856295205e-08
Position 729: 2.5156017366217993e-08
Position 3636: 2.2771300600390855e-08
Position 889: 1.3901599885846598e-08
Position 6310: 8.453829982967054e-09
Position 8412: 5.87631553011805e-09
Position 8418: 5.019328387491384e-09
Position 8379: 4.86431586989925e-09
Position 7687: 3.4137799871700595e-09
Position 7214: 3.0253349856156086e-09
Position 6669: 1.546357148420454e-09
Position 842: 1.0142136971678075e-09
Position 6631: 8.748526020758811e-10
Position 6839: 7.138081281611844e-10
Position 371: 3.260392319750098e-10
Position 945: 2.259530379386474e-10
Position 5391: 1.2561826907067894e-10
Position 3985: 9.635365191145082e-11
Position 2188: 3.217966823906413e-14
Position 1172: 4.426078378072642e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 6250: 0.9998425193264534
Position 6827: 0.9984574794887031
Position 8115: 0.7114899252171614
Position 5790: 0.6728001848402307
Position 5818: 0.2478253521485935
Position 7058: 0.05919913580184031
Position 8076: 0.04793275608934102
Position 5828: 0.041152596381504064
Position 3337: 0.03243629905854103
Position 8782: 0.031385750324466784
Position 8813: 0.02756999054805511
Position 8137: 0.022060319061647054
Position 1498: 0.020268059190287145
Position 8652: 0.019981668421379394
Position 8317: 0.017702499157531432
Position 979: 0.01567177322500622
Position 7033: 0.011126763185550505
Position 1425: 0.009444755312229807
Position 4737: 0.007770940323698023
Position 9012: 0.0062247560035419034
Position 5832: 0.005568630285020434
Position 8379: 0.00522080913359767
Position 8295: 0.004507616350946533
Position 6128: 0.004302980510765202
Position 8668: 0.0042602889811954765
Position 9056: 0.004244779555487639
Position 5855: 0.004000004843421443
Position 6088: 0.003618590915650036
Position 2048: 0.0035798961537262335
Position 2912: 0.0031755460725408687
