Gene = Pfdn2
index = 1375
Annotated 5SS: [273]
Annotated 3SS: [376]
SMsplice 5SS: [273]
SMsplice 3SS: [376]
top_k =  1000
Partition function (log Z): -7.144386654293065

Sorted 5' Splice Sites (High to Low Probability):
Position 273: 0.9609086918214134
Position 655: 0.03266210049320208
Position 310: 0.014667590623777286
Position 328: 0.014210661423621325
Position 550: 0.012092297209108017
Position 44: 0.010764822020201714
Position 703: 0.005305043444305469
Position 314: 0.004070024715607406
Position 49: 0.0027204868607449625
Position 801: 0.0021611764461404413
Position 39: 0.001313150230641467
Position 306: 0.0010039652825651626
Position 468: 0.0005488002858690135
Position 11: 0.0004074547948939605
Position 229: 0.0002975675241922295
Position 785: 0.0002927114638426578
Position 483: 0.00023392690242520249
Position 236: 0.00018453361231218
Position 714: 0.0001602449328370872
Position 720: 0.00012021468828144227
Position 563: 9.625668796292723e-05
Position 712: 9.146832930568618e-05
Position 666: 8.977039412305029e-05
Position 439: 7.411160641962501e-05
Position 31: 7.046145327120044e-05
Position 668: 3.231311039449539e-05
Position 606: 2.5026778509646215e-05
Position 459: 2.2324324662011358e-05
Position 446: 2.176561451626787e-05
Position 37: 2.1060413064400052e-05
Position 19: 1.7178181514519117e-05
Position 789: 1.2811322928961217e-05
Position 277: 1.2557023357765825e-05
Position 195: 1.172363198515838e-05
Position 381: 1.1320605895131874e-05
Position 436: 9.33757506208451e-06
Position 522: 7.479564416956563e-06
Position 782: 7.331171120574041e-06
Position 660: 4.094233611520655e-06
Position 941: 4.068308575930393e-06
Position 187: 3.654437116805406e-06
Position 117: 2.6510439921012654e-06
Position 441: 2.144938380689773e-06
Position 762: 1.8203862143600611e-06
Position 100: 1.738521775955908e-06
Position 811: 1.3840044736665495e-06
Position 427: 6.028760093804726e-07
Position 1040: 3.636827980730637e-07
Position 929: 8.176060678329623e-08
Position 934: 6.638032350301062e-08
Position 936: 2.643713345047546e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 376: 0.9475723800465996
Position 798: 0.07035942127823504
Position 105: 0.01487283192627819
Position 954: 0.009190397611756164
Position 387: 0.006740865348646715
Position 929: 0.004292422110627274
Position 345: 0.004106575765519686
Position 615: 0.0023787814565363607
Position 1087: 0.0016750774342234537
Position 1067: 0.0009875041527157413
Position 328: 0.0008444753867860416
Position 740: 0.00027664713026904483
Position 454: 0.00026888072015625113
Position 618: 0.00021124247387028025
Position 70: 0.0001625078722522241
Position 398: 0.00015655320208553586
Position 902: 0.00013332294226476066
Position 479: 0.00011830982192398171
Position 811: 8.339167375580813e-05
Position 114: 7.030800478829809e-05
Position 545: 6.012839174776174e-05
Position 1076: 5.5989184245942676e-05
Position 464: 3.176402996363303e-05
Position 88: 2.3455895209077398e-05
Position 334: 2.284678917742036e-05
Position 509: 1.9105398577157225e-05
Position 1091: 1.6201043279344968e-05
Position 494: 1.096402748573551e-05
Position 805: 1.0369782439961907e-05
Position 60: 7.858603283516764e-06
Position 130: 5.55524124994264e-06
Position 623: 4.1940404746366e-06
Position 587: 2.2867358614361504e-06
Position 563: 2.255739644672122e-06
Position 550: 1.9997071379975906e-06
Position 204: 1.3583726567701991e-06
Position 569: 1.0962920927992233e-06
Position 725: 8.530419944152167e-07
Position 644: 5.943584688891763e-07
Position 572: 4.300309129196884e-07
Position 467: 4.239736330924613e-07
Position 638: 3.352309600272472e-07
Position 173: 1.5633664347861407e-07
Position 236: 1.365427470359553e-07
Position 162: 1.1052901431332458e-07
Position 219: 4.280989182746969e-08
Position 177: 1.6493211271542307e-08
Position 263: 1.2364684592888378e-08
Position 294: 5.9340655396277745e-09
Position 146: 5.5548345272469895e-09
Position 195: 5.345959117363592e-09
Position 180: 3.5134845629946653e-09
Position 575: 1.0049971309761992e-09
Position 273: 8.656509087482675e-10
Position 277: 6.633208863827786e-12
Position 538: 3.855829070763092e-12
Position 216: 4.452868050576916e-14
