Gene = mtgo
index = 1803
Annotated 5SS: [   423  14929 107897 112937]
Annotated 3SS: [ 12862 107726 112482 113007]
SMsplice 5SS: [   423 107897 112937]
SMsplice 3SS: [107726 112482 113007]
top_k =  1000
Partition function (log Z): -131.18033041308874

Sorted 5' Splice Sites (High to Low Probability):
Position 423: 0.9559762136648058
Position 23200: 0.10993301206111064
Position 74: 0.04401431149593025
Position 14929: 6.361266483019105e-05
Position 15749: 3.482235088952869e-05
Position 3807: 7.292696478551668e-06
Position 4081: 5.806722403157577e-06
Position 143: 4.804551936527885e-06
Position 327: 4.698060647228587e-06
Position 305: 4.618415059390532e-06
Position 13719: 3.9208718327127345e-06
Position 120: 1.7826974452802024e-06
Position 15562: 1.2757358968749125e-06
Position 178: 9.437794440628025e-07
Position 1998: 6.31053638616071e-07
Position 5843: 3.9013979838559267e-07
Position 1631: 3.755281190300063e-07
Position 8523: 3.4322720529317913e-07
Position 309: 2.380310266451289e-07
Position 1573: 1.900122034245142e-07
Position 8137: 1.7611281047141593e-07
Position 1329: 1.3233985027512492e-07
Position 8141: 1.2443938011617215e-07
Position 7359: 1.082670858928129e-07
Position 82: 6.275023399860615e-08
Position 961: 4.6866714487893195e-08
Position 1008: 4.599233081162067e-08
Position 897: 4.391746359250023e-08
Position 323: 4.247295216175276e-08
Position 3418: 3.9335073210959115e-08
Position 3189: 3.3198540163016167e-08
Position 644: 2.3938462940057302e-08
Position 1036: 1.9017337184863484e-08
Position 1965: 1.6885249718834857e-08
Position 152: 1.624021503979146e-08
Position 648: 1.5620145094937527e-08
Position 311: 1.398721350221438e-08
Position 1029: 1.2914683940521178e-08
Position 2282: 1.198202603073953e-08
Position 2091: 9.763318963813682e-09
Position 159: 8.602240493851292e-09
Position 3398: 8.452312668107177e-09
Position 8108: 8.111606878162174e-09
Position 1085: 8.106662486735204e-09
Position 1744: 7.366651654861313e-09
Position 3844: 6.9267057883660375e-09
Position 3826: 6.5926599356242965e-09
Position 3253: 5.203649611936155e-09
Position 1822: 3.908205834773482e-09
Position 53: 3.6184945956750686e-09
Position 1358: 3.1515672386979472e-09
Position 2782: 3.138128997570208e-09
Position 185: 2.6955593886534804e-09
Position 1747: 2.4706530463132813e-09
Position 1944: 2.462276058116903e-09
Position 188: 2.101330643682414e-09
Position 1969: 1.844250604625935e-09
Position 447: 1.394598028462026e-09
Position 101: 1.2725217835403236e-09
Position 7075: 1.2335098623430546e-09
Position 915: 1.1114517990074348e-09
Position 1338: 1.0130290134813692e-09
Position 10401: 9.82993684958151e-10
Position 4834: 8.299525023017545e-10
Position 546: 7.555120634284411e-10
Position 968: 7.506232112771393e-10
Position 1040: 6.200933516767944e-10
Position 2916: 6.080793881980424e-10
Position 1055: 5.104987731177791e-10
Position 768: 4.643049327501202e-10
Position 192: 4.5663341893500097e-10
Position 4974: 4.064057040050386e-10
Position 684: 3.9044080527684744e-10
Position 1350: 3.6489096689662033e-10
Position 652: 3.577899764384763e-10
Position 640: 3.4381060642701067e-10
Position 2702: 3.3965349844035203e-10
Position 773: 3.3429004658922523e-10
Position 444: 3.302028296132595e-10
Position 255: 3.29596532247147e-10
Position 20: 3.25514985004317e-10
Position 1690: 2.9061657600961196e-10
Position 2663: 2.7736936456221415e-10
Position 2714: 2.521907554710619e-10
Position 598: 2.2159356096354996e-10
Position 442: 2.2060970940091263e-10
Position 2634: 2.1309448929414875e-10
Position 682: 1.948228316100357e-10
Position 113: 1.9095831264060895e-10
Position 2125: 1.6280378584875258e-10
Position 1034: 1.5728945797175555e-10
Position 211: 1.5212285789384382e-10
Position 1188: 1.4199051116364534e-10
Position 1082: 1.17768438440235e-10
Position 296: 1.1067437063468474e-10
Position 331: 9.951979690057244e-11
Position 321: 6.303881840886042e-11
Position 604: 5.132403409995248e-11
Position 633: 4.866231917791861e-11
Position 636: 4.696841227763972e-11
Position 89: 4.0986607601277915e-11
Position 315: 3.442236974381089e-11
Position 2462: 3.207174962978845e-11
Position 688: 3.2002278820692036e-11
Position 1568: 3.152339520261089e-11
Position 427: 3.094332571272614e-11
Position 676: 3.0333612601625376e-11
Position 1937: 2.948388916835112e-11
Position 214: 2.9061381944475318e-11
Position 294: 2.896733790262447e-11
Position 488: 2.8784169328211818e-11
Position 555: 2.8552639859100197e-11
Position 1069: 2.6596309365677138e-11
Position 1014: 1.9046832886515174e-11
Position 795: 1.6647175089490677e-11
Position 313: 1.5982165708462112e-11
Position 1236: 1.4370252341566457e-11
Position 728: 1.3732871520244558e-11
Position 548: 1.3097732752478151e-11
Position 674: 1.1673651708173814e-11
Position 1432: 1.1078974059869022e-11
Position 1146: 3.6389087191643425e-12
Position 931: 2.9110126900568796e-12
Position 1590: 1.4485967903553916e-15
Position 2386: 1.189224373944227e-15
Position 2222: 6.131648557095588e-16
Position 1729: 5.10674687704913e-16
Position 459: 2.8708914254633863e-16
Position 1985: 2.1104471548798757e-16
Position 1884: 1.8960060930914055e-16
Position 2059: 1.8044487293434823e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 27148: 0.842507575774414
Position 23310: 0.11090844288070456
Position 23018: 0.09919934688622145
Position 22846: 0.04441554958562292
Position 23381: 0.008546788135115922
Position 21996: 0.0015649914586300592
Position 21605: 0.0014978621884194263
Position 21623: 0.000981443606044867
Position 19137: 0.00013314317736587883
Position 15225: 6.925801749390469e-05
Position 16057: 6.897645330719003e-05
Position 18959: 3.74424485029551e-05
Position 12862: 3.3664512402662924e-05
Position 17160: 2.3156391387287187e-05
Position 14648: 2.0999309842094493e-05
Position 3674: 9.872090187981059e-06
Position 14024: 9.563134448097578e-06
Position 203: 7.386974440331217e-06
Position 13270: 6.260789763190949e-06
Position 17188: 3.404326611938778e-06
Position 17143: 3.3082977827761464e-06
Position 15867: 2.665402937884268e-06
Position 1470: 1.4438109978439949e-06
Position 2871: 1.0217834796692996e-06
