Gene = mu2
index = 1806
Annotated 5SS: [ 137  396  937 1828 2039 2212 2366 3599 3696 3861 4223]
Annotated 3SS: [ 194  455  990 1883 2093 2269 2422 3653 3752 3919 4278]
SMsplice 5SS: [ 137  396  937 1828 2039 2212 2366 3599 3696 3861 4223]
SMsplice 3SS: [ 194  455  990 1883 2093 2269 2422 3653 3752 3919 4278]
top_k =  1000
Partition function (log Z): 30.38086600038445

Sorted 5' Splice Sites (High to Low Probability):
Position 2366: 0.9992437253903295
Position 3599: 0.9904448715748722
Position 3696: 0.9902116403310817
Position 3861: 0.987756055754445
Position 396: 0.9802993568241465
Position 2039: 0.9792221349864689
Position 1828: 0.9733559163580445
Position 137: 0.9622462525153235
Position 2212: 0.9609029841759089
Position 937: 0.9532580341376777
Position 4164: 0.0676651234808122
Position 2813: 0.04767788777559964
Position 1542: 0.03885450018568563
Position 3328: 0.03742074240876113
Position 910: 0.03250092179045089
Position 1967: 0.017012667571173243
Position 336: 0.015070800357502093
Position 754: 0.01479702990962531
Position 2216: 0.012966715204147279
Position 4125: 0.012693704365126823
Position 4107: 0.009469643229326046
Position 4496: 0.009123249495505033
Position 1770: 0.00818781640120987
Position 3226: 0.004424170424542759
Position 4346: 0.003686091079891294
Position 4407: 0.003552843699186719
Position 3277: 0.0032282762768272057
Position 3865: 0.002541453810066875
Position 4141: 0.0023722195794202523
Position 729: 0.0021353265965787286
Position 858: 0.002041449890115585
Position 1227: 0.0020162026217940207
Position 1287: 0.0019822705871122815
Position 1333: 0.0016282519545513887
Position 4198: 0.0013424472396206752
Position 1275: 0.0012174160794432291
Position 2954: 0.0011874971497106317
Position 4003: 0.001095165666452934
Position 35: 0.00103421725967352
Position 609: 0.001032716173243156
Position 1137: 0.0010173517782507478
Position 1223: 0.0010028981453607763
Position 1396: 0.0009709806902542091
Position 738: 0.0007675656406462792
Position 2005: 0.0006645831276146724
Position 1133: 0.0006550561147022547
Position 374: 0.0006397112039588585
Position 2944: 0.0006030282174825239
Position 3993: 0.0005855598588764099
Position 4092: 0.0005646524674354389
Position 3803: 0.000488599312480642
Position 3167: 0.0004606552761806944
Position 3964: 0.0004273113673733775
Position 3951: 0.00037643868829617715
Position 1066: 0.0003704168385514039
Position 2579: 0.0003362246012044086
Position 2626: 0.0003330581204842274
Position 2530: 0.0002797972062153858
Position 3558: 0.00027833048455352813
Position 2124: 0.00026158245826552053
Position 2623: 0.00026050721961089695
Position 2761: 0.00023568336025649034
Position 941: 0.0002121612524454687
Position 3379: 0.0002023782920284898
Position 4051: 0.00017553021340766342
Position 2935: 0.0001650286124701226
Position 4265: 0.0001582193960192566
Position 1388: 0.00015768445199238292
Position 1034: 0.0001424168177537969
Position 3850: 0.00013458404196177125
Position 741: 0.0001257171291138868
Position 1462: 0.00012463704606959717
Position 357: 0.00012349745185301716
Position 2552: 0.0001233622304028736
Position 1812: 0.00011780100947054942
Position 716: 0.00011046937666043411
Position 611: 0.00010685727338707494
Position 806: 0.00010186565791576157
Position 2611: 7.929106090222406e-05
Position 1818: 7.872176264467686e-05
Position 564: 7.188557522756376e-05
Position 3305: 7.115167168460382e-05
Position 1911: 6.308262023959478e-05
Position 2533: 6.277482545599169e-05
Position 4502: 5.619606645865977e-05
Position 1448: 5.479776804739154e-05
Position 3603: 5.379122287068872e-05
Position 1265: 4.9871339551981154e-05
Position 3574: 4.79355785382067e-05
Position 714: 4.62081704611502e-05
Position 642: 4.2258428290066784e-05
Position 2318: 4.216866660474932e-05
Position 2519: 3.680941582607259e-05
Position 1755: 3.528053049114706e-05
Position 1096: 3.294237486830122e-05
Position 466: 3.175027352230653e-05
Position 261: 3.0967001723145224e-05
Position 4387: 2.9502476284261162e-05
Position 4514: 2.9452461965967374e-05
Position 3669: 2.9189947670910947e-05
Position 4305: 2.7172861068030856e-05
Position 2009: 2.3773096634093242e-05
Position 3763: 2.144083044554767e-05
Position 2007: 1.8903490952206903e-05
Position 3463: 1.7761578003240473e-05
Position 4350: 1.5534313250200875e-05
Position 2666: 1.5009301084104967e-05
Position 3887: 1.4078128671716697e-05
Position 3922: 1.3383970581133827e-05
Position 54: 1.2751690057455147e-05
Position 3767: 1.01503970111941e-05
Position 644: 9.394972646523444e-06
Position 238: 9.178495259355915e-06
Position 528: 8.386752405810757e-06
Position 1752: 8.192302010873674e-06
Position 1057: 7.597181910884022e-06
Position 3925: 7.100250220661371e-06
Position 2347: 6.421480500219991e-06
Position 2170: 6.098429624172482e-06
Position 2181: 5.899808614158818e-06
Position 4431: 5.051953896520827e-06
Position 297: 4.713720549332143e-06
Position 2967: 4.132346251573338e-06
Position 243: 3.0444265269378636e-06
Position 974: 2.9808031712150185e-06
Position 4338: 2.763432368365431e-06
Position 3704: 2.723096196730013e-06
Position 2146: 2.4127321692485084e-06
Position 456: 2.2664616649303442e-06
Position 2276: 2.038138070413177e-06
Position 1971: 1.9962351082569465e-06
Position 4024: 1.5270288484956445e-06
Position 1021: 1.378768394987135e-06
Position 1810: 1.3235806486031286e-06
Position 300: 1.3147150634123085e-06
Position 3137: 1.239544790634551e-06
Position 4597: 1.2131620246324447e-06
Position 870: 1.1665974487438587e-06
Position 4446: 1.0735491102048177e-06
Position 3310: 1.0095568477163801e-06
Position 1984: 9.758391951432968e-07
Position 4563: 9.057824256056438e-07
Position 3562: 8.944933652110433e-07
Position 4580: 8.892040834236533e-07
Position 2949: 7.809431127077384e-07
Position 4542: 7.378855261639184e-07
Position 2079: 7.058640224266502e-07
Position 3535: 6.36565711483226e-07
Position 2119: 3.591774942319037e-07
Position 2433: 3.2766488919882067e-07
Position 2889: 3.143967257493351e-07
Position 2128: 2.862135024054016e-07
