Gene = Aps
index = 24
Annotated 5SS: [ 388 1146 2345 2655]
Annotated 3SS: [ 678 2245 2498 2713]
SMsplice 5SS: [1146 2345 2655]
SMsplice 3SS: [2245 2498 2713]
top_k =  1000
Partition function (log Z): 1.8278978330148004

Sorted 5' Splice Sites (High to Low Probability):
Position 2655: 0.9992531327281263
Position 2345: 0.9939426786720695
Position 1146: 0.7595414480658578
Position 2164: 0.42967731150503385
Position 2189: 0.080960412947273
Position 400: 0.07860202248985017
Position 2043: 0.055307862302031864
Position 272: 0.05521667508797113
Position 3029: 0.051392569250080386
Position 388: 0.04995848400674427
Position 524: 0.04960391570123031
Position 73: 0.0480730156835977
Position 472: 0.04075995868459418
Position 1503: 0.0263423778078656
Position 1226: 0.022079747467864785
Position 83: 0.018695681715250437
Position 1441: 0.01800058371627882
Position 768: 0.017823316558472208
Position 27: 0.010775682865951616
Position 1210: 0.010207761765007737
Position 1499: 0.008200849971264348
Position 3385: 0.00559061910332922
Position 3252: 0.004126793015812941
Position 42: 0.004107968145721348
Position 1760: 0.003623946967700858
Position 369: 0.0034161232744073042
Position 3402: 0.0021236299650614137
Position 2407: 0.00200519345042543
Position 1615: 0.0019276034777318727
Position 1342: 0.0016907185986924382
Position 264: 0.0016697934975586747
Position 1206: 0.0015097867172515396
Position 527: 0.0014131852095449209
Position 615: 0.0012993573205403622
Position 801: 0.001239260034491714
Position 3306: 0.0011578356065747243
Position 1238: 0.001072437879925148
Position 1411: 0.0007882563726340566
Position 2924: 0.0007667036466449536
Position 110: 0.0006965152596722706
Position 600: 0.0006618349474684515
Position 1808: 0.0006181802535674499
Position 2815: 0.0006047011615700899
Position 1170: 0.0005810046231113234
Position 783: 0.0005609152320922521
Position 2373: 0.0005450860065977073
Position 763: 0.0005060042084625691
Position 841: 0.0005051502087170923
Position 1463: 0.0004592211254609364
Position 1696: 0.0003955682356494875
Position 761: 0.0003897746917520833
Position 87: 0.00037993981912228924
Position 2776: 0.0003418691983655484
Position 1940: 0.00031713009798240344
Position 1979: 0.00030693048117444135
Position 3895: 0.0002900103233826882
Position 2799: 0.00028424907420360434
Position 123: 0.0002747186966011887
Position 3162: 0.0002744331567049058
Position 1903: 0.00026512120559547776
Position 1250: 0.00025965355828642294
Position 197: 0.00025468132518066824
Position 3166: 0.00024389701695869243
Position 81: 0.00024151645716091372
Position 2445: 0.00023049368491539484
Position 756: 0.00022416914060841678
Position 2812: 0.00020683826948988946
Position 1452: 0.00020045851994599054
Position 3978: 0.0001965285774351036
Position 1093: 0.0001946315129447408
Position 314: 0.00018239166408609813
Position 574: 0.00017959480061906723
Position 266: 0.00016776743774279024
Position 2349: 0.00016065950993485333
Position 3975: 0.00015184072219208278
Position 3227: 0.0001420333759080763
Position 2659: 0.00013773860225321094
Position 132: 0.0001320449223076441
Position 2644: 0.00011670394241411625
Position 597: 9.53795606958607e-05
Position 1445: 8.902195138042798e-05
Position 1213: 8.739335548209131e-05
Position 1642: 8.732848665518703e-05
Position 2921: 8.480623463431519e-05
Position 621: 8.093258087845008e-05
Position 1408: 7.06585069494534e-05
Position 3221: 5.60506311454938e-05
Position 3567: 5.307543762769986e-05
Position 274: 5.1751989032571126e-05
Position 238: 5.000565337223299e-05
Position 2313: 4.0927885717463785e-05
Position 1537: 3.933005334466698e-05
Position 788: 3.8843699020944034e-05
Position 2646: 3.7219510092350267e-05
Position 1435: 3.4733317003102975e-05
Position 785: 3.362223985942176e-05
Position 3215: 2.9228600629227414e-05
Position 545: 2.4960808089795344e-05
Position 4068: 2.3410032322088326e-05
Position 11: 2.3242858804947782e-05
Position 470: 2.2873746130575696e-05
Position 1332: 2.218518291498917e-05
Position 2063: 2.108750438127866e-05
Position 276: 1.9184022956540963e-05
Position 805: 1.915377266436036e-05
Position 1543: 1.8958433519355204e-05
Position 1577: 1.8139750587331865e-05
Position 829: 1.6873728997041555e-05
Position 583: 1.6591050970167822e-05
Position 2619: 1.6209154719088863e-05
Position 167: 1.612754351165846e-05
Position 689: 1.3036150193820988e-05
Position 1856: 1.294736424663708e-05
Position 2499: 1.2332890642508458e-05
Position 1458: 1.0286752842896474e-05
Position 175: 1.0176099057028085e-05
Position 2947: 9.586836896602699e-06
Position 1489: 8.776104286290533e-06
Position 94: 8.410667974331767e-06
Position 3148: 7.573631810077108e-06
Position 3884: 7.11708800496426e-06
Position 199: 6.866740720101905e-06
Position 162: 6.111963976861373e-06
Position 2616: 4.818413827186039e-06
Position 873: 4.268052658774215e-06
Position 2321: 3.6957145535091377e-06
Position 4193: 3.5877201875772327e-06
Position 2383: 2.4975241618805874e-06
Position 2367: 2.341274616477369e-06
Position 1312: 1.4101581942817e-06
Position 836: 1.3783781253804325e-06
Position 1531: 1.0199495057705402e-06
Position 170: 7.226625871424438e-07
Position 1370: 6.134906635869966e-07
Position 1324: 5.742888037192265e-07
Position 678: 5.303206899908981e-07
Position 2508: 3.172255723794276e-07
Position 2756: 2.858016689094646e-07
Position 3235: 1.6089722405252084e-07
Position 2632: 1.5817970599013542e-07
Position 3: 1.5299412920826083e-07
Position 2743: 1.4571103148843663e-07
Position 2741: 1.0363138830527228e-07
Position 2668: 5.506792795899644e-08
Position 2580: 3.2407012555255115e-08
Position 2635: 2.694267918582271e-08
Position 2747: 2.463841160940197e-08
Position 2589: 2.095546677183049e-08
Position 2675: 8.415929684318338e-09
Position 2598: 7.534710746264428e-09
Position 2638: 6.302522515981618e-10
Position 1259: 1.3995243592668267e-10
Position 2573: 3.8690891523960025e-12
Position 2531: 3.867394434227473e-16
Position 2556: 1.5343873443511435e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2713: 0.9866885776444204
Position 2498: 0.9597969260722338
Position 2245: 0.957190958943309
Position 1028: 0.3358789662051691
Position 1572: 0.21943118291656802
Position 1635: 0.049590226586992664
Position 1594: 0.04276737823197675
Position 1860: 0.04076255935701261
Position 1751: 0.035215036845324045
Position 1897: 0.02943948213588592
Position 1884: 0.02667169053817057
Position 2454: 0.02210283066213355
Position 3988: 0.021553749515498773
Position 1393: 0.015100902036847016
Position 3289: 0.014881197781076118
Position 2406: 0.010700571183009122
Position 191: 0.008045393553850795
Position 1435: 0.00790850874535228
Position 4035: 0.006333373621986567
Position 3704: 0.006189169521179652
Position 3548: 0.006070670544344575
Position 1696: 0.005581688173323359
Position 2547: 0.004756025474287313
Position 1315: 0.004518937891340126
Position 3832: 0.0037418349945901822
Position 3252: 0.0035224782049526906
Position 3140: 0.0034267705281864017
Position 678: 0.0031290185325038864
Position 1462: 0.003128128966802463
Position 1600: 0.0028828645314441493
Position 1705: 0.0027740167228524995
Position 1903: 0.002319376891883828
Position 3598: 0.0022166456684251826
Position 1543: 0.0019260508562868085
Position 1673: 0.0018883269216345326
Position 194: 0.0018499993142092972
Position 3204: 0.0017975151944538868
Position 1342: 0.001711670240184264
Position 3864: 0.0016577440986798304
Position 228: 0.0014819467847294314
Position 3221: 0.0014374420995525788
Position 2550: 0.0014154807669411909
Position 1199: 0.0013952637790902917
Position 1529: 0.001177888379153795
Position 1370: 0.0011383134758437114
Position 4241: 0.001135055329622293
Position 1642: 0.0010376561762136143
Position 1373: 0.0010243926068784692
Position 2842: 0.0007972617805935001
Position 3496: 0.0006168392621219086
Position 2112: 0.00061658598274764
Position 4148: 0.0005991700714607859
Position 2177: 0.0005730038114123878
Position 4177: 0.0005574449972258397
Position 3574: 0.0005460439539688059
Position 3423: 0.00048766956817661647
Position 2092: 0.00046006482003723944
Position 2764: 0.00036328663230169743
Position 2432: 0.00036172895865305805
Position 851: 0.0003211274328186107
Position 2042: 0.00030887454216778994
Position 1213: 0.00030818535069476396
Position 3514: 0.00029711670010265705
Position 3144: 0.000288055227978936
Position 3473: 0.00028055370497840026
Position 4039: 0.00027604843295267353
Position 3912: 0.0002750647725823286
